timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
72 71.5247 3 54 25491.5 1.03756e+07 4.27672 78.6419 0
73 72.894 2 56 21366 1.05978e+07 4.58242 78.9894 0
74 73.0073 2 57 21058.3 1.0603e+07 4.05872 79.961 0
75 74.4931 2 58 17532.6 1.052e+07 4.53119 80.6592 0
76 75.4931 2 58 15861.3 1.03325e+07 4.43265 81.4585 0
77 76.0988 3 59 15138.9 1.0184e+07 4.13801 80.8815 0
78 77.3566 3 61 14224 9.82862e+06 4.07534 81.1848 0
79 78.4657 3 59 14027.5 9.49643e+06 4.04436 82.5446 0
80 79.0597 3 58 14138.8 9.32234e+06 3.96871 81.5011 0
81 80.7034 3 51 15186.2 8.89152e+06 3.80139 82.2756 0
82 81.1779 3 53 15674.4 8.78813e+06 3.93282 80.48 0
83 82.0711 3 54 16811.5 8.62618e+06 3.96816 80.1426 0
84 83.9114 4 54 19889.6 8.45562e+06 3.65217 80.5937 0
85 84.7706 4 55 21513 8.46249e+06 3.70405 79.9352 0
86 85.0215 4 57 21975.9 8.47577e+06 3.9298 79.8922 0
87 86.0215 4 57 23777.2 8.57531e+06 3.70293 79.0742 0
88 87.31 4 65 25511.9 8.80794e+06 3.93006 79.259 0
89 88.1725 4 68 26155 9.01225e+06 3.95715 79.008 0
90 89.2487 4 71 26242.6 9.2944e+06 4.00888 79.3497 0
91 90.0843 4 72 25760 9.51195e+06 4.07557 78.1809 0
92 91.4534 4 73 24160.8 9.81529e+06 4.2113 78.2731 0
93 92.4534 4 73 22630.2 9.96468e+06 4.27546 78.8053 0
94 93.6912 4 76 20710.1 1.00458e+07 4.27223 79.6272 0
95 94.3952 4 77 19709.4 1.00409e+07 4.20605 80.0389 0
96 95.3952 4 77 18481.7 9.97876e+06 4.27053 80.4994 0
97 96.899 4 81 17217.3 9.79122e+06 4.18154 81.1056 0
98 97.058 4 82 17127.2 9.76672e+06 4.02147 80.201 0
99 98.2952 4 84 16687.5 9.56016e+06 4.05849 81.1786 0
100 99.7115 5 87 16755.5 9.31518e+06 3.97459 81.133 0
101 100.711 5 87 17141.6 9.15656e+06 3.91094 81.392 0
102 101.246 5 85 17449.6 9.08137e+06 3.93026 80.6639 0
103 102.246 5 80 18200.7 8.96454e+06 3.83718 81.0462 0
104 103.246 5 80 19129.5 8.88552e+06 3.80872 80.7131 0
105 104.246 5 79 20166.8 8.84976e+06 3.79749 80.3237 0
106 105.26 5 80 21237.4 8.86025e+06 3.80421 79.9041 0
107 106.26 5 80 22205.9 8.91557e+06 3.82811 79.5045 0
108 107.464 5 82 23089.4 9.0337e+06 3.91214 79.295 0
109 108.681 5 83 23549.7 9.19282e+06 3.94218 78.8471 0
110 109.194 5 84 23588.6 9.26612e+06 3.99419 79.3686 0
111 110.194 5 84 23408.4 9.40906e+06 4.03169 78.7894 0
112 111.003 5 85 23036.6 9.51594e+06 4.06568 79.1041 0
113 112.219 6 86 22202 9.64543e+06 4.1124 79.291 0
114 113.158 7 87 21431.3 9.71016e+06 4.12169 79.5814 0
115 114.287 7 92 20493.9 9.74167e+06 4.05739 79.9637 0
116 115.112 7 95 19851.1 9.73357e+06 4.11448 80.0694 0
117 116.112 7 95 19176.4 9.69219e+06 4.1432 80.3421 0
118 117.112 7 95 18666.7 9.62244e+06 4.11125 80.5811 0
119 118.155 7 98 18340.6 9.52914e+06 4.04976 80.5913 0
120 119.155 7 98 18222.4 9.42986e+06 4.02739 80.8446 0
121 120.566 7 99 18376.2 9.291e+06 3.96978 80.8411 0
122 121.126 7 100 18530.2 9.24087e+06 3.96831 80.4348 0
123 122.404 8 101 19052.6 9.14544e+06 3.91216 80.6328 0
124 123.465 8 103 19617 9.09296e+06 3.91139 80.3364 0
125 124.587 9 103 20285.8 9.06838e+06 3.88454 80.1798 0
126 125.248 9 104 20678.4 9.06969e+06 3.9263 79.9886 0
127 126.248 9 104 21239.6 9.09304e+06 3.89696 79.7949 0
128 127.932 9 105 21935.9 9.18258e+06 3.93507 79.4799 0
129 128.378 9 106 22045.2 9.21419e+06 3.9824 79.726 0
130 129.042 10 108 22142.4 9.26486e+06 3.99351 79.7373 0
131 130.042 10 108 22141.1 9.34451e+06 4.00268 79.3198 0
132 131.042 10 108 21965.7 9.42114e+06 4.03458 79.3508 0
133 132.734 12 109 21367.4 9.5234e+06 4.07696 79.538 1.67203e-11
134 133.811 12 111 20877.1 9.56063e+06 4.07813 79.7729 1.85284e-11
135 134.477 12 112 20565.2 9.5711e+06 4.06404 79.9127 1.97462e-11
136 135.018 12 116 20321.9 9.57239e+06 4.02129 80.0023 2.07961e-11
137 136.018 12 116 19898.2 9.55925e+06 4.08903 80.1102 2.28826e-11
138 137.398 12 117 19448.5 9.51205e+06 4.06772 80.3132 2.60983e-11
139 138.999 12 118 19179.5 9.42957e+06 4.03212 80.4584 3.03644e-11
140 139.489 12 119 19156.4 9.40154e+06 4.00876 80.239 3.17939e-11
141 140.489 12 119 19192.7 9.34433e+06 3.99657 80.4907 3.49089e-11
142 141.86 12 120 19409.8 9.27361e+06 3.96801 80.4351 3.96418e-11
143 142.421 12 121 19544.5 9.24953e+06 3.97697 80.2086 4.17481e-11
144 143.003 12 124 19705.3 9.22849e+06 3.98196 80.1205 4.40464e-11
145 144.003 12 124 20025.7 9.20301e+06 3.94104 80.2219 4.82782e-11
146 145.233 12 127 20440.7 9.19243e+06 3.96455 80.0212 5.40355e-11
147 146.833 13 128 20941.1 9.21215e+06 3.94781 79.8563 6.25633e-11
148 147.601 13 130 21129.3 9.23354e+06 3.97419 79.8318 6.71318e-11
149 148.148 13 131 21234.8 9.25252e+06 3.98604 79.8362 7.06013e-11
150 149.415 13 132 21375.4 9.30448e+06 3.98769 79.6413 7.93717e-11
151 150.089 13 134 21385.5 9.33448e+06 4.00676 79.9599 8.45039e-11
152 151.002 14 135 21330.6 9.37452e+06 4.0154 79.7708 9.20063e-11
153 152.049 14 138 21181.6 9.41599e+06 4.01243 79.9501 1.01498e-10
154 153.992 14 142 20736.9 9.46768e+06 4.0563 79.8169 1.2189e-10
155 154.992 14 142 20472.5 9.47743e+06 4.06014 79.918 1.33974e-10
156 155.992 14 142 20219.8 9.47505e+06 4.05885 80.0204 1.47259e-10
157 156.578 14 143 20088.2 9.46838e+06 4.03513 80.0566 1.55639e-10
158 157.186 14 144 19968 9.45785e+06 4.03328 80.0894 1.64829e-10
159 158.011 14 146 19836.7 9.43862e+06 4.01373 80.034 1.78165e-10
160 159.136 14 148 19724.8 9.4059e+06 4.02952 80.2505 1.98016e-10
161 160.726 14 149 19711 9.35435e+06 4.00854 80.2793 2.29751e-10
162 161.726 14 149 19784.4 9.32365e+06 3.99639 80.2639 2.52144e-10
163 162.225 14 150 19840.8 9.30989e+06 4.00013 80.1185 2.64083e-10
164 163.195 15 152 19981.8 9.28743e+06 4.00404 80.0455 2.88889e-10
165 164.493 15 154 20215.9 9.26837e+06 3.98569 80.0786 3.25681e-10
166 165.493 15 154 20411.1 9.2635e+06 3.97517 80.0424 3.57128e-10
167 166.082 15 155 20521.5 9.26475e+06 3.99226 79.9894 3.77045e-10
168 167.036 15 158 20684 9.27283e+06 4.0085 79.9813 4.11702e-10
169 168.988 15 159 20914.9 9.3081e+06 3.99727 79.8223 4.93092e-10
170 169.988 15 159 20958.5 9.33222e+06 4.00819 79.7937 5.41007e-10
171 170.202 16 159 20960.6 9.33761e+06 4.01638 79.9541 5.69729e-10
172 171.239 16 162 20936.4 9.36341e+06 4.02079 79.9108 6.27446e-10
173 172.148 16 163 20871.8 9.38429e+06 4.0308 79.8224 6.83022e-10
174 173.148 16 163 20763.3 9.40341e+06 4.04029 79.8377 7.49973e-10
175 174.543 16 166 20572.9 9.42055e+06 4.03864 79.9457 8.54676e-10
176 175.547 16 167 20423.9 9.42498e+06 4.05081 79.963 9.39089e-10
177 176.497 16 170 20291.6 9.42287e+06 4.04478 80.0185 1.02664e-09
178 177.497 16 170 20170.3 9.41476e+06 4.04784 80.0692 1.12752e-09
179 178.918 16 171 20051.5 9.395e+06 4.04075 80.1259 1.28781e-09
180 179.151 16 172 20039.2 9.3911e+06 4.02797 80.0335 1.31609e-09
181 180.093 16 175 20010.2 9.37427e+06 4.03008 80.102 1.43711e-09
182 181.488 16 176 20028.7 9.34874e+06 4.02432 80.1564 1.63625e-09
183 182.621 16 177 20093 9.33021e+06 4.01821 80.1393 1.81751e-09
184 183.125 17 177 20132.9 9.32321e+06 4.02278 80.0603 1.93524e-09
185 184.29 17 179 20244.4 9.31095e+06 4.01723 80.0644 2.15539e-09
186 185.416 17 180 20367.1 9.30513e+06 4.01252 80.0422 2.39168e-09
187 186.416 17 180 20475.9 9.30527e+06 4.01444 79.9991 2.623e-09
188 187.416 17 180 20573.5 9.31017e+06 4.01841 79.9582 2.8767e-09
189 188.911 17 182 20679.7 9.32476e+06 4.02744 79.9095 3.30281e-09
190 189.173 17 182 20692 9.328e+06 4.03835 79.9725 3.38396e-09
191 190.758 18 183 20724.2 9.34972e+06 4.04231 79.8959 4.22332e-09
192 191.075 18 184 20721.4 9.35421e+06 4.04499 79.9749 4.3494e-09
193 192.58 18 187 20671.6 9.37413e+06 4.05369 79.9261 5.00126e-09
194 193.58 18 187 20609.8 9.38473e+06 4.06225 79.9098 5.48841e-09
195 194.264 18 188 20559.3 9.3902e+06 4.06171 79.9536 5.84896e-09
196 195.922 18 191 20424.2 9.39642e+06 4.07244 79.9787 6.82497e-09
197 196.922 18 191 20345.4 9.39517e+06 4.07434 80.0109 7.49025e-09
198 197.922 18 191 20278.1 9.39049e+06 4.07492 80.0401 8.21981e-09
199 198.185 18 193 20263.5 9.38876e+06 4.06426 80.0108 8.42274e-09
200 199.612 18 195 20205.8 9.37676e+06 4.07383 80.0756 9.61493e-09
201 200.188 18 196 20194.9 9.37104e+06 4.07051 80.049 1.0142e-08
202 201.218 18 198 20193.5 9.36041e+06 4.07155 80.074 1.11561e-08
203 202.031 18 200 20208.2 9.35225e+06 4.07204 80.0508 1.20268e-08
204 203.592 18 204 20269.4 9.33906e+06 4.07182 80.0626 1.38889e-08
205 204.24 18 207 20303.8 9.33507e+06 4.07928 80.0146 1.47425e-08
206 205.262 18 209 20365 9.33095e+06 4.08011 80.0151 1.6197e-08
207 206.03 19 210 20413.2 9.32978e+06 4.08896 80.0003 1.7544e-08
208 207.471 19 211 20498.5 9.33198e+06 4.08435 79.9818 2.00268e-08
209 208.057 19 214 20527.6 9.3344e+06 4.09772 79.996 2.1135e-08
210 209.373 19 216 20577.9 9.34231e+06 4.09766 79.9461 2.38485e-08
211 210.101 19 218 20593.8 9.34775e+06 4.10723 79.9773 2.54964e-08
212 211.552 19 220 20599.5 9.3595e+06 4.11607 79.9302 2.91315e-08
213 212.547 19 222 20584 9.36727e+06 4.12436 79.9479 3.19203e-08
214 213.266 20 224 20564.6 9.37229e+06 4.12862 79.9719 3.41024e-08
215 214.814 20 226 20504.9 9.38034e+06 4.1423 79.9672 3.93132e-08
216 215.205 20 227 20487.7 9.38165e+06 4.1413 79.9885 4.0748e-08
217 216.449 21 227 20431 9.38368e+06 4.15548 79.9877 4.56767e-08
218 217.05 21 228 20405 9.38348e+06 4.15564 80.0012 4.82644e-08
219 218.099 21 230 20364.4 9.38147e+06 4.1646 80.0147 5.31333e-08
220 219.576 21 232 20324.4 9.37571e+06 4.17433 80.0352 6.08202e-08
221 220.576 21 232 20311.6 9.37056e+06 4.17999 80.0431 6.66324e-08
222 221.809 21 233 20313.3 9.36376e+06 4.18733 80.0462 7.45516e-08
223 222.683 21 234 20325.4 9.35917e+06 4.19325 80.038 8.07236e-08
224 223.414 21 236 20341.3 9.35578e+06 4.20039 80.0161 8.62603e-08
225 224.623 21 237 20377.5 9.3515e+06 4.20798 80.0277 9.62521e-08
226 225.321 21 238 20401.7 9.34997e+06 4.21642 80.0115 1.02525e-07
227 226.321 21 238 20438.6 9.34913e+06 4.22439 80.0054 1.12219e-07
228 227.258 21 239 20472.3 9.34982e+06 4.23543 79.9921 1.22115e-07
229 228.258 21 239 20504.6 9.35202e+06 4.24732 79.979 1.33628e-07
230 229.162 21 241 20527.8 9.35513e+06 4.26149 79.977 1.44956e-07
231 230.162 21 241 20546.1 9.35948e+06 4.27388 79.9602 1.58588e-07
232 231.162 21 241 20555 9.3644e+06 4.28912 79.9549 1.73484e-07
233 232.688 21 242 20550.6 9.37206e+06 4.31366 79.954 1.9892e-07
234 233.524 21 244 20540.2 9.37586e+06 4.32709 79.9673 2.14373e-07
235 234.614 21 246 20520.1 9.37999e+06 4.3448 79.9759 2.36304e-07
236 235.047 21 247 20510.8 9.38131e+06 4.35113 79.9843 2.45623e-07
237 236.047 21 247 20487.2 9.38355e+06 4.37096 79.976 2.68517e-07
238 237.914 21 248 20444.8 9.3846e+06 4.40418 79.9935 3.16947e-07
239 238.387 21 248 20435.9 9.38426e+06 4.41037 79.9967 3.30532e-07
240 239.387 21 248 20420.8 9.3829e+06 4.43138 80.0048 3.61087e-07
241 240.434 21 252 20412.1 9.38077e+06 4.45047 80.0026 3.96003e-07
242 241.434 21 252 20410.9 9.37839e+06 4.47157 80.0121 4.32382e-07
243 242.119 21 253 20414.2 9.37673e+06 4.48598 80.0054 4.59141e-07
244 243.312 21 257 20427.4 9.37412e+06 4.51263 80.0041 5.09584e-07
245 244.596 21 258 20450.3 9.37217e+06 4.54259 80.0012 5.69834e-07
246 245.976 21 259 20481.2 9.37155e+06 4.57819 79.9899 6.42217e-07
247 246.357 21 260 20490.1 9.37169e+06 4.59185 79.9859 6.63697e-07
248 247.467 22 263 20515.9 9.37288e+06 4.62203 79.9781 7.30612e-07
249 248.102 23 264 20529.8 9.37406e+06 4.64337 79.9801 7.72997e-07
250 249.102 23 264 20549.4 9.37658e+06 4.67122 79.9619 8.42118e-07
251 250.764 24 265 20572.4 9.38215e+06 4.72784 79.9508 9.70315e-07
252 251.129 24 266 20575.5 9.38353e+06 4.7426 79.9684 1.00087e-06
253 252.338 24 269 20580.9 9.3882e+06 4.78632 79.956 1.10868e-06
254 253.016 25 269 20580.9 9.3908e+06 4.81238 79.9544 1.17395e-06
255 254.551 26 272 20573.9 9.3962e+06 4.87432 79.9546 1.33633e-06
256 255.038 26 273 20570.1 9.39769e+06 4.8945 79.9592 1.39174e-06
257 256.373 27 276 20558 9.40109e+06 4.95334 79.954 1.56426e-06
258 257.326 27 277 20548.8 9.40285e+06 4.99768 79.9508 1.69261e-06
259 258.326 27 277 20540.5 9.4041e+06 5.04557 79.9521 1.83779e-06
260 259.116 27 280 20535.7 9.4047e+06 5.08347 79.9588 1.9607e-06
261 260.566 27 279 20532.3 9.40516e+06 5.16019 79.9529 2.20616e-06
262 261.657 27 281 20535.2 9.4052e+06 5.22028 79.9504 2.40923e-06
263 262.268 27 282 20539.1 9.4052e+06 5.25576 79.948 2.53045e-06
264 263.137 27 283 20547.1 9.40529e+06 5.30721 79.9434 2.71231e-06
265 264.768 27 285 20569 9.40605e+06 5.41007 79.9311 3.0863e-06
266 265.404 27 285 20579.3 9.40667e+06 5.45416 79.9275 3.24443e-06
267 266.127 27 286 20591.8 9.40762e+06 5.50405 79.9205 3.4332e-06
268 267.183 28 289 20610.6 9.40954e+06 5.58301 79.9172 3.72729e-06
269 268.557 28 290 20634.5 9.41295e+06 5.68565 79.8914 4.14307e-06
270 269.582 28 291 20650.6 9.41613e+06 5.76962 79.8792 4.48e-06
271 270.016 28 292 20656.6 9.4176e+06 5.80892 79.8897 4.62961e-06
272 271.016 28 290 20668.7 9.42124e+06 5.89446 79.8633 4.99189e-06
273 272.289 29 287 20680 9.42617e+06 6.0131 79.8532 5.49327e-06
274 273.931 29 283 20687.6 9.43258e+06 6.17611 79.8344 6.1997e-06
275 274.008 29 284 20687.8 9.43288e+06 6.1851 79.8638 6.23465e-06
276 275.008 29 282 20689.4 9.43658e+06 6.28995 79.8242 6.70479e-06
277 276.743 29 282 20689 9.44236e+06 6.48524 79.808 7.5934e-06
278 277.159 30 282 20688.9 9.4436e+06 6.53424 79.8195 7.82073e-06
279 278.34 30 282 20688.6 9.44681e+06 6.67884 79.7915 8.49878e-06
280 279.25 30 286 20689.4 9.44899e+06 6.79532 79.793 9.05369e-06
281 280.328 30 288 20692.1 9.45131e+06 6.93998 79.7783 9.75096e-06
282 281.328 30 287 20696.8 9.45329e+06 7.07957 79.7521 1.04365e-05
283 282.016 31 288 20701.4 9.4546e+06 7.18128 79.7536 1.09524e-05
284 283.016 31 286 20710 9.45653e+06 7.33072 79.7229 1.17061e-05
285 284.176 31 290 20722.4 9.4589e+06 7.51663 79.7073 1.2633e-05
286 285.072 32 290 20733.6 9.46091e+06 7.66691 79.6919 1.34048e-05
287 286.047 32 292 20746.7 9.46332e+06 7.83553 79.6666 1.42671e-05
288 287.047 32 291 20761 9.46608e+06 8.01444 79.6317 1.51964e-05
289 288.566 32 292 20782.5 9.47088e+06 8.30595 79.5906 1.66967e-05
290 289.664 32 292 20796.7 9.47475e+06 8.53118 79.5684 1.78506e-05
291 290.47 32 292 20806.2 9.47776e+06 8.7013 79.5413 1.87346e-05
292 291.47 32 290 20816.5 9.48165e+06 8.92073 79.505 1.98767e-05
293 292.04 32 292 20821.5 9.48391e+06 9.05285 79.5037 2.05504e-05
294 293.033 33 293 20829 9.48787e+06 9.28605 79.4683 2.17635e-05
295 294.033 33 291 20834.8 9.49183e+06 9.53014 79.4232 2.30363e-05
296 295.508 33 292 20840.8 9.49744e+06 9.91081 79.3731 2.50093e-05
297 296.336 33 295 20843.1 9.50042e+06 10.135 79.3606 2.61656e-05
298 297.336 33 293 20845.6 9.50381e+06 10.4139 79.3071 2.76107e-05
299 298.336 33 291 20847.9 9.50697e+06 10.7044 79.2688 2.91082e-05
300 299.336 33 291 20850.5 9.50991e+06 11.006 79.2287 3.06578e-05
301 300.062 34 292 20853 9.51192e+06 11.2328 79.2059 3.18262e-05
302 301.062 34 291 20857 9.51454e+06 11.5536 79.1545 3.34656e-05
303 302.252 34 289 20863.2 9.51751e+06 11.9514 79.0996 3.54829e-05
304 303.012 35 290 20868 9.51935e+06 12.2154 79.0694 3.68074e-05
305 304.135 35 289 20876.2 9.52206e+06 12.6173 79.013 3.88173e-05
306 305.099 36 289 20884.2 9.52443e+06 12.9771 78.9714 4.05901e-05
307 306.106 37 289 20893.2 9.52699e+06 13.3587 78.899 4.24969e-05
308 307.866 37 290 20909.3 9.53171e+06 14.0639 78.7966 4.59278e-05
309 308.682 37 289 20916.5 9.53402e+06 14.4052 78.7513 4.75622e-05
310 309.123 37 290 20920.3 9.5353e+06 14.5967 78.7392 4.84577e-05
311 310.123 37 289 20928.4 9.53826e+06 15.0261 78.6566 5.0517e-05
312 311.771 38 290 20939.9 9.54327e+06 15.7711 78.5504 5.39949e-05
313 312.202 38 290 20942.4 9.54459e+06 15.9736 78.5344 5.49181e-05
314 313.055 38 292 20946.8 9.54718e+06 16.375 78.4671 5.67678e-05
315 314.053 38 292 20951 9.55017e+06 16.8578 78.394 5.89618e-05
316 315.119 38 292 20954.5 9.55325e+06 17.3871 78.3174 6.13357e-05
317 316.365 38 295 20957.5 9.55665e+06 18.0238 78.2393 6.41463e-05
318 317.288 38 297 20959.3 9.55902e+06 18.5062 78.1713 6.62521e-05
319 318.288 38 297 20961.1 9.56142e+06 19.0386 78.0825 6.85533e-05
320 319.288 38 296 20963 9.56366e+06 19.5829 78.0048 7.08715e-05
321 320.097 38 299 20964.7 9.56536e+06 20.0333 77.9559 7.27593e-05
322 321.476 38 300 20968.4 9.56807e+06 20.8104 77.8286 7.59895e-05
323 322.476 38 299 20971.9 9.56991e+06 21.387 77.7452 7.83411e-05
324 323.868 38 301 20977.6 9.57239e+06 22.2049 77.6261 8.16196e-05
325 324.736 38 302 20981.8 9.57391e+06 22.7243 77.5519 8.36635e-05
326 325.64 39 303 20986.6 9.57551e+06 23.2727 77.4733 8.58019e-05
327 326.64 39 303 20992.2 9.5773e+06 23.8843 77.3789 8.81494e-05
328 327.697 39 304 20998.3 9.57926e+06 24.5407 77.2815 9.06204e-05
329 328.311 40 304 21001.9 9.58042e+06 24.9282 77.2301 9.20535e-05
330 329.164 40 306 21006.6 9.58207e+06 25.4698 77.1547 9.40305e-05
331 330.164 40 306 21011.9 9.58404e+06 26.103 77.0485 9.63323e-05
332 331.673 41 307 21019.1 9.58708e+06 27.0778 76.9044 9.9783e-05
333 332.159 41 308 21021.2 9.58807e+06 27.3966 76.8634 0.00010088
334 333.122 42 310 21024.9 9.59002e+06 28.0247 76.7639 0.000103044
335 334.321 42 314 21028.8 9.59241e+06 28.8162 76.6501 0.000105693
336 335.361 42 315 21031.7 9.59443e+06 29.5026 76.5368 0.000107953
337 336.612 42 316 21034.6 9.59675e+06 30.3357 76.4101 0.000110627
338 337.612 42 316 21036.8 9.59852e+06 31.004 76.3079 0.000112725
339 338.285 43 317 21038.3 9.59966e+06 31.4557 76.2438 0.000114113
340 339.053 43 318 21040 9.60092e+06 31.9705 76.1622 0.00011568
341 340.053 43 317 21042.3 9.60249e+06 32.6412 76.0548 0.000117686
342 341.465 43 318 21046.1 9.6046e+06 33.59 75.906 0.000120449
343 342.004 43 319 21047.6 9.60538e+06 33.9548 75.854 0.000121484
344 343.759 44 323 21053.7 9.60786e+06 35.1303 75.6605 0.000124764
345 344.021 44 324 21054.7 9.60823e+06 35.3101 75.6404 0.000125241
346 345.022 45 326 21058.8 9.60964e+06 35.9804 75.5305 0.000127042
347 346.574 46 326 21065.6 9.61187e+06 37.0105 75.3534 0.000129772
348 347.318 46 328 21068.9 9.61296e+06 37.5086 75.2774 0.000131033
349 348.195 46 330 21072.9 9.61428e+06 38.0876 75.1796 0.000132489
350 349.523 48 331 21079.1 9.61633e+06 38.9605 75.0314 0.000134664
351 350.519 48 333 21083.5 9.61792e+06 39.6068 74.9151 0.000136224
352 351.027 48 336 21085.6 9.61874e+06 39.9432 74.8691 0.000137003
353 352.013 49 338 21089.6 9.62035e+06 40.5787 74.757 0.000138488
354 353.14 50 341 21093.9 9.62221e+06 41.2978 74.629 0.000140161
355 354.258 50 342 21097.7 9.62405e+06 41.9979 74.4912 0.000141756
356 355.258 50 341 21100.8 9.62568e+06 42.6217 74.3771 0.000143145
357 356.258 50 341 21103.7 9.62728e+06 43.2376 74.2626 0.000144501
358 357.158 50 342 21106.1 9.62869e+06 43.7848 74.1606 0.000145692
359 358.649 50 344 21110 9.63096e+06 44.6754 73.9889 0.000147616
360 359.649 50 339 21112.7 9.63243e+06 45.2595 73.8713 0.000148871
361 360.126 50 338 21113.9 9.63311e+06 45.538 73.8217 0.000149461
