1	1	NA	0
1	2	NA	0
1	3	NA	0
1	4	NA	0
1	5	NA	0
1	6	NA	0
1	7	NA	0
1	8	NA	0
1	9	NA	0
1	10	NA	0
1	11	10	0.437091
2	12	9	0.655141
3	13	10	1.69779
3	14	10	2.15119
4	15	9	2.38526
4	16	5	2.56332
4	17	10	2.7765
4	18	10	2.87983
5	19	8	3.04689
5	20	2	3.06258
5	21	10	3.08554
5	22	10	3.14727
5	23	10	3.15993
5	24	8	3.21285
5	25	4	3.52844
5	26	10	3.54297
5	27	2	3.60933
5	28	4	3.6747
5	29	1	3.67791
5	30	2	3.7922
5	31	5	3.81848
5	32	9	3.84375
5	33	5	3.85471
5	34	10	4.13573
6	35	3	4.35128
6	36	7	4.36594
6	37	3	4.42505
6	38	3	4.47717
6	39	1	4.52593
6	40	4	4.628
6	41	6	4.63883
6	42	8	4.77862
6	43	6	4.81554
6	44	9	4.88661
6	45	10	4.94426
6	46	2	5.00855
7	47	7	5.11467
7	48	7	5.24787
7	49	3	6.22938
8	50	8	6.49779
25	51	1	23.5667
25	52	8	23.8119
25	53	5	23.906
25	54	10	24.2045
27	55	10	25.8266
27	56	10	26.7361
28	57	5	27.5212
29	58	2	27.739
29	59	4	27.7809
29	60	8	27.7989
29	61	7	28.1838
30	62	9	28.2288
30	63	9	28.2557
30	64	8	28.2589
30	65	6	28.3221
30	66	2	28.4122
30	67	7	28.4626
30	68	8	28.6236
30	69	6	28.7919
30	70	9	29.0835
31	71	7	29.4078
31	72	6	29.6837
31	73	7	29.7376
31	74	7	29.7783
31	75	10	30.2263
32	76	2	30.3839
32	77	8	30.4947
32	78	9	30.7426
33	79	4	31.1833
33	80	3	31.2805
33	81	9	31.4294
33	82	3	32.4169
37	83	4	35.826
39	84	5	37.8436
40	85	4	39.2195
46	86	4	44.855
47	87	2	45.9663
47	88	6	46.2973
49	89	7	47.3345
49	90	10	47.387
49	91	5	47.4735
49	92	6	48.3147
50	93	1	48.9243
50	94	9	48.9787
50	95	10	49.2988
51	96	8	49.3816
51	97	3	49.4128
51	98	7	49.4395
51	99	9	49.6543
51	100	9	50.3454
52	101	5	50.5529
52	102	8	51.09
53	103	9	51.3525
53	104	6	51.4369
53	105	10	51.7464
53	106	8	51.7767
53	107	6	52.0306
54	108	1	52.4111
54	109	2	52.7331
54	110	3	53.3359
56	111	4	55.0523
58	112	3	56.3975
58	113	5	57.2304
60	114	4	59.0762
62	115	2	60.6642
62	116	6	60.7546
62	117	3	61.6212
66	118	6	64.6569
66	119	5	64.8023
67	120	1	65.4601
67	121	10	65.7647
67	122	8	66.0389
69	123	4	67.3124
69	124	9	67.3294
69	125	10	68.1691
70	126	9	68.6337
70	127	3	69.242
71	128	8	69.6559
72	129	10	70.9804
72	130	4	71.1239
73	131	3	71.5362
73	132	6	71.9539
73	133	2	72.2388
74	134	9	72.7624
74	135	8	72.9359
74	136	9	72.9453
75	137	9	73.4782
75	138	10	73.6026
76	139	9	75.0149
77	140	6	75.0528
79	141	2	77.0976
79	142	10	77.1408
80	143	6	78.1673
80	144	4	78.6879
80	145	9	79.6251
81	146	8	80.1517
84	147	7	82.3362
89	148	9	87.4633
89	149	5	87.978
90	150	10	89.123
93	151	9	91.6171
93	152	5	91.8773
93	153	1	92.3777
94	154	1	92.6703
94	155	10	93.1045
97	156	2	96.0455
99	157	1	97.1833
99	158	5	97.9839
99	159	6	98.3832
100	160	7	99.1763
101	161	9	99.3653
106	162	9	104.507
106	163	1	104.601
106	164	4	104.923
109	165	4	108.118
110	166	5	108.445
110	167	7	109.014
111	168	2	109.435
112	169	9	110.994
113	170	5	111.963
116	171	4	115.676
117	172	9	115.794
117	173	9	116.272
121	174	10	119.594
121	175	3	119.944
122	176	5	121.611
123	177	10	121.983
123	178	10	122.108
124	179	1	122.127
124	180	6	122.899
125	181	7	124.22
127	182	9	125.579
127	183	3	125.915
128	184	6	127.267
129	185	4	127.399
130	186	6	128.59
130	187	1	128.684
132	188	5	130.321
134	189	4	132.036
134	190	1	132.703
135	191	7	133.514
135	192	1	134.456
136	193	1	134.495
136	194	2	135.139
137	195	2	135.312
137	196	8	135.504
138	197	6	136.411
140	198	2	138.383
140	199	4	139.298
141	200	7	140.086
144	201	7	142.79
144	202	10	142.811
145	203	4	143.826
145	204	10	143.937
146	205	4	145.451
147	206	3	146.351
148	207	2	146.861
148	208	3	147.815
149	209	8	148.759
150	210	2	149.395
151	211	6	149.928
152	212	6	151.156
153	213	10	151.255
153	214	5	151.631
153	215	8	152.253
154	216	10	152.306
154	217	10	153.127
157	218	8	155.177
157	219	6	155.333
158	220	2	156.505
158	221	2	156.686
158	222	10	156.705
159	223	6	157.934
159	224	5	158.717
160	225	4	159.669
161	226	10	159.814
161	227	8	159.96
161	228	2	160.66
162	229	5	160.761
163	230	1	161.789
164	231	1	162.958
164	232	8	163.895
167	233	1	166.038
168	234	4	166.864
168	235	5	167.306
169	236	9	167.932
169	237	10	167.967
170	238	8	169.211
171	239	6	169.235
172	240	2	170.593
173	241	8	171.972
173	242	8	172.36
174	243	8	172.943
174	244	3	173.032
175	245	3	173.951
175	246	3	174.041
176	247	4	174.113
176	248	5	174.238
177	249	2	175.28
177	250	8	175.401
177	251	6	175.847
177	252	9	175.92
177	253	6	176.059
180	254	9	179.029
181	255	6	179.256
181	256	6	179.611
181	257	8	179.882
181	258	8	180.018
183	259	5	181.92
183	260	9	182.278
185	261	6	184.119
187	262	6	185.135
187	263	2	185.263
187	264	5	185.325
187	265	5	185.467
187	266	1	185.641
187	267	7	186.149
188	268	4	186.803
189	269	10	187.407
189	270	2	187.738
189	271	7	188.242
190	272	10	188.51
190	273	10	188.983
190	274	8	189.271
191	275	2	189.656
192	276	4	191.058
193	277	5	191.578
193	278	6	191.864
193	279	7	192.354
194	280	2	192.993
196	281	1	194.344
196	282	6	194.83
197	283	5	195.216
197	284	8	195.308
199	285	8	197.536
199	286	8	198.173
200	287	2	198.557
200	288	5	198.924
201	289	8	199.64
201	290	5	199.88
201	291	5	200.043
203	292	7	201.386
204	293	5	202.585
205	294	5	204.887
207	295	2	206.685
208	296	2	206.892
208	297	2	207.151
209	298	6	207.187
209	299	5	207.889
209	300	6	208.534
211	301	10	209.893
211	302	8	210.091
213	303	2	211.617
