timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
1145 1144.17 43 140 69722.3 3.02378e+07 14.1538 11.4122 0.088967
1146 1145.14 42 143 42951.7 3.06399e+07 21.7935 10.5453 0.248535
1147 1146.15 42 141 42511.5 2.92678e+07 30.3425 10.2122 0.49963
1148 1147.02 41 140 65837.7 2.73839e+07 25.4808 9.86932 0.610747
1149 1148.34 44 133 150848 2.41149e+07 14.7629 10.5091 0.648651
1150 1149.23 51 130 218185 2.18622e+07 19.2781 10.1485 0.650108
1151 1150.05 58 124 263461 1.98728e+07 20.6432 10.0899 0.647592
1152 1151.69 62 116 307063 1.63122e+07 20.1039 11.1483 0.638702
1153 1152.41 64 115 310170 1.4977e+07 21.0337 10.9313 0.633625
1154 1153.11 66 114 311162 1.37891e+07 21.1348 11.1206 0.627786
1155 1154.62 76 107 310678 1.16721e+07 21.3565 12.1666 0.611433
1156 1155.64 79 106 309517 1.05278e+07 21.6083 12.673 0.595921
1157 1156.73 72 106 307630 9.54865e+06 22.0308 13.9547 0.57399
1158 1157.36 68 104 306689 9.08805e+06 22.228 14.1332 0.558357
1159 1158.33 64 100 305029 8.51621e+06 22.6744 15.3539 0.530139
1160 1159.59 65 98 303042 7.96987e+06 23.1315 17.0644 0.487385
1161 1160.19 65 97 302509 7.76589e+06 23.1598 17.4371 0.466006
1162 1161.75 66 97 302155 7.29494e+06 22.8558 19.0175 0.411106
1163 1162.33 68 96 302571 7.11827e+06 22.5428 19.0116 0.392211
1164 1163.75 69 94 304626 6.64598e+06 21.5032 19.684 0.350715
1165 1164.67 69 94 305595 6.33093e+06 20.9163 19.7457 0.327033
1166 1165.47 71 91 305467 6.09653e+06 20.5 19.7583 0.306266
1167 1166.01 72 92 304453 6.00774e+06 20.2544 20.1508 0.290568
1168 1167.04 74 89 296277 6.23688e+06 20.3801 21.2538 0.250173
1169 1168.01 73 92 274993 7.63048e+06 20.538 17.112 0.194943
1170 1169.07 64 99 221794 1.16328e+07 22.8006 9.27433 0.149794
1171 1170.17 56 112 154981 1.71624e+07 28.7037 6.48817 0.20208
1172 1171.19 57 121 139114 1.97717e+07 19.3318 6.13836 0.392121
1173 1172.31 61 124 177660 1.97415e+07 12.4509 6.42103 0.5347
1174 1173.25 64 124 217625 1.91212e+07 12.0532 7.05943 0.553667
1175 1174.09 66 120 234956 1.90123e+07 13.2008 8.04423 0.539581
1176 1175.03 69 116 230468 1.98283e+07 15.0521 9.76107 0.514264
1177 1176.09 73 115 209540 2.16635e+07 18.4853 11.2485 0.501744
1178 1177.03 73 121 199447 2.30334e+07 17.6582 11.9405 0.510828
1179 1178.09 76 124 208681 2.34767e+07 12.7483 12.8672 0.502148
1180 1179.05 71 125 226909 2.31291e+07 9.70653 13.7811 0.452352
1181 1180.15 73 123 249311 2.22629e+07 7.27596 14.8938 0.360432
1182 1181.25 74 122 268650 2.09658e+07 6.01325 15.3378 0.265416
1183 1182.17 74 119 282883 1.95423e+07 5.32749 15.4894 0.203697
1184 1183.12 74 117 294820 1.7883e+07 4.98334 15.2162 0.161962
1185 1184.28 76 118 305443 1.57666e+07 4.67854 15.8389 0.132842
1186 1185.01 78 108 308782 1.44932e+07 4.63605 15.4105 0.122371
1187 1186 78 105 310532 1.29426e+07 4.57307 15.953 0.113504
1188 1187.36 79 102 303209 1.15406e+07 4.65474 17.9896 0.105353
1189 1188.08 79 102 290761 1.16503e+07 4.66437 18.3418 0.100433
1190 1189.22 68 106 233280 1.47086e+07 5.34921 14.3737 0.095467
1191 1190.07 60 121 165028 1.94306e+07 5.96042 10.4117 0.118339
1192 1191.11 51 133 103684 2.38362e+07 10.9622 8.15515 0.22339
1193 1192.21 51 138 117758 2.40495e+07 9.23579 7.7292 0.334532
1194 1193.56 53 134 217984 2.14079e+07 5.93947 8.11209 0.366573
1195 1194 54 133 245716 2.03462e+07 7.84232 7.68229 0.368352
1196 1195.65 57 126 308085 1.65515e+07 7.84651 8.19633 0.368797
1197 1196.06 58 125 311061 1.57017e+07 8.18969 7.86429 0.368469
1198 1197.38 59 123 314235 1.32521e+07 8.23679 8.10216 0.366251
1199 1198.38 59 116 312233 1.18009e+07 8.30159 8.75586 0.3603
1200 1199.2 61 108 306553 1.10782e+07 8.31896 8.5442 0.344965
1201 1200.32 58 104 277772 1.17619e+07 8.75818 10.4361 0.282726
1202 1201.1 55 109 230083 1.4607e+07 9.03059 10.6375 0.210172
1203 1202.11 56 122 133740 2.10202e+07 10.121 8.1822 0.143099
1204 1203.04 55 128 67947.8 2.49686e+07 15.5198 7.16197 0.165879
1205 1204.3 52 130 61288.3 2.48672e+07 54.0032 6.86234 0.398358
1206 1205.95 52 124 162591 2.15849e+07 31.8469 7.40352 0.510144
1207 1206.84 51 119 240547 1.96935e+07 37.4511 7.53349 0.513054
1208 1207.12 54 118 253530 1.91509e+07 51.4689 7.07349 0.511769
1209 1208.05 58 117 278265 1.77369e+07 52.6543 7.58363 0.500135
1210 1209.04 64 115 274087 1.73652e+07 53.5522 8.91801 0.469841
1211 1210.1 57 117 241590 1.88718e+07 52.0963 10.9285 0.417315
1212 1211.12 58 114 207006 2.1319e+07 34.8721 12.0713 0.37102
1213 1212.11 61 118 204984 2.23987e+07 19.5462 11.8962 0.33424
1214 1213.07 62 115 235144 2.16015e+07 14.2522 11.7773 0.312468
1215 1214.48 65 106 285937 1.8932e+07 12.2319 12.3273 0.298836
1216 1215.06 68 104 296160 1.77505e+07 12.5831 12.1691 0.294623
1217 1216.02 71 100 304799 1.59592e+07 12.6165 12.1121 0.28703
1218 1217.02 67 95 306697 1.43769e+07 12.4968 12.81 0.276727
1219 1218.02 70 95 302692 1.32894e+07 12.445 14.1642 0.261955
1220 1219.1 68 93 286740 1.30959e+07 12.8116 17.1557 0.236098
1221 1220.1 60 93 255393 1.46381e+07 12.8787 21.0447 0.200492
1222 1221.18 59 101 198514 1.85815e+07 13.6931 19.2362 0.161014
1223 1222.02 58 110 158052 2.18297e+07 11.0676 17.3451 0.127185
1224 1223.26 58 118 137347 2.43998e+07 5.90509 17.5007 0.0557291
1225 1224.2 58 122 132230 2.56287e+07 4.7667 20.2912 0.0229546
1226 1225.02 59 125 113419 2.72154e+07 4.4137 24.9378 0.0120871
1227 1226.04 59 122 73985.8 2.93911e+07 4.4979 31.0648 0.00884857
1228 1227.08 52 124 38719.8 3.02452e+07 5.89931 35.3103 0.0131006
1229 1228.03 52 123 20455.6 2.94663e+07 6.10633 37.9047 0.0311407
1230 1229.12 51 123 11483.1 2.75599e+07 6.73609 39.0045 0.0989694
1231 1230.63 51 114 9697.92 2.43881e+07 19.0318 42.364 0.273179
1232 1231.63 51 109 14675.3 2.2321e+07 31.6258 42.8506 0.30115
1233 1232.63 51 106 28551.6 2.03883e+07 28.8753 43.1902 0.27882
1234 1233.63 50 103 59939.6 1.86258e+07 23.761 43.5293 0.257718
1235 1234.79 52 102 129739 1.68229e+07 23.6812 43.3401 0.24422
1236 1235.31 52 103 168261 1.61217e+07 28.0337 42.4672 0.241586
1237 1236.14 54 95 222374 1.51187e+07 30.5841 42.0367 0.241639
1238 1237.1 56 95 264079 1.41626e+07 28.6225 41.9351 0.248846
1239 1238.35 58 91 286673 1.31553e+07 25.0737 40.289 0.269742
1240 1239.53 60 91 294789 1.22757e+07 22.0643 37.3745 0.298227
1241 1240.66 61 87 300045 1.13904e+07 19.8512 34.7927 0.326837
1242 1241.47 62 89 302469 1.07048e+07 18.8703 32.0586 0.345111
1243 1242.22 65 89 304430 1.00631e+07 18.1403 29.9904 0.358592
1244 1243.58 69 88 307067 8.96962e+06 17.0928 31.0197 0.371964
1245 1244.1 70 89 306016 8.66129e+06 16.9774 29.2452 0.370398
1246 1245.32 70 91 292836 8.7148e+06 17.105 33.2969 0.331389
1247 1246.01 67 94 271397 9.89253e+06 16.9792 35.6262 0.274758
1248 1247.13 55 100 193514 1.51179e+07 19.7 23.1508 0.168147
1249 1248.1 52 112 111509 2.09092e+07 25.5581 18.5973 0.141655
1250 1249.04 49 114 73669.8 2.3439e+07 61.9236 17.1386 0.26913
1251 1250.39 51 117 103404 2.26899e+07 68.6623 17.6944 0.538885
1252 1251.03 54 119 136408 2.18226e+07 79.7246 17.6412 0.571161
1253 1252 57 115 188988 2.07027e+07 74.7683 19.103 0.565323
1254 1253.15 61 118 219238 2.05345e+07 72.2315 22.4339 0.513652
1255 1254.09 65 121 204814 2.20693e+07 78.7127 25.7095 0.44195
1256 1255 58 128 167119 2.48531e+07 87.5117 25.955 0.369228
1257 1256.1 57 136 125078 2.78876e+07 96.9688 23.5966 0.310003
1258 1257.05 58 137 110880 2.90631e+07 78.8036 22.8729 0.298917
1259 1258.01 60 142 108727 2.94847e+07 66.0629 22.8461 0.328252
1260 1259.04 62 147 107761 2.98148e+07 56.8944 22.3229 0.389562
1261 1260.14 61 142 113182 2.98314e+07 32.721 21.0695 0.434372
1262 1261.05 65 145 135656 2.91201e+07 19.1636 20.1468 0.404817
1263 1262.15 70 142 184792 2.74918e+07 13.4543 20.0465 0.346589
1264 1263.07 74 141 218214 2.62931e+07 11.9676 21.3617 0.311687
1265 1264 81 137 213894 2.66237e+07 12.4011 23.8184 0.27243
1266 1265.05 71 143 151189 3.01261e+07 14.3916 23.409 0.220592
1267 1266.01 68 147 79354.9 3.36941e+07 16.28 20.566 0.209976
1268 1267.14 67 153 40800.5 3.41382e+07 29.2973 18.7236 0.331778
1269 1268.27 66 153 48921.3 3.185e+07 21.1265 18.3736 0.523713
1270 1269.06 69 148 78206.7 2.97397e+07 16.012 18.2648 0.577811
1271 1270.13 71 136 149877 2.67294e+07 14.9681 18.3264 0.597185
1272 1271.04 78 131 214833 2.42659e+07 16.4147 18.1828 0.59915
1273 1272.19 86 127 270199 2.15119e+07 16.2619 19.1468 0.593416
1274 1273.07 91 126 284996 1.9928e+07 16.7788 20.3328 0.580569
1275 1274.05 95 121 280857 1.90768e+07 17.6841 22.3564 0.551213
1276 1275.03 95 122 259845 1.95578e+07 19.3744 24.1538 0.503483
1277 1276.01 92 130 231883 2.10935e+07 20.4823 22.4441 0.450585
1278 1277.08 94 132 215390 2.25725e+07 17.8701 19.2175 0.40375
1279 1278.11 97 129 219052 2.30596e+07 14.3945 18.7315 0.375908
1280 1279.16 102 134 217844 2.36448e+07 14.3413 21.0958 0.358783
1281 1280.06 101 139 198604 2.51249e+07 17.031 26.0467 0.351262
1282 1281.09 92 138 173049 2.71242e+07 26.2797 31.4668 0.356821
1283 1282.49 81 138 197054 2.70037e+07 22.3705 36.2639 0.349612
1284 1283.28 83 137 235082 2.55147e+07 19.3625 37.7363 0.341382
1285 1284.11 87 128 267577 2.3525e+07 20.1603 37.2689 0.335858
1286 1285.16 88 119 289972 2.11645e+07 19.8055 38.9383 0.330501
1287 1286.03 93 112 290822 1.98109e+07 19.9353 41.2762 0.323245
1288 1287.14 87 112 268766 1.9739e+07 20.4384 46.8667 0.303419
1289 1288.1 80 110 230039 2.14947e+07 19.8193 44.3483 0.273777
1290 1289.12 82 110 201276 2.36125e+07 12.2904 37.9413 0.214533
1291 1290.02 83 115 209432 2.38997e+07 7.69876 34.0098 0.13712
1292 1291.12 85 118 250028 2.22887e+07 5.86069 32.2894 0.0787552
1293 1292.06 85 112 284456 2.01917e+07 5.42715 32.4696 0.0613456
1294 1293.29 85 101 308090 1.73788e+07 5.24825 34.1752 0.0539604
1295 1294.08 87 99 312843 1.56942e+07 5.4229 31.7392 0.0519445
1296 1295.16 88 94 314349 1.3682e+07 5.39666 33.7212 0.0502841
1297 1296.31 90 91 312830 1.19432e+07 5.40782 33.5716 0.0487848
1298 1297.07 90 91 307643 1.11856e+07 5.47416 35.9657 0.0472639
1299 1298.01 88 93 290363 1.12784e+07 5.56362 34.1438 0.0432813
1300 1299.03 76 93 235761 1.42471e+07 5.65847 18.3397 0.0366832
1301 1300.04 76 109 138807 2.0666e+07 6.15281 9.5012 0.0426869
1302 1301.03 69 121 64778.3 2.51306e+07 9.20252 7.53252 0.0940248
1303 1302.01 70 122 47277.7 2.55105e+07 28.2976 7.13411 0.126103
1304 1303.1 71 124 77207.2 2.37272e+07 34.1829 7.07499 0.0710817
1305 1304.17 73 116 145753 2.14673e+07 29.4135 7.24541 0.054472
1306 1305.35 76 114 229706 1.91962e+07 32.0369 7.54579 0.0510262
1307 1306.11 78 107 255950 1.83674e+07 34.8163 8.06978 0.0501501
1308 1307.04 79 111 243723 1.91274e+07 35.8968 10.0984 0.0496005
1309 1308.08 69 117 173375 2.34662e+07 41.1886 11.9637 0.0588267
1310 1309.09 68 120 93833.2 2.82172e+07 52.5234 11.5098 0.126111
1311 1310.5 69 125 75201.1 2.8782e+07 33.9988 10.9916 0.431341
1312 1311.3 68 124 110372 2.71875e+07 22.1743 11.0817 0.531647
1313 1312.09 69 120 164681 2.52744e+07 20.7599 11.2128 0.558363
1314 1313.53 72 111 267966 2.18577e+07 19.6822 12.3002 0.556926
1315 1314.19 74 109 282210 2.06062e+07 25.1901 12.0928 0.547619
1316 1315.07 78 111 285285 1.94437e+07 26.7697 12.8086 0.528932
1317 1316.01 82 110 278074 1.88949e+07 28.1522 14.1432 0.506244
1318 1317 83 110 267118 1.88879e+07 28.7937 15.0265 0.494987
1319 1318 88 110 262089 1.89209e+07 26.465 14.9483 0.511297
1320 1319.14 93 113 266645 1.85026e+07 22.5758 14.8857 0.544429
1321 1320.1 88 110 270740 1.802e+07 20.9477 15.6461 0.555252
1322 1321.07 86 112 263301 1.8125e+07 21.4643 17.1743 0.53663
1323 1322.05 79 110 238258 1.94106e+07 26.1802 17.17 0.499608
1324 1323.07 65 115 212919 2.13931e+07 31.4363 15.4658 0.487179
1325 1324.19 63 117 215302 2.22442e+07 28.4715 13.3337 0.528255
1326 1325.05 67 119 239312 2.15231e+07 24.1086 12.7646 0.560907
1327 1326.05 73 117 271348 1.99103e+07 21.9191 12.7633 0.577085
1328 1327.17 73 110 290367 1.80294e+07 21.6459 13.3716 0.57556
1329 1328.03 78 106 292662 1.69264e+07 22.4271 14.2102 0.564332
1330 1329.3 76 107 281751 1.62953e+07 26.1718 16.3573 0.532407
1331 1330.13 76 112 269374 1.66033e+07 31.6547 17.0627 0.504878
1332 1331.02 74 110 255653 1.7274e+07 43.8109 16.0166 0.479912
1333 1332.16 74 113 253321 1.77645e+07 58.2633 14.5402 0.464011
1334 1333.03 73 116 263197 1.745e+07 59.7462 13.7605 0.460401
1335 1334.38 77 118 285996 1.60477e+07 52.5819 13.9159 0.457475
1336 1335.05 78 115 294918 1.51742e+07 50.9795 14.1286 0.455906
1337 1336.01 84 110 301053 1.38919e+07 50.1053 13.6711 0.453857
1338 1337.08 82 109 305964 1.25118e+07 47.9789 14.3823 0.452456
1339 1338.11 83 105 308070 1.12881e+07 46.3669 14.9485 0.4523
1340 1339.27 86 105 309738 1.00095e+07 44.7946 15.6622 0.453452
1341 1340.02 86 104 310652 9.25743e+06 43.9739 15.995 0.454766
1342 1341.04 91 103 311493 8.29525e+06 43.1203 15.082 0.457059
1343 1342.03 94 99 312348 7.44831e+06 42.2997 16.0167 0.459558
1344 1343.29 96 96 313384 6.47784e+06 41.483 17.0625 0.46283
1345 1344.14 99 93 313699 5.88218e+06 41.172 15.871 0.464969
1346 1345.21 101 93 314144 5.20736e+06 40.7421 16.6022 0.467418
1347 1346.37 103 89 314467 4.55676e+06 40.4171 16.492 0.469594
1348 1347.12 105 90 314575 4.18373e+06 40.2543 16.0993 0.470524
1349 1348.12 105 91 314600 3.74223e+06 40.075 16.4098 0.470684
1350 1349.12 105 84 314334 3.36764e+06 39.9727 18.1225 0.46838
1351 1350.12 105 81 313544 3.07696e+06 39.9604 18.8718 0.460781
1352 1351.35 106 81 311122 2.89172e+06 40.1484 20.7364 0.435998
1353 1352.74 106 81 304164 3.10104e+06 40.8464 22.4785 0.374316
1354 1353.13 105 81 301698 3.28903e+06 40.4744 22.7364 0.351675
1355 1354.36 84 83 285448 4.42574e+06 42.2027 14.6951 0.287966
1356 1355.01 81 84 277841 5.35188e+06 39.4854 15.2264 0.273817
1357 1356.15 76 88 264932 7.24331e+06 35.0709 11.8128 0.297682
1358 1357.03 74 91 263147 8.39194e+06 29.3755 11.2176 0.349738
1359 1358.21 73 97 274792 8.97209e+06 23.6202 10.7385 0.421658
1360 1359.04 75 97 286593 8.79773e+06 21.6229 10.8041 0.454675
1361 1360.25 75 94 302629 8.12648e+06 19.8733 11.5823 0.478195
1362 1361.03 77 92 306367 7.61543e+06 20.2987 11.2643 0.484397
1363 1362.96 77 86 309460 6.47348e+06 20.1244 13.4225 0.487122
1364 1363.34 78 84 309312 6.28604e+06 20.1881 13.0248 0.486662
1365 1364.6 78 83 308235 5.77527e+06 20.2817 14.6288 0.484573
1366 1365.13 80 83 307879 5.60772e+06 20.2288 14.2486 0.483763
1367 1366.64 82 82 306470 5.25148e+06 20.1423 15.2775 0.482147
1368 1367.38 83 82 305718 5.13484e+06 20.0014 15.3604 0.480895
1369 1368.33 84 82 304444 5.0498e+06 19.8123 15.4728 0.476064
1370 1369.78 82 85 300653 5.14726e+06 19.6353 15.9713 0.448707
1371 1370.06 83 87 299602 5.22351e+06 19.4519 16.6286 0.438153
1372 1371.12 82 86 290596 5.76411e+06 20.139 16.8013 0.381664
1373 1372.06 80 88 279563 6.71373e+06 19.9554 18.333 0.311205
1374 1373.4 80 89 258173 8.77777e+06 20.8032 13.2548 0.204859
1375 1374.27 80 89 254042 1.00661e+07 17.469 13.4311 0.145986
1376 1375.19 78 92 259119 1.08765e+07 14.253 13.1322 0.0977487
1377 1376.38 78 94 277395 1.09345e+07 11.3463 13.0548 0.0608055
1378 1377.17 75 95 288026 1.06152e+07 10.6418 13.5209 0.0481637
1379 1378.22 76 93 291220 1.03274e+07 10.2861 14.9196 0.0390618
1380 1379.22 76 89 272102 1.128e+07 10.361 17.7724 0.0324788
1381 1380.09 74 90 217689 1.44305e+07 10.4656 17.8915 0.0275864
1382 1381.04 76 94 135559 2.01261e+07 11.4912 13.6619 0.0313866
1383 1382.08 77 100 65324 2.4459e+07 17.96 11.5756 0.0708866
1384 1383.12 77 100 52917.6 2.47125e+07 28.8501 11.2121 0.136813
1385 1384.16 78 102 85878.6 2.30964e+07 19.9364 11.1318 0.160469
1386 1385.16 72 94 160869 2.10594e+07 11.3273 12.1409 0.166452
1387 1386.01 73 93 229010 1.92743e+07 17.8409 11.3736 0.168918
1388 1387.03 76 89 275858 1.73415e+07 17.9442 11.701 0.170795
1389 1388.03 76 89 292657 1.60107e+07 17.1881 13.4692 0.171347
1390 1389.03 80 91 275661 1.61176e+07 18.3747 14.9246 0.170006
1391 1390.03 75 94 224391 1.89171e+07 21.0931 14.4903 0.178073
1392 1391.09 72 106 152927 2.37388e+07 31.7142 10.7966 0.248227
1393 1392.19 74 112 133944 2.57913e+07 39.0211 9.19625 0.371052
1394 1393.05 75 113 169464 2.49449e+07 27.5849 9.06392 0.409786
1395 1394.07 76 112 232313 2.28377e+07 25.5632 9.09916 0.413079
1396 1395.02 77 101 272277 2.07581e+07 25.8374 9.34279 0.406459
1397 1396.25 87 101 285003 1.89217e+07 26.753 10.3819 0.392717
1398 1397.08 89 104 271141 1.89145e+07 28.3965 11.7785 0.378335
1399 1398.03 88 109 231347 2.08732e+07 33.6085 13.1041 0.369554
1400 1399 89 120 182729 2.40869e+07 51.137 11.8541 0.419511
1401 1400.03 91 129 169934 2.57178e+07 73.6292 10.4104 0.549493
1402 1401.01 93 130 204426 2.48495e+07 61.9409 10.032 0.6417
1403 1402.14 101 126 257266 2.25212e+07 56.7296 10.1645 0.678602
1404 1403.02 109 125 283802 2.05304e+07 57.5323 10.2064 0.688875
1405 1404.03 118 119 299879 1.83617e+07 57.2664 10.4757 0.695925
1406 1405.08 123 115 306442 1.63233e+07 56.6972 10.9224 0.70189
1407 1406.02 127 112 309081 1.46749e+07 56.1533 11.1439 0.706873
1408 1407.17 130 107 310947 1.28643e+07 55.1623 12.2562 0.712593
1409 1408.1 132 102 311778 1.15621e+07 54.6044 12.0771 0.716796
1410 1409 136 97 312514 1.0403e+07 54.0157 12.0653 0.720518
1411 1410.15 131 90 313302 9.0915e+06 53.3073 12.616 0.724624
1412 1411.35 132 88 313949 7.87801e+06 52.6716 13.3647 0.728238
1413 1412.04 133 86 314247 7.24565e+06 52.3886 13.4169 0.730023
1414 1413.21 133 81 314744 6.28708e+06 51.9269 14.5552 0.732556
1415 1414.76 134 76 315083 5.20874e+06 51.5248 14.8919 0.735045
1416 1415.28 134 76 315145 4.88695e+06 51.4318 14.1149 0.735674
1417 1416.07 137 74 315231 4.43957e+06 51.2779 13.6433 0.736411
1418 1417.39 134 71 315373 3.78105e+06 51.0382 15.4722 0.737028
1419 1418.42 134 69 315410 3.33718e+06 50.9076 15.7355 0.736856
1420 1419.16 133 69 315411 3.05574e+06 50.8261 15.4268 0.736282
1421 1420.62 134 67 315358 2.57619e+06 50.6895 16.4735 0.733629
1422 1421.62 134 66 315269 2.30192e+06 50.6146 16.9497 0.730182
1423 1422.69 133 63 315118 2.05184e+06 50.5478 17.6196 0.724328
1424 1423.29 134 63 315028 1.9333e+06 50.5013 17.2911 0.719875
1425 1424.29 134 62 314765 1.76253e+06 50.4698 19.0088 0.709824
1426 1425.29 133 60 314442 1.62814e+06 50.4231 20.1214 0.695908
1427 1426.29 133 58 314022 1.53016e+06 50.3806 21.2393 0.677483
1428 1427.14 135 58 313611 1.47616e+06 50.3206 21.6213 0.658029
1429 1428.14 134 56 312927 1.44824e+06 50.2839 21.5608 0.631412
1430 1429.03 132 54 312368 1.4571e+06 50.1302 19.9866 0.605402
1431 1430.34 129 54 311033 1.52903e+06 50.0186 16.2066 0.567104
1432 1431.9 123 52 309396 1.70347e+06 49.5282 11.9423 0.529239
1433 1432.21 123 52 309175 1.74795e+06 49.2359 11.9027 0.523472
1434 1433.21 121 52 308033 1.91127e+06 48.8144 9.66701 0.50905
1435 1434.21 119 52 307125 2.0948e+06 48.0162 8.63088 0.501149
1436 1435.33 120 52 306360 2.30898e+06 46.9102 7.99591 0.498572
1437 1436.98 121 55 305750 2.61093e+06 44.9563 7.76794 0.501131
1438 1437.98 120 55 305580 2.77522e+06 43.6828 7.93869 0.502723
1439 1438.98 119 55 305432 2.92581e+06 42.4367 8.29952 0.502067
1440 1439.43 118 56 305362 2.99059e+06 41.8715 8.75482 0.500701
1441 1440.43 119 56 305101 3.13251e+06 40.6531 9.31086 0.495017
1442 1441.66 120 56 304509 3.3092e+06 39.1714 9.82959 0.483642
1443 1442.63 117 56 304048 3.4521e+06 37.8819 10.3327 0.472635
1444 1443.63 117 56 303693 3.59652e+06 36.4392 10.6158 0.461168
1445 1444.55 115 57 303662 3.71499e+06 34.9837 10.7289 0.451865
1446 1445.66 109 56 304123 3.81588e+06 33.1871 10.5756 0.443611
1447 1446.66 108 55 305053 3.85168e+06 31.5996 10.4052 0.439047
1448 1447.45 108 54 305970 3.83555e+06 30.4674 10.278 0.437126
1449 1448.56 108 55 307500 3.74647e+06 29.0561 10.088 0.436282
1450 1449.56 107 55 309148 3.60695e+06 27.9692 10.0376 0.436652
1451 1450.56 106 55 310498 3.42416e+06 27.1487 9.99071 0.43756
1452 1451.56 106 55 311640 3.21225e+06 26.4903 9.97654 0.438675
1453 1452.09 107 52 312029 3.09312e+06 26.2555 9.66299 0.43928
1454 1453.12 109 51 312967 2.85471e+06 25.7276 9.98529 0.440415
1455 1454.25 110 52 313553 2.59281e+06 25.3643 9.67099 0.441505
1456 1455.25 110 49 314093 2.37119e+06 25.0573 10.1466 0.44219
1457 1456.45 109 49 314402 2.12498e+06 24.8107 10.3081 0.442165
1458 1457.3 110 50 314436 1.97094e+06 24.6817 9.86521 0.440713
1459 1458.08 110 49 314317 1.85025e+06 24.5758 10.5778 0.436855
1460 1459.72 109 47 312606 1.72477e+06 24.4964 12.2515 0.405354
1461 1460.72 108 47 309071 1.84909e+06 24.599 13.3601 0.350426
1462 1461.47 108 46 303909 2.17477e+06 24.7023 12.0539 0.28528
1463 1462.61 104 48 286629 3.43674e+06 25.3086 6.60438 0.176031
1464 1463.51 104 49 259692 5.46566e+06 25.793 4.25157 0.114712
1465 1464.15 105 52 243203 7.37505e+06 21.917 5.03759 0.0901282
1466 1465.61 86 62 219618 1.13144e+07 13.0055 4.20049 0.0693248
1467 1466.06 85 64 224380 1.19438e+07 10.4767 4.92408 0.0677376
1468 1467.65 81 70 253317 1.29121e+07 7.68711 5.77123 0.0645053
1469 1468.18 81 70 248370 1.36216e+07 7.96545 6.64582 0.0633089
1470 1469.03 81 73 212983 1.6378e+07 8.20038 8.19414 0.0646497
1471 1470.01 83 81 138205 2.16414e+07 9.38657 8.0244 0.0900103
1472 1471.03 81 88 81759 2.53112e+07 17.009 7.13607 0.156171
1473 1472.07 77 93 83647 2.54049e+07 15.7022 7.01827 0.127533
1474 1473.03 77 88 131338 2.39056e+07 9.2335 7.34248 0.0755596
1475 1474.89 81 77 239135 2.13701e+07 9.3674 8.53353 0.0522203
1476 1475.02 83 76 239276 2.13968e+07 11.9385 8.35319 0.0517909
1477 1476.25 81 79 188984 2.44111e+07 13.8648 10.2708 0.0541765
1478 1477.03 84 85 124870 2.82662e+07 13.572 10.7415 0.0776116
1479 1478.15 80 97 60016.5 3.13508e+07 26.1639 9.6695 0.230388
1480 1479.16 80 98 54187.6 3.05495e+07 57.1267 9.45719 0.479568
1481 1480.39 81 100 104294 2.76772e+07 40.7665 9.58761 0.585182
1482 1481.39 81 94 190469 2.49886e+07 29.1386 10.2514 0.591997
1483 1482.04 86 91 233717 2.32582e+07 46.7744 9.36817 0.589796
1484 1483.06 93 86 280658 2.0663e+07 46.1381 9.60006 0.584138
1485 1484.09 95 81 299121 1.84078e+07 46.5189 9.83382 0.575861
1486 1485.35 100 79 299047 1.64666e+07 47.823 11.0611 0.554395
1487 1486.02 100 82 291702 1.6051e+07 49.0558 11.7179 0.533046
1488 1487.06 91 81 267360 1.65975e+07 55.4147 13.1893 0.486362
1489 1488.07 88 83 238350 1.83222e+07 62.5237 12.5955 0.461635
1490 1489.04 85 87 225309 1.97008e+07 56.2262 11.2217 0.497848
1491 1490.4 91 88 252417 1.92413e+07 39.0196 10.2408 0.57911
1492 1491.5 93 85 289247 1.74818e+07 33.3206 10.4866 0.607931
1493 1492.08 98 84 298314 1.6399e+07 35.5205 9.89346 0.613902
1494 1493.53 101 79 310762 1.3762e+07 34.5563 10.3629 0.618817
1495 1494.26 105 78 312818 1.25627e+07 34.7212 10.1553 0.61908
1496 1495.14 107 76 313837 1.12526e+07 34.7532 10.0397 0.618309
1497 1496.29 110 74 313623 9.801e+06 34.9265 10.4116 0.614938
1498 1497.75 113 65 310565 8.43431e+06 35.9343 11.7078 0.601882
1499 1498.19 114 65 309053 8.15537e+06 36.3339 11.6786 0.594352
1500 1499.49 111 65 300680 7.81146e+06 39.4442 13.3969 0.55695
1501 1500.19 108 64 293920 7.99883e+06 42.245 14.1311 0.529028
1502 1501.06 108 69 283542 8.61509e+06 48.3196 13.5808 0.497834
1503 1502.07 110 69 271483 9.65048e+06 57.5237 11.3421 0.48777
1504 1503.36 108 72 269568 1.06266e+07 60.8054 9.48997 0.526554
1505 1504.18 108 73 276709 1.07209e+07 57.5495 9.05519 0.561398
1506 1505.12 107 75 288485 1.03815e+07 52.8188 8.90962 0.589632
1507 1506.04 109 73 296114 9.85502e+06 51.4261 8.97528 0.597587
1508 1507.06 113 74 296537 9.47513e+06 50.6687 9.81703 0.575621
1509 1508.16 116 77 282989 9.9885e+06 51.6034 12.4955 0.501807
1510 1509.03 115 74 258357 1.15757e+07 51.2357 15.7741 0.421268
