timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
104 103.365 8 52 17347.7 9.01029e+06 3.86203 40.684 0
105 104.365 8 50 18232.6 8.8924e+06 3.81889 40.5321 0
106 105.923 8 50 19932.1 8.79704e+06 3.7878 40.2199 0
107 106.923 8 50 21113.6 8.79903e+06 3.79254 39.991 0
108 107.923 8 50 22227.6 8.8512e+06 3.81656 39.7647 0
109 108.118 8 51 22420.5 8.86697e+06 3.98108 39.9289 0
110 109.014 8 53 23196.8 8.95971e+06 3.93577 39.7214 0
111 110.435 8 54 23910.5 9.15962e+06 3.94691 39.364 0
112 111.354 9 55 23954.4 9.30694e+06 4.02465 39.75 4.10956e-10
113 112.723 10 56 23435.4 9.51833e+06 4.08719 39.5218 5.30846e-10
114 113.723 10 56 22704.6 9.64565e+06 4.15677 39.4738 6.42308e-10
115 114.723 10 56 21803.4 9.73568e+06 4.19703 39.631 7.78968e-10
116 115.676 10 57 20896.6 9.78046e+06 4.20842 39.8171 9.3734e-10
117 116.272 10 59 20356 9.78757e+06 4.1197 39.9814 1.05273e-09
118 117.272 10 59 19515.8 9.76623e+06 4.21261 40.0875 1.27881e-09
119 118.272 10 59 18833.7 9.708e+06 4.18835 40.2403 1.55192e-09
120 119.272 10 59 18347 9.62187e+06 4.15285 40.3589 1.88017e-09
121 120.944 10 61 18013.3 9.44387e+06 4.08203 40.4651 2.57855e-09
122 121.611 10 62 18042.9 9.37004e+06 4.04929 40.3158 2.91881e-09
123 122.108 10 64 18122 9.31652e+06 4.05311 40.0569 3.19951e-09
124 123.899 10 66 18770.6 9.15111e+06 3.97683 40.3757 4.43211e-09
125 124.22 10 67 18934.9 9.1282e+06 4.03583 40.1004 4.69566e-09
126 125.22 10 67 19527 9.07309e+06 3.9551 40.2433 5.61506e-09
127 126.915 10 69 20647.1 9.04427e+06 3.95818 40.0308 7.58773e-09
128 127.267 10 70 20874.3 9.04895e+06 4.04909 39.9792 8.07636e-09
129 128.399 10 71 21558.1 9.0871e+06 3.99005 39.844 9.87519e-09
130 129.684 10 73 22133.5 9.1677e+06 4.03683 39.7135 1.24209e-08
131 130.156 11 73 22270.9 9.20485e+06 4.09613 39.8385 1.35195e-08
132 131.018 11 74 22409.1 9.27902e+06 4.11295 39.7395 1.57979e-08
133 132.018 11 74 22381.2 9.36881e+06 4.14948 39.6172 1.89527e-08
134 133.481 12 76 22007.8 9.48947e+06 4.21169 39.7416 2.49939e-08
135 134.456 12 78 21593 9.55202e+06 4.26 39.748 2.99487e-08
136 135.139 12 80 21260 9.58383e+06 4.25625 39.8754 3.40071e-08
137 136.187 13 82 20724.6 9.61137e+06 4.28634 39.9369 4.55855e-08
138 137.203 14 83 20223.6 9.61285e+06 4.31822 40.0026 5.50777e-08
139 138.203 14 83 19790.3 9.59195e+06 4.35398 40.086 6.62917e-08
140 139.298 14 85 19432.7 9.54798e+06 4.35332 40.158 8.10979e-08
141 140.086 14 86 19263 9.5066e+06 4.34937 40.1725 9.36358e-08
142 141.086 14 86 19160.7 9.44733e+06 4.36534 40.2492 1.12192e-07
143 142.086 14 86 19187.1 9.38606e+06 4.36973 40.259 1.34155e-07
144 143.32 15 88 19383 9.31625e+06 4.39851 40.1148 1.6737e-07
145 144.557 16 90 19728.1 9.2612e+06 4.42972 40.1052 2.11385e-07
146 145.451 16 91 20047.1 9.23459e+06 4.44146 40.1107 2.4662e-07
147 146.351 16 92 20400.4 9.22117e+06 4.47851 40.0528 2.87691e-07
148 147.815 16 94 20975.6 9.22927e+06 4.55489 39.9521 3.68842e-07
149 148.759 16 95 21305.5 9.25323e+06 4.62209 39.8881 4.32498e-07
150 149.395 16 96 21490.1 9.27654e+06 4.69568 39.8901 4.81279e-07
151 150.928 16 97 21780.3 9.34987e+06 4.81161 39.7735 6.222e-07
152 151.156 16 98 21801.6 9.36219e+06 4.86155 39.9343 6.46437e-07
153 152.253 16 101 21826.7 9.4228e+06 4.95964 39.8376 7.76105e-07
154 153.127 16 103 21757.8 9.46984e+06 5.05643 39.7954 8.97415e-07
155 154.127 16 103 21597.1 9.51807e+06 5.18164 39.7755 1.05863e-06
156 155.127 16 103 21373 9.55678e+06 5.3113 39.812 1.24739e-06
157 156.333 16 105 21062.7 9.58736e+06 5.4742 39.8675 1.51713e-06
158 157.661 17 108 20729.5 9.59926e+06 5.65911 39.934 1.87802e-06
159 158.717 17 110 20509.7 9.59365e+06 5.80531 39.9753 2.21672e-06
160 159.669 17 110 20364.4 9.57935e+06 5.96666 40.0054 2.56757e-06
161 160.66 17 113 20282.5 9.55795e+06 6.125 40.0023 2.98313e-06
162 161.761 17 114 20277.7 9.53036e+06 6.33493 40.0312 3.51117e-06
163 162.789 17 115 20355.3 9.50492e+06 6.53926 40.0178 4.0726e-06
164 163.895 17 116 20518.1 9.48194e+06 6.78541 39.9791 4.75858e-06
165 164.895 17 114 20722.9 9.4681e+06 7.02748 39.9416 5.45746e-06
166 165.895 17 114 20964.2 9.46298e+06 7.29853 39.8872 6.23751e-06
167 166.038 17 115 20999.5 9.46306e+06 7.41343 39.8625 6.35584e-06
168 167.306 17 117 21323.6 9.4727e+06 7.78474 39.8145 7.48849e-06
169 168.967 17 118 21712.1 9.50898e+06 8.32199 39.6909 9.20806e-06
170 169.211 17 119 21759.8 9.51637e+06 8.4825 39.7572 9.48504e-06
171 170.235 17 120 21932.5 9.55168e+06 8.83552 39.6137 1.07172e-05
172 171.593 17 121 22064.4 9.60619e+06 9.44468 39.543 1.25359e-05
173 172.36 17 123 22087 9.63843e+06 9.8277 39.615 1.36581e-05
174 173.032 18 125 22077.8 9.66631e+06 10.1516 39.6403 1.4702e-05
175 174.041 18 127 22018.2 9.70556e+06 10.6554 39.598 1.63701e-05
176 175.238 18 129 21892.2 9.74539e+06 11.3372 39.4224 1.85108e-05
177 176.059 19 134 21786 9.76703e+06 11.7419 39.5 2.00858e-05
178 177.059 19 134 21645.2 9.78654e+06 12.3796 39.3808 2.21009e-05
179 178.059 19 134 21510.5 9.79824e+06 12.9652 39.355 2.42251e-05
180 179.029 19 134 21399.4 9.80269e+06 13.534 39.3252 2.63799e-05
181 180.018 19 136 21318.7 9.80142e+06 14.0705 39.2815 2.8666e-05
182 181.018 19 136 21272.8 9.7959e+06 14.7085 39.234 3.1056e-05
183 182.278 19 135 21274.8 9.78563e+06 15.4433 39.1339 3.41589e-05
184 183.278 19 134 21322.1 9.77727e+06 16.0207 39.0791 3.66768e-05
185 184.119 19 133 21389.3 9.77154e+06 16.5092 39.0018 3.88217e-05
186 185.119 19 129 21495.4 9.76759e+06 17.0661 38.9119 4.13883e-05
187 186.149 19 132 21621.6 9.76791e+06 17.6901 38.804 4.40368e-05
188 187.314 20 132 21773.9 9.77436e+06 18.3344 38.6867 4.70192e-05
189 188.242 21 135 21889.1 9.78425e+06 18.8489 38.5954 4.93697e-05
190 189.271 21 136 22001.4 9.79968e+06 19.3946 38.4935 5.19344e-05
191 190.708 22 136 22116.3 9.82738e+06 20.0572 38.2873 5.54403e-05
192 191.058 22 136 22134.4 9.8349e+06 20.2733 38.2988 5.62699e-05
193 192.354 22 139 22166.9 9.86369e+06 20.8711 38.1462 5.92543e-05
194 193.993 23 138 22133.3 9.89862e+06 21.5972 37.926 6.28707e-05
195 194.245 24 138 22122 9.9035e+06 21.6808 37.9587 6.34254e-05
196 195.111 26 140 22073 9.91883e+06 22.0267 37.86 6.54788e-05
197 196.492 27 141 21971.9 9.93757e+06 22.5989 37.6682 6.82574e-05
198 197.492 27 140 21892.8 9.94616e+06 22.9541 37.5658 7.01344e-05
199 198.173 27 140 21842.2 9.94958e+06 23.1509 37.505 7.13646e-05
200 199.481 29 141 21761.2 9.95122e+06 23.5589 37.3588 7.3784e-05
201 200.043 29 143 21735.5 9.95023e+06 23.7076 37.2915 7.47302e-05
202 201.043 29 142 21704.8 9.94664e+06 24.038 37.1807 7.63848e-05
203 202.386 29 142 21700.6 9.93958e+06 24.3972 37.0208 7.85843e-05
204 203.585 29 142 21732.2 9.93307e+06 24.7074 36.8703 8.05868e-05
205 204.887 30 143 21799 9.92786e+06 25.0478 36.6974 8.28971e-05
206 205.887 30 143 21867.4 9.92627e+06 25.301 36.5634 8.48246e-05
207 206.685 30 144 21928 9.92691e+06 25.5292 36.4525 8.65076e-05
208 207.151 30 146 21964 9.92815e+06 25.7046 36.3919 8.75657e-05
209 208.534 30 149 22070.7 9.93551e+06 26.0513 36.2003 9.11245e-05
210 209.534 30 148 22141.1 9.94411e+06 26.3024 36.0537 9.4195e-05
211 210.091 30 149 22174.5 9.94997e+06 26.5281 36.0041 9.61348e-05
212 211.091 30 149 22225.1 9.9619e+06 26.7615 35.838 0.0001001
213 212.087 30 152 22258.7 9.9751e+06 27.0926 35.733 0.000104793
214 213.859 30 151 22279.8 9.99936e+06 27.6067 35.4704 0.000115467
215 214.147 30 152 22279 1.00032e+07 27.6991 35.4678 0.000117542
216 215.427 30 152 22264.3 1.00191e+07 28.088 35.2718 0.000128143
217 216.427 30 151 22244 1.00298e+07 28.3909 35.1483 0.000138239
218 217.166 30 154 22227.4 1.00366e+07 28.5961 35.0765 0.000146905
219 218.495 30 156 22199.6 1.00463e+07 28.9893 34.9073 0.000165523
220 219.495 30 156 22185.3 1.00515e+07 29.2845 34.777 0.000182512
221 220.123 29 157 22181.3 1.00541e+07 29.4536 34.7075 0.000194628
222 221.069 29 156 22184 1.00572e+07 29.7171 34.5875 0.000215489
223 222.535 29 156 22211.7 1.00611e+07 30.1072 34.4075 0.000254734
224 223.254 29 159 22235.6 1.00632e+07 30.3217 34.3247 0.00027751
225 224.254 29 159 22280.7 1.00665e+07 30.5521 34.194 0.000313685
226 225.122 29 161 22328.5 1.00704e+07 30.8357 34.0966 0.000349876
227 226.711 29 162 22433 1.00806e+07 31.1885 33.8855 0.000429547
228 227.711 29 162 22505.6 1.00894e+07 31.4424 33.7574 0.000490112
229 228.711 29 162 22579.5 1.01003e+07 31.7087 33.6311 0.000560142
230 229.588 29 162 22642.9 1.01114e+07 31.9626 33.5259 0.000630429
231 230.789 29 163 22725.4 1.01288e+07 32.2939 33.3724 0.00074213
232 231.07 29 163 22743.4 1.01332e+07 32.4481 33.3731 0.00077117
233 232.444 29 162 22826.7 1.0156e+07 32.8539 33.1993 0.000930855
234 233.123 29 162 22865.2 1.0168e+07 33.0639 33.1093 0.00102196
235 234.207 29 163 22923.7 1.01876e+07 33.4494 32.9822 0.00118662
236 235.209 30 169 22976.6 1.02061e+07 33.881 32.8974 0.00136269
237 236.542 30 170 23052.2 1.02311e+07 34.4322 32.729 0.0016378
238 237.056 30 170 23084.4 1.02409e+07 34.6763 32.6747 0.00175796
239 238.056 30 169 23155.4 1.02601e+07 35.1214 32.537 0.00201674
240 239.204 30 171 23251.6 1.02828e+07 35.8005 32.4544 0.00235899
241 240.093 30 171 23341.2 1.03013e+07 36.2049 32.3285 0.00266002
242 241.496 30 169 23512.3 1.03328e+07 36.895 32.1768 0.00320556
243 242.351 31 165 23636 1.03541e+07 37.2882 32.1004 0.00358223
244 243.739 31 167 23866.1 1.03929e+07 37.6193 31.9559 0.00426392
245 244.568 31 168 24017.6 1.04192e+07 37.7013 31.9042 0.00470926
246 245.525 31 168 24206 1.04528e+07 37.3132 31.7806 0.00525344
247 246.638 31 168 24431.8 1.04967e+07 36.5061 31.6681 0.0059153
248 247.659 31 168 24636.3 1.05416e+07 35.3171 31.5687 0.00653375
249 248.052 31 169 24710.1 1.056e+07 34.9181 31.6115 0.00677122
250 249.167 31 170 24903.3 1.06153e+07 32.8934 31.4554 0.00742739
251 250.492 31 170 25081.6 1.06854e+07 30.1669 31.2831 0.00814615
252 251.503 32 166 25162.7 1.07405e+07 28.0304 31.1725 0.00862557
253 252.013 33 168 25180.3 1.07682e+07 27.0184 31.2693 0.00883962
254 253.729 33 166 25116.2 1.0857e+07 23.6255 30.9022 0.00940479
255 254.729 33 163 24985.7 1.09021e+07 21.9411 30.7655 0.00962263
256 255.286 33 164 24885.8 1.0924e+07 21.0423 30.7388 0.00971061
257 256.235 34 164 24675.1 1.09549e+07 19.7504 30.5834 0.00981241
258 257.083 35 165 24451.7 1.09745e+07 18.6889 30.4571 0.00986127
259 258.812 35 166 23923 1.09878e+07 17.3185 30.0907 0.00988248
260 259.502 35 166 23706.7 1.09825e+07 16.7801 29.9572 0.00987897
261 260.728 35 166 23339.4 1.09588e+07 16.2014 29.7086 0.00988171
262 261.126 36 167 23232.8 1.09474e+07 15.8878 29.5768 0.0098893
263 262.525 36 168 22908.1 1.08959e+07 15.6074 29.3104 0.00995916
264 263.525 35 165 22743.9 1.08505e+07 15.4365 29.0724 0.0100633
265 264.525 35 163 22646.5 1.08011e+07 15.3668 28.8222 0.0102215
266 265.002 35 164 22625 1.0777e+07 15.3378 28.629 0.0103176
267 266.002 35 164 22628.7 1.07272e+07 15.4323 28.4302 0.0105627
268 267.863 36 162 22796 1.06451e+07 15.7692 27.9006 0.0111696
269 268.216 36 160 22845.9 1.06321e+07 15.9175 27.7274 0.0113042
270 269.746 36 159 23110.7 1.05878e+07 16.3517 27.3287 0.0119424
271 270.741 36 161 23299.9 1.05709e+07 16.7544 27.0079 0.0123868
272 271.03 36 161 23353.4 1.05677e+07 16.957 26.8936 0.0125178
273 272.08 37 160 23538.4 1.05627e+07 17.4249 26.571 0.0129892
274 273.08 37 159 23686.1 1.05665e+07 17.773 26.2541 0.0134176
275 274.099 38 160 23789.2 1.05774e+07 18.3189 25.94 0.0138138
276 275.679 40 161 23836.7 1.06024e+07 18.9616 25.4001 0.0143067
277 276.289 39 162 23816.9 1.0613e+07 19.2117 25.2081 0.0144474
278 277.943 39 161 23666 1.06383e+07 19.8344 24.6484 0.0146679
279 278.811 39 161 23540.7 1.06471e+07 20.0959 24.3691 0.0146844
280 279.879 39 160 23360.1 1.06516e+07 20.3993 24.0184 0.0146109
281 280.601 39 159 23232 1.06503e+07 20.5187 23.7859 0.0145048
282 281.95 38 158 23000.4 1.06379e+07 20.8027 23.3484 0.0141952
283 282.82 38 156 22871.4 1.06235e+07 20.8941 23.063 0.0139274
284 283.82 38 154 22754.9 1.0602e+07 21.0023 22.7413 0.013564
285 284.484 39 154 22702.4 1.05855e+07 21.0048 22.5075 0.0132953
286 285.244 39 153 22667.8 1.05653e+07 21.0383 22.2604 0.012965
287 286.65 39 151 22680.9 1.05273e+07 21.0131 21.8044 0.0123068
288 287.11 39 152 22706.3 1.05154e+07 20.993 21.6197 0.0120817
289 288.532 38 151 22846.8 1.04835e+07 20.7871 21.1661 0.0113674
290 289.887 37 151 23051.5 1.04631e+07 20.4846 20.7002 0.0106718
291 290.887 37 146 23233.8 1.04561e+07 20.1854 20.3552 0.0101545
292 291.252 37 147 23302.9 1.04554e+07 20.1651 20.2226 0.00996511
293 292.252 36 145 23503.5 1.04587e+07 19.6886 19.8875 0.00944345
294 293.266 37 144 23709 1.04696e+07 19.3642 19.5549 0.00890694
295 294.125 37 143 23888.7 1.04843e+07 19.0197 19.2807 0.00844086
296 295.716 36 139 24272.8 1.05229e+07 18.3583 18.7789 0.00752631
297 296.964 36 134 24694.2 1.05626e+07 18.0615 18.4432 0.00672833
298 297.042 36 135 24726.1 1.05654e+07 18.2912 18.4767 0.00667519
299 298.878 37 129 25898.9 1.06422e+07 17.8343 18.0691 0.00528677
300 299.787 37 128 26939.1 1.06936e+07 17.6245 17.997 0.00449977
301 300.249 38 129 27635.6 1.07256e+07 17.7418 18.0434 0.00407909
302 301.154 38 130 29448.2 1.08044e+07 16.6385 18.1367 0.00324335
303 302.486 38 130 33552.6 1.09835e+07 12.6586 18.439 0.00209249
304 303.424 38 131 37533.2 1.11874e+07 10.2081 19.0182 0.00142768
305 304.436 38 132 42480.8 1.15178e+07 8.03915 19.9728 0.000894957
306 305.593 38 133 47558.7 1.2085e+07 6.57285 21.6032 0.000505215
307 306.593 36 128 49592.3 1.27542e+07 5.9922 23.4159 0.000308906
308 307.187 35 126 49048.9 1.32128e+07 5.91667 25.4086 0.000234323
309 308.058 34 126 45831.6 1.39037e+07 5.58294 27.507 0.000161105
310 309.25 33 127 38042.5 1.46999e+07 5.62802 29.1024 0.000105026
311 310.375 30 128 29629.8 1.50903e+07 5.61344 30.4522 7.71699e-05
312 311.375 30 124 23025.3 1.50739e+07 6.34205 31.2053 6.33801e-05
313 312.173 28 120 19002.4 1.48391e+07 5.61496 31.7802 5.63679e-05
314 313.045 26 122 15728.1 1.44197e+07 5.27685 31.9857 5.16531e-05
315 314.073 25 124 13089.7 1.37843e+07 5.16417 32.2057 4.91523e-05
316 315.353 22 117 11184.6 1.28901e+07 5.40378 33.2809 4.871e-05
317 316.438 22 111 10494.3 1.21159e+07 5.039 33.0642 5.01452e-05
318 317.058 22 108 10405.8 1.16861e+07 4.8864 32.6546 5.16172e-05
319 318.058 21 101 10683.4 1.10288e+07 4.76146 33.3358 5.49564e-05
320 319.058 21 95 11476.9 1.04331e+07 4.60436 33.1817 5.95779e-05
321 320.058 21 90 12812.8 9.91433e+06 4.49492 32.9311 6.56525e-05
322 321.155 21 90 14937.9 9.45079e+06 4.93028 31.3997 7.43899e-05
323 322.155 21 87 17564 9.13935e+06 4.43228 32.0444 8.47608e-05
324 323.537 21 81 22156.1 8.91482e+06 4.66396 31.0424 0.000104539
325 324.508 21 78 25799.4 8.91802e+06 4.96359 30.3554 0.000123934
326 325.752 23 79 30348.6 9.12924e+06 5.15254 29.4482 0.000159099
327 326.097 23 80 31423 9.22908e+06 5.6072 29.5616 0.000171675
328 327.278 23 80 34135.6 9.68531e+06 5.77485 28.2916 0.000228072
329 328.186 23 82 34756.6 1.01235e+07 6.44448 28.1799 0.000290831
330 329.19 23 82 33945.5 1.06307e+07 7.20739 27.4886 0.000388647
331 330.19 23 82 31928.4 1.10898e+07 8.23133 27.4334 0.000526876
332 331.19 23 82 29343.1 1.14432e+07 9.40854 27.5635 0.000717254
333 332.063 23 83 27145.9 1.16411e+07 9.79968 28.2184 0.000932376
334 333.374 22 84 24419.2 1.17525e+07 11.5221 28.2354 0.00134055
335 334.075 23 84 23394.3 1.17351e+07 12.3692 28.3219 0.00159227
336 335.698 23 86 22259.2 1.15653e+07 13.0806 28.6539 0.00221142
337 336.602 23 87 22342.2 1.14331e+07 12.6657 28.7627 0.00254103
338 337.344 23 86 22746.1 1.13247e+07 12.1678 28.7827 0.00278554
339 338.194 23 87 23527.2 1.12149e+07 11.5064 28.8352 0.00302596
340 339.1 23 87 24665.4 1.11283e+07 10.683 28.9345 0.00322913
341 340.1 23 86 26150.1 1.10825e+07 9.92539 28.9348 0.00338913
342 341.1 23 85 27682.5 1.10985e+07 9.39851 28.8518 0.0034889
343 342.1 23 85 29035.7 1.11778e+07 9.06548 28.7216 0.00354291
344 343.333 23 85 30111 1.13506e+07 8.95176 28.5634 0.00357611
345 344.191 24 88 30343.3 1.15036e+07 9.03778 28.6801 0.00359899
346 345.191 24 88 30069.6 1.16915e+07 9.13301 28.2248 0.00364852
347 346.847 25 89 28576.9 1.19597e+07 9.74226 28.0716 0.00384672
348 347.157 24 90 28219.4 1.19969e+07 9.63822 28.2966 0.00390651
349 348.003 25 91 27214.8 1.20718e+07 10.0935 28.2081 0.00411344
350 349.045 27 94 26078.1 1.2107e+07 10.6553 28.1853 0.0044649
351 350.045 27 94 25240.3 1.20857e+07 11.836 28.2152 0.00490244
352 351.411 27 96 24790.5 1.19913e+07 12.8298 28.4443 0.00562759
353 352.06 29 98 24901.6 1.19321e+07 13.1986 28.4045 0.00599924
354 353.355 30 100 25776.7 1.18161e+07 13.4155 28.9103 0.00671653
355 354.223 31 101 26814.9 1.17584e+07 13.2381 29.1871 0.00712727
356 355.068 31 105 28104.4 1.17318e+07 12.7394 29.5645 0.00743758
357 356.068 30 103 29889.2 1.17509e+07 11.5286 30.1123 0.00766999
358 357.481 29 102 32272 1.18929e+07 10.5038 30.9561 0.00775597
359 358.302 30 102 33264.4 1.20366e+07 9.9385 31.4543 0.00770613
360 359.126 31 103 33723.8 1.2217e+07 9.66803 32.3405 0.00761452
361 360.126 31 101 33421.8 1.2462e+07 9.23702 32.4087 0.00748994
362 361.07 31 103 32264.5 1.26876e+07 8.8736 33.4035 0.00740048
363 362.225 31 103 29890.9 1.29052e+07 9.11757 33.3897 0.0073755
364 363.15 31 104 27569.7 1.29977e+07 9.211 33.663 0.00744496
