t 	 Richness 	 Shannon Index 
62 	 36 	 2.995738 	 0.835976 
63 	 36 	 2.995738 	 0.835976 
64 	 37 	 2.995738 	 0.829633 
65 	 38 	 2.995738 	 0.823551 
66 	 38 	 2.995738 	 0.823551 
67 	 40 	 2.995739 	 0.812100 
68 	 41 	 2.995739 	 0.806700 
69 	 43 	 2.995739 	 0.796485 
70 	 47 	 2.995740 	 0.778084 
71 	 51 	 2.995741 	 0.761921 
72 	 54 	 2.995741 	 0.751004 
73 	 56 	 2.995742 	 0.744219 
74 	 57 	 2.995742 	 0.740961 
75 	 58 	 2.995742 	 0.737787 
76 	 58 	 2.995742 	 0.737787 
77 	 59 	 2.995742 	 0.734694 
78 	 61 	 2.995742 	 0.728736 
79 	 59 	 2.995742 	 0.734694 
80 	 58 	 2.995742 	 0.737787 
81 	 51 	 2.995741 	 0.761921 
82 	 53 	 2.995741 	 0.754539 
83 	 54 	 2.995741 	 0.751004 
84 	 54 	 2.995741 	 0.751004 
85 	 55 	 2.995742 	 0.747565 
86 	 57 	 2.995742 	 0.740961 
87 	 57 	 2.995742 	 0.740961 
88 	 65 	 2.995744 	 0.717649 
89 	 68 	 2.995744 	 0.709975 
90 	 71 	 2.995745 	 0.702784 
91 	 72 	 2.995745 	 0.700486 
92 	 73 	 2.995745 	 0.698234 
93 	 73 	 2.995745 	 0.698234 
94 	 76 	 2.995746 	 0.691741 
95 	 77 	 2.995746 	 0.689659 
96 	 77 	 2.995746 	 0.689659 
97 	 81 	 2.995747 	 0.681712 
98 	 82 	 2.995747 	 0.679813 
99 	 84 	 2.995747 	 0.676116 
100 	 87 	 2.995748 	 0.670804 
101 	 87 	 2.995748 	 0.670804 
102 	 85 	 2.995747 	 0.674315 
103 	 80 	 2.995747 	 0.683644 
104 	 80 	 2.995747 	 0.683644 
105 	 79 	 2.995746 	 0.685612 
106 	 80 	 2.995747 	 0.683644 
107 	 80 	 2.995747 	 0.683644 
108 	 82 	 2.995747 	 0.679813 
109 	 83 	 2.995747 	 0.677949 
110 	 84 	 2.995747 	 0.676116 
111 	 84 	 2.995747 	 0.676116 
112 	 85 	 2.995748 	 0.674315 
113 	 86 	 2.995748 	 0.672545 
114 	 87 	 2.995748 	 0.670804 
115 	 92 	 2.995749 	 0.662514 
116 	 95 	 2.995749 	 0.657846 
117 	 95 	 2.995749 	 0.657846 
118 	 95 	 2.995749 	 0.657846 
119 	 98 	 2.995750 	 0.653385 
120 	 98 	 2.995750 	 0.653385 
121 	 99 	 2.995750 	 0.651942 
122 	 100 	 2.995750 	 0.650519 
123 	 101 	 2.995750 	 0.649116 
124 	 103 	 2.995751 	 0.646370 
125 	 103 	 2.995751 	 0.646370 
126 	 104 	 2.995751 	 0.645026 
127 	 104 	 2.995751 	 0.645026 
128 	 105 	 2.995751 	 0.643699 
129 	 106 	 2.995751 	 0.642391 
130 	 108 	 2.995752 	 0.639827 
131 	 108 	 2.995752 	 0.639827 
132 	 108 	 2.995752 	 0.639827 
133 	 109 	 2.995752 	 0.638570 
134 	 111 	 2.995752 	 0.636104 
135 	 112 	 2.995753 	 0.634895 
136 	 116 	 2.995753 	 0.630209 
137 	 116 	 2.995753 	 0.630209 
138 	 117 	 2.995754 	 0.629073 
139 	 118 	 2.995754 	 0.627950 
140 	 119 	 2.995754 	 0.626842 
141 	 119 	 2.995754 	 0.626842 
142 	 120 	 2.995754 	 0.625746 
143 	 121 	 2.995754 	 0.624663 
144 	 124 	 2.995755 	 0.621490 
145 	 124 	 2.995755 	 0.621490 
146 	 127 	 2.995755 	 0.618423 
147 	 128 	 2.995756 	 0.617423 
148 	 130 	 2.995756 	 0.615457 
149 	 131 	 2.995756 	 0.614489 
150 	 132 	 2.995756 	 0.613532 
151 	 134 	 2.995757 	 0.611649 
152 	 135 	 2.995757 	 0.610722 
153 	 138 	 2.995758 	 0.607997 
154 	 142 	 2.995758 	 0.604492 
155 	 142 	 2.995758 	 0.604492 
156 	 142 	 2.995758 	 0.604492 
157 	 143 	 2.995759 	 0.603637 
158 	 144 	 2.995759 	 0.602791 
159 	 146 	 2.995759 	 0.601123 
160 	 148 	 2.995759 	 0.599486 
161 	 149 	 2.995760 	 0.598679 
162 	 149 	 2.995760 	 0.598679 
163 	 150 	 2.995760 	 0.597880 
164 	 152 	 2.995760 	 0.596304 
165 	 154 	 2.995761 	 0.594757 
166 	 154 	 2.995761 	 0.594757 
167 	 155 	 2.995761 	 0.593993 
168 	 158 	 2.995761 	 0.591744 
169 	 159 	 2.995762 	 0.591008 
170 	 159 	 2.995762 	 0.591008 
171 	 159 	 2.995762 	 0.591008 
172 	 162 	 2.995762 	 0.588836 
173 	 163 	 2.995762 	 0.588125 
174 	 163 	 2.995762 	 0.588125 
175 	 166 	 2.995763 	 0.586027 
176 	 167 	 2.995763 	 0.585339 
177 	 170 	 2.995764 	 0.583310 
178 	 170 	 2.995764 	 0.583310 
179 	 171 	 2.995764 	 0.582645 
180 	 172 	 2.995764 	 0.581985 
181 	 175 	 2.995764 	 0.580037 
182 	 176 	 2.995765 	 0.579397 
183 	 177 	 2.995765 	 0.578763 
184 	 177 	 2.995765 	 0.578763 
185 	 179 	 2.995765 	 0.577510 
186 	 180 	 2.995765 	 0.576890 
187 	 180 	 2.995765 	 0.576890 
188 	 180 	 2.995765 	 0.576890 
189 	 182 	 2.995766 	 0.575665 
190 	 182 	 2.995766 	 0.575665 
191 	 183 	 2.995766 	 0.575060 
192 	 184 	 2.995766 	 0.574459 
193 	 187 	 2.995766 	 0.572683 
194 	 187 	 2.995766 	 0.572683 
195 	 188 	 2.995766 	 0.572100 
196 	 191 	 2.995767 	 0.570375 
197 	 191 	 2.995767 	 0.570375 
198 	 191 	 2.995767 	 0.570375 
199 	 193 	 2.995767 	 0.569246 
200 	 195 	 2.995767 	 0.568133 
201 	 196 	 2.995767 	 0.567583 
202 	 198 	 2.995768 	 0.566493 
203 	 200 	 2.995768 	 0.565419 
204 	 204 	 2.995768 	 0.563313 
205 	 207 	 2.995769 	 0.561771 
206 	 209 	 2.995769 	 0.560760 
207 	 210 	 2.995769 	 0.560260 
208 	 211 	 2.995769 	 0.559762 
209 	 214 	 2.995769 	 0.558290 
210 	 216 	 2.995770 	 0.557324 
211 	 218 	 2.995770 	 0.556370 
212 	 220 	 2.995770 	 0.555428 
213 	 222 	 2.995770 	 0.554497 
214 	 224 	 2.995770 	 0.553578 
215 	 226 	 2.995770 	 0.552670 
216 	 227 	 2.995770 	 0.552221 
217 	 227 	 2.995769 	 0.552221 
218 	 228 	 2.995769 	 0.551773 
219 	 230 	 2.995769 	 0.550887 
220 	 232 	 2.995768 	 0.550011 
221 	 232 	 2.995767 	 0.550011 
222 	 233 	 2.995766 	 0.549577 
223 	 234 	 2.995766 	 0.549146 
224 	 236 	 2.995766 	 0.548290 
225 	 237 	 2.995765 	 0.547866 
226 	 238 	 2.995764 	 0.547444 
227 	 238 	 2.995763 	 0.547444 
228 	 239 	 2.995762 	 0.547025 
229 	 239 	 2.995760 	 0.547025 
230 	 241 	 2.995759 	 0.546193 
231 	 241 	 2.995757 	 0.546193 
232 	 241 	 2.995756 	 0.546193 
233 	 242 	 2.995753 	 0.545780 
234 	 244 	 2.995751 	 0.544963 
235 	 246 	 2.995749 	 0.544154 
236 	 247 	 2.995748 	 0.543753 
237 	 247 	 2.995745 	 0.543753 
238 	 248 	 2.995739 	 0.543353 
239 	 248 	 2.995737 	 0.543353 
240 	 248 	 2.995733 	 0.543352 
241 	 252 	 2.995729 	 0.541779 
242 	 252 	 2.995725 	 0.541778 
243 	 253 	 2.995721 	 0.541390 
244 	 257 	 2.995716 	 0.539858 
245 	 258 	 2.995708 	 0.539480 
246 	 259 	 2.995699 	 0.539102 
247 	 260 	 2.995696 	 0.538728 
248 	 263 	 2.995688 	 0.537618 
249 	 264 	 2.995683 	 0.537251 
250 	 264 	 2.995674 	 0.537249 
251 	 265 	 2.995657 	 0.536882 
252 	 266 	 2.995653 	 0.536519 
253 	 269 	 2.995640 	 0.535441 
254 	 269 	 2.995631 	 0.535440 
255 	 272 	 2.995610 	 0.534377 
256 	 273 	 2.995603 	 0.534026 
257 	 276 	 2.995581 	 0.532984 
258 	 277 	 2.995564 	 0.532638 
259 	 277 	 2.995545 	 0.532634 
260 	 280 	 2.995529 	 0.531613 
261 	 279 	 2.995495 	 0.531945 
262 	 281 	 2.995468 	 0.531266 
263 	 282 	 2.995451 	 0.530929 
264 	 283 	 2.995427 	 0.530592 
265 	 285 	 2.995375 	 0.529921 
266 	 285 	 2.995353 	 0.529918 
267 	 286 	 2.995327 	 0.529585 
268 	 289 	 2.995286 	 0.528602 
269 	 290 	 2.995227 	 0.528270 
270 	 291 	 2.995179 	 0.527941 
271 	 292 	 2.995158 	 0.527618 
272 	 290 	 2.995105 	 0.528248 
273 	 287 	 2.995032 	 0.529206 
274 	 283 	 2.994928 	 0.530503 
275 	 284 	 2.994923 	 0.530171 
276 	 282 	 2.994852 	 0.530823 
277 	 282 	 2.994719 	 0.530799 
278 	 282 	 2.994685 	 0.530793 
279 	 282 	 2.994582 	 0.530775 
280 	 286 	 2.994497 	 0.529438 
281 	 288 	 2.994390 	 0.528768 
282 	 287 	 2.994283 	 0.529074 
283 	 288 	 2.994206 	 0.528735 
284 	 286 	 2.994086 	 0.529365 
285 	 290 	 2.993939 	 0.528043 
286 	 290 	 2.993817 	 0.528021 
287 	 292 	 2.993677 	 0.527357 
288 	 291 	 2.993524 	 0.527649 
289 	 292 	 2.993275 	 0.527286 
290 	 292 	 2.993080 	 0.527252 
291 	 292 	 2.992929 	 0.527225 
292 	 290 	 2.992732 	 0.527830 
293 	 292 	 2.992615 	 0.527170 
294 	 293 	 2.992402 	 0.526815 
295 	 291 	 2.992176 	 0.527412 
296 	 292 	 2.991821 	 0.527030 
297 	 295 	 2.991611 	 0.526046 
298 	 293 	 2.991344 	 0.526629 
299 	 291 	 2.991064 	 0.527215 
300 	 291 	 2.990771 	 0.527164 
301 	 292 	 2.990549 	 0.526806 
302 	 291 	 2.990232 	 0.527069 
303 	 289 	 2.989836 	 0.527641 
304 	 290 	 2.989573 	 0.527273 
305 	 289 	 2.989168 	 0.527523 
306 	 289 	 2.988806 	 0.527459 
307 	 289 	 2.988412 	 0.527389 
308 	 290 	 2.987686 	 0.526940 
309 	 289 	 2.987333 	 0.527199 
310 	 290 	 2.987138 	 0.526843 
311 	 289 	 2.986684 	 0.527084 
312 	 290 	 2.985901 	 0.526625 
313 	 290 	 2.985690 	 0.526588 
314 	 292 	 2.985262 	 0.525875 
315 	 292 	 2.984746 	 0.525784 
316 	 292 	 2.984178 	 0.525684 
317 	 295 	 2.983492 	 0.524618 
318 	 297 	 2.982968 	 0.523904 
319 	 297 	 2.982385 	 0.523801 
320 	 296 	 2.981786 	 0.524007 
321 	 299 	 2.981290 	 0.522993 
322 	 300 	 2.980423 	 0.522535 
323 	 299 	 2.979776 	 0.522727 
324 	 301 	 2.978851 	 0.521954 
325 	 302 	 2.978261 	 0.521548 
326 	 303 	 2.977634 	 0.521136 
327 	 303 	 2.976926 	 0.521013 
328 	 304 	 2.976164 	 0.520579 
329 	 304 	 2.975715 	 0.520500 
330 	 306 	 2.975082 	 0.519793 
331 	 306 	 2.974327 	 0.519662 
332 	 307 	 2.973165 	 0.519163 
333 	 308 	 2.972784 	 0.518802 
334 	 310 	 2.972023 	 0.518083 
335 	 314 	 2.971059 	 0.516760 
336 	 315 	 2.970210 	 0.516327 
337 	 316 	 2.969173 	 0.515863 
338 	 316 	 2.968332 	 0.515717 
339 	 317 	 2.967761 	 0.515335 
340 	 318 	 2.967103 	 0.514939 
341 	 317 	 2.966238 	 0.515070 
342 	 318 	 2.965001 	 0.514574 
343 	 319 	 2.964523 	 0.514211 
344 	 323 	 2.962954 	 0.512830 
345 	 324 	 2.962718 	 0.512515 
346 	 326 	 2.961808 	 0.511813 
347 	 326 	 2.960384 	 0.511567 
348 	 328 	 2.959694 	 0.510908 
349 	 330 	 2.958877 	 0.510231 
350 	 331 	 2.957629 	 0.509750 
351 	 333 	 2.956686 	 0.509059 
352 	 336 	 2.956203 	 0.508191 
353 	 338 	 2.955259 	 0.507511 
354 	 341 	 2.954175 	 0.506556 
355 	 342 	 2.953091 	 0.506116 
356 	 341 	 2.952115 	 0.506203 
357 	 341 	 2.951135 	 0.506035 
358 	 342 	 2.950249 	 0.505629 
359 	 344 	 2.948771 	 0.504871 
360 	 339 	 2.947774 	 0.505969 
361 	 338 	 2.947296 	 0.506143 
362 	 340 	 2.946377 	 0.505473 
363 	 338 	 2.944820 	 0.505718 
364 	 331 	 2.943906 	 0.507385 
365 	 328 	 2.942936 	 0.508015 
366 	 328 	 2.942236 	 0.507894 
367 	 322 	 2.941211 	 0.509340 
368 	 322 	 2.940126 	 0.509152 
369 	 323 	 2.938736 	 0.508638 
370 	 321 	 2.937698 	 0.509006 
371 	 323 	 2.937136 	 0.508362 
372 	 322 	 2.935992 	 0.508436 
373 	 320 	 2.934507 	 0.508728 
374 	 321 	 2.933610 	 0.508298 
375 	 322 	 2.932508 	 0.507833 
376 	 324 	 2.931684 	 0.507147 
377 	 324 	 2.930559 	 0.506952 
378 	 323 	 2.929412 	 0.507025 
379 	 324 	 2.928658 	 0.506623 
380 	 320 	 2.927584 	 0.507528 
381 	 314 	 2.926246 	 0.508966 
382 	 312 	 2.925430 	 0.509390 
383 	 310 	 2.924345 	 0.509772 
384 	 310 	 2.923180 	 0.509569 
385 	 306 	 2.922119 	 0.510540 
386 	 306 	 2.921021 	 0.510348 
387 	 304 	 2.919620 	 0.510688 
388 	 302 	 2.918512 	 0.511085 
389 	 300 	 2.917400 	 0.511485 
390 	 300 	 2.916710 	 0.511364 
391 	 298 	 2.915379 	 0.511731 
392 	 297 	 2.914296 	 0.511843 
393 	 296 	 2.912409 	 0.511815 
394 	 298 	 2.912102 	 0.511156 
395 	 298 	 2.910965 	 0.510956 
396 	 300 	 2.909714 	 0.510138 
397 	 299 	 2.908568 	 0.510235 
398 	 298 	 2.906629 	 0.510195 
399 	 296 	 2.905593 	 0.510617 
400 	 297 	 2.904704 	 0.510158 
401 	 296 	 2.903537 	 0.510255 
402 	 298 	 2.902187 	 0.509415 
403 	 300 	 2.901732 	 0.508738 
404 	 295 	 2.900278 	 0.509986 
405 	 290 	 2.898561 	 0.511221 
406 	 291 	 2.898149 	 0.510838 
407 	 290 	 2.896890 	 0.510926 
408 	 291 	 2.895849 	 0.510433 
409 	 291 	 2.893575 	 0.510032 
410 	 292 	 2.893238 	 0.509664 
411 	 293 	 2.891619 	 0.509072 
412 	 294 	 2.890396 	 0.508552 
413 	 294 	 2.889549 	 0.508403 
414 	 291 	 2.888166 	 0.509078 
415 	 292 	 2.886614 	 0.508497 
416 	 293 	 2.886069 	 0.508095 
417 	 292 	 2.884830 	 0.508183 
418 	 296 	 2.883216 	 0.506684 
419 	 298 	 2.882006 	 0.505873 
420 	 300 	 2.880697 	 0.505050 
421 	 302 	 2.879846 	 0.504314 
422 	 301 	 2.878586 	 0.504386 
423 	 301 	 2.877093 	 0.504124 
424 	 302 	 2.875969 	 0.503635 
425 	 307 	 2.874689 	 0.501967 
426 	 307 	 2.872980 	 0.501669 
427 	 306 	 2.872211 	 0.501820 
428 	 307 	 2.870826 	 0.501293 
429 	 307 	 2.869571 	 0.501073 
430 	 308 	 2.868410 	 0.500586 
431 	 308 	 2.866292 	 0.500217 
432 	 306 	 2.865390 	 0.500629 
433 	 309 	 2.863981 	 0.499531 
434 	 310 	 2.863177 	 0.499109 
435 	 315 	 2.861084 	 0.497357 
436 	 314 	 2.859733 	 0.497397 
437 	 315 	 2.858918 	 0.496981 
438 	 315 	 2.857938 	 0.496810 
439 	 316 	 2.856672 	 0.496317 
440 	 316 	 2.854927 	 0.496014 
441 	 316 	 2.853940 	 0.495842 
442 	 318 	 2.852123 	 0.494984 
443 	 317 	 2.850466 	 0.494967 
444 	 314 	 2.849116 	 0.495551 
445 	 314 	 2.848964 	 0.495524 
446 	 307 	 2.847681 	 0.497251 
447 	 308 	 2.846401 	 0.496745 
448 	 306 	 2.845129 	 0.497089 
449 	 307 	 2.843191 	 0.496467 
450 	 306 	 2.842334 	 0.496600 
451 	 305 	 2.840875 	 0.496629 
452 	 305 	 2.839480 	 0.496385 
453 	 302 	 2.838019 	 0.496989 
454 	 304 	 2.837019 	 0.496240 
455 	 302 	 2.835819 	 0.496604 
456 	 304 	 2.835128 	 0.495909 
457 	 304 	 2.834142 	 0.495737 
458 	 303 	 2.832430 	 0.495723 
459 	 302 	 2.831664 	 0.495876 
460 	 301 	 2.830570 	 0.495972 
461 	 299 	 2.828752 	 0.496234 
462 	 299 	 2.828114 	 0.496122 
463 	 301 	 2.827343 	 0.495407 
464 	 300 	 2.826383 	 0.495528 
465 	 301 	 2.825086 	 0.495012 
466 	 299 	 2.824097 	 0.495417 
467 	 301 	 2.822768 	 0.494606 
468 	 302 	 2.822422 	 0.494258 
469 	 302 	 2.821509 	 0.494098 
470 	 301 	 2.820624 	 0.494230 
471 	 303 	 2.819318 	 0.493428 
472 	 304 	 2.818592 	 0.493017 
473 	 305 	 2.818121 	 0.492652 
474 	 307 	 2.816930 	 0.491881 
475 	 307 	 2.816222 	 0.491758 
476 	 308 	 2.815999 	 0.491440 
477 	 309 	 2.815178 	 0.491019 
478 	 311 	 2.814651 	 0.490375 
479 	 315 	 2.813811 	 0.489140 
480 	 318 	 2.813145 	 0.488219 
481 	 319 	 2.812789 	 0.487892 
482 	 320 	 2.812438 	 0.487566 
483 	 319 	 2.811583 	 0.487683 
484 	 321 	 2.811419 	 0.487126 
485 	 322 	 2.811098 	 0.486808 
486 	 325 	 2.810708 	 0.485960 
487 	 325 	 2.810261 	 0.485883 
488 	 326 	 2.809976 	 0.485576 
489 	 327 	 2.809573 	 0.485249 
490 	 323 	 2.809116 	 0.486204 
491 	 324 	 2.809050 	 0.485932 
492 	 328 	 2.808787 	 0.484858 
493 	 329 	 2.808514 	 0.484556 
494 	 329 	 2.808153 	 0.484494 
495 	 330 	 2.807901 	 0.484197 
496 	 330 	 2.807680 	 0.484159 
497 	 332 	 2.807593 	 0.483640 
498 	 324 	 2.807268 	 0.485624 
499 	 323 	 2.807072 	 0.485850 
500 	 321 	 2.806895 	 0.486342 
501 	 321 	 2.806749 	 0.486317 
502 	 322 	 2.806631 	 0.486034 
503 	 320 	 2.806504 	 0.486537 
504 	 319 	 2.806369 	 0.486778 
505 	 321 	 2.806261 	 0.486232 
506 	 325 	 2.806157 	 0.485173 
507 	 328 	 2.806100 	 0.484394 
508 	 328 	 2.806048 	 0.484385 
509 	 327 	 2.806024 	 0.484636 
510 	 329 	 2.806046 	 0.484130 
511 	 327 	 2.806088 	 0.484647 
512 	 328 	 2.806183 	 0.484408 
513 	 327 	 2.806314 	 0.484686 
514 	 325 	 2.806489 	 0.485231 
515 	 323 	 2.806708 	 0.485787 
516 	 324 	 2.807031 	 0.485583 
517 	 325 	 2.807360 	 0.485381 
518 	 326 	 2.807596 	 0.485164 
519 	 327 	 2.808030 	 0.484983 
520 	 329 	 2.808485 	 0.484551 
521 	 330 	 2.808949 	 0.484377 
522 	 331 	 2.809466 	 0.484214 
523 	 332 	 2.810385 	 0.484120 
524 	 332 	 2.811090 	 0.484242 
525 	 334 	 2.811727 	 0.483851 
526 	 334 	 2.812339 	 0.483956 
527 	 334 	 2.813179 	 0.484101 
528 	 334 	 2.814067 	 0.484254 
529 	 337 	 2.815113 	 0.483690 
530 	 336 	 2.816100 	 0.484106 
531 	 337 	 2.817804 	 0.484152 
532 	 338 	 2.818312 	 0.483993 
533 	 335 	 2.819597 	 0.484956 
534 	 334 	 2.821129 	 0.485469 
535 	 334 	 2.822335 	 0.485676 
536 	 334 	 2.823622 	 0.485898 
537 	 336 	 2.824333 	 0.485522 
538 	 337 	 2.825705 	 0.485509 
539 	 338 	 2.827702 	 0.485605 
540 	 338 	 2.828479 	 0.485739 
541 	 340 	 2.829971 	 0.485503 
542 	 339 	 2.832983 	 0.486266 
543 	 340 	 2.833323 	 0.486078 
544 	 342 	 2.835790 	 0.486012 
545 	 346 	 2.836953 	 0.485245 
546 	 345 	 2.838906 	 0.485819 
547 	 343 	 2.840935 	 0.486651 
548 	 340 	 2.843299 	 0.487790 
549 	 339 	 2.845466 	 0.488408 
550 	 341 	 2.848468 	 0.488430 
551 	 343 	 2.850492 	 0.488288 
552 	 342 	 2.852485 	 0.488874 
553 	 342 	 2.854211 	 0.489169 
554 	 341 	 2.856858 	 0.489869 
555 	 341 	 2.859809 	 0.490375 
556 	 340 	 2.861394 	 0.490894 
557 	 341 	 2.862910 	 0.490907 
558 	 345 	 2.864917 	 0.490270 
559 	 345 	 2.866486 	 0.490539 
560 	 343 	 2.868872 	 0.491436 
561 	 342 	 2.869549 	 0.491798 
562 	 343 	 2.870562 	 0.491726 
563 	 343 	 2.871522 	 0.491890 
564 	 344 	 2.872412 	 0.491797 
565 	 345 	 2.872975 	 0.491649 
566 	 345 	 2.873242 	 0.491695 
567 	 343 	 2.873387 	 0.492210 
568 	 342 	 2.873300 	 0.492441 
569 	 334 	 2.872802 	 0.494361 
570 	 333 	 2.872261 	 0.494523 
571 	 328 	 2.871490 	 0.495682 
572 	 321 	 2.870520 	 0.497366 
573 	 321 	 2.869997 	 0.497276 
574 	 324 	 2.868532 	 0.496222 
575 	 322 	 2.866640 	 0.496426 
576 	 323 	 2.865550 	 0.495971 
577 	 319 	 2.863560 	 0.496698 
578 	 318 	 2.862072 	 0.496711 
579 	 318 	 2.860063 	 0.496362 
580 	 315 	 2.857942 	 0.496811 
581 	 303 	 2.854242 	 0.499541 
582 	 305 	 2.853452 	 0.498828 
583 	 302 	 2.850399 	 0.499157 
584 	 298 	 2.847895 	 0.499886 
585 	 294 	 2.844692 	 0.500511 
586 	 292 	 2.841569 	 0.500562 
587 	 287 	 2.838885 	 0.501616 
588 	 286 	 2.837365 	 0.501657 
589 	 286 	 2.835319 	 0.501295 
590 	 283 	 2.832568 	 0.501744 
591 	 282 	 2.829076 	 0.501440 
592 	 279 	 2.824962 	 0.501662 
593 	 269 	 2.823165 	 0.504613 
594 	 265 	 2.820226 	 0.505441 
595 	 262 	 2.817440 	 0.505974 
596 	 261 	 2.813814 	 0.505670 
597 	 259 	 2.811016 	 0.505867 
598 	 259 	 2.809748 	 0.505639 
599 	 262 	 2.805431 	 0.503818 
600 	 261 	 2.803872 	 0.503884 
601 	 252 	 2.801151 	 0.506590 
602 	 251 	 2.798769 	 0.506523 
603 	 251 	 2.796682 	 0.506145 
604 	 244 	 2.794011 	 0.508264 
605 	 242 	 2.791364 	 0.508544 
606 	 241 	 2.788564 	 0.508417 
607 	 243 	 2.785864 	 0.507161 
608 	 244 	 2.782780 	 0.506221 
609 	 243 	 2.780270 	 0.506142 
610 	 245 	 2.777655 	 0.504913 
611 	 244 	 2.776146 	 0.505014 
612 	 246 	 2.773398 	 0.503766 
613 	 245 	 2.771094 	 0.503720 
614 	 244 	 2.769000 	 0.503714 
615 	 240 	 2.767078 	 0.504882 
616 	 240 	 2.764440 	 0.504401 
617 	 242 	 2.763054 	 0.503386 
618 	 242 	 2.761124 	 0.503034 
619 	 244 	 2.759264 	 0.501943 
620 	 242 	 2.756863 	 0.502258 
621 	 241 	 2.754863 	 0.502273 
622 	 242 	 2.754174 	 0.501768 
623 	 244 	 2.752626 	 0.500735 
624 	 246 	 2.751062 	 0.499709 
625 	 249 	 2.749860 	 0.498393 
626 	 248 	 2.747803 	 0.498384 
627 	 248 	 2.747286 	 0.498290 
628 	 244 	 2.745935 	 0.499518 
629 	 243 	 2.744691 	 0.499665 
630 	 242 	 2.743568 	 0.499836 
631 	 241 	 2.741302 	 0.499800 
632 	 243 	 2.740403 	 0.498884 
633 	 243 	 2.739488 	 0.498718 
634 	 240 	 2.738133 	 0.499601 
635 	 240 	 2.736742 	 0.499347 
636 	 240 	 2.734893 	 0.499010 
637 	 240 	 2.733991 	 0.498845 
638 	 242 	 2.732493 	 0.497818 
639 	 243 	 2.730982 	 0.497169 
640 	 245 	 2.729032 	 0.496074 
641 	 247 	 2.727815 	 0.495121 
642 	 246 	 2.726466 	 0.495241 
643 	 246 	 2.725342 	 0.495037 
644 	 246 	 2.724226 	 0.494834 
645 	 250 	 2.723374 	 0.493234 
646 	 252 	 2.722594 	 0.492382 
647 	 251 	 2.721777 	 0.492589 
648 	 254 	 2.721614 	 0.491503 
649 	 253 	 2.721562 	 0.491844 
650 	 253 	 2.721841 	 0.491894 
651 	 254 	 2.722618 	 0.491684 
652 	 255 	 2.723373 	 0.491471 
653 	 253 	 2.724718 	 0.492414 
654 	 253 	 2.726700 	 0.492772 
655 	 253 	 2.728830 	 0.493157 
656 	 254 	 2.731503 	 0.493288 
657 	 253 	 2.735103 	 0.494291 
658 	 254 	 2.737687 	 0.494405 
659 	 253 	 2.742219 	 0.495577 
660 	 253 	 2.743151 	 0.495745 
661 	 250 	 2.746802 	 0.497477 
662 	 248 	 2.750271 	 0.498831 
663 	 252 	 2.753833 	 0.498032 
664 	 252 	 2.757245 	 0.498649 
