timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
954 953.801 122 2 316228 20.0982 115.213 4.57264 0.729794
955 954.801 122 2 316228 19.8117 115.213 4.58202 0.729796
956 955.801 122 2 316228 19.5296 115.213 4.59158 0.729799
957 956.801 122 2 316228 19.2519 115.213 4.6013 0.729802
958 957.801 122 2 316228 18.9786 115.213 4.61121 0.729804
959 958.801 122 2 316228 18.7095 115.213 4.62129 0.729807
960 959.801 122 2 316228 18.4446 115.213 4.63155 0.72981
961 960.801 122 2 316228 18.1838 115.213 4.642 0.729813
962 961.801 122 2 316228 17.9271 115.213 4.65263 0.729816
963 962.801 122 2 316228 17.6744 115.213 4.66346 0.729819
964 963.801 122 2 316228 17.4257 115.213 4.67448 0.729822
965 964.801 122 2 316228 17.1808 115.213 4.68569 0.729825
966 965.801 122 2 316228 16.9397 115.213 4.69711 0.729828
967 966.801 122 2 316228 16.7025 115.213 4.70873 0.729831
968 967.801 122 2 316228 16.4689 115.213 4.72056 0.729834
969 968.801 122 2 316228 16.2389 115.213 4.7326 0.729838
970 969.801 122 2 316228 16.0126 115.213 4.74485 0.729841
971 970.801 122 2 316228 15.7898 115.213 4.75732 0.729844
972 971.801 122 2 316228 15.5705 115.212 4.77001 0.729848
973 972.801 122 2 316228 15.3546 115.212 4.78292 0.729851
974 973.801 122 2 316228 15.1421 115.212 4.79606 0.729855
975 974.801 122 2 316228 14.933 115.212 4.80944 0.729858
976 975.801 122 2 316228 14.7271 115.212 4.82304 0.729862
977 976.801 122 2 316228 14.5244 115.212 4.83689 0.729865
978 977.801 122 2 316228 14.3249 115.212 4.85098 0.729869
979 978.801 122 2 316228 14.1286 115.212 4.86531 0.729873
980 979.801 122 2 316228 13.9353 115.212 4.87989 0.729877
981 980.801 122 2 316228 13.7451 115.212 4.89473 0.72988
982 981.801 122 2 316228 13.5578 115.212 4.90982 0.729884
983 982.801 122 2 316228 13.3735 115.212 4.92517 0.729888
984 983.801 122 2 316228 13.1921 115.212 4.94079 0.729892
985 984.801 122 2 316228 13.0135 115.212 4.95668 0.729896
986 985.801 122 2 316228 12.8378 115.212 4.97284 0.7299
987 986.801 122 2 316228 12.6648 115.212 4.98927 0.729905
988 987.801 122 2 316228 12.4946 115.212 5.00598 0.729909
989 988.801 122 2 316228 12.327 115.212 5.02298 0.729913
990 989.801 122 2 316228 12.1621 115.212 5.04026 0.729917
991 990.801 122 2 316228 11.9998 115.212 5.05784 0.729922
992 991.801 122 2 316228 11.84 115.212 5.0757 0.729926
993 992.801 122 2 316228 11.6828 115.212 5.09387 0.729931
994 993.801 122 2 316228 11.528 115.212 5.11234 0.729935
995 994.801 122 2 316228 11.3757 115.212 5.13111 0.72994
996 995.801 122 2 316228 11.2258 115.212 5.1502 0.729945
997 996.801 122 2 316228 11.0783 115.212 5.1696 0.72995
998 997.801 122 2 316228 10.9331 115.212 5.18931 0.729954
999 998.801 122 2 316228 10.7903 115.212 5.20934 0.729959
1000 999.801 122 2 316228 10.6496 115.212 5.2297 0.729964
1001 1000.8 122 2 316228 10.5113 115.212 5.25038 0.729969
1002 1001.8 122 2 316228 10.3751 115.212 5.2714 0.729974
1003 1002.8 122 2 316228 10.2411 115.212 5.29275 0.72998
1004 1003.8 122 2 316228 10.1092 115.212 5.31443 0.729985
1005 1004.8 122 2 316228 9.97939 115.212 5.33646 0.72999
1006 1005.8 122 2 316228 9.85167 115.212 5.35883 0.729995
1007 1006.8 122 2 316228 9.72598 115.212 5.38154 0.730001
1008 1007.8 122 2 316228 9.6023 115.212 5.4046 0.730006
1009 1008.8 122 2 316228 9.48059 115.212 5.42802 0.730012
1010 1009.8 122 2 316228 9.36083 115.212 5.45178 0.730018
1011 1010.8 122 2 316228 9.24298 115.212 5.47591 0.730023
1012 1011.8 122 2 316228 9.12701 115.212 5.50039 0.730029
1013 1012.8 122 2 316228 9.0129 115.212 5.52523 0.730035
1014 1013.8 122 2 316228 8.90062 115.212 5.55043 0.730041
1015 1014.8 122 2 316228 8.79014 115.212 5.57599 0.730047
1016 1015.8 122 2 316228 8.68143 115.212 5.60192 0.730053
1017 1016.8 122 2 316228 8.57447 115.212 5.62822 0.730059
1018 1017.8 122 2 316228 8.46923 115.212 5.65488 0.730065
1019 1018.8 122 2 316228 8.36568 115.212 5.68191 0.730072
1020 1019.8 122 2 316228 8.2638 115.212 5.7093 0.730078
1021 1020.8 122 2 316228 8.16356 115.212 5.73707 0.730084
1022 1021.8 122 2 316228 8.06494 115.212 5.7652 0.730091
1023 1022.8 122 2 316228 7.96791 115.212 5.79369 0.730097
1024 1023.8 122 2 316228 7.87245 115.212 5.82255 0.730104
1025 1024.8 122 2 316228 7.77853 115.212 5.85178 0.730111
1026 1025.8 122 2 316228 7.68614 115.212 5.88136 0.730118
1027 1026.8 122 2 316228 7.59524 115.212 5.91131 0.730125
1028 1027.8 122 2 316228 7.50581 115.212 5.94161 0.730132
1029 1028.8 122 2 316228 7.41784 115.212 5.97227 0.730139
1030 1029.8 122 2 316228 7.33131 115.212 6.00328 0.730146
1031 1030.8 122 2 316228 7.24618 115.212 6.03463 0.730153
1032 1031.8 122 2 316228 7.16243 115.212 6.06632 0.73016
1033 1032.8 122 2 316228 7.08006 115.212 6.09835 0.730168
1034 1033.8 122 2 316228 6.99903 115.212 6.13071 0.730175
1035 1034.8 122 2 316228 6.91932 115.212 6.1634 0.730182
1036 1035.8 122 2 316228 6.84092 115.212 6.1964 0.73019
1037 1036.8 122 2 316228 6.76381 115.212 6.22971 0.730198
1038 1037.8 122 2 316228 6.68796 115.212 6.26332 0.730205
1039 1038.8 122 2 316228 6.61336 115.212 6.29722 0.730213
1040 1039.8 122 2 316228 6.53998 115.212 6.33141 0.730221
1041 1040.8 122 2 316228 6.46782 115.212 6.36586 0.730229
1042 1041.8 122 2 316228 6.39684 115.212 6.40058 0.730237
1043 1042.8 122 2 316228 6.32704 115.212 6.43554 0.730245
1044 1043.8 122 2 316228 6.2584 115.212 6.47074 0.730253
1045 1044.8 122 2 316228 6.19089 115.212 6.50617 0.730262
1046 1045.8 122 2 316228 6.1245 115.212 6.54179 0.73027
1047 1046.8 122 2 316228 6.05922 115.212 6.57762 0.730278
1048 1047.8 122 2 316228 5.99502 115.212 6.61361 0.730287
1049 1048.8 122 2 316228 5.93189 115.212 6.64976 0.730295
1050 1049.8 122 2 316228 5.86982 115.212 6.68606 0.730304
1051 1050.8 122 2 316228 5.80879 115.212 6.72247 0.730313
1052 1051.8 122 2 316228 5.74878 115.212 6.75899 0.730321
1053 1052.8 122 2 316228 5.68977 115.212 6.79558 0.73033
1054 1053.8 122 2 316228 5.63176 115.212 6.83224 0.730339
1055 1054.8 122 2 316228 5.57472 115.212 6.86892 0.730348
1056 1055.8 122 2 316228 5.51865 115.212 6.90562 0.730357
1057 1056.8 122 2 316228 5.46352 115.212 6.9423 0.730366
1058 1057.8 122 2 316228 5.40933 115.212 6.97895 0.730375
1059 1058.8 122 2 316228 5.35606 115.212 7.01553 0.730385
1060 1059.8 122 2 316228 5.30369 115.212 7.05201 0.730394
1061 1060.8 122 2 316228 5.25221 115.212 7.08837 0.730403
1062 1061.8 122 2 316228 5.20161 115.212 7.12457 0.730413
1063 1062.8 122 2 316228 5.15188 115.212 7.16059 0.730422
1064 1063.8 122 2 316228 5.103 115.212 7.1964 0.730432
1065 1064.8 122 2 316228 5.05496 115.212 7.23196 0.730441
1066 1065.8 122 2 316228 5.00774 115.212 7.26724 0.730451
1067 1066.8 122 2 316228 4.96134 115.212 7.30221 0.730461
1068 1067.8 122 2 316228 4.91574 115.212 7.33682 0.730471
1069 1068.8 122 2 316228 4.87094 115.212 7.37105 0.730481
1070 1069.8 122 2 316228 4.8269 115.212 7.40487 0.73049
1071 1070.8 122 2 316228 4.78364 115.212 7.43822 0.7305
1072 1071.8 122 2 316228 4.74113 115.212 7.47108 0.73051
1073 1072.8 122 2 316228 4.69936 115.212 7.50342 0.730521
1074 1073.8 122 2 316228 4.65833 115.212 7.53518 0.730531
1075 1074.8 122 2 316228 4.61802 115.212 7.56634 0.730541
1076 1075.8 122 2 316228 4.57842 115.212 7.59685 0.730551
1077 1076.8 122 2 316228 4.53952 115.212 7.62668 0.730561
1078 1077.8 122 2 316228 4.5013 115.212 7.6558 0.730572
1079 1078.8 122 2 316228 4.46377 115.212 7.68415 0.730582
1080 1079.8 122 2 316228 4.42691 115.212 7.71171 0.730592
1081 1080.8 122 2 316228 4.3907 115.212 7.73843 0.730603
1082 1081.8 122 2 316228 4.35514 115.212 7.76429 0.730613
1083 1082.8 122 2 316228 4.32023 115.212 7.78924 0.730624
1084 1083.8 122 2 316228 4.28594 115.212 7.81324 0.730634
1085 1084.8 122 2 316228 4.25227 115.212 7.83627 0.730645
1086 1085.8 122 2 316228 4.21922 115.212 7.85828 0.730656
1087 1086.8 122 2 316228 4.18677 115.212 7.87925 0.730666
1088 1087.8 122 2 316228 4.15491 115.212 7.89914 0.730677
1089 1088.8 122 2 316228 4.12363 115.212 7.91793 0.730688
1090 1089.8 122 2 316228 4.09293 115.212 7.93557 0.730698
1091 1090.8 122 2 316228 4.0628 115.212 7.95205 0.730709
1092 1091.8 122 2 316228 4.03322 115.212 7.96734 0.73072
1093 1092.8 122 2 316228 4.0042 115.212 7.98141 0.730731
1094 1093.8 122 2 316228 3.97572 115.212 7.99424 0.730741
1095 1094.8 122 2 316228 3.94777 115.212 8.0058 0.730752
1096 1095.8 122 2 316228 3.92035 115.212 8.01609 0.730763
1097 1096.8 122 2 316228 3.89345 115.212 8.02507 0.730774
1098 1097.8 122 2 316228 3.86705 115.212 8.03274 0.730785
1099 1098.8 122 2 316228 3.84117 115.212 8.03908 0.730796
1100 1099.8 122 2 316228 3.81577 115.212 8.04408 0.730807
1101 1100.8 122 2 316228 3.79087 115.212 8.04773 0.730818
1102 1101.8 122 2 316228 3.76644 115.212 8.05002 0.730829
1103 1102.8 122 2 316228 3.74249 115.212 8.05096 0.730839
1104 1103.8 122 2 316228 3.71901 115.212 8.05053 0.73085
1105 1104.8 122 2 316228 3.69599 115.212 8.04873 0.730861
1106 1105.8 122 2 316228 3.67342 115.212 8.04558 0.730872
1107 1106.8 122 2 316228 3.6513 115.212 8.04107 0.730883
1108 1107.8 122 2 316228 3.62961 115.212 8.03521 0.730894
1109 1108.8 122 2 316228 3.60837 115.212 8.02802 0.730905
1110 1109.8 122 2 316228 3.58755 115.212 8.01949 0.730916
1111 1110.8 122 2 316228 3.56715 115.212 8.00965 0.730927
1112 1111.8 122 2 316228 3.54716 115.212 7.99851 0.730937
1113 1112.8 122 2 316228 3.52758 115.212 7.98609 0.730948
1114 1113.8 122 2 316228 3.50841 115.212 7.9724 0.730959
1115 1114.8 122 2 316228 3.48963 115.212 7.95748 0.73097
1116 1115.8 122 2 316228 3.47125 115.212 7.94134 0.730981
1117 1116.8 122 2 316228 3.45325 115.212 7.924 0.730992
1118 1117.8 122 2 316228 3.43563 115.212 7.90551 0.731002
1119 1118.8 122 2 316228 3.41838 115.212 7.88587 0.731013
1120 1119.8 122 2 316228 3.40151 115.212 7.86513 0.731024
1121 1120.8 122 2 316228 3.38499 115.212 7.84332 0.731034
1122 1121.8 122 2 316228 3.36884 115.212 7.82046 0.731045
1123 1122.8 122 2 316228 3.35304 115.212 7.79659 0.731056
1124 1123.8 122 2 316228 3.33758 115.212 7.77174 0.731066
1125 1124.8 122 2 316228 3.32247 115.212 7.74596 0.731077
1126 1125.8 122 2 316228 3.3077 115.212 7.71927 0.731087
1127 1126.8 122 2 316228 3.29326 115.212 7.69171 0.731098
1128 1127.8 122 2 316228 3.27915 115.212 7.66333 0.731108
1129 1128.8 122 2 316228 3.26536 115.212 7.63415 0.731118
1130 1129.8 122 2 316228 3.25189 115.212 7.60421 0.731129
1131 1130.8 122 2 316228 3.23873 115.212 7.57356 0.731139
1132 1131.8 122 2 316228 3.22589 115.212 7.54224 0.731149
1133 1132.8 122 2 316228 3.21335 115.212 7.51027 0.731159
1134 1133.8 122 2 316228 3.20111 115.212 7.4777 0.731169
1135 1134.8 122 2 316228 3.18916 115.212 7.44457 0.73118
1136 1135.8 122 2 316228 3.17751 115.212 7.41091 0.73119
1137 1136.8 122 2 316228 3.16615 115.212 7.37677 0.7312
1138 1137.8 122 2 316228 3.15507 115.212 7.34217 0.731209
1139 1138.8 122 2 316228 3.14427 115.212 7.30716 0.731219
1140 1139.8 122 2 316228 3.13375 115.212 7.27177 0.731229
1141 1140.8 122 2 316228 3.1235 115.212 7.23604 0.731239
1142 1141.8 122 2 316228 3.11352 115.212 7.20001 0.731249
1143 1142.8 122 2 316228 3.1038 115.212 7.16369 0.731258
1144 1143.8 122 2 316228 3.09435 115.212 7.12714 0.731268
1145 1144.8 122 2 316228 3.08515 115.212 7.09038 0.731277
1146 1145.8 122 2 316228 3.0762 115.212 7.05345 0.731287
1147 1146.8 122 2 316228 3.0675 115.212 7.01636 0.731296
1148 1147.8 122 2 316228 3.05905 115.212 6.97917 0.731305
1149 1148.8 122 2 316228 3.05085 115.212 6.94188 0.731315
1150 1149.8 122 2 316228 3.04288 115.212 6.90454 0.731324
1151 1150.8 122 2 316228 3.03515 115.212 6.86717 0.731333
1152 1151.8 122 2 316228 3.02765 115.212 6.82979 0.731342
1153 1152.8 122 2 316228 3.02038 115.212 6.79242 0.731351
1154 1153.8 122 2 316228 3.01334 115.212 6.75511 0.73136
1155 1154.8 122 2 316228 3.00652 115.212 6.71785 0.731369
1156 1155.8 122 2 316228 2.99992 115.212 6.68069 0.731378
1157 1156.8 122 2 316228 2.99354 115.212 6.64364 0.731386
1158 1157.8 122 2 316228 2.98737 115.212 6.60672 0.731395
1159 1158.8 122 2 316228 2.98142 115.212 6.56994 0.731403
1160 1159.8 122 2 316228 2.97567 115.212 6.53333 0.731412
1161 1160.8 122 2 316228 2.97013 115.212 6.49691 0.73142
1162 1161.8 122 2 316228 2.96479 115.212 6.46069 0.731429
1163 1162.8 122 2 316228 2.95965 115.212 6.42468 0.731437
1164 1163.8 122 2 316228 2.9547 115.212 6.38891 0.731445
1165 1164.8 122 2 316228 2.94995 115.212 6.35338 0.731453
1166 1165.8 122 2 316228 2.9454 115.212 6.31811 0.731461
1167 1166.8 122 2 316228 2.94103 115.212 6.2831 0.731469
1168 1167.8 122 2 316228 2.93685 115.212 6.24838 0.731477
1169 1168.8 122 2 316228 2.93285 115.212 6.21395 0.731485
1170 1169.8 122 2 316228 2.92904 115.212 6.17982 0.731493
1171 1170.8 122 2 316228 2.9254 115.212 6.146 0.7315
1172 1171.8 122 2 316228 2.92194 115.212 6.1125 0.731508
1173 1172.8 122 2 316228 2.91866 115.212 6.07932 0.731515
1174 1173.8 122 2 316228 2.91555 115.212 6.04648 0.731523
1175 1174.8 122 2 316228 2.9126 115.212 6.01397 0.73153
1176 1175.8 122 2 316228 2.90983 115.212 5.98181 0.731537
1177 1176.8 122 2 316228 2.90722 115.212 5.95001 0.731545
1178 1177.8 122 2 316228 2.90477 115.212 5.91855 0.731552
1179 1178.8 122 2 316228 2.90249 115.212 5.88746 0.731559
1180 1179.8 122 2 316228 2.90036 115.212 5.85672 0.731566
1181 1180.8 122 2 316228 2.89839 115.212 5.82635 0.731573
1182 1181.8 122 2 316228 2.89657 115.212 5.79635 0.731579
1183 1182.8 122 2 316228 2.89491 115.212 5.76672 0.731586
1184 1183.8 122 2 316228 2.8934 115.212 5.73747 0.731593
1185 1184.8 122 2 316228 2.89204 115.212 5.70858 0.731599
1186 1185.8 122 2 316228 2.89082 115.212 5.68007 0.731606
1187 1186.8 122 2 316228 2.88975 115.212 5.65193 0.731612
1188 1187.8 122 2 316228 2.88882 115.212 5.62417 0.731619
1189 1188.8 122 2 316228 2.88804 115.212 5.59678 0.731625
1190 1189.8 122 2 316228 2.88739 115.212 5.56977 0.731631
1191 1190.8 122 2 316228 2.88688 115.212 5.54313 0.731637
1192 1191.8 122 2 316228 2.88651 115.212 5.51687 0.731643
1193 1192.8 122 2 316228 2.88627 115.212 5.49097 0.731649
1194 1193.8 122 2 316228 2.88616 115.212 5.46545 0.731655
1195 1194.8 122 2 316228 2.88619 115.212 5.44029 0.731661
1196 1195.8 122 2 316228 2.88634 115.212 5.4155 0.731667
1197 1196.8 122 2 316228 2.88662 115.212 5.39108 0.731673
1198 1197.8 122 2 316228 2.88703 115.212 5.36701 0.731678
1199 1198.8 122 2 316228 2.88756 115.212 5.34331 0.731684
1200 1199.8 122 2 316228 2.88822 115.212 5.31997 0.731689
1201 1200.8 122 2 316228 2.889 115.212 5.29698 0.731695
1202 1201.8 122 2 316228 2.88989 115.212 5.27434 0.7317
1203 1202.8 122 2 316228 2.89091 115.212 5.25205 0.731705
1204 1203.8 122 2 316228 2.89204 115.212 5.2301 0.73171
1205 1204.8 122 2 316228 2.89329 115.212 5.2085 0.731715
1206 1205.8 122 2 316228 2.89465 115.212 5.18724 0.731721
1207 1206.8 122 2 316228 2.89613 115.212 5.16631 0.731726
1208 1207.8 122 2 316228 2.89772 115.212 5.14572 0.73173
1209 1208.8 122 2 316228 2.89942 115.212 5.12545 0.731735
1210 1209.8 122 2 316228 2.90122 115.212 5.10551 0.73174
1211 1210.8 122 2 316228 2.90314 115.212 5.08589 0.731745
1212 1211.8 122 2 316228 2.90516 115.212 5.06659 0.73175
1213 1212.8 122 2 316228 2.90728 115.212 5.0476 0.731754
1214 1213.8 122 2 316228 2.90951 115.212 5.02893 0.731759
1215 1214.8 122 2 316228 2.91185 115.212 5.01056 0.731763
1216 1215.8 122 2 316228 2.91428 115.212 4.99249 0.731768
1217 1216.8 122 2 316228 2.91682 115.212 4.97472 0.731772
1218 1217.8 122 2 316228 2.91945 115.212 4.95725 0.731776
1219 1218.8 122 2 316228 2.92218 115.212 4.94007 0.73178
1220 1219.8 122 2 316228 2.92501 115.212 4.92318 0.731785
1221 1220.8 122 2 316228 2.92794 115.212 4.90657 0.731789
1222 1221.8 122 2 316228 2.93096 115.212 4.89024 0.731793
1223 1222.8 122 2 316228 2.93408 115.212 4.87418 0.731797
1224 1223.8 122 2 316228 2.93728 115.212 4.8584 0.731801
1225 1224.8 122 2 316228 2.94058 115.212 4.84288 0.731804
1226 1225.8 122 2 316228 2.94397 115.212 4.82763 0.731808
1227 1226.8 122 2 316228 2.94745 115.212 4.81264 0.731812
1228 1227.8 122 2 316228 2.95102 115.212 4.79791 0.731816
1229 1228.8 122 2 316228 2.95468 115.212 4.78343 0.731819
1230 1229.8 122 2 316228 2.95842 115.212 4.76919 0.731823
1231 1230.8 122 2 316228 2.96225 115.212 4.75521 0.731827
1232 1231.8 122 2 316228 2.96617 115.212 4.74146 0.73183
1233 1232.8 122 2 316228 2.97016 115.212 4.72796 0.731833
1234 1233.8 122 2 316228 2.97425 115.212 4.71468 0.731837
1235 1234.8 122 2 316228 2.97841 115.212 4.70164 0.73184
1236 1235.8 122 2 316228 2.98266 115.212 4.68882 0.731844
1237 1236.8 122 2 316228 2.98699 115.212 4.67623 0.731847
1238 1237.8 122 2 316228 2.99139 115.212 4.66386 0.73185
1239 1238.8 122 2 316228 2.99588 115.212 4.6517 0.731853
1240 1239.8 122 2 316228 3.00045 115.212 4.63976 0.731856
1241 1240.8 122 2 316228 3.00509 115.212 4.62803 0.731859
1242 1241.8 122 2 316228 3.00981 115.212 4.6165 0.731862
1243 1242.8 122 2 316228 3.01461 115.212 4.60518 0.731865
1244 1243.8 122 2 316228 3.01948 115.212 4.59405 0.731868
1245 1244.8 122 2 316228 3.02442 115.212 4.58312 0.731871
1246 1245.8 122 2 316228 3.02944 115.212 4.57239 0.731874
1247 1246.8 122 2 316228 3.03454 115.212 4.56184 0.731877
1248 1247.8 122 2 316228 3.0397 115.212 4.55148 0.731879
1249 1248.8 122 2 316228 3.04494 115.212 4.54131 0.731882
1250 1249.8 122 2 316228 3.05025 115.212 4.53131 0.731885
1251 1250.8 122 2 316228 3.05563 115.212 4.52149 0.731887
1252 1251.8 122 2 316228 3.06108 115.212 4.51185 0.73189
1253 1252.8 122 2 316228 3.0666 115.212 4.50238 0.731892
1254 1253.8 122 2 316228 3.07219 115.212 4.49308 0.731895
1255 1254.8 122 2 316228 3.07785 115.212 4.48394 0.731897
1256 1255.8 122 2 316228 3.08357 115.212 4.47497 0.7319
1257 1256.8 122 2 316228 3.08936 115.212 4.46615 0.731902
1258 1257.8 122 2 316228 3.09522 115.212 4.4575 0.731904
1259 1258.8 122 2 316228 3.10114 115.212 4.449 0.731907
1260 1259.8 122 2 316228 3.10713 115.212 4.44065 0.731909
1261 1260.8 122 2 316228 3.11318 115.212 4.43245 0.731911
1262 1261.8 122 2 316228 3.1193 115.212 4.4244 0.731913
1263 1262.8 122 2 316228 3.12548 115.212 4.41649 0.731915
1264 1263.8 122 2 316228 3.13172 115.212 4.40872 0.731917
1265 1264.8 122 2 316228 3.13803 115.212 4.40109 0.73192
1266 1265.8 122 2 316228 3.14439 115.212 4.39361 0.731922
1267 1266.8 122 2 316228 3.15082 115.212 4.38625 0.731924
1268 1267.8 122 2 316228 3.15731 115.212 4.37903 0.731926
1269 1268.8 122 2 316228 3.16386 115.212 4.37193 0.731928
1270 1269.8 122 2 316228 3.17048 115.212 4.36497 0.731929
1271 1270.8 122 2 316228 3.17715 115.212 4.35813 0.731931
1272 1271.8 122 2 316228 3.18388 115.212 4.35141 0.731933
1273 1272.8 122 2 316228 3.19067 115.212 4.34482 0.731935
1274 1273.8 122 2 316228 3.19751 115.212 4.33834 0.731937
1275 1274.8 122 2 316228 3.20442 115.212 4.33198 0.731939
1276 1275.8 122 2 316228 3.21138 115.212 4.32574 0.73194
1277 1276.8 122 2 316228 3.2184 115.212 4.3196 0.731942
1278 1277.8 122 2 316228 3.22548 115.212 4.31358 0.731944
1279 1278.8 122 2 316228 3.23261 115.212 4.30767 0.731945
1280 1279.8 122 2 316228 3.2398 115.212 4.30187 0.731947
1281 1280.8 122 2 316228 3.24705 115.212 4.29616 0.731949
1282 1281.8 122 2 316228 3.25435 115.212 4.29057 0.73195
1283 1282.8 122 2 316228 3.2617 115.212 4.28507 0.731952
1284 1283.8 122 2 316228 3.26911 115.212 4.27967 0.731953
1285 1284.8 122 2 316228 3.27657 115.212 4.27438 0.731955
1286 1285.8 122 2 316228 3.28409 115.212 4.26917 0.731956
1287 1286.8 122 2 316228 3.29166 115.212 4.26406 0.731958
1288 1287.8 122 2 316228 3.29929 115.212 4.25905 0.731959
1289 1288.8 122 2 316228 3.30696 115.212 4.25412 0.731961
1290 1289.8 122 2 316228 3.31469 115.212 4.24929 0.731962
1291 1290.8 122 2 316228 3.32247 115.212 4.24454 0.731963
1292 1291.8 122 2 316228 3.33031 115.212 4.23987 0.731965
1293 1292.8 122 1 316228 3.23878 115.212 4.2353 0.732037
1294 1293.8 122 1 316228 3.24824 115.212 3.98836 0.732037
1295 1294.8 122 1 316228 3.25773 115.212 3.98836 0.732037
1296 1295.8 122 1 316228 3.26725 115.212 3.98836 0.732037
1297 1296.8 122 1 316228 3.2768 115.212 3.98836 0.732037
1298 1297.8 122 1 316228 3.28637 115.212 3.98836 0.732037
1299 1298.8 122 1 316228 3.29597 115.212 3.98836 0.732037
1300 1299.8 122 1 316228 3.3056 115.212 3.98836 0.732037
1301 1300.8 122 1 316228 3.31526 115.212 3.98836 0.732037
1302 1301.8 122 1 316228 3.32494 115.212 3.98836 0.732037
1303 1302.8 122 1 316228 3.33466 115.212 3.98836 0.732037
1304 1303.8 122 1 316228 3.3444 115.212 3.98836 0.732037
1305 1304.8 122 1 316228 3.35417 115.212 3.98836 0.732037
1306 1305.8 122 1 316228 3.36397 115.212 3.98836 0.732037
1307 1306.8 122 1 316228 3.37379 115.212 3.98836 0.732037
1308 1307.8 122 1 316228 3.38365 115.212 3.98836 0.732037
1309 1308.8 122 1 316228 3.39353 115.212 3.98836 0.732037
1310 1309.8 122 1 316228 3.40345 115.212 3.98836 0.732037
1311 1310.8 122 1 316228 3.41339 115.212 3.98836 0.732037
1312 1311.8 122 1 316228 3.42336 115.212 3.98836 0.732037
1313 1312.8 122 1 316228 3.43336 115.212 3.98836 0.732037
1314 1313.8 122 1 316228 3.44339 115.212 3.98836 0.732037
1315 1314.8 122 1 316228 3.45345 115.212 3.98836 0.732037
1316 1315.8 122 1 316228 3.46353 115.212 3.98836 0.732037
1317 1316.8 122 1 316228 3.47365 115.212 3.98836 0.732038
1318 1317.8 122 1 316228 3.48379 115.212 3.98836 0.732038
1319 1318.8 122 1 316228 3.49397 115.212 3.98836 0.732038
1320 1319.8 122 1 316228 3.50417 115.212 3.98836 0.732038
1321 1320.8 122 1 316228 3.51441 115.212 3.98836 0.732038
1322 1321.8 122 1 316228 3.52467 115.212 3.98836 0.732038
1323 1322.8 122 1 316228 3.53497 115.212 3.98836 0.732038
1324 1323.8 122 1 316228 3.54529 115.212 3.98836 0.732038
1325 1324.8 122 1 316228 3.55565 115.212 3.98836 0.732038
1326 1325.8 122 1 316228 3.56603 115.212 3.98836 0.732038
1327 1326.8 122 1 316228 3.57644 115.212 3.98836 0.732038
1328 1327.8 122 1 316228 3.58689 115.212 3.98836 0.732038
1329 1328.8 122 1 316228 3.59736 115.212 3.98836 0.732038
1330 1329.8 122 1 316228 3.60787 115.212 3.98836 0.732038
1331 1330.8 122 1 316228 3.6184 115.212 3.98836 0.732038
1332 1331.8 122 1 316228 3.62897 115.212 3.98836 0.732038
1333 1332.8 122 1 316228 3.63957 115.212 3.98836 0.732038
1334 1333.8 122 1 316228 3.65019 115.212 3.98836 0.732038
1335 1334.8 122 1 316228 3.66085 115.212 3.98836 0.732038
1336 1335.8 122 1 316228 3.67154 115.212 3.98836 0.732038
1337 1336.8 122 1 316228 3.68226 115.212 3.98836 0.732038
1338 1337.8 122 1 316228 3.69302 115.212 3.98836 0.732038
1339 1338.8 122 1 316228 3.7038 115.212 3.98836 0.732039
1340 1339.8 122 1 316228 3.71461 115.212 3.98836 0.732039
1341 1340.8 122 1 316228 3.72546 115.212 3.98836 0.732039
1342 1341.8 122 1 316228 3.73634 115.212 3.98836 0.732039
1343 1342.8 122 1 316228 3.74724 115.212 3.98836 0.732039
1344 1343.8 122 1 316228 3.75819 115.212 3.98836 0.732039
1345 1344.8 122 1 316228 3.76916 115.212 3.98836 0.732039
1346 1345.8 122 1 316228 3.78016 115.212 3.98836 0.732039
1347 1346.8 122 1 316228 3.7912 115.212 3.98836 0.732039
1348 1347.8 122 1 316228 3.80227 115.212 3.98836 0.732039
1349 1348.8 122 1 316228 3.81337 115.212 3.98836 0.732039
1350 1349.8 122 1 316228 3.8245 115.212 3.98837 0.732039
1351 1350.8 122 1 316228 3.83566 115.212 3.98837 0.732039
1352 1351.8 122 1 316228 3.84686 115.212 3.98837 0.732039
1353 1352.8 122 1 316228 3.85809 115.212 3.98837 0.732039
1354 1353.8 122 1 316228 3.86935 115.212 3.98837 0.732039
1355 1354.8 122 1 316228 3.88065 115.212 3.98837 0.732039
1356 1355.8 122 1 316228 3.89198 115.212 3.98837 0.732039
1357 1356.8 122 1 316228 3.90334 115.212 3.98837 0.732039
1358 1357.8 122 1 316228 3.91473 115.212 3.98837 0.732039
1359 1358.8 122 1 316228 3.92616 115.212 3.98837 0.732039
1360 1359.8 122 1 316228 3.93762 115.212 3.98837 0.73204
1361 1360.8 122 1 316228 3.94911 115.212 3.98837 0.73204
1362 1361.8 122 1 316228 3.96064 115.212 3.98837 0.73204
1363 1362.8 122 1 316228 3.9722 115.212 3.98837 0.73204
1364 1363.8 122 1 316228 3.98379 115.212 3.98837 0.73204
1365 1364.8 122 1 316228 3.99542 115.212 3.98837 0.73204
1366 1365.8 122 1 316228 4.00708 115.212 3.98837 0.73204
