timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
2472 2471.8 122 1 316228 89.4181 115.224 3.9899 0.73243
2473 2472.8 122 1 316228 89.6444 115.224 3.98991 0.732431
2474 2473.8 122 1 316228 89.8713 115.224 3.98991 0.732432
2475 2474.8 122 1 316228 90.0985 115.225 3.98992 0.732434
2476 2475.8 122 1 316228 90.3263 115.225 3.98992 0.732435
2477 2476.8 122 1 316228 90.5546 115.225 3.98992 0.732436
2478 2477.8 122 1 316228 90.7833 115.225 3.98993 0.732437
2479 2478.8 122 1 316228 91.0125 115.225 3.98993 0.732438
2480 2479.8 122 1 316228 91.2421 115.225 3.98994 0.732439
2481 2480.8 122 1 316228 91.4723 115.225 3.98994 0.73244
2482 2481.8 122 1 316228 91.7029 115.225 3.98995 0.732442
2483 2482.8 122 1 316228 91.934 115.225 3.98995 0.732443
2484 2483.8 122 1 316228 92.1656 115.225 3.98996 0.732444
2485 2484.8 122 1 316228 92.3977 115.225 3.98996 0.732445
2486 2485.8 122 1 316228 92.6302 115.225 3.98996 0.732446
2487 2486.8 122 1 316228 92.8632 115.225 3.98997 0.732447
2488 2487.8 122 1 316228 93.0967 115.225 3.98997 0.732448
2489 2488.8 122 1 316228 93.3307 115.225 3.98998 0.73245
2490 2489.8 122 1 316228 93.5652 115.225 3.98998 0.732451
2491 2490.8 122 1 316228 93.8001 115.225 3.98999 0.732452
2492 2491.8 122 1 316228 94.0355 115.225 3.98999 0.732453
2493 2492.8 122 1 316228 94.2715 115.225 3.99 0.732454
2494 2493.8 122 1 316228 94.5078 115.225 3.99 0.732455
2495 2494.8 122 1 316228 94.7447 115.225 3.99001 0.732457
2496 2495.8 122 1 316228 94.9821 115.225 3.99001 0.732458
2497 2496.8 122 1 316228 95.2199 115.225 3.99002 0.732459
2498 2497.8 122 1 316228 95.4582 115.225 3.99002 0.73246
2499 2498.8 122 1 316228 95.697 115.225 3.99002 0.732461
2500 2499.8 122 1 316228 95.9363 115.225 3.99003 0.732462
2501 2500.8 122 1 316228 96.1761 115.225 3.99003 0.732464
2502 2501.8 122 1 316228 96.4164 115.226 3.99004 0.732465
2503 2502.8 122 1 316228 96.6571 115.226 3.99004 0.732466
2504 2503.8 122 1 316228 96.8984 115.226 3.99005 0.732467
2505 2504.8 122 1 316228 97.1401 115.226 3.99005 0.732468
2506 2505.8 122 1 316228 97.3823 115.226 3.99006 0.73247
2507 2506.8 122 1 316228 97.625 115.226 3.99006 0.732471
2508 2507.8 122 1 316228 97.8682 115.226 3.99007 0.732472
2509 2508.8 122 1 316228 98.1118 115.226 3.99007 0.732473
2510 2509.8 122 1 316228 98.356 115.226 3.99008 0.732475
2511 2510.8 122 1 316228 98.6007 115.226 3.99008 0.732476
2512 2511.8 122 1 316228 98.8458 115.226 3.99009 0.732477
2513 2512.8 122 1 316228 99.0914 115.226 3.99009 0.732478
2514 2513.8 122 1 316228 99.3375 115.226 3.9901 0.732479
2515 2514.8 122 1 316227 99.5841 115.226 3.9901 0.732481
2516 2515.8 122 1 316227 99.8312 115.226 3.99011 0.732482
2517 2516.8 122 1 316227 100.079 115.226 3.99011 0.732483
2518 2517.8 122 1 316227 100.327 115.226 3.99012 0.732484
2519 2518.8 122 1 316227 100.575 115.226 3.99012 0.732486
2520 2519.8 122 1 316227 100.825 115.226 3.99013 0.732487
2521 2520.8 122 1 316227 101.074 115.226 3.99013 0.732488
2522 2521.8 122 1 316227 101.324 115.226 3.99013 0.732489
2523 2522.8 122 1 316227 101.575 115.226 3.99014 0.732491
2524 2523.8 122 1 316227 101.826 115.226 3.99014 0.732492
2525 2524.8 122 1 316227 102.077 115.226 3.99015 0.732493
2526 2525.8 122 1 316227 102.329 115.226 3.99015 0.732494
2527 2526.8 122 1 316227 102.582 115.226 3.99016 0.732496
2528 2527.8 122 1 316227 102.835 115.227 3.99016 0.732497
2529 2528.8 122 1 316227 103.088 115.227 3.99017 0.732498
2530 2529.8 122 1 316227 103.342 115.227 3.99017 0.7325
2531 2530.8 122 1 316227 103.597 115.227 3.99018 0.732501
2532 2531.8 122 1 316227 103.852 115.227 3.99019 0.732502
2533 2532.8 122 1 316227 104.107 115.227 3.99019 0.732503
2534 2533.8 122 1 316227 104.363 115.227 3.9902 0.732505
2535 2534.8 122 1 316227 104.62 115.227 3.9902 0.732506
2536 2535.8 122 1 316227 104.877 115.227 3.99021 0.732507
2537 2536.8 122 1 316227 105.134 115.227 3.99021 0.732509
2538 2537.8 122 1 316227 105.392 115.227 3.99022 0.73251
2539 2538.8 122 1 316227 105.65 115.227 3.99022 0.732511
2540 2539.8 122 1 316227 105.909 115.227 3.99023 0.732513
2541 2540.8 122 1 316227 106.169 115.227 3.99023 0.732514
2542 2541.8 122 1 316227 106.429 115.227 3.99024 0.732515
2543 2542.8 122 1 316227 106.689 115.227 3.99024 0.732517
2544 2543.8 122 1 316227 106.95 115.227 3.99025 0.732518
2545 2544.8 122 1 316227 107.212 115.227 3.99025 0.732519
2546 2545.8 122 1 316227 107.474 115.227 3.99026 0.732521
2547 2546.8 122 1 316227 107.736 115.227 3.99026 0.732522
2548 2547.8 122 1 316227 107.999 115.227 3.99027 0.732523
2549 2548.8 122 1 316227 108.262 115.227 3.99027 0.732525
2550 2549.8 122 1 316227 108.526 115.227 3.99028 0.732526
2551 2550.8 122 1 316227 108.791 115.227 3.99028 0.732527
2552 2551.8 122 1 316227 109.056 115.227 3.99029 0.732529
2553 2552.8 122 1 316227 109.321 115.228 3.99029 0.73253
2554 2553.8 122 1 316227 109.587 115.228 3.9903 0.732531
2555 2554.8 122 1 316227 109.853 115.228 3.99031 0.732533
2556 2555.8 122 1 316227 110.12 115.228 3.99031 0.732534
2557 2556.8 122 1 316227 110.388 115.228 3.99032 0.732535
2558 2557.8 122 1 316227 110.656 115.228 3.99032 0.732537
2559 2558.8 122 1 316227 110.924 115.228 3.99033 0.732538
2560 2559.8 122 1 316227 111.193 115.228 3.99033 0.73254
2561 2560.8 122 1 316227 111.462 115.228 3.99034 0.732541
2562 2561.8 122 1 316227 111.732 115.228 3.99034 0.732542
2563 2562.8 122 1 316227 112.003 115.228 3.99035 0.732544
2564 2563.8 122 1 316227 112.274 115.228 3.99035 0.732545
2565 2564.8 122 1 316227 112.545 115.228 3.99036 0.732547
2566 2565.8 122 1 316227 112.817 115.228 3.99036 0.732548
2567 2566.8 122 1 316227 113.089 115.228 3.99037 0.732549
2568 2567.8 122 1 316227 113.362 115.228 3.99038 0.732551
2569 2568.8 122 1 316227 113.636 115.228 3.99038 0.732552
2570 2569.8 122 1 316227 113.91 115.228 3.99039 0.732554
2571 2570.8 122 1 316227 114.184 115.228 3.99039 0.732555
2572 2571.8 122 1 316227 114.459 115.228 3.9904 0.732556
2573 2572.8 122 1 316227 114.734 115.228 3.9904 0.732558
2574 2573.8 122 1 316227 115.01 115.228 3.99041 0.732559
2575 2574.8 122 1 316227 115.287 115.228 3.99041 0.732561
2576 2575.8 122 1 316227 115.564 115.229 3.99042 0.732562
2577 2576.8 122 1 316227 115.841 115.229 3.99043 0.732564
2578 2577.8 122 1 316227 116.119 115.229 3.99043 0.732565
2579 2578.8 122 1 316227 116.397 115.229 3.99044 0.732566
2580 2579.8 122 1 316227 116.676 115.229 3.99044 0.732568
2581 2580.8 122 1 316227 116.956 115.229 3.99045 0.732569
2582 2581.8 122 1 316227 117.236 115.229 3.99045 0.732571
2583 2582.8 122 1 316227 117.516 115.229 3.99046 0.732572
2584 2583.8 122 1 316227 117.797 115.229 3.99047 0.732574
2585 2584.8 122 1 316227 118.078 115.229 3.99047 0.732575
2586 2585.8 122 1 316227 118.36 115.229 3.99048 0.732577
2587 2586.8 122 1 316227 118.643 115.229 3.99048 0.732578
2588 2587.8 122 1 316227 118.926 115.229 3.99049 0.73258
2589 2588.8 122 1 316227 119.209 115.229 3.9905 0.732581
2590 2589.8 122 1 316227 119.493 115.229 3.9905 0.732583
2591 2590.8 122 1 316227 119.778 115.229 3.99051 0.732584
2592 2591.8 122 1 316227 120.063 115.229 3.99051 0.732585
2593 2592.8 122 1 316227 120.348 115.229 3.99052 0.732587
2594 2593.8 122 1 316227 120.634 115.229 3.99052 0.732588
2595 2594.8 122 1 316227 120.92 115.229 3.99053 0.73259
2596 2595.8 122 1 316227 121.207 115.229 3.99054 0.732591
2597 2596.8 122 1 316227 121.495 115.23 3.99054 0.732593
2598 2597.8 122 1 316227 121.783 115.23 3.99055 0.732594
2599 2598.8 122 1 316227 122.071 115.23 3.99055 0.732596
2600 2599.8 122 1 316227 122.36 115.23 3.99056 0.732598
2601 2600.8 122 1 316227 122.65 115.23 3.99057 0.732599
2602 2601.8 122 1 316227 122.939 115.23 3.99057 0.732601
2603 2602.8 122 1 316227 123.23 115.23 3.99058 0.732602
2604 2603.8 122 1 316227 123.521 115.23 3.99058 0.732604
2605 2604.8 122 1 316227 123.812 115.23 3.99059 0.732605
2606 2605.8 122 1 316227 124.104 115.23 3.9906 0.732607
2607 2606.8 122 1 316227 124.397 115.23 3.9906 0.732608
2608 2607.8 122 1 316227 124.69 115.23 3.99061 0.73261
2609 2608.8 122 1 316227 124.983 115.23 3.99061 0.732611
2610 2609.8 122 1 316227 125.277 115.23 3.99062 0.732613
2611 2610.8 122 1 316227 125.571 115.23 3.99063 0.732614
2612 2611.8 122 1 316227 125.866 115.23 3.99063 0.732616
2613 2612.8 122 1 316227 126.162 115.23 3.99064 0.732618
2614 2613.8 122 1 316227 126.458 115.23 3.99064 0.732619
2615 2614.8 122 1 316227 126.754 115.23 3.99065 0.732621
2616 2615.8 122 1 316227 127.051 115.23 3.99066 0.732622
2617 2616.8 122 1 316227 127.349 115.23 3.99066 0.732624
2618 2617.8 122 1 316227 127.646 115.231 3.99067 0.732625
2619 2618.8 122 1 316227 127.945 115.231 3.99068 0.732627
2620 2619.8 122 1 316227 128.244 115.231 3.99068 0.732629
2621 2620.8 122 1 316227 128.543 115.231 3.99069 0.73263
2622 2621.8 122 1 316227 128.843 115.231 3.99069 0.732632
2623 2622.8 122 1 316227 129.143 115.231 3.9907 0.732633
2624 2623.8 122 1 316227 129.444 115.231 3.99071 0.732635
2625 2624.8 122 1 316227 129.746 115.231 3.99071 0.732637
2626 2625.8 122 1 316227 130.048 115.231 3.99072 0.732638
2627 2626.8 122 1 316227 130.35 115.231 3.99073 0.73264
2628 2627.8 122 1 316227 130.653 115.231 3.99073 0.732641
2629 2628.8 122 1 316227 130.956 115.231 3.99074 0.732643
2630 2629.8 122 1 316227 131.26 115.231 3.99075 0.732645
2631 2630.8 122 1 316227 131.565 115.231 3.99075 0.732646
2632 2631.8 122 1 316227 131.869 115.231 3.99076 0.732648
2633 2632.8 122 1 316227 132.175 115.231 3.99076 0.73265
2634 2633.8 122 1 316227 132.481 115.231 3.99077 0.732651
2635 2634.8 122 1 316227 132.787 115.231 3.99078 0.732653
2636 2635.8 122 1 316227 133.094 115.231 3.99078 0.732655
2637 2636.8 122 1 316227 133.401 115.231 3.99079 0.732656
2638 2637.8 122 1 316227 133.709 115.232 3.9908 0.732658
2639 2638.8 122 1 316227 134.017 115.232 3.9908 0.73266
2640 2639.8 122 1 316227 134.326 115.232 3.99081 0.732661
2641 2640.8 122 1 316227 134.635 115.232 3.99082 0.732663
2642 2641.8 122 1 316227 134.945 115.232 3.99082 0.732665
2643 2642.8 122 1 316227 135.255 115.232 3.99083 0.732666
2644 2643.8 122 1 316227 135.566 115.232 3.99084 0.732668
2645 2644.8 122 1 316227 135.877 115.232 3.99084 0.73267
2646 2645.8 122 1 316227 136.189 115.232 3.99085 0.732671
2647 2646.8 122 1 316227 136.501 115.232 3.99086 0.732673
2648 2647.8 122 1 316227 136.814 115.232 3.99086 0.732675
2649 2648.8 122 1 316227 137.127 115.232 3.99087 0.732676
2650 2649.8 122 1 316227 137.441 115.232 3.99088 0.732678
2651 2650.8 122 1 316227 137.755 115.232 3.99088 0.73268
2652 2651.8 122 1 316227 138.069 115.232 3.99089 0.732681
2653 2652.8 122 1 316227 138.384 115.232 3.9909 0.732683
2654 2653.8 122 1 316227 138.7 115.232 3.9909 0.732685
2655 2654.8 122 1 316227 139.016 115.232 3.99091 0.732687
2656 2655.8 122 1 316227 139.333 115.232 3.99092 0.732688
2657 2656.8 122 1 316227 139.65 115.233 3.99092 0.73269
2658 2657.8 122 1 316227 139.967 115.233 3.99093 0.732692
2659 2658.8 122 1 316227 140.285 115.233 3.99094 0.732694
2660 2659.8 122 1 316227 140.604 115.233 3.99094 0.732695
2661 2660.8 122 1 316227 140.923 115.233 3.99095 0.732697
2662 2661.8 122 1 316227 141.242 115.233 3.99096 0.732699
2663 2662.8 122 1 316227 141.562 115.233 3.99096 0.732701
2664 2663.8 122 1 316227 141.883 115.233 3.99097 0.732702
2665 2664.8 122 1 316227 142.204 115.233 3.99098 0.732704
2666 2665.8 122 1 316227 142.525 115.233 3.99099 0.732706
2667 2666.8 122 1 316227 142.847 115.233 3.99099 0.732708
2668 2667.8 122 1 316227 143.169 115.233 3.991 0.732709
2669 2668.8 122 1 316227 143.492 115.233 3.99101 0.732711
2670 2669.8 122 1 316227 143.815 115.233 3.99101 0.732713
2671 2670.8 122 1 316227 144.139 115.233 3.99102 0.732715
2672 2671.8 122 1 316227 144.463 115.233 3.99103 0.732717
2673 2672.8 122 1 316227 144.788 115.233 3.99103 0.732718
2674 2673.8 122 1 316227 145.113 115.233 3.99104 0.73272
2675 2674.8 122 1 316227 145.439 115.234 3.99105 0.732722
2676 2675.8 122 1 316227 145.765 115.234 3.99106 0.732724
2677 2676.8 122 1 316227 146.091 115.234 3.99106 0.732726
2678 2677.8 122 1 316227 146.418 115.234 3.99107 0.732727
2679 2678.8 122 1 316227 146.746 115.234 3.99108 0.732729
2680 2679.8 122 1 316227 147.074 115.234 3.99108 0.732731
2681 2680.8 122 1 316227 147.402 115.234 3.99109 0.732733
2682 2681.8 122 1 316227 147.731 115.234 3.9911 0.732735
2683 2682.8 122 1 316227 148.061 115.234 3.99111 0.732736
2684 2683.8 122 1 316227 148.39 115.234 3.99111 0.732738
2685 2684.8 122 1 316227 148.721 115.234 3.99112 0.73274
2686 2685.8 122 1 316227 149.052 115.234 3.99113 0.732742
2687 2686.8 122 1 316227 149.383 115.234 3.99114 0.732744
2688 2687.8 122 1 316227 149.715 115.234 3.99114 0.732746
2689 2688.8 122 1 316227 150.047 115.234 3.99115 0.732748
2690 2689.8 122 1 316227 150.379 115.234 3.99116 0.732749
2691 2690.8 122 1 316227 150.712 115.234 3.99116 0.732751
2692 2691.8 122 1 316227 151.046 115.234 3.99117 0.732753
2693 2692.8 122 1 316227 151.38 115.235 3.99118 0.732755
2694 2693.8 122 1 316227 151.714 115.235 3.99119 0.732757
2695 2694.8 122 1 316227 152.049 115.235 3.99119 0.732759
2696 2695.8 122 1 316227 152.385 115.235 3.9912 0.732761
2697 2696.8 122 1 316227 152.721 115.235 3.99121 0.732763
2698 2697.8 122 1 316227 153.057 115.235 3.99122 0.732764
2699 2698.8 122 1 316227 153.394 115.235 3.99122 0.732766
2700 2699.8 122 1 316227 153.731 115.235 3.99123 0.732768
2701 2700.8 122 1 316227 154.068 115.235 3.99124 0.73277
2702 2701.8 122 1 316227 154.406 115.235 3.99125 0.732772
2703 2702.8 122 1 316227 154.745 115.235 3.99125 0.732774
2704 2703.8 122 1 316227 155.084 115.235 3.99126 0.732776
2705 2704.8 122 1 316227 155.423 115.235 3.99127 0.732778
2706 2705.8 122 1 316227 155.763 115.235 3.99128 0.73278
2707 2706.8 122 1 316227 156.104 115.235 3.99128 0.732782
2708 2707.8 122 1 316227 156.444 115.235 3.99129 0.732784
2709 2708.8 122 1 316227 156.786 115.235 3.9913 0.732786
2710 2709.8 122 1 316227 157.127 115.236 3.99131 0.732788
2711 2710.8 122 1 316227 157.469 115.236 3.99131 0.73279
2712 2711.8 122 1 316227 157.812 115.236 3.99132 0.732791
2713 2712.8 122 1 316227 158.155 115.236 3.99133 0.732793
2714 2713.8 122 1 316227 158.498 115.236 3.99134 0.732795
2715 2714.8 122 1 316227 158.842 115.236 3.99135 0.732797
2716 2715.8 122 1 316227 159.186 115.236 3.99135 0.732799
2717 2716.8 122 1 316227 159.531 115.236 3.99136 0.732801
2718 2717.8 122 1 316227 159.876 115.236 3.99137 0.732803
2719 2718.8 122 1 316227 160.222 115.236 3.99138 0.732805
2720 2719.8 122 1 316227 160.568 115.236 3.99138 0.732807
2721 2720.8 122 1 316227 160.914 115.236 3.99139 0.732809
2722 2721.8 122 1 316227 161.261 115.236 3.9914 0.732811
2723 2722.8 122 1 316227 161.609 115.236 3.99141 0.732813
2724 2723.8 122 1 316227 161.956 115.236 3.99142 0.732815
2725 2724.8 122 1 316227 162.305 115.236 3.99142 0.732817
2726 2725.8 122 1 316227 162.653 115.237 3.99143 0.732819
2727 2726.8 122 1 316227 163.002 115.237 3.99144 0.732821
2728 2727.8 122 1 316227 163.352 115.237 3.99145 0.732823
2729 2728.8 122 1 316227 163.701 115.237 3.99146 0.732825
2730 2729.8 122 1 316227 164.052 115.237 3.99146 0.732827
2731 2730.8 122 1 316227 164.402 115.237 3.99147 0.732829
2732 2731.8 122 1 316227 164.754 115.237 3.99148 0.732831
2733 2732.8 122 1 316227 165.105 115.237 3.99149 0.732834
2734 2733.8 122 1 316227 165.457 115.237 3.9915 0.732836
2735 2734.8 122 1 316227 165.809 115.237 3.9915 0.732838
2736 2735.8 122 1 316227 166.162 115.237 3.99151 0.73284
2737 2736.8 122 1 316227 166.515 115.237 3.99152 0.732842
2738 2737.8 122 1 316227 166.869 115.237 3.99153 0.732844
2739 2738.8 122 1 316227 167.223 115.237 3.99154 0.732846
2740 2739.8 122 1 316227 167.578 115.237 3.99154 0.732848
2741 2740.8 122 1 316227 167.932 115.237 3.99155 0.73285
2742 2741.8 122 1 316227 168.288 115.238 3.99156 0.732852
2743 2742.8 122 1 316227 168.643 115.238 3.99157 0.732854
2744 2743.8 122 1 316227 168.999 115.238 3.99158 0.732856
2745 2744.8 122 1 316227 169.356 115.238 3.99159 0.732858
2746 2745.8 122 1 316227 169.713 115.238 3.99159 0.73286
2747 2746.8 122 1 316227 170.07 115.238 3.9916 0.732863
2748 2747.8 122 1 316227 170.427 115.238 3.99161 0.732865
2749 2748.8 122 1 316227 170.785 115.238 3.99162 0.732867
2750 2749.8 122 1 316227 171.144 115.238 3.99163 0.732869
2751 2750.8 122 1 316227 171.503 115.238 3.99164 0.732871
2752 2751.8 122 1 316227 171.862 115.238 3.99164 0.732873
2753 2752.8 122 1 316227 172.222 115.238 3.99165 0.732875
2754 2753.8 122 1 316227 172.582 115.238 3.99166 0.732877
2755 2754.8 122 1 316227 172.942 115.238 3.99167 0.73288
2756 2755.8 122 1 316227 173.303 115.238 3.99168 0.732882
2757 2756.8 122 1 316227 173.664 115.238 3.99169 0.732884
2758 2757.8 122 1 316227 174.025 115.239 3.99169 0.732886
2759 2758.8 122 1 316227 174.387 115.239 3.9917 0.732888
2760 2759.8 122 1 316227 174.75 115.239 3.99171 0.73289
2761 2760.8 122 1 316227 175.112 115.239 3.99172 0.732893
2762 2761.8 122 1 316227 175.475 115.239 3.99173 0.732895
2763 2762.8 122 1 316227 175.839 115.239 3.99174 0.732897
2764 2763.8 122 1 316227 176.203 115.239 3.99175 0.732899
2765 2764.8 122 1 316227 176.567 115.239 3.99175 0.732901
2766 2765.8 122 1 316227 176.931 115.239 3.99176 0.732903
2767 2766.8 122 1 316227 177.296 115.239 3.99177 0.732906
2768 2767.8 122 1 316227 177.661 115.239 3.99178 0.732908
2769 2768.8 122 1 316227 178.027 115.239 3.99179 0.73291
2770 2769.8 122 1 316227 178.393 115.239 3.9918 0.732912
2771 2770.8 122 1 316227 178.76 115.239 3.99181 0.732914
2772 2771.8 122 1 316227 179.126 115.239 3.99181 0.732917
2773 2772.8 122 1 316227 179.493 115.24 3.99182 0.732919
2774 2773.8 122 1 316227 179.861 115.24 3.99183 0.732921
2775 2774.8 122 1 316227 180.229 115.24 3.99184 0.732923
2776 2775.8 122 1 316227 180.597 115.24 3.99185 0.732926
2777 2776.8 122 1 316227 180.965 115.24 3.99186 0.732928
2778 2777.8 122 1 316227 181.334 115.24 3.99187 0.73293
2779 2778.8 122 1 316227 181.703 115.24 3.99188 0.732932
2780 2779.8 122 1 316227 182.073 115.24 3.99189 0.732935
2781 2780.8 122 1 316227 182.443 115.24 3.99189 0.732937
2782 2781.8 122 1 316227 182.813 115.24 3.9919 0.732939
2783 2782.8 122 1 316227 183.184 115.24 3.99191 0.732941
2784 2783.8 122 1 316227 183.555 115.24 3.99192 0.732944
2785 2784.8 122 1 316227 183.926 115.24 3.99193 0.732946
2786 2785.8 122 1 316227 184.297 115.24 3.99194 0.732948
2787 2786.8 122 1 316227 184.669 115.241 3.99195 0.73295
2788 2787.8 122 1 316227 185.042 115.241 3.99196 0.732953
2789 2788.8 122 1 316227 185.414 115.241 3.99197 0.732955
2790 2789.8 122 1 316227 185.787 115.241 3.99197 0.732957
2791 2790.8 122 1 316227 186.16 115.241 3.99198 0.73296
2792 2791.8 122 1 316227 186.534 115.241 3.99199 0.732962
2793 2792.8 122 1 316227 186.908 115.241 3.992 0.732964
2794 2793.8 122 1 316227 187.282 115.241 3.99201 0.732967
2795 2794.8 122 1 316227 187.657 115.241 3.99202 0.732969
2796 2795.8 122 1 316227 188.032 115.241 3.99203 0.732971
2797 2796.8 122 1 316227 188.407 115.241 3.99204 0.732974
2798 2797.8 122 1 316227 188.782 115.241 3.99205 0.732976
2799 2798.8 122 1 316227 189.158 115.241 3.99206 0.732978
2800 2799.8 122 1 316227 189.534 115.241 3.99207 0.732981
2801 2800.8 122 1 316227 189.911 115.242 3.99208 0.732983
2802 2801.8 122 1 316227 190.287 115.242 3.99208 0.732985
2803 2802.8 122 1 316227 190.664 115.242 3.99209 0.732988
2804 2803.8 122 1 316227 191.042 115.242 3.9921 0.73299
2805 2804.8 122 1 316227 191.419 115.242 3.99211 0.732992
2806 2805.8 122 1 316227 191.797 115.242 3.99212 0.732995
2807 2806.8 122 1 316227 192.175 115.242 3.99213 0.732997
2808 2807.8 122 1 316227 192.554 115.242 3.99214 0.733
2809 2808.8 122 1 316227 192.933 115.242 3.99215 0.733002
2810 2809.8 122 1 316227 193.312 115.242 3.99216 0.733004
2811 2810.8 122 1 316227 193.691 115.242 3.99217 0.733007
2812 2811.8 122 1 316227 194.071 115.242 3.99218 0.733009
2813 2812.8 122 1 316227 194.451 115.242 3.99219 0.733012
2814 2813.8 122 1 316227 194.831 115.242 3.9922 0.733014
2815 2814.8 122 1 316227 195.212 115.243 3.99221 0.733016
2816 2815.8 122 1 316227 195.592 115.243 3.99222 0.733019
2817 2816.8 122 1 316227 195.974 115.243 3.99223 0.733021
2818 2817.8 122 1 316227 196.355 115.243 3.99224 0.733024
2819 2818.8 122 1 316227 196.736 115.243 3.99225 0.733026
2820 2819.8 122 1 316227 197.118 115.243 3.99225 0.733028
2821 2820.8 122 1 316227 197.5 115.243 3.99226 0.733031
2822 2821.8 122 1 316227 197.883 115.243 3.99227 0.733033
2823 2822.8 122 1 316227 198.266 115.243 3.99228 0.733036
2824 2823.8 122 1 316227 198.648 115.243 3.99229 0.733038
2825 2824.8 122 1 316227 199.032 115.243 3.9923 0.733041
2826 2825.8 122 1 316227 199.415 115.243 3.99231 0.733043
2827 2826.8 122 1 316227 199.799 115.243 3.99232 0.733046
2828 2827.8 122 1 316227 200.183 115.244 3.99233 0.733048
2829 2828.8 122 1 316227 200.567 115.244 3.99234 0.733051
2830 2829.8 122 1 316227 200.951 115.244 3.99235 0.733053
2831 2830.8 122 1 316227 201.336 115.244 3.99236 0.733056
2832 2831.8 122 1 316227 201.721 115.244 3.99237 0.733058
2833 2832.8 122 1 316227 202.106 115.244 3.99238 0.733061
2834 2833.8 122 1 316227 202.491 115.244 3.99239 0.733063
2835 2834.8 122 1 316227 202.877 115.244 3.9924 0.733066
2836 2835.8 122 1 316227 203.263 115.244 3.99241 0.733068
2837 2836.8 122 1 316227 203.649 115.244 3.99242 0.733071
2838 2837.8 122 1 316227 204.035 115.244 3.99243 0.733073
2839 2838.8 122 1 316227 204.422 115.244 3.99244 0.733076
2840 2839.8 122 1 316227 204.808 115.244 3.99245 0.733078
2841 2840.8 122 1 316227 205.195 115.245 3.99246 0.733081
2842 2841.8 122 1 316227 205.583 115.245 3.99247 0.733083
2843 2842.8 122 1 316227 205.97 115.245 3.99248 0.733086
2844 2843.8 122 1 316227 206.358 115.245 3.99249 0.733088
2845 2844.8 122 1 316227 206.745 115.245 3.9925 0.733091
2846 2845.8 122 1 316227 207.133 115.245 3.99251 0.733094
2847 2846.8 122 1 316227 207.522 115.245 3.99252 0.733096
2848 2847.8 122 1 316227 207.91 115.245 3.99253 0.733099
2849 2848.8 122 1 316227 208.299 115.245 3.99254 0.733101
2850 2849.8 122 1 316227 208.687 115.245 3.99255 0.733104
2851 2850.8 122 1 316227 209.077 115.245 3.99256 0.733106
2852 2851.8 122 1 316227 209.466 115.245 3.99257 0.733109
2853 2852.8 122 1 316227 209.855 115.245 3.99258 0.733112
2854 2853.8 122 1 316227 210.245 115.246 3.99259 0.733114
2855 2854.8 122 1 316227 210.634 115.246 3.9926 0.733117
2856 2855.8 122 1 316227 211.024 115.246 3.99261 0.733119
2857 2856.8 122 1 316227 211.414 115.246 3.99262 0.733122
2858 2857.8 122 1 316227 211.805 115.246 3.99263 0.733125
2859 2858.8 122 1 316227 212.195 115.246 3.99264 0.733127
2860 2859.8 122 1 316227 212.586 115.246 3.99265 0.73313
2861 2860.8 122 1 316227 212.977 115.246 3.99266 0.733133
2862 2861.8 122 1 316227 213.367 115.246 3.99267 0.733135
2863 2862.8 122 1 316227 213.759 115.246 3.99268 0.733138
2864 2863.8 122 1 316227 214.15 115.246 3.9927 0.73314
2865 2864.8 122 1 316227 214.541 115.246 3.99271 0.733143
2866 2865.8 122 1 316227 214.933 115.246 3.99272 0.733146
2867 2866.8 122 1 316227 215.325 115.247 3.99273 0.733148
2868 2867.8 122 1 316227 215.716 115.247 3.99274 0.733151
2869 2868.8 122 1 316227 216.108 115.247 3.99275 0.733154
2870 2869.8 122 1 316227 216.501 115.247 3.99276 0.733156
2871 2870.8 122 1 316227 216.893 115.247 3.99277 0.733159
2872 2871.8 122 1 316227 217.285 115.247 3.99278 0.733162
2873 2872.8 122 1 316227 217.678 115.247 3.99279 0.733164
2874 2873.8 122 1 316227 218.071 115.247 3.9928 0.733167
2875 2874.8 122 1 316227 218.463 115.247 3.99281 0.73317
2876 2875.8 122 1 316227 218.856 115.247 3.99282 0.733173
2877 2876.8 122 1 316227 219.249 115.247 3.99283 0.733175
2878 2877.8 122 1 316227 219.643 115.247 3.99284 0.733178
2879 2878.8 122 1 316227 220.036 115.248 3.99285 0.733181
2880 2879.8 122 1 316227 220.429 115.248 3.99286 0.733183
2881 2880.8 122 1 316227 220.823 115.248 3.99288 0.733186
2882 2881.8 122 1 316227 221.216 115.248 3.99289 0.733189
2883 2882.8 122 1 316227 221.61 115.248 3.9929 0.733192
2884 2883.8 122 1 316227 222.004 115.248 3.99291 0.733194
2885 2884.8 122 1 316227 222.398 115.248 3.99292 0.733197
2886 2885.8 122 1 316227 222.792 115.248 3.99293 0.7332
2887 2886.8 122 1 316227 223.186 115.248 3.99294 0.733203
2888 2887.8 122 1 316227 223.58 115.248 3.99295 0.733205
2889 2888.8 122 1 316227 223.974 115.248 3.99296 0.733208
2890 2889.8 122 1 316227 224.369 115.248 3.99297 0.733211
2891 2890.8 122 1 316227 224.763 115.249 3.99298 0.733214
2892 2891.8 122 1 316227 225.158 115.249 3.99299 0.733217
2893 2892.8 122 1 316227 225.552 115.249 3.99301 0.733219
