t 	 Richness 	 Shannon Index 
302 	 34 	 1.614106 	 0.457726 
303 	 34 	 1.644172 	 0.466252 
304 	 35 	 1.663243 	 0.467814 
305 	 35 	 1.691071 	 0.475641 
306 	 36 	 1.714739 	 0.478507 
307 	 37 	 1.739203 	 0.481651 
308 	 37 	 1.781123 	 0.493260 
309 	 37 	 1.800221 	 0.498549 
310 	 37 	 1.810466 	 0.501387 
311 	 37 	 1.833467 	 0.507756 
312 	 38 	 1.870749 	 0.514283 
313 	 38 	 1.880313 	 0.516912 
314 	 38 	 1.899104 	 0.522078 
315 	 38 	 1.920790 	 0.528040 
316 	 38 	 1.943568 	 0.534302 
317 	 38 	 1.969692 	 0.541483 
318 	 38 	 1.988713 	 0.546712 
319 	 38 	 2.008999 	 0.552289 
320 	 38 	 2.028945 	 0.557772 
321 	 38 	 2.044853 	 0.562146 
322 	 38 	 2.071425 	 0.569450 
323 	 38 	 2.090299 	 0.574639 
324 	 38 	 2.116014 	 0.581708 
325 	 38 	 2.131725 	 0.586027 
326 	 39 	 2.147896 	 0.586286 
327 	 39 	 2.165411 	 0.591067 
328 	 39 	 2.183577 	 0.596026 
329 	 40 	 2.194018 	 0.594765 
330 	 40 	 2.208264 	 0.598627 
331 	 40 	 2.224675 	 0.603076 
332 	 41 	 2.248922 	 0.605595 
333 	 41 	 2.256575 	 0.607656 
334 	 42 	 2.271572 	 0.607751 
335 	 42 	 2.289815 	 0.612632 
336 	 42 	 2.305291 	 0.616772 
337 	 42 	 2.323502 	 0.621644 
338 	 42 	 2.337741 	 0.625454 
339 	 43 	 2.347215 	 0.624060 
340 	 43 	 2.357821 	 0.626880 
341 	 43 	 2.371393 	 0.630489 
342 	 43 	 2.390100 	 0.635462 
343 	 43 	 2.397112 	 0.637326 
344 	 44 	 2.419430 	 0.639352 
345 	 44 	 2.422680 	 0.640211 
346 	 45 	 2.435023 	 0.639674 
347 	 46 	 2.453607 	 0.640856 
348 	 46 	 2.462276 	 0.643120 
349 	 46 	 2.472307 	 0.645740 
350 	 48 	 2.487253 	 0.642502 
351 	 48 	 2.498095 	 0.645302 
352 	 48 	 2.503527 	 0.646705 
353 	 49 	 2.513960 	 0.645960 
354 	 50 	 2.525580 	 0.645594 
355 	 50 	 2.536763 	 0.648453 
356 	 50 	 2.546506 	 0.650944 
357 	 50 	 2.556011 	 0.653373 
358 	 50 	 2.564357 	 0.655507 
359 	 50 	 2.577781 	 0.658938 
360 	 50 	 2.586493 	 0.661165 
361 	 50 	 2.590569 	 0.662207 
362 	 50 	 2.598251 	 0.664171 
363 	 51 	 2.610813 	 0.664021 
364 	 52 	 2.617922 	 0.662556 
365 	 52 	 2.625181 	 0.664394 
366 	 52 	 2.630288 	 0.665686 
367 	 52 	 2.637544 	 0.667523 
368 	 52 	 2.644965 	 0.669401 
369 	 52 	 2.654093 	 0.671711 
370 	 52 	 2.660621 	 0.673363 
371 	 53 	 2.664117 	 0.671013 
372 	 53 	 2.670917 	 0.672726 
373 	 55 	 2.679450 	 0.668637 
374 	 55 	 2.684329 	 0.669854 
375 	 55 	 2.690111 	 0.671297 
376 	 55 	 2.694281 	 0.672338 
377 	 55 	 2.699776 	 0.673709 
378 	 56 	 2.705199 	 0.672040 
379 	 56 	 2.708602 	 0.672886 
380 	 56 	 2.713284 	 0.674049 
381 	 57 	 2.718907 	 0.672489 
382 	 57 	 2.722166 	 0.673295 
383 	 57 	 2.726344 	 0.674328 
384 	 58 	 2.730690 	 0.672510 
385 	 59 	 2.734478 	 0.670620 
386 	 59 	 2.738185 	 0.671529 
387 	 59 	 2.742688 	 0.672633 
388 	 59 	 2.746072 	 0.673463 
389 	 59 	 2.749320 	 0.674260 
390 	 60 	 2.751321 	 0.671981 
391 	 60 	 2.754929 	 0.672862 
392 	 60 	 2.757727 	 0.673545 
393 	 60 	 2.762329 	 0.674669 
394 	 60 	 2.763049 	 0.674845 
395 	 60 	 2.765632 	 0.675476 
396 	 60 	 2.768356 	 0.676141 
397 	 60 	 2.770741 	 0.676724 
398 	 60 	 2.774560 	 0.677657 
399 	 60 	 2.776496 	 0.678130 
400 	 60 	 2.778108 	 0.678523 
401 	 60 	 2.780152 	 0.679023 
402 	 60 	 2.782431 	 0.679579 
403 	 60 	 2.783180 	 0.679762 
404 	 60 	 2.785506 	 0.680330 
405 	 60 	 2.788146 	 0.680975 
406 	 60 	 2.788765 	 0.681126 
407 	 60 	 2.790622 	 0.681580 
408 	 61 	 2.792180 	 0.679218 
409 	 61 	 2.795383 	 0.679997 
410 	 61 	 2.795851 	 0.680111 
