1	1	NA	0
1	2	NA	0
1	3	NA	0
1	4	NA	0
1	5	NA	0
1	6	NA	0
1	7	NA	0
1	8	NA	0
1	9	NA	0
1	10	NA	0
1	11	NA	0
1	12	NA	0
1	13	NA	0
1	14	NA	0
1	15	NA	0
1	16	NA	0
1	17	NA	0
1	18	NA	0
1	19	NA	0
1	20	NA	0
1	21	10	0.999611
2	22	7	1.02033
3	23	19	1.18386
3	24	12	1.20158
3	25	8	1.62446
3	26	5	1.71115
3	27	2	1.74958
3	28	7	1.94207
3	29	10	2.10057
4	30	8	2.21621
4	31	9	2.24193
4	32	16	2.24983
4	33	16	2.4946
4	34	13	2.58732
4	35	17	2.61839
4	36	15	2.73861
4	37	17	2.82729
4	38	12	2.83578
4	39	9	2.9176
4	40	13	3.04244
5	41	17	3.18007
5	42	19	3.24749
5	43	6	3.31947
5	44	13	3.44387
5	45	17	3.5187
5	46	20	3.53343
5	47	19	3.91221
5	48	6	3.92098
5	49	5	3.99
5	50	15	4.13582
6	51	5	4.19068
6	52	1	4.19512
6	53	18	4.23012
6	54	3	4.29183
6	55	20	4.51757
6	56	20	4.86333
6	57	18	4.87144
6	58	18	5.14156
7	59	8	5.15883
7	60	14	5.29113
7	61	6	5.4645
7	62	20	5.58731
7	63	15	5.61863
7	64	10	6.00132
8	65	12	6.22368
8	66	9	6.39997
8	67	4	7.38316
9	68	20	7.97165
12	69	8	10.3511
16	70	10	14.4595
16	71	3	14.8072
20	72	6	19.7684
24	73	13	23.1006
25	74	6	24.3166
26	75	5	24.5454
26	76	18	24.6459
26	77	3	25.0225
27	78	14	25.9586
27	79	12	26.2297
28	80	6	26.5145
28	81	9	26.5271
28	82	9	27.0118
29	83	5	27.0568
29	84	13	27.0697
29	85	17	27.2526
29	86	17	27.9437
29	87	2	28.2719
30	88	20	28.2944
30	89	9	28.4904
30	90	9	28.6088
30	91	4	28.7344
30	92	4	28.8015
30	93	6	28.8286
30	94	20	29.0518
31	95	1	29.1681
31	96	4	29.3771
31	97	10	29.4201
31	98	13	29.733
31	99	9	29.8511
31	100	17	29.8912
32	101	13	31.0938
33	102	12	31.2336
33	103	9	31.904
33	104	12	32.372
34	105	10	32.5388
34	106	10	33.4602
37	107	12	35.9728
39	108	18	38.4875
43	109	12	42.1726
44	110	16	43.0838
46	111	10	44.7886
47	112	7	45.9913
47	113	14	46.1926
49	114	14	47.6458
49	115	3	48.4459
50	116	4	48.7234
50	117	12	48.9646
50	118	12	49.139
51	119	19	49.6551
51	120	8	49.7348
51	121	11	50.0883
52	122	15	50.4054
52	123	4	50.6479
52	124	8	50.6936
53	125	1	51.1702
53	126	11	51.5292
53	127	18	51.8213
53	128	5	51.9374
53	129	2	52.2079
54	130	14	52.3249
54	131	3	52.3568
55	132	9	53.4093
55	133	5	53.9876
55	134	13	54.0776
56	135	8	54.7395
56	136	18	54.7721
56	137	10	55.0177
58	138	18	56.3706
64	139	16	62.7124
64	140	2	63.6046
65	141	12	64.4414
67	142	11	65.8562
67	143	12	66.667
68	144	3	67.0056
69	145	15	67.6993
69	146	16	68.3985
70	147	14	68.6979
70	148	2	68.8945
70	149	7	68.9684
70	150	7	69.0361
71	151	8	69.6074
71	152	17	69.6149
71	153	1	69.9889
71	154	9	70.5756
72	155	14	70.6286
72	156	1	70.8908
72	157	16	70.9493
73	158	11	71.5952
73	159	16	71.894
74	160	20	73.0073
75	161	18	73.4931
77	162	4	75.6503
78	163	18	76.8619
78	164	4	77.3566
79	165	1	77.4657
80	166	4	79.0597
81	167	5	79.7034
82	168	3	80.93
82	169	4	81.1779
83	170	8	81.2707
83	171	16	81.9739
83	172	5	82.0711
84	173	1	82.1439
84	174	19	82.8151
84	175	20	83.9114
85	176	18	84.7706
86	177	20	84.8109
86	178	11	85.0215
88	179	17	86.1198
88	180	7	86.2772
88	181	19	86.497
88	182	8	86.6587
88	183	12	86.7773
88	184	18	86.8382
88	185	2	86.9152
88	186	10	87.31
89	187	12	87.6276
89	188	11	87.7147
89	189	20	88.1725
90	190	8	88.2277
90	191	17	88.9642
90	192	1	89.2487
91	193	6	90.0843
92	194	14	90.4534
94	195	8	92.6028
94	196	2	92.7997
94	197	5	93.6912
95	198	12	94.3952
97	199	17	95.6166
97	200	7	95.6844
97	201	12	95.8431
97	202	20	95.899
98	203	13	97.058
99	204	12	97.4706
99	205	18	98.2952
100	206	8	98.4879
100	207	15	98.5895
100	208	9	99.7115
102	209	15	101.246
106	210	17	104.26
108	211	2	106.71
108	212	8	107.464
109	213	8	107.681
110	214	16	109.194
112	215	14	111.003
113	216	15	112.219
114	217	14	113.158
115	218	1	113.361
115	219	20	113.367
115	220	7	113.615
115	221	18	113.936
115	222	6	114.287
116	223	17	114.336
116	224	3	114.393
116	225	4	115.112
119	226	10	117.308
119	227	7	117.387
119	228	14	118.155
121	229	6	119.566
122	230	15	121.126
123	231	20	121.15
124	232	9	122.647
124	233	16	123.465
126	234	8	125.248
128	235	13	126.932
129	236	12	128.378
130	237	17	128.419
130	238	5	128.648
133	239	16	131.734
134	240	14	132.967
134	241	14	133.811
135	242	4	134.477
136	243	10	134.663
136	244	2	134.787
136	245	13	134.812
136	246	12	135.018
138	247	10	136.398
139	248	12	137.999
140	249	6	139.489
142	250	9	140.86
143	251	1	142.421
144	252	7	142.467
144	253	12	142.607
144	254	9	143.003
146	255	10	144.318
146	256	7	144.622
146	257	10	145.233
147	258	4	145.778
148	259	20	146.914
148	260	18	147.601
149	261	7	148.148
150	262	15	148.415
151	263	2	149.984
151	264	4	150.089
152	265	20	151.002
153	266	12	151.564
153	267	15	151.888
153	268	2	152.049
154	269	10	152.053
154	270	11	152.431
154	271	20	152.555
154	272	16	152.992
157	273	12	156.578
158	274	9	157.186
159	275	10	157.857
159	276	3	158.011
160	277	19	158.112
160	278	9	158.136
161	279	4	159.726
163	280	17	162.225
164	281	4	162.941
164	282	7	163.195
165	283	13	163.76
165	284	6	164.493
167	285	1	166.082
168	286	14	166.678
168	287	4	166.842
168	288	19	167.036
169	289	18	167.988
172	290	7	170.258
172	291	6	170.813
172	292	20	171.239
173	293	5	172.148
175	294	13	173.333
175	295	9	173.896
175	296	6	174.543
176	297	20	174.547
177	298	13	175.582
177	299	5	175.69
177	300	9	176.497
179	301	12	177.918
