timesOfRecord time label Pdensity
278 277.801 202 2006.66
278 277.801 204 0.119899
279 278.801 6 4.32152
279 278.801 9 3.0512
279 278.801 11 2.8916
279 278.801 16 6.98543
279 278.801 46 5.46108
279 278.801 47 9.44412
279 278.801 51 135.688
279 278.801 61 2.52294
279 278.801 62 420.268
279 278.801 64 80.8361
279 278.801 68 63.3321
279 278.801 69 14.472
279 278.801 71 2.77355
279 278.801 73 10402.9
279 278.801 87 1.47673
279 278.801 103 0.281234
279 278.801 121 1.678
279 278.801 125 0.285737
279 278.801 183 3519.23
279 278.801 202 2037.2
279 278.801 204 0.115244
280 279.801 6 3.78551
280 279.801 9 2.67266
280 279.801 11 2.53294
280 279.801 16 6.1187
280 279.801 46 4.78352
280 279.801 47 8.27233
280 279.801 51 131.044
280 279.801 61 2.21036
280 279.801 62 405.706
280 279.801 64 78.0351
280 279.801 68 61.1371
280 279.801 69 13.9705
280 279.801 71 2.54783
280 279.801 73 9262.35
280 279.801 87 1.44878
280 279.801 103 0.281276
280 279.801 121 1.64281
280 279.801 125 0.279744
280 279.801 183 3133.37
280 279.801 202 2068.11
280 279.801 204 0.110768
281 280.801 6 3.31598
281 280.801 9 2.34108
281 280.801 11 2.21877
281 280.801 16 5.35952
281 280.801 46 4.19003
281 280.801 47 7.24592
281 280.801 51 126.559
281 280.801 61 1.9365
281 280.801 62 391.647
281 280.801 64 75.3311
281 280.801 68 59.0181
281 280.801 69 13.4864
281 280.801 71 2.34047
281 280.801 73 8246.62
281 280.801 87 1.42136
281 280.801 103 0.281319
281 280.801 121 1.60836
281 280.801 125 0.273877
281 280.801 183 2789.76
281 280.801 202 2099.39
281 280.801 204 0.106462
282 281.801 6 2.90468
282 281.801 9 2.05064
282 281.801 11 1.94357
282 281.801 16 4.69453
282 281.801 46 3.67017
282 281.801 47 6.34687
282 281.801 51 122.227
282 281.801 61 1.69657
282 281.801 62 378.075
282 281.801 64 72.7206
282 281.801 68 56.9724
282 281.801 69 13.0191
282 281.801 71 2.14996
282 281.801 73 7342.12
282 281.801 87 1.39446
282 281.801 103 0.281363
282 281.801 121 1.57463
282 281.801 125 0.268135
282 281.801 183 2483.77
282 281.801 202 2131.05
282 281.801 204 0.102323
283 282.801 6 2.5444
283 282.801 9 1.79623
283 282.801 11 1.7025
283 282.801 16 4.11206
283 282.801 46 3.21481
283 282.801 47 5.55937
283 282.801 51 118.044
283 282.801 61 1.48637
283 282.801 62 364.973
283 282.801 64 70.2005
283 282.801 68 54.9976
283 282.801 69 12.5679
283 282.801 71 1.97494
283 282.801 73 6536.7
283 282.801 87 1.36808
283 282.801 103 0.281409
283 282.801 121 1.54163
283 282.801 125 0.262514
283 282.801 183 2211.31
283 282.801 202 2163.1
284 283.801 6 2.22881
284 283.801 9 1.57338
284 283.801 11 1.49133
284 283.801 16 3.60185
284 283.801 46 2.81595
284 283.801 47 4.86958
284 283.801 51 114.005
284 283.801 61 1.30222
284 283.801 62 352.325
284 283.801 64 67.7676
284 283.801 68 53.0911
284 283.801 69 12.1323
284 283.801 71 1.81415
284 283.801 73 5819.53
284 283.801 87 1.3422
284 283.801 103 0.281457
284 283.801 121 1.50932
284 283.801 125 0.257012
284 283.801 183 1968.7
284 283.801 202 2195.54
285 284.801 6 1.95236
285 284.801 9 1.37818
285 284.801 11 1.30636
285 284.801 16 3.15495
285 284.801 46 2.46657
285 284.801 47 4.26538
285 284.801 51 110.104
285 284.801 61 1.14088
285 284.801 62 340.114
285 284.801 64 65.4189
285 284.801 68 51.2506
285 284.801 69 11.7119
285 284.801 71 1.66644
285 284.801 73 5180.97
285 284.801 87 1.31681
285 284.801 103 0.281505
285 284.801 121 1.47769
285 284.801 125 0.251627
285 284.801 183 1752.68
285 284.801 202 2228.37
286 285.801 6 1.7102
286 285.801 9 1.2072
286 285.801 11 1.14432
286 285.801 16 2.76349
286 285.801 46 2.16054
286 285.801 47 3.73615
286 285.801 51 106.336
286 285.801 61 0.999524
286 285.801 62 328.326
286 285.801 64 63.1515
286 285.801 68 49.4738
286 285.801 69 11.3059
286 285.801 71 1.53075
286 285.801 73 4612.4
286 285.801 87 1.2919
286 285.801 103 0.281554
286 285.801 121 1.44673
286 285.801 125 0.246355
286 285.801 183 1560.34
286 285.801 202 2261.61
287 286.801 6 1.49808
287 286.801 9 1.05743
287 286.801 11 1.00239
287 286.801 16 2.42061
287 286.801 46 1.89248
287 286.801 47 3.27258
287 286.801 51 102.698
287 286.801 61 0.875686
287 286.801 62 316.946
287 286.801 64 60.9626
287 286.801 68 47.7586
287 286.801 69 10.9141
287 286.801 71 1.40608
287 286.801 73 4106.18
287 286.801 87 1.26747
287 286.801 103 0.281605
287 286.801 121 1.41642
287 286.801 125 0.241194
287 286.801 183 1389.08
287 286.801 202 2295.26
288 287.801 6 1.31226
288 287.801 9 0.926241
288 287.801 11 0.878058
288 287.801 16 2.12027
288 287.801 46 1.65768
288 287.801 47 2.86653
288 287.801 51 99.1844
288 287.801 61 0.767191
288 287.801 62 305.96
288 287.801 64 58.8496
288 287.801 68 46.1028
288 287.801 69 10.5358
288 287.801 71 1.29156
288 287.801 73 3655.47
288 287.801 87 1.24351
288 287.801 103 0.281657
288 287.801 121 1.38675
288 287.801 125 0.236142
288 287.801 183 1236.61
288 287.801 202 2329.32
289 288.801 6 1.1495
289 288.801 9 0.811328
289 288.801 11 0.769148
289 288.801 16 1.8572
289 288.801 46 1.45201
289 288.801 47 2.51086
289 288.801 51 95.7913
289 288.801 61 0.672138
289 288.801 62 295.354
289 288.801 64 56.8096
289 288.801 68 44.5043
289 288.801 69 10.1706
289 288.801 71 1.18636
289 288.801 73 3254.19
289 288.801 87 1.22
289 288.801 103 0.28171
289 288.801 121 1.35771
289 288.801 125 0.231197
289 288.801 183 1100.87
289 288.801 202 2363.8
290 289.801 6 1.00692
290 289.801 9 0.710672
290 289.801 11 0.673748
290 289.801 16 1.62676
290 289.801 46 1.27186
290 289.801 47 2.19932
290 289.801 51 92.5143
290 289.801 61 0.588862
290 289.801 62 285.116
290 289.801 64 54.8404
290 289.801 68 42.9612
290 289.801 69 9.81801
290 289.801 71 1.08971
290 289.801 73 2896.94
290 289.801 87 1.19694
290 289.801 103 0.281764
290 289.801 121 1.32928
290 289.801 125 0.226356
290 289.801 183 980.009
290 289.801 202 2398.7
291 290.801 6 0.882029
291 290.801 9 0.622503
291 290.801 11 0.59018
291 290.801 16 1.42492
291 290.801 46 1.11406
291 290.801 47 1.92643
291 290.801 51 89.3497
291 290.801 61 0.515904
291 290.801 62 275.232
291 290.801 64 52.9393
291 290.801 68 41.4716
291 290.801 69 9.47766
291 290.801 71 1.00093
291 290.801 73 2578.88
291 290.801 87 1.17431
291 290.801 103 0.281819
291 290.801 121 1.30145
291 290.801 125 0.221617
291 290.801 183 872.412
291 290.801 202 2434.02
292 291.801 6 0.772627
292 291.801 9 0.545273
292 291.801 11 0.516977
292 291.801 16 1.24812
292 291.801 46 0.975838
292 291.801 47 1.68741
292 291.801 51 86.2935
292 291.801 61 0.451984
292 291.801 62 265.691
292 291.801 64 51.1041
292 291.801 68 40.0336
292 291.801 69 9.14911
292 291.801 71 0.919371
292 291.801 73 2295.72
292 291.801 87 1.15212
292 291.801 103 0.281875
292 291.801 121 1.27421
292 291.801 125 0.216978
292 291.801 183 776.622
292 291.801 202 2469.77
293 292.801 6 0.676795
293 292.801 9 0.477625
293 292.801 11 0.452854
293 292.801 16 1.09326
293 292.801 46 0.854765
293 292.801 47 1.47804
293 292.801 51 83.3419
293 292.801 61 0.395985
293 292.801 62 256.48
293 292.801 64 49.3325
293 292.801 68 38.6454
293 292.801 69 8.83194
293 292.801 71 0.844449
293 292.801 73 2043.63
293 292.801 87 1.13035
293 292.801 103 0.281932
293 292.801 121 1.24754
293 292.801 125 0.212437
293 292.801 183 691.343
293 292.801 202 2505.96
294 293.801 6 0.592849
294 293.801 9 0.418369
294 293.801 11 0.396685
294 293.801 16 0.957614
294 293.801 46 0.748714
294 293.801 47 1.29465
294 293.801 51 80.4915
294 293.801 61 0.346923
294 293.801 62 247.589
294 293.801 64 47.6223
294 293.801 68 37.3053
294 293.801 69 8.52576
294 293.801 71 0.775624
294 293.801 73 1819.21
294 293.801 87 1.10899
294 293.801 103 0.281991
294 293.801 121 1.22144
294 293.801 125 0.207991
294 293.801 183 615.423
294 293.801 202 2542.58
295 294.801 6 0.519315
295 294.801 9 0.366464
295 294.801 11 0.347482
295 294.801 16 0.838797
295 294.801 46 0.65582
295 294.801 47 1.13401
295 294.801 51 77.7388
295 294.801 61 0.30394
295 294.801 62 239.006
295 294.801 64 45.9713
295 294.801 68 36.0117
295 294.801 69 8.23019
295 294.801 71 0.712402
295 294.801 73 1619.42
295 294.801 87 1.08804
295 294.801 103 0.28205
295 294.801 121 1.19588
295 294.801 125 0.203639
295 294.801 183 547.836
295 294.801 202 2579.64
296 295.801 6 0.454903
296 295.801 9 0.321
296 295.801 11 0.304383
296 295.801 16 0.734722
296 295.801 46 0.574452
296 295.801 47 0.993308
296 295.801 51 75.0803
296 295.801 61 0.266283
296 295.801 62 230.72
296 295.801 64 44.3776
296 295.801 68 34.7629
296 295.801 69 7.94486
296 295.801 71 0.654325
296 295.801 73 1441.56
296 295.801 87 1.06749
296 295.801 103 0.28211
296 295.801 121 1.17086
296 295.801 125 0.199379
296 295.801 183 487.669
296 295.801 202 2617.15
297 296.801 6 0.398479
297 296.801 9 0.281175
297 296.801 11 0.266629
297 296.801 16 0.643561
297 296.801 46 0.50318
297 296.801 47 0.870061
297 296.801 51 72.5129
297 296.801 61 0.233291
297 296.801 62 222.721
297 296.801 64 42.8391
297 296.801 68 33.5574
297 296.801 69 7.66943
297 296.801 71 0.600977
297 296.801 73 1283.23
297 296.801 87 1.04732
297 296.801 103 0.282172
297 296.801 121 1.14637
297 296.801 125 0.195209
297 296.801 183 434.106
297 296.801 202 2655.1
298 297.801 6 0.349054
298 297.801 9 0.246292
298 297.801 11 0.233558
298 297.801 16 0.56371
298 297.801 46 0.44075
298 297.801 47 0.762107
298 297.801 51 70.0334
298 297.801 61 0.204387
298 297.801 62 214.999
298 297.801 64 41.3539
298 297.801 68 32.3937
298 297.801 69 7.40354
298 297.801 71 0.551972
298 297.801 73 1142.28
298 297.801 87 1.02755
298 297.801 103 0.282234
298 297.801 121 1.1224
298 297.801 125 0.191126
298 297.801 183 386.424
298 297.801 202 2693.51
299 298.801 6 0.305759
299 298.801 9 0.215736
299 298.801 11 0.204589
299 298.801 16 0.493768
299 298.801 46 0.386066
299 298.801 47 0.667547
299 298.801 51 67.6388
299 298.801 61 0.179064
299 298.801 62 207.546
299 298.801 64 39.9202
299 298.801 68 31.2704
299 298.801 69 7.14686
299 298.801 71 0.506957
299 298.801 73 1016.81
299 298.801 87 1.00814
299 298.801 103 0.282298
299 298.801 121 1.09892
299 298.801 125 0.187129
299 298.801 183 343.977
299 298.801 202 2732.36
300 299.801 6 0.267835
300 299.801 9 0.188971
300 299.801 11 0.179213
300 299.801 16 0.432503
300 299.801 46 0.338166
300 299.801 47 0.58472
300 299.801 51 65.3263
300 299.801 61 0.156878
300 299.801 62 200.35
300 299.801 64 38.5362
300 299.801 68 30.186
300 299.801 69 6.89909
300 299.801 71 0.465608
300 299.801 73 905.11
300 299.801 87 0.989109
300 299.801 103 0.282363
300 299.801 121 1.07595
300 299.801 125 0.183217
300 299.801 183 306.191
300 299.801 202 2771.67
301 300.801 6 0.234614
301 300.801 9 0.165526
301 300.801 11 0.156984
301 300.801 16 0.37884
301 300.801 46 0.29621
301 300.801 47 0.512169
301 300.801 51 63.0929
301 300.801 61 0.137441
301 300.801 62 193.404
301 300.801 64 37.2002
301 300.801 68 29.1393
301 300.801 69 6.65991
301 300.801 71 0.427626
301 300.801 73 805.678
301 300.801 87 0.970437
301 300.801 103 0.282428
301 300.801 121 1.05346
301 300.801 125 0.179387
301 300.801 183 272.554
301 300.801 202 2811.44
302 301.801 6 0.205514
302 301.801 9 0.144991
302 301.801 11 0.137513
302 301.801 16 0.331835
302 301.801 46 0.259459
302 301.801 47 0.448621
302 301.801 51 60.9361
302 301.801 61 0.120413
302 301.801 62 186.699
302 301.801 64 35.9105
302 301.801 68 28.1288
302 301.801 69 6.42902
302 301.801 71 0.392738
302 301.801 73 717.165
302 301.801 87 0.95212
302 301.801 103 0.282495
302 301.801 121 1.03144
302 301.801 125 0.175637
302 301.801 183 242.611
302 301.801 202 2851.68
303 302.801 6 0.180023
303 302.801 9 0.127002
303 302.801 11 0.120456
303 302.801 16 0.290662
303 302.801 46 0.227268
303 302.801 47 0.392957
303 302.801 51 58.8531
303 302.801 61 0.105494
303 302.801 62 180.227
303 302.801 64 34.6656
303 302.801 68 27.1534
303 302.801 69 6.20613
303 302.801 71 0.360692
303 302.801 73 638.372
303 302.801 87 0.934151
303 302.801 103 0.282563
303 302.801 121 1.00988
303 302.801 125 0.171967
303 302.801 183 215.956
303 302.801 202 2892.37
304 303.801 6 0.157694
304 303.801 9 0.111246
304 303.801 11 0.105516
304 303.801 16 0.254598
304 303.801 46 0.19907
304 303.801 47 0.3442
304 303.801 51 56.8414
304 303.801 62 173.979
304 303.801 64 33.4638
304 303.801 68 26.2118
304 303.801 69 5.99098
304 303.801 71 0.331257
304 303.801 73 568.233
304 303.801 87 0.916524
304 303.801 103 0.282632
304 303.801 121 0.98878
304 303.801 125 0.168374
304 303.801 183 192.228
304 303.801 202 2933.53
305 304.801 6 0.138135
305 304.801 16 0.223008
305 304.801 46 0.174372
305 304.801 47 0.301493
305 304.801 51 54.8987
305 304.801 62 167.947
305 304.801 64 32.3037
305 304.801 68 25.3029
305 304.801 69 5.78329
305 304.801 71 0.30422
305 304.801 73 505.798
305 304.801 87 0.899232
305 304.801 103 0.282702
305 304.801 121 0.968122
305 304.801 125 0.164856
305 304.801 183 171.107
305 304.801 202 2975.16
306 305.801 6 0.121001
306 305.801 16 0.195338
306 305.801 46 0.152737
306 305.801 47 0.264085
306 305.801 51 53.0224
306 305.801 62 162.125
306 305.801 64 31.1838
306 305.801 68 24.4255
306 305.801 69 5.5828
306 305.801 71 0.279387
306 305.801 73 450.22
306 305.801 87 0.882268
306 305.801 103 0.282773
306 305.801 121 0.947899
306 305.801 125 0.161412
306 305.801 183 152.306
306 305.801 202 3017.26
307 306.801 6 0.105993
307 306.801 16 0.171102
307 306.801 46 0.133787
307 306.801 47 0.231318
307 306.801 51 51.2104
307 306.801 62 156.505
307 306.801 64 30.1028
307 306.801 68 23.5785
307 306.801 69 5.38927
307 306.801 71 0.256577
307 306.801 73 400.747
307 306.801 87 0.865627
307 306.801 103 0.282846
307 306.801 121 0.928102
307 306.801 125 0.158041
307 306.801 183 135.569
307 306.801 202 3059.83
308 307.801 16 0.149872
308 307.801 46 0.117188
308 307.801 47 0.202617
308 307.801 51 49.4605
308 307.801 62 151.08
308 307.801 64 29.0593
308 307.801 68 22.761
308 307.801 69 5.20245
308 307.801 71 0.235626
308 307.801 73 356.709
308 307.801 87 0.849302
308 307.801 103 0.282919
308 307.801 121 0.908721
308 307.801 125 0.154741
308 307.801 183 120.672
308 307.801 202 3102.87
309 308.801 16 0.131277
309 308.801 46 0.102648
309 308.801 47 0.177477
309 308.801 51 47.7704
309 308.801 62 145.842
309 308.801 64 28.052
309 308.801 68 21.9718
309 308.801 69 5.02211
309 308.801 71 0.216384
309 308.801 73 317.508
309 308.801 87 0.833288
309 308.801 103 0.282994
309 308.801 121 0.889748
309 308.801 125 0.15151
309 308.801 183 107.41
309 308.801 202 3146.39
310 309.801 16 0.114988
310 309.801 47 0.155456
310 309.801 51 46.1382
310 309.801 62 140.787
310 309.801 64 27.0796
310 309.801 68 21.21
310 309.801 69 4.84802
310 309.801 71 0.19871
310 309.801 73 282.614
310 309.801 87 0.817577
310 309.801 103 0.283069
310 309.801 121 0.871173
310 309.801 125 0.148347
310 309.801 183 95.6059
310 309.801 202 3190.39
311 310.801 16 0.100721
311 310.801 47 0.136167
311 310.801 51 44.5619
311 310.801 62 135.907
311 310.801 64 26.1409
311 310.801 68 20.4746
311 310.801 69 4.67998
311 310.801 71 0.182477
311 310.801 73 251.554
311 310.801 87 0.802166
311 310.801 103 0.283146
311 310.801 121 0.85299
311 310.801 125 0.145251
311 310.801 183 85.0984
311 310.801 202 3234.87
312 311.801 47 0.119272
312 311.801 51 43.0396
312 311.801 62 131.196
312 311.801 64 25.2349
312 311.801 68 19.7647
312 311.801 69 4.51777
312 311.801 71 0.167568
312 311.801 73 223.905
312 311.801 87 0.787047
312 311.801 103 0.283224
312 311.801 121 0.835189
312 311.801 125 0.142219
312 311.801 183 75.7453
312 311.801 202 3279.82
313 312.801 47 0.104473
313 312.801 51 41.5694
313 312.801 62 126.649
313 312.801 64 24.3602
313 312.801 68 19.0795
313 312.801 69 4.36118
313 312.801 71 0.153875
313 312.801 73 199.295
313 312.801 87 0.772216
313 312.801 103 0.283303
313 312.801 121 0.817762
313 312.801 125 0.139252
313 312.801 183 67.4198
313 312.801 202 3325.25
314 313.801 51 40.1495
314 313.801 62 122.26
314 313.801 64 23.5159
314 313.801 68 18.4181
314 313.801 69 4.21003
314 313.801 71 0.141299
314 313.801 73 177.389
314 313.801 87 0.757666
314 313.801 103 0.283384
314 313.801 121 0.800701
314 313.801 125 0.136347
314 313.801 183 60.0091
314 313.801 202 3371.17
315 314.801 51 38.7782
315 314.801 62 118.022
315 314.801 64 22.7009
315 314.801 68 17.7796
315 314.801 69 4.06412
315 314.801 71 0.129749
315 314.801 73 157.89
315 314.801 87 0.743393
315 314.801 103 0.283465
315 314.801 121 0.784
315 314.801 125 0.133503
315 314.801 183 53.4127
315 314.801 202 3417.57
316 315.801 51 37.4539
316 315.801 62 113.932
316 315.801 64 21.9142
316 315.801 68 17.1633
316 315.801 69 3.92328
316 315.801 71 0.119141
316 315.801 73 140.533
316 315.801 87 0.729391
316 315.801 103 0.283548
316 315.801 121 0.767649
316 315.801 125 0.130718
316 315.801 183 47.5412
316 315.801 202 3464.45
317 316.801 51 36.1749
317 316.801 62 109.984
317 316.801 64 21.1548
317 316.801 68 16.5684
317 316.801 69 3.78732
317 316.801 71 0.109399
317 316.801 73 125.084
317 316.801 87 0.715655
317 316.801 103 0.283632
317 316.801 121 0.751643
317 316.801 125 0.127993
317 316.801 183 42.3148
317 316.801 202 3511.81
318 317.801 51 34.9397
318 317.801 62 106.173
318 317.801 64 20.4217
318 317.801 68 15.9941
318 317.801 69 3.65608
318 317.801 71 0.100452
318 317.801 73 111.333
318 317.801 87 0.702181
318 317.801 103 0.283718
318 317.801 121 0.735972
318 317.801 125 0.125324
318 317.801 183 37.6629
318 317.801 202 3559.65
319 318.801 51 33.7467
319 318.801 62 102.494
319 318.801 64 19.7141
319 318.801 68 15.4397
319 318.801 69 3.52939
319 318.801 73 99.0925
319 318.801 87 0.688962
319 318.801 103 0.283804
319 318.801 121 0.720631
319 318.801 125 0.122712
319 318.801 183 33.5221
319 318.801 202 3607.98
320 319.801 51 32.5946
320 319.801 62 98.9426
320 319.801 64 19.031
320 319.801 68 14.9046
320 319.801 69 3.4071
320 319.801 73 88.1975
320 319.801 87 0.675994
320 319.801 103 0.283892
320 319.801 121 0.705613
320 319.801 125 0.120155
320 319.801 183 29.8365
320 319.801 202 3656.79
321 320.801 51 31.4819
321 320.801 62 95.5146
321 320.801 64 18.3717
321 320.801 68 14.3881
321 320.801 69 3.28906
321 320.801 73 78.5
321 320.801 87 0.663273
321 320.801 103 0.283981
321 320.801 121 0.69091
321 320.801 125 0.117651
321 320.801 183 26.5559
321 320.801 202 3706.08
322 321.801 51 30.4073
322 321.801 62 92.2055
322 321.801 64 17.7352
322 321.801 68 13.8895
322 321.801 69 3.17511
322 321.801 73 69.8684
322 321.801 87 0.650793
322 321.801 103 0.284072
322 321.801 121 0.676516
322 321.801 125 0.1152
322 321.801 183 23.6359
322 321.801 202 3755.85
323 322.801 51 29.3694
323 322.801 62 89.0113
323 322.801 64 17.1208
323 322.801 68 13.4082
323 322.801 69 3.06512
323 322.801 73 62.1856
323 322.801 87 0.638551
323 322.801 103 0.284163
323 322.801 121 0.662425
323 322.801 125 0.1128
323 322.801 183 21.0368
323 322.801 202 3806.11
324 323.801 51 28.3671
324 323.801 62 85.9279
324 323.801 64 16.5277
324 323.801 68 12.9436
324 323.801 69 2.95894
324 323.801 73 55.3472
324 323.801 87 0.626541
324 323.801 103 0.284257
324 323.801 121 0.648629
324 323.801 125 0.110451
324 323.801 183 18.7235
324 323.801 202 3856.84
325 324.801 51 27.399
325 324.801 62 82.9515
325 324.801 64 15.9552
325 324.801 68 12.4952
325 324.801 69 2.85645
325 324.801 73 49.2606
325 324.801 87 0.61476
325 324.801 103 0.284351
325 324.801 121 0.635124
325 324.801 125 0.108151
325 324.801 183 16.6644
325 324.801 202 3908.05
326 325.801 51 26.4641
326 325.801 62 80.0784
326 325.801 64 15.4026
326 325.801 68 12.0623
326 325.801 69 2.75751
326 325.801 73 43.8431
326 325.801 87 0.603202
326 325.801 103 0.284447
326 325.801 121 0.621902
326 325.801 125 0.1059
326 325.801 183 14.8317
326 325.801 202 3959.74
327 326.801 51 25.5612
327 326.801 62 77.305
327 326.801 64 14.8692
327 326.801 68 11.6444
327 326.801 69 2.66201
327 326.801 73 39.0211
327 326.801 87 0.591863
327 326.801 103 0.284544
327 326.801 121 0.608958
327 326.801 125 0.103696
327 326.801 183 13.2005
327 326.801 202 4011.9
328 327.801 51 24.6892
328 327.801 62 74.6278
328 327.801 64 14.3542
328 327.801 68 11.2411
328 327.801 69 2.56982
328 327.801 73 34.7293
328 327.801 87 0.58074
328 327.801 103 0.284643
328 327.801 121 0.596285
328 327.801 125 0.101538
328 327.801 183 11.7486
328 327.801 202 4064.54
329 328.801 51 23.8469
329 328.801 62 72.0436
329 328.801 64 13.8572
329 328.801 68 10.8517
329 328.801 69 2.48083
329 328.801 73 30.9093
329 328.801 87 0.569829
329 328.801 103 0.284743
329 328.801 121 0.583879
329 328.801 183 10.4563
329 328.801 202 4117.65
330 329.801 51 23.0335
330 329.801 62 69.549
330 329.801 64 13.3774
330 329.801 68 10.4759
330 329.801 69 2.39493
330 329.801 73 27.5093
330 329.801 87 0.559124
330 329.801 103 0.284844
330 329.801 121 0.571734
330 329.801 183 9.30617
330 329.801 202 4171.23
331 330.801 51 22.248
331 330.801 62 67.141
331 330.801 64 12.9142
331 330.801 68 10.1131
331 330.801 69 2.31201
331 330.801 73 24.4832
331 330.801 87 0.548623
331 330.801 103 0.284947
331 330.801 121 0.559843
331 330.801 183 8.28246
331 330.801 202 4225.27
332 331.801 51 21.4893
332 331.801 62 64.8166
332 331.801 64 12.4671
332 331.801 68 9.76286
332 331.801 69 2.23197
332 331.801 73 21.7899
332 331.801 87 0.538322
332 331.801 103 0.285052
332 331.801 121 0.548202
332 331.801 183 7.37132
332 331.801 202 4279.78
333 332.801 51 20.7565
333 332.801 62 62.5728
333 332.801 64 12.0355
333 332.801 68 9.42481
333 332.801 69 2.1547
333 332.801 73 19.3927
333 332.801 87 0.528215
333 332.801 103 0.285158
333 332.801 121 0.536806
333 332.801 183 6.56037
333 332.801 202 4334.74
334 333.801 51 20.0488
334 333.801 62 60.4068
334 333.801 64 11.6189
334 333.801 68 9.09849
334 333.801 69 2.08012
334 333.801 73 17.2591
334 333.801 87 0.518301
334 333.801 103 0.285265
334 333.801 121 0.525648
334 333.801 183 5.8386
334 333.801 202 4390.17
335 334.801 51 19.3653
335 334.801 62 58.3161
335 334.801 64 11.2168
335 334.801 68 8.7835
335 334.801 69 2.00812
335 334.801 73 15.3601
335 334.801 87 0.508575
335 334.801 103 0.285374
335 334.801 121 0.514725
335 334.801 183 5.1962
335 334.801 202 4446.05
336 335.801 51 18.7052
336 335.801 62 56.2978
336 335.801 64 10.8286
336 335.801 68 8.47944
336 335.801 69 1.93862
336 335.801 73 13.67
336 335.801 87 0.499034
336 335.801 103 0.285485
336 335.801 121 0.504031
336 335.801 183 4.62445
336 335.801 202 4502.37
337 336.801 51 18.0676
337 336.801 62 54.3496
337 336.801 64 10.4538
337 336.801 68 8.18593
337 336.801 69 1.87154
337 336.801 73 12.1658
337 336.801 87 0.489674
337 336.801 103 0.285597
337 336.801 121 0.493562
337 336.801 183 4.11559
337 336.801 202 4559.15
338 337.801 51 17.4519
338 337.801 62 52.469
338 337.801 64 10.0921
338 337.801 68 7.90261
338 337.801 69 1.80678
338 337.801 73 10.8271
338 337.801 87 0.480492
338 337.801 103 0.285711
338 337.801 121 0.483312
338 337.801 183 3.6627
338 337.801 202 4616.36
339 338.801 51 16.8572
339 338.801 62 50.6536
339 338.801 64 9.74293
339 338.801 68 7.62912
339 338.801 69 1.74427
339 338.801 73 9.63555
339 338.801 87 0.471484
339 338.801 103 0.285826
339 338.801 121 0.473278
339 338.801 183 3.25962
339 338.801 202 4674.01
340 339.801 51 16.2828
340 339.801 62 48.9012
340 339.801 64 9.40587
340 339.801 68 7.36512
340 339.801 69 1.68392
340 339.801 73 8.57511
340 339.801 87 0.462647
340 339.801 103 0.285943
340 339.801 121 0.463454
340 339.801 183 2.90089
340 339.801 202 4732.09
341 340.801 51 15.7281
341 340.801 62 47.2096
341 340.801 64 9.0805
341 340.801 68 7.11028
341 340.801 69 1.62567
341 340.801 73 7.63133
341 340.801 87 0.453977
341 340.801 103 0.286062
341 340.801 121 0.453836
341 340.801 183 2.58161
341 340.801 202 4790.6
342 341.801 51 15.1923
342 341.801 62 45.5767
342 341.801 64 8.76642
342 341.801 68 6.86428
342 341.801 69 1.56944
342 341.801 73 6.79137
342 341.801 87 0.445472
342 341.801 103 0.286182
342 341.801 121 0.444419
342 341.801 183 2.29746
342 341.801 202 4849.52
343 342.801 51 14.6748
343 342.801 62 44.0004
343 342.801 64 8.46323
343 342.801 68 6.62682
343 342.801 69 1.51516
343 342.801 73 6.04382
343 342.801 87 0.437129
343 342.801 103 0.286304
343 342.801 121 0.435201
343 342.801 183 2.04457
343 342.801 202 4908.87
344 343.801 51 14.1751
344 343.801 62 42.4788
344 343.801 64 8.17056
344 343.801 68 6.3976
344 343.801 69 1.46276
344 343.801 73 5.37852
344 343.801 87 0.428944
344 343.801 103 0.286428
344 343.801 121 0.426175
344 343.801 183 1.81951
344 343.801 202 4968.61
345 344.801 51 13.6924
345 344.801 62 41.01
345 344.801 64 7.88804
345 344.801 68 6.17633
345 344.801 69 1.41219
345 344.801 73 4.78642
345 344.801 87 0.420914
345 344.801 103 0.286553
345 344.801 121 0.417339
345 344.801 183 1.6192
345 344.801 202 5028.77
346 345.801 51 13.2262
346 345.801 62 39.5921
346 345.801 64 7.61531
346 345.801 68 5.96273
346 345.801 69 1.36336
346 345.801 73 4.25947
346 345.801 87 0.413037
346 345.801 103 0.28668
346 345.801 121 0.408688
346 345.801 183 1.44094
346 345.801 202 5089.31
347 346.801 51 12.7759
347 346.801 62 38.2234
347 346.801 64 7.35205
347 346.801 68 5.75654
347 346.801 69 1.31623
347 346.801 73 3.79051
347 346.801 87 0.405309
347 346.801 103 0.286809
347 346.801 121 0.400219
347 346.801 183 1.2823
347 346.801 202 5150.25
348 347.801 51 12.341
348 347.801 62 36.9022
348 347.801 64 7.09792
348 347.801 68 5.55751
348 347.801 69 1.27073
348 347.801 73 3.37315
348 347.801 87 0.397727
348 347.801 103 0.28694
348 347.801 121 0.391927
348 347.801 183 1.14111
348 347.801 202 5211.56
349 348.801 51 11.9209
349 348.801 62 35.6267
349 348.801 64 6.85259
349 348.801 68 5.36538
349 348.801 69 1.22681
349 348.801 73 3.00173
349 348.801 87 0.39029
349 348.801 103 0.287073
349 348.801 121 0.383809
349 348.801 183 1.01546
349 348.801 202 5273.25
350 349.801 51 11.5153
350 349.801 62 34.3955
