timesOfRecord time label Pdensity Pfit
171 170.04 123 0.862241 0.265784
171 170.04 124 1.83358 0.0103927
171 170.04 125 3.90971 0.197281
171 170.04 126 16.9676 0.275315
171 170.04 127 1.36515 0.0552245
171 170.04 128 1.08884 0.311527
171 170.04 129 0.733046 0.0103926
171 170.04 130 0.330785 0.0111979
171 170.04 131 3.40992 0.275315
171 170.04 132 0.275923 0.0113113
171 170.04 133 0.274108 0.0095232
171 170.04 134 0.644726 0.266379
171 170.04 135 0.207241 0.0098624
171 170.04 136 0.198762 0.0113113
171 170.04 137 0.195752 0.00953913
171 170.04 138 0.779658 0.311537
171 170.04 139 0.161002 0.00955977
171 170.04 140 0.155423 0.0098624
171 170.04 141 0.151978 0.00954773
171 170.04 142 1.2536 0.275315
171 170.04 143 0.134046 0.0113113
171 170.04 144 0.130693 0.0103926
171 170.04 145 0.129044 0.00953094
171 170.04 146 0.125213 0.00953913
171 170.04 147 0.122853 0.0111979
171 170.04 148 0.121878 0.00955977
171 170.04 149 0.120841 0.00955977
171 170.04 150 0.11746 0.0111979
171 170.04 151 0.115407 0.0120672
171 170.04 152 0.142648 0.0552245
171 170.04 153 0.108274 0.0103927
171 170.04 155 0.630634 0.275315
171 170.04 156 0.139346 0.185935
171 170.04 157 0.141509 0.151575
171 170.04 158 0.114171 0.140595
171 170.04 161 0.340579 0.265782
171 170.04 162 0.399966 0.311537
171 170.04 163 0.129594 0.151575
171 170.04 166 0.24141 0.265779
171 170.04 167 0.24582 0.311524
171 170.04 168 0.184429 0.266379
171 170.04 169 0.178143 0.266648
171 170.04 170 0.169095 0.266112
171 170.04 171 0.203419 0.40787
171 170.04 172 0.115512 0.140514
171 170.04 173 0.140001 0.311527
171 170.04 174 0.139724 0.311527
171 170.04 175 0.118866 0.312855
171 170.04 176 0.115166 0.265784
171 170.04 177 0.114473 0.266648
172 171.184 3 1712.73 0.0439997
172 171.184 4 1585.51 0.0439997
172 171.184 5 24859.8 4.21253e-06
172 171.184 6 5.86649e+06 0.00675981
172 171.184 9 1.19653e+06 0.204895
172 171.184 11 3.92537e+06 0.00675981
172 171.184 16 7.617e+06 0.158055
172 171.184 17 5863.43 4.21253e-06
172 171.184 46 5.29112e+06 0.20214
172 171.184 47 3.30572e+06 0.248901
172 171.184 51 28423 0.0106406
172 171.184 52 20487.8 0.20214
172 171.184 58 773.273 0.204899
172 171.184 59 75.9574 0.161143
172 171.184 61 3.45711e+06 0.00013325
172 171.184 62 17897.8 0.367236
172 171.184 63 3298.25 0.164839
172 171.184 64 3442.54 0.367236
172 171.184 65 7.09511 0.205228
172 171.184 68 2405.77 0.411327
172 171.184 69 616.289 0.36724
172 171.184 70 0.894085 0.205522
172 171.184 71 14852.3 0.206914
172 171.184 72 0.542514 0.248909
172 171.184 73 0.338824 0.270643
172 171.184 74 0.229413 0.251817
172 171.184 75 0.20988 0.251817
172 171.184 76 0.121578 0.204899
172 171.184 78 0.211928 0.00215553
172 171.184 79 0.140304 0.00013325
172 171.184 80 0.139855 0.00215553
172 171.184 81 0.203345 0.250784
172 171.184 82 0.114546 0.00013325
172 171.184 87 75.4118 0.0113641
172 171.184 90 0.122602 0.0461555
172 171.184 99 0.232755 0.206918
172 171.184 103 2.13922 0.163245
172 171.184 109 0.215067 0.249528
172 171.184 113 0.214128 0.248901
172 171.184 121 27.159 0.259901
172 171.184 122 1.74381 0.205421
172 171.184 123 1.00905 0.158066
172 171.184 124 1.63372 0.00878261
172 171.184 125 4.62474 0.259901
172 171.184 126 20.0672 0.164843
172 171.184 127 1.28982 0.0507975
172 171.184 128 1.35213 0.20214
172 171.184 129 0.653141 0.00878218
172 171.184 130 0.295203 0.0106406
172 171.184 131 4.03283 0.164843
172 171.184 132 0.246301 0.0109196
172 171.184 133 0.243803 0.00675981
172 171.184 134 0.755387 0.159452
172 171.184 135 0.184449 0.00748337
172 171.184 136 0.177424 0.0109196
172 171.184 137 0.174116 0.00679686
172 171.184 138 0.968204 0.202165
172 171.184 139 0.143213 0.00684488
172 171.184 140 0.138329 0.00748337
172 171.184 141 0.135182 0.00681687
172 171.184 142 1.48261 0.164843
172 171.184 143 0.119655 0.0109196
172 171.184 144 0.116447 0.00878218
172 171.184 145 0.114779 0.00677783
172 171.184 146 0.111373 0.00679686
172 171.184 147 0.109638 0.0106406
172 171.184 148 0.108412 0.00684488
172 171.184 149 0.107489 0.00684488
172 171.184 150 0.104825 0.0106406
172 171.184 151 0.103173 0.0126629
172 171.184 152 0.134777 0.0507975
172 171.184 155 0.745837 0.164843
172 171.184 156 0.162517 0.248901
172 171.184 157 0.157722 0.215857
172 171.184 158 0.12555 0.20571
172 171.184 161 0.398565 0.158059
172 171.184 162 0.49669 0.202165
172 171.184 163 0.144442 0.215857
172 171.184 166 0.282511 0.158055
172 171.184 167 0.305259 0.202136
172 171.184 168 0.216084 0.159452
172 171.184 169 0.20883 0.160077
172 171.184 170 0.198014 0.15883
172 171.184 171 0.297107 0.367236
172 171.184 172 0.127004 0.205522
172 171.184 173 0.173853 0.20214
172 171.184 174 0.17351 0.20214
172 171.184 175 0.147994 0.205228
172 171.184 176 0.134774 0.158066
172 171.184 177 0.134193 0.160077
172 171.184 178 0.126133 0.248901
172 171.184 179 0.124738 0.161143
172 171.184 180 0.120729 0.248909
172 171.184 181 0.116009 0.204895
172 171.184 182 0.11452 0.249528
172 171.184 183 0.114621 0.270643
172 171.184 184 0.11 0.252942
173 172.095 3 1610.17 0.0343853
173 172.095 4 1490.56 0.0343853
173 172.095 5 22465.8 5.52119e-06
173 172.095 6 5.33295e+06 0.00511178
173 172.095 9 1.34452e+06 0.234858
173 172.095 11 3.56836e+06 0.00511178
173 172.095 16 7.7542e+06 0.0832477
173 172.095 17 5298.79 5.52119e-06
173 172.095 46 5.60216e+06 0.117726
173 172.095 47 3.86197e+06 0.269249
173 172.095 51 25970.4 0.0119351
173 172.095 52 21692.2 0.117726
173 172.095 58 868.917 0.234864
173 172.095 59 77.6386 0.0886895
173 172.095 61 3.12466e+06 0.000175277
173 172.095 62 22740.2 0.325643
173 172.095 63 3377.5 0.0884018
173 172.095 64 4373.95 0.325643
173 172.095 65 7.54253 0.123168
173 172.095 68 3177.18 0.360127
173 172.095 69 783.033 0.325648
173 172.095 70 1.00549 0.235963
173 172.095 71 16732.7 0.238355
173 172.095 72 0.633808 0.269262
173 172.095 73 0.407129 0.307578
173 172.095 74 0.269029 0.274389
173 172.095 75 0.246124 0.274389
173 172.095 76 0.136615 0.234864
173 172.095 78 0.192059 0.00374042
173 172.095 79 0.126812 0.000175277
173 172.095 80 0.126743 0.00374042
173 172.095 81 0.238142 0.272569
173 172.095 82 0.103531 0.000175277
173 172.095 87 68.9687 0.013153
173 172.095 90 0.115585 0.0381262
173 172.095 99 0.262224 0.238361
173 172.095 103 2.19254 0.092335
173 172.095 109 0.251459 0.270353
173 172.095 113 0.250159 0.269249
173 172.095 121 32.0892 0.281835
173 172.095 122 1.85424 0.12351
173 172.095 123 1.02724 0.0832674
173 172.095 124 1.4891 0.00867783
173 172.095 125 5.46428 0.281835
173 172.095 126 20.5495 0.0884062
173 172.095 127 1.21981 0.039564
173 172.095 128 1.43162 0.117726
173 172.095 129 0.595325 0.00867708
173 172.095 130 0.26973 0.0119351
173 172.095 131 4.12975 0.0884062
173 172.095 132 0.225132 0.0124451
173 172.095 133 0.22163 0.00511178
173 172.095 134 0.770401 0.0857113
173 172.095 135 0.16783 0.00632964
173 172.095 136 0.162175 0.0124451
173 172.095 137 0.158288 0.00517711
173 172.095 138 1.02515 0.11777
173 172.095 139 0.130202 0.00526176
173 172.095 140 0.125866 0.00632964
173 172.095 141 0.122897 0.00521238
173 172.095 142 1.51824 0.0884062
173 172.095 143 0.109371 0.0124451
173 172.095 144 0.106139 0.00867708
173 172.095 145 0.104342 0.00514355
173 172.095 146 0.101249 0.00517711
173 172.095 147 0.100177 0.0119351
173 172.095 152 0.127461 0.039564
173 172.095 155 0.763761 0.0884062
173 172.095 156 0.189864 0.269249
173 172.095 157 0.179239 0.247378
173 172.095 158 0.141228 0.236295
173 172.095 161 0.405746 0.0832521
173 172.095 162 0.525906 0.11777
173 172.095 163 0.164146 0.247378
173 172.095 166 0.2876 0.0832486
173 172.095 167 0.323203 0.117722
173 172.095 168 0.220379 0.0857113
173 172.095 169 0.213155 0.0868131
173 172.095 170 0.201785 0.0846144
173 172.095 171 0.377492 0.325643
173 172.095 172 0.142828 0.235963
173 172.095 173 0.184074 0.117726
173 172.095 174 0.18371 0.117726
173 172.095 175 0.157326 0.123168
173 172.095 176 0.137204 0.0832674
173 172.095 177 0.136972 0.0868128
173 172.095 178 0.147357 0.269249
173 172.095 179 0.127499 0.0886895
173 172.095 180 0.141046 0.269262
173 172.095 181 0.130358 0.234859
173 172.095 182 0.133898 0.270353
173 172.095 183 0.137728 0.307578
173 172.095 184 0.12918 0.276311
173 172.095 185 0.122762 0.234858
173 172.095 186 0.11075 0.0832909
173 172.095 187 0.110002 0.0832486
173 172.095 188 0.117848 0.325648
173 172.095 189 0.109874 0.0868135
173 172.095 190 0.109869 0.0868889
173 172.095 191 0.11 0.0832674
174 173.054 3 1492.47 0.021206
174 173.054 4 1381.61 0.021206
174 173.054 5 20172.8 6.53993e-06
174 173.054 6 4.8123e+06 0.0035826
174 173.054 9 1.56192e+06 0.216343
174 173.054 11 3.21999e+06 0.0035826
174 173.054 16 7.437e+06 0.0362759
174 173.054 17 4757.97 6.53993e-06
174 173.054 46 5.54592e+06 0.0575684
174 173.054 47 4.62805e+06 0.23755
174 173.054 51 23663 0.0142449
174 173.054 52 21474.4 0.0575684
174 173.054 58 1009.42 0.21635
174 173.054 59 75.038 0.0447983
174 173.054 61 2.80633e+06 0.000208266
174 173.054 62 28471.5 0.264389
174 173.054 63 3255.46 0.0399247
174 173.054 64 5476.33 0.264389
174 173.054 65 7.52435 0.0660908
174 173.054 68 4103.09 0.285682
174 173.054 69 980.388 0.264393
174 173.054 70 1.16986 0.218073
174 173.054 71 19532.4 0.221748
174 173.054 72 0.759547 0.237571
174 173.054 73 0.514512 0.297592
174 173.054 74 0.324705 0.245602
174 173.054 75 0.29706 0.245602
174 173.054 76 0.158706 0.21635
174 173.054 78 0.17337 0.00579305
174 173.054 79 0.113893 0.000208266
174 173.054 80 0.11441 0.00579305
174 173.054 81 0.2867 0.242752
174 173.054 87 62.948 0.0160885
174 173.054 90 0.107703 0.0269997
174 173.054 99 0.306103 0.221755
174 173.054 103 2.12998 0.0504419
174 173.054 109 0.301803 0.239281
174 173.054 113 0.299781 0.23755
174 173.054 121 39.0432 0.252843
174 173.054 122 1.85067 0.066629
174 173.054 123 0.985247 0.0363068
174 173.054 124 1.35055 0.00916881
174 173.054 125 6.64844 0.252843
174 173.054 126 19.807 0.0399288
174 173.054 127 1.13633 0.0248935
174 173.054 128 1.41725 0.0575684
174 173.054 129 0.539934 0.00916836
174 173.054 130 0.245766 0.0142449
174 173.054 131 3.98055 0.0399288
174 173.054 132 0.205281 0.0150703
174 173.054 133 0.199993 0.0035826
174 173.054 134 0.741466 0.0401351
174 173.054 135 0.151702 0.00542616
174 173.054 136 0.147875 0.0150703
174 173.054 137 0.142848 0.00368494
174 173.054 138 1.01493 0.0576372
174 173.054 139 0.117516 0.00381755
174 173.054 140 0.113771 0.00542616
174 173.054 141 0.110915 0.00374018
174 173.054 142 1.46338 0.0399288
174 173.054 152 0.118739 0.0248935
174 173.054 155 0.736167 0.0399288
174 173.054 156 0.227526 0.23755
174 173.054 157 0.211396 0.23153
174 173.054 158 0.164392 0.218594
174 173.054 161 0.38915 0.0362799
174 173.054 162 0.520658 0.0576372
174 173.054 163 0.193596 0.23153
174 173.054 166 0.275836 0.0362772
174 173.054 167 0.319957 0.0575643
174 173.054 168 0.212102 0.0401351
174 173.054 169 0.205469 0.041861
174 173.054 170 0.193905 0.0384168
174 173.054 171 0.472632 0.264389
174 173.054 172 0.166178 0.218073
174 173.054 173 0.182226 0.0575684
174 173.054 174 0.181866 0.0575684
174 173.054 175 0.156947 0.0660908
174 173.054 176 0.131595 0.0363068
174 173.054 177 0.132033 0.0418606
174 173.054 178 0.176587 0.23755
174 173.054 179 0.123228 0.0447983
174 173.054 180 0.169027 0.237571
174 173.054 181 0.151436 0.216344
174 173.054 182 0.160705 0.239281
174 173.054 183 0.174055 0.297592
174 173.054 184 0.156326 0.248541
174 173.054 185 0.142611 0.216343
174 173.054 186 0.106226 0.0363435
174 173.054 187 0.105502 0.0362772
174 173.054 188 0.147551 0.264393
174 173.054 189 0.105912 0.0418617
174 173.054 190 0.105915 0.0419155
174 173.054 191 0.105503 0.0363068
174 173.054 192 0.130731 0.245602
174 173.054 193 0.107815 0.0401351
174 173.054 194 0.108228 0.0401351
174 173.054 195 0.11287 0.242752
175 174.015 3 1365.83 0.0107476
175 174.015 4 1264.38 0.0107476
175 174.015 5 18069.4 7.01672e-06
175 174.015 6 4.32792e+06 0.00239001
175 174.015 9 1.80584e+06 0.157966
175 174.015 11 2.89588e+06 0.00239001
175 174.015 16 6.88557e+06 0.0146989
175 174.015 17 4261.85 7.01672e-06
175 174.015 46 5.24632e+06 0.0255182
175 174.015 47 5.46435e+06 0.168708
175 174.015 51 21647 0.0170818
175 174.015 52 20314.4 0.0255182
175 174.015 58 1167.07 0.157973
175 174.015 59 70.4258 0.0264661
175 174.015 61 2.51443e+06 0.00022399
175 174.015 62 34631.6 0.188854
175 174.015 63 3026.57 0.0171804
175 174.015 64 6661.18 0.188854
175 174.015 65 7.2152 0.0372854
175 174.015 68 5096.85 0.199669
175 174.015 69 1192.51 0.188858
175 174.015 70 1.35623 0.160355
175 174.015 71 22773.8 0.165355
175 174.015 72 0.89683 0.168737
175 174.015 73 0.667115 0.251626
175 174.015 74 0.388242 0.179828
175 174.015 75 0.355187 0.179828
175 174.015 76 0.183492 0.157973
175 174.015 78 0.156732 0.00793653
175 174.015 79 0.102046 0.00022399
175 174.015 80 0.10343 0.00793653
175 174.015 81 0.341274 0.175891
175 174.015 87 57.7527 0.0195661
175 174.015 99 0.356904 0.165362
175 174.015 103 2.01705 0.0341962
175 174.015 109 0.357306 0.171098
175 174.015 113 0.353953 0.168708
175 174.015 121 47.1362 0.187269
175 174.015 122 1.77615 0.0380307
175 174.015 123 0.912239 0.0147416
175 174.015 124 1.22552 0.0101045
175 174.015 125 8.02655 0.187269
175 174.015 126 18.4145 0.0171838
175 174.015 127 1.04429 0.0132824
175 174.015 128 1.34068 0.0255182
175 174.015 129 0.489949 0.0101039
175 174.015 130 0.224827 0.0170818
175 174.015 131 3.70069 0.0171838
175 174.015 132 0.188043 0.0182544
175 174.015 133 0.179863 0.00239001
175 174.015 134 0.690733 0.0200285
175 174.015 135 0.136831 0.00487433
175 174.015 136 0.135458 0.0182544
175 174.015 137 0.128491 0.00253135
175 174.015 138 0.960203 0.0256131
175 174.015 139 0.105727 0.00271447
175 174.015 140 0.102618 0.00487433
175 174.015 142 1.3605 0.0171838
175 174.015 152 0.109121 0.0132824
175 174.015 155 0.684411 0.0171838
175 174.015 156 0.268641 0.168708
175 174.015 157 0.249879 0.176381
175 174.015 158 0.190737 0.161074
175 174.015 161 0.360298 0.0147023
175 174.015 162 0.492585 0.0256131
175 174.015 163 0.228839 0.176381
175 174.015 166 0.255384 0.0147008
175 174.015 167 0.302671 0.0255148
175 174.015 168 0.197589 0.0200285
175 174.015 169 0.191938 0.0224119
175 174.015 170 0.180143 0.0176556
175 174.015 171 0.574891 0.188854
175 174.015 172 0.192651 0.160355
175 174.015 173 0.172381 0.0255182
175 174.015 174 0.172041 0.0255182
175 174.015 175 0.150499 0.0372854
175 174.015 176 0.121844 0.0147416
175 174.015 177 0.123338 0.0224114
175 174.015 178 0.208497 0.168708
175 174.015 179 0.115654 0.0264661
175 174.015 180 0.199578 0.168737
175 174.015 181 0.175085 0.157967
175 174.015 182 0.19026 0.171098
175 174.015 183 0.225679 0.251626
175 174.015 184 0.187767 0.183811
175 174.015 185 0.164882 0.157966
175 174.015 188 0.179476 0.188858
175 174.015 192 0.156312 0.179828
175 174.015 193 0.100438 0.0200285
175 174.015 194 0.100822 0.0200285
175 174.015 195 0.134355 0.175891
175 174.015 196 0.128577 0.168708
175 174.015 197 0.103197 0.0147416
175 174.015 198 0.11 0.187269
176 175.197 3 1204.93 0.00389989
176 175.197 4 1115.43 0.00389989
176 175.197 5 15709.4 7.07135e-06
176 175.197 6 3.7776e+06 0.00142931
176 175.197 9 2.0183e+06 0.0833617
176 175.197 11 2.52765e+06 0.00142931
176 175.197 16 6.10107e+06 0.00487373
176 175.197 17 3705.23 7.07135e-06
176 175.197 46 4.71764e+06 0.00882664
176 175.197 47 6.19555e+06 0.0872492
176 175.197 51 19585.6 0.0209004
176 175.197 52 18267.2 0.00882664
176 175.197 58 1304.4 0.0833688
176 175.197 59 64.2245 0.0205052
176 175.197 61 2.18704e+06 0.000226205
176 175.197 62 40995.9 0.109618
176 175.197 63 2693.01 0.00642457
176 175.197 64 7885.32 0.109618
176 175.197 65 6.67741 0.0244581
176 175.197 68 6121.16 0.113559
176 175.197 69 1411.67 0.109621
176 175.197 70 1.52455 0.0865366
176 175.197 71 25908 0.0930829
176 175.197 72 1.01691 0.0872875
176 175.197 73 0.922231 0.197413
176 175.197 74 0.452127 0.102023
176 175.197 75 0.413633 0.102023
176 175.197 76 0.205083 0.0833688
176 175.197 78 0.138926 0.010473
176 175.197 81 0.393688 0.0967927
176 175.197 87 52.5678 0.0241319
176 175.197 99 0.406027 0.09309
176 175.197 103 1.87437 0.0307041
176 175.197 109 0.407456 0.0904241
176 175.197 113 0.401316 0.0872492
176 175.197 121 55.7791 0.110163
176 175.197 122 1.64677 0.0254507
176 175.197 123 0.808389 0.0049304
176 175.197 124 1.0901 0.0116787
176 175.197 125 9.4983 0.110163
176 175.197 126 16.3851 0.00642704
176 175.197 127 0.92526 0.00552166
176 175.197 128 1.20558 0.00882664
176 175.197 129 0.435807 0.0116779
176 175.197 130 0.203417 0.0209004
176 175.197 131 3.29286 0.00642704
176 175.197 132 0.170633 0.0225066
176 175.197 133 0.156992 0.00142931
176 175.197 134 0.620073 0.0119546
176 175.197 135 0.120153 0.0046608
176 175.197 136 0.122916 0.0225066
176 175.197 137 0.112191 0.00161709
176 175.197 138 0.863642 0.00895286
176 175.197 142 1.21057 0.00642704
176 175.197 155 0.608985 0.00642704
176 175.197 156 0.304588 0.0872492
176 175.197 157 0.291393 0.106082
176 175.197 158 0.21478 0.0874917
176 175.197 161 0.31925 0.0048762
176 175.197 162 0.443049 0.00895286
176 175.197 163 0.266857 0.106082
176 175.197 166 0.226288 0.00487623
176 175.197 167 0.272168 0.00882417
176 175.197 168 0.177377 0.0119546
176 175.197 169 0.173311 0.0151211
176 175.197 170 0.160778 0.00880193
176 175.197 171 0.68054 0.109618
176 175.197 172 0.216561 0.0865366
176 175.197 173 0.15501 0.00882664
176 175.197 174 0.154704 0.00882664
176 175.197 175 0.139281 0.0244581
176 175.197 176 0.107973 0.0049304
176 175.197 177 0.111369 0.0151205
176 175.197 178 0.236397 0.0872492
176 175.197 179 0.10547 0.0205052
176 175.197 180 0.226299 0.0872875
176 175.197 181 0.195685 0.083364
176 175.197 182 0.216964 0.0904241
176 175.197 183 0.311983 0.197413
176 175.197 184 0.220746 0.107219
176 175.197 185 0.184281 0.0833617
176 175.197 188 0.212459 0.109621
176 175.197 192 0.182033 0.102023
176 175.197 195 0.15499 0.0967927
176 175.197 196 0.145782 0.0872492
176 175.197 198 0.13017 0.110163
176 175.197 200 0.121783 0.109621
177 176.116 3 1081.96 0.00158418
177 176.116 4 1001.59 0.00158418
177 176.116 5 14031.3 6.54873e-06
177 176.116 6 3.38199e+06 0.000921558
177 176.116 9 2.04294e+06 0.0428328
177 176.116 11 2.26295e+06 0.000921558
177 176.116 16 5.48609e+06 0.00206077
177 176.116 17 3309.43 6.54873e-06
177 176.116 46 4.26517e+06 0.00368425
177 176.116 47 6.30415e+06 0.0444019
177 176.116 51 18275.9 0.0227223
177 176.116 52 16515.2 0.00368425
177 176.116 58 1320.34 0.0428393
177 176.116 59 59.7044 0.019592
177 176.116 61 1.95425e+06 0.000209716
177 176.116 62 43690.3 0.0687518
177 176.116 63 2427.9 0.00311861
177 176.116 64 8403.57 0.0687518
177 176.116 65 6.24112 0.0212154
177 176.116 68 6558.21 0.0703603
177 176.116 69 1504.45 0.0687537
177 176.116 70 1.55352 0.0463938
177 176.116 71 26765.2 0.0536686
177 176.116 72 1.03482 0.0444448
177 176.116 73 1.18079 0.167965
177 176.116 74 0.474585 0.0609727
177 176.116 75 0.434179 0.0609727
177 176.116 76 0.20759 0.0428393
177 176.116 78 0.126879 0.0117028
177 176.116 81 0.408722 0.0551062
177 176.116 87 49.3883 0.0263042
177 176.116 99 0.419467 0.0536751
177 176.116 103 1.78052 0.0309878
177 176.116 109 0.417381 0.0479629
177 176.116 113 0.408351 0.0444019
177 176.116 121 59.5189 0.0694208
177 176.116 122 1.54242 0.0223303
177 176.116 123 0.726992 0.00212433
177 176.116 124 0.997486 0.0124176
177 176.116 125 10.1351 0.0694208
177 176.116 126 14.7722 0.00312044
177 176.116 127 0.833135 0.00272161
177 176.116 128 1.08996 0.00368425
177 176.116 129 0.398781 0.0124167
177 176.116 130 0.189815 0.0227223
177 176.116 131 2.96871 0.00312044
177 176.116 132 0.159772 0.0245624
177 176.116 133 0.140551 0.000921558
177 176.116 134 0.566045 0.0100029
177 176.116 135 0.10831 0.00450346
177 176.116 136 0.115092 0.0245624
177 176.116 137 0.100482 0.00113217
177 176.116 138 0.781021 0.00382581
177 176.116 142 1.0914 0.00312044
177 176.116 155 0.549037 0.00312044
177 176.116 156 0.309927 0.0444019
177 176.116 157 0.309185 0.0676348
177 176.116 158 0.219303 0.0474651
177 176.116 161 0.287071 0.0020626
177 176.116 162 0.400665 0.00382581
177 176.116 163 0.283151 0.0676348
177 176.116 166 0.20348 0.00206358
177 176.116 167 0.246064 0.00368241
177 176.116 168 0.161921 0.0100029
177 176.116 169 0.15928 0.0135545
177 176.116 170 0.145787 0.00646675
177 176.116 171 0.725267 0.0687518
177 176.116 172 0.220676 0.0463938
177 176.116 173 0.140143 0.00368425
177 176.116 174 0.139867 0.00368425
177 176.116 175 0.130181 0.0212154
177 176.116 177 0.102352 0.0135538
177 176.116 178 0.24054 0.0444019
177 176.116 180 0.230285 0.0444448
177 176.116 181 0.198075 0.0428354
177 176.116 182 0.222249 0.0479629
177 176.116 183 0.399451 0.167965
177 176.116 184 0.23424 0.0667323
177 176.116 185 0.186531 0.0428328
177 176.116 188 0.226424 0.0687537
177 176.116 192 0.191075 0.0609727
177 176.116 195 0.160908 0.0551062
177 176.116 196 0.148338 0.0444019
177 176.116 198 0.138897 0.0694208
177 176.116 200 0.129787 0.0687537
177 176.116 201 0.111768 0.0553105
178 177.266 3 937.786 0.000496706
178 177.266 4 868.127 0.000496706
178 177.266 5 12127.2 5.5284e-06
178 177.266 6 2.92917e+06 0.000520993
178 177.266 9 1.9217e+06 0.0170285
178 177.266 11 1.95995e+06 0.000520993
178 177.266 16 4.75989e+06 0.000727967
178 177.266 17 2860.33 5.5284e-06
178 177.266 46 3.7115e+06 0.00125035
178 177.266 47 5.94658e+06 0.0175104
178 177.266 51 16915.2 0.023239
178 177.266 52 14371.4 0.00125035
178 177.266 58 1242.01 0.017034
178 177.266 59 54.6453 0.019033
178 177.266 61 1.69e+06 0.000177212
178 177.266 62 44337.7 0.0424985
178 177.266 63 2111.85 0.00139124
178 177.266 64 8528.09 0.0424985
178 177.266 65 5.72905 0.0195554
178 177.266 68 6674.49 0.0430061
178 177.266 69 1526.75 0.0424997
178 177.266 70 1.47722 0.020747
178 177.266 71 26015.7 0.0282696
178 177.266 72 0.976249 0.0175552
178 177.266 73 1.61357 0.146537
178 177.266 74 0.470734 0.034814
178 177.266 75 0.430656 0.034814
178 177.266 76 0.195274 0.017034
178 177.266 78 0.113639 0.0121786
178 177.266 81 0.398266 0.028688
178 177.266 87 46.209 0.0269388
178 177.266 99 0.407728 0.0282751
178 177.266 103 1.68699 0.0308916
178 177.266 109 0.397987 0.0212289
178 177.266 113 0.385189 0.0175104
178 177.266 121 60.5216 0.0431942
178 177.266 122 1.42068 0.020721
178 177.266 123 0.630882 0.000794344
178 177.266 124 0.89477 0.0125254
178 177.266 125 10.3059 0.0431942
178 177.266 126 12.8493 0.00139244
178 177.266 127 0.724119 0.00124312
178 177.266 128 0.948465 0.00125035
178 177.266 129 0.357716 0.0125244
178 177.266 130 0.175683 0.023239
178 177.266 131 2.58227 0.00139244
178 177.266 132 0.148716 0.0252073
178 177.266 133 0.121732 0.000520993
178 177.266 134 0.503166 0.0090213
178 177.266 136 0.107128 0.0252073
178 177.266 138 0.679928 0.00139818
178 177.266 142 0.949329 0.00139244
178 177.266 155 0.477568 0.00139244
178 177.266 156 0.292348 0.0175104
178 177.266 157 0.313318 0.0424858
178 177.266 158 0.209211 0.0218656
178 177.266 161 0.249072 0.000729172
178 177.266 162 0.348804 0.00139818
178 177.266 163 0.286936 0.0424858
178 177.266 166 0.176547 0.000730901
178 177.266 167 0.214121 0.00124914
178 177.266 168 0.143934 0.0090213
178 177.266 169 0.143128 0.01273
178 177.266 170 0.128202 0.00532879
178 177.266 171 0.736014 0.0424985
178 177.266 172 0.209838 0.020747
178 177.266 173 0.121951 0.00125035
178 177.266 174 0.12171 0.00125035
178 177.266 175 0.1195 0.0195554
178 177.266 178 0.226897 0.0175104
178 177.266 180 0.217252 0.0175552
178 177.266 181 0.186322 0.0170312
178 177.266 182 0.211922 0.0212289
178 177.266 183 0.545857 0.146537
178 177.266 184 0.236398 0.0407545
178 177.266 185 0.175461 0.0170285
178 177.266 188 0.22978 0.0424997
178 177.266 192 0.189525 0.034814
178 177.266 195 0.156792 0.028688
178 177.266 196 0.139924 0.0175104
178 177.266 198 0.141237 0.0431942
178 177.266 200 0.131711 0.0424997
178 177.266 201 0.109192 0.030058
179 178.586 3 790.601 0.000147342
179 178.586 4 731.875 0.000147342
179 178.586 5 10212.5 4.59436e-06
179 178.586 6 2.47044e+06 0.000291069
179 178.586 9 1.68821e+06 0.00630009
179 178.586 11 1.65301e+06 0.000291069
179 178.586 16 4.01537e+06 0.000254739
179 178.586 17 2408.72 4.59436e-06
179 178.586 46 3.13476e+06 0.000418703
179 178.586 47 5.22966e+06 0.00643439
179 178.586 51 15587 0.0235449
179 178.586 52 12138.2 0.000418703
179 178.586 58 1091.12 0.00630468
179 178.586 59 49.5126 0.0190311
179 178.586 61 1.42404e+06 0.00014739
179 178.586 62 42945.8 0.0317355
179 178.586 63 1785.26 0.000691717
179 178.586 64 8260.37 0.0317355
179 178.586 65 5.1972 0.019195
179 178.586 68 6472.38 0.0318864
179 178.586 69 1478.83 0.0317363
179 178.586 70 1.31669 0.0101146
179 178.586 71 23875.1 0.0177608
179 178.586 72 0.858702 0.00648036
179 178.586 73 2.3286 0.138792
179 178.586 74 0.442838 0.0241847
179 178.586 75 0.405135 0.0241847
179 178.586 76 0.171551 0.00630468
179 178.586 78 0.100352 0.0124586
179 178.586 81 0.365845 0.0179006
179 178.586 87 43.1948 0.0273069
179 178.586 99 0.374186 0.0177654
179 178.586 103 1.60056 0.0311621
179 178.586 109 0.35512 0.0102489
179 178.586 113 0.338751 0.00643439
179 178.586 121 58.7881 0.0325376
179 178.586 122 1.29466 0.020392
179 178.586 123 0.532341 0.000322829
179 178.586 124 0.79088 0.0126054
179 178.586 125 10.0107 0.0325376
179 178.586 126 10.8622 0.000692497
179 178.586 127 0.611948 0.000669648
179 178.586 128 0.801081 0.000418703
179 178.586 129 0.316181 0.0126044
179 178.586 130 0.161888 0.0235449
