timesOfRecord time label Pdensity Pfit
1 1 1 173669 0.656935
2 2 1 455128 0.589255
3 2.34402 1 686955 0.506675
4 3.02983 1 1.58858e+06 0.498147
4 3.02983 2 0.205078 0.498147
4 3.02983 3 0.170286 0.498147
4 3.02983 4 0.157637 0.498147
4 3.02983 5 0.11 0.498147
5 4.17458 1 5.91988e+06 0.477446
5 4.17458 2 0.764227 0.477446
5 4.17458 3 0.634576 0.477446
5 4.17458 4 0.587439 0.477446
5 4.17458 5 0.409917 0.477446
5 4.17458 6 0.251432 0.477446
5 4.17458 7 0.249669 0.477446
5 4.17458 8 0.247763 0.477446
5 4.17458 9 0.20385 0.477446
5 4.17458 10 0.186399 0.477446
5 4.17458 11 0.168237 0.477446
5 4.17458 12 0.161726 0.477446
5 4.17458 13 0.158427 0.477446
5 4.17458 14 0.152865 0.477446
5 4.17458 15 0.11 0.477446
6 5.04527 1 1.22743e+07 0.484006
6 5.04527 2 1.58455 0.484006
6 5.04527 3 1.31573 0.484007
6 5.04527 4 1.218 0.484007
6 5.04527 5 0.849924 0.484007
6 5.04527 6 0.521319 0.484007
6 5.04527 7 0.517663 0.484006
6 5.04527 8 0.513711 0.484006
6 5.04527 9 0.422662 0.484007
6 5.04527 10 0.386481 0.484006
6 5.04527 11 0.348823 0.484007
6 5.04527 12 0.335322 0.484006
6 5.04527 13 0.328483 0.484006
6 5.04527 14 0.316951 0.484006
6 5.04527 15 0.228074 0.484006
6 5.04527 16 0.220731 0.484007
6 5.04527 17 0.200463 0.484007
6 5.04527 18 0.175339 0.484006
6 5.04527 19 0.165079 0.484006
6 5.04527 20 0.15876 0.484006
6 5.04527 21 0.153615 0.484006
6 5.04527 22 0.142455 0.484006
6 5.04527 23 0.139798 0.484006
6 5.04527 24 0.126177 0.484007
6 5.04527 25 0.11 0.484006
7 6.14459 1 1.87448e+07 0.407815
7 6.14459 2 2.41986 0.407815
7 6.14459 3 2.00933 0.407818
7 6.14459 4 1.86008 0.407818
7 6.14459 5 1.29797 0.407817
7 6.14459 6 0.796137 0.407817
7 6.14459 7 0.790552 0.407815
7 6.14459 8 0.784517 0.407815
7 6.14459 9 0.645472 0.407816
7 6.14459 10 0.590216 0.407815
7 6.14459 11 0.532709 0.407817
7 6.14459 12 0.51209 0.407815
7 6.14459 13 0.501646 0.407815
7 6.14459 14 0.484033 0.407815
7 6.14459 15 0.348305 0.407815
7 6.14459 16 0.337091 0.407817
7 6.14459 17 0.306139 0.407817
7 6.14459 18 0.267769 0.407815
7 6.14459 19 0.252102 0.407815
7 6.14459 20 0.242451 0.407815
7 6.14459 21 0.234595 0.407815
7 6.14459 22 0.217551 0.407815
7 6.14459 23 0.213493 0.407815
7 6.14459 24 0.192692 0.407816
7 6.14459 25 0.167987 0.407815
7 6.14459 26 0.155595 0.407817
7 6.14459 27 0.147061 0.407817
7 6.14459 28 0.145823 0.407815
7 6.14459 29 0.142367 0.407815
7 6.14459 30 0.13491 0.407815
7 6.14459 31 0.133956 0.407818
7 6.14459 32 0.121707 0.407816
7 6.14459 33 0.120795 0.407817
7 6.14459 34 0.119682 0.407815
7 6.14459 35 0.119145 0.407815
8 7.34393 1 1.99254e+07 0.32936
8 7.34393 2 2.57227 0.32936
8 7.34393 3 2.1359 0.329387
8 7.34393 4 1.97724 0.329387
8 7.34393 5 1.37973 0.329381
8 7.34393 6 0.846286 0.329384
8 7.34393 7 0.840346 0.32936
8 7.34393 8 0.833931 0.32936
8 7.34393 9 0.686129 0.329376
8 7.34393 10 0.627391 0.32936
8 7.34393 11 0.566264 0.329384
8 7.34393 12 0.544344 0.32936
8 7.34393 13 0.533242 0.32936
8 7.34393 14 0.514521 0.32936
8 7.34393 15 0.370243 0.32936
8 7.34393 16 0.358324 0.329379
8 7.34393 17 0.325422 0.329381
8 7.34393 18 0.284635 0.32936
8 7.34393 19 0.267981 0.32936
8 7.34393 20 0.257722 0.32936
8 7.34393 21 0.249371 0.32936
8 7.34393 22 0.231254 0.32936
8 7.34393 23 0.22694 0.32936
8 7.34393 24 0.204829 0.329376
8 7.34393 25 0.178568 0.32936
8 7.34393 26 0.165395 0.329379
8 7.34393 27 0.156324 0.329381
8 7.34393 28 0.155007 0.32936
8 7.34393 29 0.151334 0.32936
8 7.34393 30 0.143408 0.32936
8 7.34393 31 0.142394 0.329387
8 7.34393 32 0.129373 0.329376
8 7.34393 33 0.128404 0.329379
8 7.34393 34 0.12722 0.32936
8 7.34393 35 0.12665 0.32936
8 7.34393 36 0.114074 0.32936
8 7.34393 37 0.113392 0.32936
8 7.34393 38 0.110784 0.32936
8 7.34393 39 0.110253 0.32936
8 7.34393 40 0.110228 0.329387
8 7.34393 41 0.11 0.32936
9 8.79509 1 1.81642e+07 0.274744
9 8.79509 2 2.34491 0.274744
9 8.79509 3 1.94714 0.275106
9 8.79509 4 1.8025 0.275106
9 8.79509 5 1.25779 0.275027
9 8.79509 6 0.771493 0.27507
9 8.79509 7 0.766067 0.274744
9 8.79509 8 0.760219 0.274744
9 8.79509 9 0.625487 0.274959
9 8.79509 10 0.571935 0.274744
9 8.79509 11 0.516218 0.27507
9 8.79509 12 0.496229 0.274744
9 8.79509 13 0.486108 0.274744
9 8.79509 14 0.469041 0.274744
9 8.79509 15 0.337517 0.274744
9 8.79509 16 0.326655 0.274997
9 8.79509 17 0.296662 0.275027
9 8.79509 18 0.259476 0.274744
9 8.79509 19 0.244294 0.274744
9 8.79509 20 0.234942 0.274744
9 8.79509 21 0.227329 0.274744
9 8.79509 22 0.210813 0.274744
9 8.79509 23 0.20688 0.274744
9 8.79509 24 0.186726 0.274959
9 8.79509 25 0.162784 0.274744
9 8.79509 26 0.150777 0.274997
9 8.79509 27 0.142508 0.275027
9 8.79509 28 0.141306 0.274744
9 8.79509 29 0.137958 0.274744
9 8.79509 30 0.130732 0.274744
9 8.79509 31 0.129809 0.275106
9 8.79509 32 0.117939 0.274959
9 8.79509 33 0.117056 0.274997
9 8.79509 34 0.115975 0.274744
9 8.79509 35 0.115455 0.274744
9 8.79509 36 0.10399 0.274744
9 8.79509 37 0.103369 0.274744
9 8.79509 38 0.100992 0.274744
9 8.79509 39 0.100508 0.274744
9 8.79509 40 0.100487 0.275106
9 8.79509 41 0.100277 0.274744
9 8.79509 42 0.102292 0.274744
10 9.79509 1 1.66144e+07 0.307869
10 9.79509 2 2.14484 0.307869
10 9.79509 3 1.78107 0.310165
10 9.79509 4 1.64877 0.310165
10 9.79509 5 1.1505 0.309663
10 9.79509 6 0.705691 0.309934
10 9.79509 7 0.700706 0.307869
10 9.79509 8 0.695357 0.307869
10 9.79509 9 0.572133 0.309235
10 9.79509 10 0.523138 0.307869
10 9.79509 11 0.472189 0.309934
10 9.79509 12 0.453891 0.307869
10 9.79509 13 0.444634 0.307869
10 9.79509 14 0.429023 0.307869
10 9.79509 15 0.30872 0.307869
10 9.79509 16 0.298792 0.309475
10 9.79509 17 0.271358 0.309663
10 9.79509 18 0.237337 0.307869
10 9.79509 19 0.223451 0.307869
10 9.79509 20 0.214897 0.307869
10 9.79509 21 0.207933 0.307869
10 9.79509 22 0.192826 0.307869
10 9.79509 23 0.189229 0.307869
10 9.79509 24 0.170798 0.309235
10 9.79509 25 0.148895 0.307869
10 9.79509 26 0.137916 0.309475
10 9.79509 27 0.130353 0.309663
10 9.79509 28 0.12925 0.307869
10 9.79509 29 0.126187 0.307869
10 9.79509 30 0.119578 0.307869
10 9.79509 31 0.118738 0.310165
10 9.79509 32 0.107879 0.309235
10 9.79509 33 0.107071 0.309475
10 9.79509 34 0.10608 0.307869
10 9.79509 35 0.105604 0.307869
11 10.6233 1 1.53611e+07 0.347483
11 10.6233 2 1.98304 0.347483
11 10.6233 3 1.64682 0.357071
11 10.6233 4 1.52449 0.357071
11 10.6233 5 1.06377 0.354977
11 10.6233 6 0.652495 0.35611
11 10.6233 7 0.647847 0.347483
11 10.6233 8 0.642901 0.347483
11 10.6233 9 0.528994 0.353187
11 10.6233 10 0.483674 0.347483
11 10.6233 11 0.436595 0.35611
11 10.6233 12 0.419651 0.347483
11 10.6233 13 0.411092 0.347483
11 10.6233 14 0.396659 0.347483
11 10.6233 15 0.285431 0.347483
11 10.6233 16 0.276265 0.354189
11 10.6233 17 0.2509 0.354977
11 10.6233 18 0.219433 0.347483
11 10.6233 19 0.206594 0.347483
11 10.6233 20 0.198686 0.347483
11 10.6233 21 0.192247 0.347483
11 10.6233 22 0.17828 0.347483
11 10.6233 23 0.174954 0.347483
11 10.6233 24 0.15792 0.353187
11 10.6233 25 0.137663 0.347483
11 10.6233 26 0.127518 0.354189
11 10.6233 27 0.120526 0.354977
11 10.6233 28 0.1195 0.347483
11 10.6233 29 0.116668 0.347483
11 10.6233 30 0.110557 0.347483
11 10.6233 31 0.109788 0.357071
11 10.6233 43 0.11 0.347483
12 11.6233 1 1.39402e+07 0.293202
12 11.6233 2 1.79961 0.293202
12 11.6233 3 1.49478 0.327226
12 11.6233 4 1.38374 0.327226
12 11.6233 5 0.965514 0.319794
12 11.6233 6 0.592241 0.323815
12 11.6233 7 0.587921 0.293202
12 11.6233 8 0.583432 0.293202
12 11.6233 9 0.480116 0.313442
12 11.6233 10 0.438934 0.293202
12 11.6233 11 0.396278 0.323815
12 11.6233 12 0.380832 0.293202
12 11.6233 13 0.373065 0.293202
12 11.6233 14 0.359967 0.293202
12 11.6233 15 0.259028 0.293202
12 11.6233 16 0.250744 0.317
12 11.6233 17 0.227726 0.319794
12 11.6233 18 0.199136 0.293202
12 11.6233 19 0.187484 0.293202
12 11.6233 20 0.180307 0.293202
12 11.6233 21 0.174464 0.293202
12 11.6233 22 0.161789 0.293202
12 11.6233 23 0.158771 0.293202
12 11.6233 24 0.143329 0.313442
12 11.6233 25 0.124929 0.293202
12 11.6233 26 0.115738 0.317
12 11.6233 27 0.109394 0.319794
12 11.6233 28 0.108446 0.293202
12 11.6233 29 0.105876 0.293202
12 11.6233 30 0.10033 0.293202
13 12.6233 1 1.26352e+07 0.189773
13 12.6233 2 1.63114 0.189773
13 12.6233 3 1.35552 0.270057
13 12.6233 4 1.25483 0.270057
13 12.6233 5 0.875469 0.25252
13 12.6233 6 0.53704 0.262008
13 12.6233 7 0.532882 0.189773
13 12.6233 8 0.528814 0.189773
13 12.6233 9 0.4353 0.237533
13 12.6233 10 0.397843 0.189773
13 12.6233 11 0.359342 0.262008
13 12.6233 12 0.345181 0.189773
13 12.6233 13 0.338141 0.189773
13 12.6233 14 0.326269 0.189773
13 12.6233 15 0.234779 0.189773
13 12.6233 16 0.22735 0.245928
13 12.6233 17 0.206488 0.25252
13 12.6233 18 0.180494 0.189773
13 12.6233 19 0.169933 0.189773
13 12.6233 20 0.163427 0.189773
13 12.6233 21 0.158132 0.189773
13 12.6233 22 0.146643 0.189773
13 12.6233 23 0.143908 0.189773
13 12.6233 24 0.12995 0.237533
13 12.6233 25 0.113234 0.189773
13 12.6233 26 0.10494 0.245928
14 13.6233 1 1.1445e+07 0.0876328
14 13.6233 2 1.47749 0.0876328
14 13.6233 3 1.22942 0.206465
14 13.6233 4 1.1381 0.206465
14 13.6233 5 0.793805 0.180508
14 13.6233 6 0.487019 0.194552
14 13.6233 7 0.482686 0.0876328
14 13.6233 8 0.479002 0.0876328
14 13.6233 9 0.394599 0.158325
14 13.6233 10 0.360367 0.0876328
14 13.6233 11 0.325873 0.194552
14 13.6233 12 0.312666 0.0876328
14 13.6233 13 0.306289 0.0876328
14 13.6233 14 0.295536 0.0876328
14 13.6233 15 0.212664 0.0876328
14 13.6233 16 0.206121 0.17075
14 13.6233 17 0.187227 0.180508
14 13.6233 18 0.163492 0.0876328
14 13.6233 19 0.153926 0.0876328
14 13.6233 20 0.148033 0.0876328
14 13.6233 21 0.143236 0.0876328
14 13.6233 22 0.13283 0.0876328
14 13.6233 23 0.130352 0.0876328
14 13.6233 24 0.117799 0.158325
14 13.6233 25 0.102568 0.0876328
15 14.6233 1 1.03621e+07 0.0353079
15 14.6233 2 1.3377 0.0353079
15 14.6233 3 1.11683 0.172028
15 14.6233 4 1.03387 0.172028
15 14.6233 5 0.72058 0.142164
15 14.6233 6 0.442268 0.158321
15 14.6233 7 0.437019 0.0353079
15 14.6233 8 0.433683 0.0353079
15 14.6233 9 0.357976 0.116642
15 14.6233 10 0.326273 0.0353079
15 14.6233 11 0.295929 0.158321
15 14.6233 12 0.283084 0.0353079
15 14.6233 13 0.277311 0.0353079
15 14.6233 14 0.267575 0.0353079
15 14.6233 15 0.192544 0.0353079
15 14.6233 16 0.187056 0.130937
15 14.6233 17 0.169956 0.142164
15 14.6233 18 0.148023 0.0353079
15 14.6233 19 0.139363 0.0353079
15 14.6233 20 0.134028 0.0353079
15 14.6233 21 0.129684 0.0353079
15 14.6233 22 0.120263 0.0353079
15 14.6233 23 0.118019 0.0353079
15 14.6233 24 0.106866 0.116642
16 15.6233 1 9.37621e+06 0.0143513
16 15.6233 2 1.21042 0.0143513
16 15.6233 3 1.01925 0.157443
16 15.6233 4 0.943538 0.157443
16 15.6233 5 0.656394 0.126187
16 15.6233 6 0.40328 0.143098
16 15.6233 7 0.395438 0.0143513
16 15.6233 8 0.392419 0.0143513
16 15.6233 9 0.325569 0.0994754
16 15.6233 10 0.295229 0.0143513
16 15.6233 11 0.269842 0.143098
16 15.6233 12 0.256149 0.0143513
16 15.6233 13 0.250925 0.0143513
16 15.6233 14 0.242116 0.0143513
16 15.6233 15 0.174224 0.0143513
16 15.6233 16 0.170274 0.114437
16 15.6233 17 0.154817 0.126187
16 15.6233 18 0.133939 0.0143513
16 15.6233 19 0.126103 0.0143513
16 15.6233 20 0.121275 0.0143513
16 15.6233 21 0.117345 0.0143513
16 15.6233 22 0.10882 0.0143513
16 15.6233 23 0.10679 0.0143513
17 16.5253 1 8.55912e+06 0.00649669
17 16.5253 2 1.10494 0.00649669
17 16.5253 3 0.94788 0.147386
17 16.5253 4 0.877471 0.147386
17 16.5253 5 0.607961 0.116611
17 16.5253 6 0.374345 0.133261
17 16.5253 7 0.360977 0.00649669
17 16.5253 8 0.358222 0.00649669
17 16.5253 9 0.300503 0.0903105
17 16.5253 10 0.269501 0.00649669
17 16.5253 11 0.25048 0.133261
17 16.5253 12 0.233827 0.00649669
17 16.5253 13 0.229058 0.00649669
17 16.5253 14 0.221016 0.00649669
17 16.5253 15 0.159041 0.00649669
17 16.5253 16 0.15747 0.105042
17 16.5253 17 0.143394 0.116611
17 16.5253 18 0.122267 0.00649669
17 16.5253 19 0.115113 0.00649669
17 16.5253 20 0.110707 0.00649669
17 16.5253 21 0.107119 0.00649669
18 17.5253 1 7.71585e+06 0.00303311
18 17.5253 2 0.996077 0.00303311
18 17.5253 3 0.896536 0.146447
18 17.5253 4 0.829941 0.146447
18 17.5253 5 0.56904 0.11512
18 17.5253 6 0.352371 0.132069
18 17.5253 7 0.325413 0.00303311
18 17.5253 8 0.322928 0.00303311
18 17.5253 9 0.278756 0.0883488
18 17.5253 10 0.242949 0.00303311
18 17.5253 11 0.235777 0.132069
18 17.5253 12 0.21079 0.00303311
18 17.5253 13 0.206491 0.00303311
18 17.5253 14 0.199241 0.00303311
18 17.5253 15 0.143372 0.00303311
18 17.5253 16 0.146809 0.103344
18 17.5253 17 0.134214 0.11512
18 17.5253 18 0.110221 0.00303311
18 17.5253 19 0.103772 0.00303311
19 18.5253 1 6.91633e+06 0.00144401
19 18.5253 2 0.892864 0.00144401
19 18.5253 3 0.894153 0.139937
19 18.5253 4 0.827735 0.139937
19 18.5253 5 0.554506 0.109685
19 18.5253 6 0.347712 0.126052
19 18.5253 7 0.291693 0.00144401
19 18.5253 8 0.289467 0.00144401
19 18.5253 9 0.266289 0.0838322
19 18.5253 10 0.217774 0.00144401
19 18.5253 11 0.23266 0.126052
19 18.5253 12 0.188948 0.00144401
19 18.5253 13 0.185094 0.00144401
19 18.5253 14 0.178596 0.00144401
19 18.5253 15 0.128515 0.00144401
19 18.5253 16 0.141815 0.0983126
19 18.5253 17 0.130786 0.109685
20 19.0602 1 6.49987e+06 0.000844171
20 19.0602 2 0.839101 0.000844171
20 19.0602 3 0.923109 0.116352
20 19.0602 4 0.85454 0.116352
20 19.0602 5 0.560898 0.0911211
20 19.0602 6 0.355629 0.104772
20 19.0602 7 0.274129 0.000844171
20 19.0602 8 0.272037 0.000844171
20 19.0602 9 0.264688 0.0695589
20 19.0602 10 0.204661 0.000844171
20 19.0602 11 0.237957 0.104772
20 19.0602 12 0.177571 0.000844171
20 19.0602 13 0.173949 0.000844171
20 19.0602 14 0.167842 0.000844171
20 19.0602 15 0.120777 0.000844171
20 19.0602 16 0.142351 0.0816361
20 19.0602 17 0.132294 0.0911211
21 20.1439 1 5.68818e+06 0.000389726
21 20.1439 2 0.734316 0.000389726
21 20.1439 3 1.05149 0.103853
21 20.1439 4 0.973384 0.103853
21 20.1439 5 0.60344 0.0812532
21 20.1439 6 0.394621 0.0934807
21 20.1439 7 0.239897 0.000389726
21 20.1439 8 0.238065 0.000389726
21 20.1439 9 0.271143 0.0619393
21 20.1439 10 0.179104 0.000389726
21 20.1439 11 0.264047 0.0934807
21 20.1439 12 0.155396 0.000389726
21 20.1439 13 0.152226 0.000389726
21 20.1439 14 0.146882 0.000389726
21 20.1439 15 0.105695 0.000389726
21 20.1439 16 0.149884 0.0727572
21 20.1439 17 0.142328 0.0812532
22 21.3768 1 4.849e+06 0.000205547
22 21.3768 2 0.625982 0.000205547
22 21.3768 3 1.30091 0.106125
22 21.3768 4 1.20428 0.106125
22 21.3768 5 0.688855 0.0829887
22 21.3768 6 0.470553 0.0955065
22 21.3768 7 0.204505 0.000205547
22 21.3768 8 0.202943 0.000205547
22 21.3768 9 0.288839 0.0632164
22 21.3768 10 0.152681 0.000205547
22 21.3768 11 0.314855 0.0955065
22 21.3768 12 0.13247 0.000205547
22 21.3768 13 0.129769 0.000205547
22 21.3768 14 0.125213 0.000205547
22 21.3768 16 0.16598 0.074291
22 21.3768 17 0.162473 0.0829887
23 22.3768 1 4.25062e+06 0.000125521
23 22.3768 2 0.548734 0.000125521
23 22.3768 3 1.57132 0.103354
23 22.3768 4 1.4546 0.103354
23 22.3768 5 0.776449 0.0808056
23 22.3768 6 0.55064 0.0930054
23 22.3768 7 0.179268 0.000125521
23 22.3768 8 0.177899 0.000125521
23 22.3768 9 0.306769 0.0615356
23 22.3768 10 0.133839 0.000125521
23 22.3768 11 0.368442 0.0930054
23 22.3768 12 0.116123 0.000125521
23 22.3768 13 0.113755 0.000125521
23 22.3768 14 0.109761 0.000125521
23 22.3768 16 0.182263 0.072329
23 22.3768 17 0.183133 0.0808056
24 23.3315 1 3.74696e+06 8.42936e-05
24 23.3315 2 0.483714 8.42936e-05
24 23.3315 3 1.88574 0.1026
24 23.3315 4 1.74566 0.1026
24 23.3315 5 0.871792 0.0802073
24 23.3315 6 0.640969 0.0923229
24 23.3315 7 0.158026 8.42936e-05
24 23.3315 8 0.15682 8.42936e-05
24 23.3315 9 0.325271 0.0610704
24 23.3315 10 0.117981 8.42936e-05
24 23.3315 11 0.428883 0.0923229
24 23.3315 12 0.102364 8.42936e-05
24 23.3315 13 0.100276 8.42936e-05
24 23.3315 16 0.199562 0.0717892
24 23.3315 17 0.205621 0.0802073
25 24.0107 1 3.42517e+06 6.56883e-05
25 24.0107 2 0.442173 6.56883e-05
25 24.0107 3 2.14691 0.102578
25 24.0107 4 1.98744 0.102578
25 24.0107 5 0.946622 0.0801859
25 24.0107 6 0.714081 0.092301
25 24.0107 7 0.144455 6.56883e-05
25 24.0107 8 0.143352 6.56883e-05
25 24.0107 9 0.339094 0.0610496
25 24.0107 10 0.107848 6.56883e-05
25 24.0107 11 0.477803 0.092301
25 24.0107 16 0.212849 0.071768
25 24.0107 17 0.223271 0.0801859
26 25.9928 1 2.63522e+06 3.57026e-05
26 25.9928 2 0.340194 3.57026e-05
26 25.9928 3 3.13476 0.102554
26 25.9928 4 2.9019 0.102554
26 25.9928 5 1.20368 0.0801602
26 25.9928 6 0.978639 0.092276
26 25.9928 7 0.111139 3.57026e-05
26 25.9928 8 0.110291 3.57026e-05
26 25.9928 9 0.382835 0.0610229
26 25.9928 11 0.654823 0.092276
26 25.9928 16 0.256877 0.0717419
26 25.9928 17 0.283899 0.0801602
27 26.883 1 2.34231e+06 2.8494e-05
27 26.883 2 0.302381 2.8494e-05
27 26.883 3 3.71525 0.102547
27 26.883 4 3.43928 0.102547
27 26.883 5 1.34072 0.0801538
27 26.883 6 1.12735 0.0922697
27 26.883 9 0.404256 0.0610163
27 26.883 11 0.754328 0.0922697
27 26.883 16 0.279494 0.0717355
27 26.883 17 0.316223 0.0801538
28 27.7324 1 2.09326e+06 2.3531e-05
28 27.7324 2 0.27023 2.3531e-05
28 27.7324 3 4.36938 0.102543
28 27.7324 4 4.04482 0.102543
28 27.7324 5 1.48604 0.0801496
28 27.7324 6 1.29032 0.0922656
28 27.7324 9 0.425809 0.0610119
28 27.7324 11 0.863375 0.0922656
28 27.7324 16 0.302931 0.0717311
28 27.7324 17 0.350497 0.0801496
29 28.7324 1 1.83366e+06 1.92785e-05
29 28.7324 2 0.236716 1.92785e-05
29 28.7324 3 5.28798 0.10254
29 28.7324 4 4.89519 0.10254
29 28.7324 5 1.67735 0.080146
29 28.7324 6 1.51251 0.0922621
29 28.7324 9 0.452652 0.0610082
29 28.7324 11 1.01205 0.0922621
29 28.7324 16 0.333042 0.0717275
29 28.7324 17 0.395619 0.080146
30 29.9176 1 1.56732e+06 1.5718e-05
30 29.9176 2 0.202333 1.5718e-05
30 29.9176 3 6.63009 0.102537
30 29.9176 4 6.1376 0.102537
30 29.9176 5 1.93624 0.0801429
30 29.9176 6 1.82593 0.0922591
30 29.9176 9 0.486662 0.061005
30 29.9176 11 1.22176 0.0922591
30 29.9176 16 0.372629 0.0717244
30 29.9176 17 0.456681 0.0801429
31 30.9176 1 1.37291e+06 1.35438e-05
31 30.9176 2 0.177236 1.35438e-05
31 30.9176 3 8.02385 0.102535
31 30.9176 4 7.42784 0.102535
31 30.9176 5 2.18546 0.0801411
31 30.9176 6 2.14032 0.0922573
31 30.9176 9 0.517331 0.0610031
31 30.9176 11 1.43212 0.0922573
31 30.9176 16 0.409662 0.0717225
31 30.9176 17 0.515464 0.0801411
32 31.9131 1 1.20333e+06 1.1896e-05
32 31.9131 2 0.155344 1.1896e-05
32 31.9131 3 9.7023 0.102533
32 31.9131 4 8.98161 0.102533
32 31.9131 5 2.46542 0.0801397
32 31.9131 6 2.50704 0.0922561
32 31.9131 9 0.549779 0.0610016
32 31.9131 11 1.6775 0.0922561
32 31.9131 16 0.450181 0.0717211
32 31.9131 17 0.581496 0.0801397
33 32.9131 1 1.05406e+06 1.06132e-05
33 32.9131 2 0.136074 1.06132e-05
33 32.9131 3 11.7418 0.102532
33 32.9131 4 10.8696 0.102532
33 32.9131 5 2.78274 0.0801386
33 32.9131 6 2.93868 0.092255
33 32.9131 9 0.58442 0.0610005
33 32.9131 11 1.96632 0.092255
33 32.9131 16 0.494916 0.07172
33 32.9131 17 0.656339 0.0801386
34 33.9131 1 923301 9.60439e-06
34 33.9131 2 0.119194 9.60439e-06
34 33.9131 3 14.2099 0.102531
34 33.9131 4 13.1544 0.102531
34 33.9131 5 3.1409 0.0801377
34 33.9131 6 3.44462 0.0922542
34 33.9131 9 0.621243 0.0609997
34 33.9131 11 2.30485 0.0922542
34 33.9131 16 0.544094 0.0717192
34 33.9131 17 0.740813 0.0801377
35 34.9131 1 808762 8.8003e-06
35 34.9131 2 0.104407 8.8003e-06
35 34.9131 3 17.1969 0.10253
35 34.9131 4 15.9195 0.10253
35 34.9131 5 3.54514 0.0801371
35 34.9131 6 4.03765 0.0922535
35 34.9131 9 0.660383 0.060999
35 34.9131 11 2.70166 0.0922535
35 34.9131 16 0.598158 0.0717185
35 34.9131 17 0.836157 0.0801371
36 35.9131 1 708430 8.1518e-06
36 35.9131 3 20.8116 0.102529
36 35.9131 4 19.2657 0.102529
36 35.9131 5 4.0014 0.0801366
36 35.9131 6 4.73278 0.092253
36 35.9131 9 0.701989 0.0609985
36 35.9131 11 3.16678 0.092253
36 35.9131 16 0.657593 0.0717181
36 35.9131 17 0.943771 0.0801366
37 36.9131 1 620543 7.62337e-06
37 36.9131 3 25.186 0.102529
37 36.9131 4 23.3152 0.102529
37 36.9131 5 4.51637 0.0801362
37 36.9131 6 5.54757 0.0922526
37 36.9131 9 0.746214 0.0609981
37 36.9131 11 3.71197 0.0922526
37 36.9131 16 0.722933 0.0717177
37 36.9131 17 1.06523 0.0801362
38 37.9131 1 543559 7.18889e-06
38 37.9131 3 30.4799 0.102528
38 37.9131 4 28.2159 0.102528
38 37.9131 5 5.09762 0.0801359
38 37.9131 6 6.50263 0.0922523
38 37.9131 9 0.793225 0.0609978
38 37.9131 11 4.35102 0.0922523
38 37.9131 16 0.794764 0.0717174
38 37.9131 17 1.20233 0.0801359
39 38.9131 1 476125 6.82881e-06
39 38.9131 3 36.8864 0.102527
39 38.9131 4 34.1465 0.102527
39 38.9131 5 5.75366 0.0801357
39 38.9131 6 7.6221 0.092252
39 38.9131 9 0.843197 0.0609976
39 38.9131 11 5.10007 0.092252
39 38.9131 16 0.873732 0.0717172
39 38.9131 17 1.35706 0.0801357
40 39.9131 1 417056 6.52833e-06
40 39.9131 3 44.6394 0.102526
40 39.9131 4 41.3236 0.102526
40 39.9131 5 6.49414 0.0801355
40 39.9131 6 8.93429 0.0922519
40 39.9131 9 0.896316 0.0609974
40 39.9131 11 5.97808 0.0922519
40 39.9131 16 0.960546 0.0717171
40 39.9131 17 1.53171 0.0801355
41 40.1656 1 403357 6.46059e-06
41 40.1656 3 46.845 0.102526
41 40.1656 4 43.3653 0.102526
41 40.1656 5 6.69585 0.0801355
41 40.1656 6 9.30027 0.0922518
41 40.1656 9 0.910252 0.0609974
41 40.1656 11 6.22296 0.0922518
41 40.1656 16 0.983808 0.071717
41 40.1656 17 1.57928 0.0801355
42 41.1656 1 353315 6.21899e-06
42 41.1656 3 56.6909 0.102525
42 41.1656 4 52.4798 0.102525
42 41.1656 5 7.55757 0.0801354
42 41.1656 6 10.9014 0.0922516
42 41.1656 9 0.967596 0.0609973
42 41.1656 11 7.29427 0.0922516
42 41.1656 16 1.08156 0.071717
42 41.1656 17 1.78253 0.0801354
43 42.4186 1 299291 5.96836e-06
43 42.4186 3 72.0042 0.102524
43 42.4186 4 66.6557 0.102524
43 42.4186 5 8.79581 0.0801353
43 42.4186 6 13.3028 0.0922515
43 42.4186 9 1.04458 0.0609973
43 42.4186 11 8.90113 0.0922515
43 42.4186 16 1.21789 0.071717
43 42.4186 17 2.07458 0.0801353
44 43.047 1 275403 5.8608e-06
44 43.047 3 81.1833 0.102523
44 43.047 4 75.153 0.102523
44 43.047 5 9.49148 0.0801354
44 43.047 6 14.7003 0.0922515
44 43.047 9 1.08548 0.0609973
44 43.047 11 9.83622 0.0922515
44 43.047 16 1.29262 0.0717171
44 43.047 17 2.23866 0.0801354
45 44.047 1 241236 5.71029e-06
45 44.047 3 98.2454 0.102521
45 44.047 4 90.9477 0.102521
45 44.047 5 10.713 0.0801354
45 44.047 6 17.231 0.0922515
45 44.047 9 1.15386 0.0609974
45 44.047 11 11.5296 0.0922515
45 44.047 16 1.42105 0.0717172
45 44.047 17 2.52677 0.0801354
46 45.047 1 211307 5.58162e-06
46 45.047 3 118.893 0.10252
46 45.047 4 110.061 0.10252
46 45.047 5 12.0917 0.0801356
46 45.047 6 20.1974 0.0922516
46 45.047 9 1.22655 0.0609976
46 45.047 11 13.5144 0.0922516
46 45.047 16 1.56225 0.0717174
46 45.047 17 2.85195 0.0801356
47 46.047 1 185091 5.47128e-06
47 46.047 3 143.878 0.102518
