timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
1 0.14939 1 11 108888 1.06075e+06 3.68015 37.7419 0
2 1.14939 1 11 180919 1.86632e+06 2.56596 24.5977 0
3 2.03153 2 18 201808 3.8725e+06 4.00115 37.8398 0
4 3.0006 1 22 166276 8.48488e+06 4.02726 39.4779 0
5 4.03818 1 30 90553 1.47954e+07 4.60658 37.3654 0
6 5.12082 2 38 34010.9 1.82766e+07 5.0703 39.1488 0
7 6.41907 2 40 9745.87 1.82424e+07 7.96917 40.8228 0
8 7.41907 1 40 4208.34 1.70624e+07 10.9949 42.8142 0
9 8.0067 1 40 2782.92 1.62505e+07 5.96011 41.7976 0
10 9.65328 1 31 1149.28 1.39799e+07 6.93084 43.9967 0
11 10.6533 1 29 810.292 1.27044e+07 5.84846 44.1167 0
12 11.6533 1 28 649.083 1.15311e+07 5.05514 44.1737 0
13 12.6533 1 26 583.368 1.04602e+07 4.46329 44.1999 0
14 13.6533 1 25 581.433 9.48709e+06 4.01332 44.2081 0
15 14.6533 1 24 635.825 8.60552e+06 3.66514 44.2027 0
16 15.6533 1 22 755.489 7.80904e+06 3.39151 44.1838 0
17 16.6533 1 19 966.713 7.09182e+06 3.17375 44.1477 0
18 17.3121 1 20 1179.67 6.66035e+06 3.3105 42.6333 0
19 18.3121 1 20 1676.32 6.06483e+06 2.90269 44.0241 0
20 19.3121 1 19 2511.14 5.53989e+06 2.78073 43.8801 0
21 20.3121 1 19 3933.64 5.08727e+06 2.68428 43.6381 0
22 21.3121 1 18 6385.1 4.7142e+06 2.61166 43.2281 0
23 22.3121 1 18 10618.1 4.43736e+06 2.5643 42.5345 0
24 23.3121 1 18 17806.3 4.29005e+06 2.54821 41.3853 0
25 24.3121 1 18 29410.8 4.33535e+06 2.57741 39.5831 0
26 25.2061 1 20 43787.5 4.63091e+06 3.08845 37.9632 0
27 26.0889 1 21 60512.5 5.28096e+06 2.97084 35.2278 0
28 27.143 1 27 74583.9 6.73342e+06 3.87116 37.4747 0
29 28.1077 2 32 74563 8.72449e+06 4.08006 37.2161 0
30 29.0796 2 39 61414.8 1.09902e+07 4.11015 39.2154 0
31 30.3755 1 45 36422.2 1.32357e+07 6.42938 35.2719 0
32 31.2239 1 47 24463.2 1.38137e+07 4.95109 39.3963 0
33 32.1465 2 48 15963.8 1.38046e+07 4.50994 40.1605 0
34 33.4535 1 51 9388.22 1.31236e+07 6.1541 41.7498 0
35 34.1253 1 52 7541.69 1.26194e+07 5.03932 41.6143 0
36 35.39 1 46 5570.8 1.15747e+07 5.09132 42.9281 0
37 36.39 1 45 4851.04 1.07406e+07 4.6155 43.1666 0
38 37.39 1 38 4599.54 9.94223e+06 4.22171 43.2766 0
39 38.39 1 34 4716.58 9.19946e+06 3.90136 43.2948 0
40 39.39 1 32 5190.07 8.52376e+06 3.6434 43.2338 0
41 40.1269 1 33 5797.58 8.07366e+06 3.59183 42.2611 0
42 41.1067 1 33 7031.34 7.54341e+06 3.32893 42.8612 0
43 42.6207 1 32 10277 6.8986e+06 3.27143 41.8444 0
44 43.7085 1 32 14057.4 6.59087e+06 3.0586 41.703 0
45 44.7085 1 30 18964.1 6.45384e+06 3.032 40.8539 0
46 45.9083 1 31 26746.6 6.52707e+06 3.06751 39.5077 0
47 46.032 1 32 27621 6.55304e+06 3.87438 39.8417 0
48 47.032 1 32 35149 6.89922e+06 3.18917 38.0181 0
49 48.2135 1 34 42568.2 7.66805e+06 3.44208 36.5545 0
50 49.2878 2 39 44925.1 8.67946e+06 3.98063 38.3429 0
51 50.0374 2 40 43440.6 9.4776e+06 4.13788 36.7024 0
52 51.0518 2 44 38087.8 1.05072e+07 4.14942 39.199 0
53 52.0415 3 45 31092.6 1.12733e+07 4.45613 38.8309 0
54 53.1705 1 50 23583.9 1.17243e+07 4.55676 39.5128 0
55 54.5102 1 51 16888.4 1.17141e+07 5.20741 40.198 0
56 55.4495 1 53 13805 1.14471e+07 4.78203 40.8393 0
57 56.1881 2 54 12129.1 1.11444e+07 4.23203 40.5237 0
58 57.598 2 51 10239.6 1.04507e+07 4.47783 41.9485 0
59 58.0412 2 49 9936.22 1.0219e+07 4.08949 40.6935 0
60 59.0412 2 46 9644.14 9.69826e+06 4.12216 42.1767 0
61 60.4874 2 43 10117.4 8.99292e+06 3.82981 42.1607 0
62 61.4874 2 39 11048.7 8.56541e+06 3.67004 42.0214 0
63 62.42 2 40 12398.1 8.2273e+06 3.57661 41.6608 0
64 63.3587 2 41 14269.5 7.9582e+06 3.49272 41.364 0
65 64.7783 2 42 18125.2 7.7149e+06 3.39476 40.7794 0
66 65.9796 2 43 22248.8 7.69422e+06 3.39735 40.0256 0
67 66.2256 2 44 23133.9 7.71403e+06 3.84859 39.8974 0
68 67.0056 2 45 26003.2 7.83186e+06 3.57096 39.4005 0
69 68.0056 2 45 29391.3 8.11047e+06 3.55237 38.6378 0
70 69.0571 2 51 31760.7 8.54672e+06 3.92556 39.2871 0
71 70.6825 2 54 32001.4 9.3894e+06 4.04843 37.7645 0
72 71.1185 2 58 31320.1 9.61898e+06 4.04548 39.5598 0
73 72.5703 3 59 27423 1.02737e+07 4.43824 38.351 0
74 73.3609 3 61 24859.1 1.05104e+07 4.2556 39.5014 0
75 74.0047 3 63 22785.8 1.06291e+07 4.31541 39.6381 0
76 75.9356 3 64 17575.3 1.06032e+07 4.57453 40.3018 0
77 76.768 4 64 16035 1.04508e+07 4.39408 40.5855 0
78 77.4008 4 67 15157.6 1.02972e+07 4.14545 40.4001 0
79 78.9739 4 68 13888.7 9.83511e+06 4.19347 41.2442 0
80 79.1158 4 69 13836.9 9.79049e+06 4.01572 40.1826 0
81 80.2216 5 63 13733.9 9.44281e+06 4.02161 41.3426 1.69812e-11
82 81.8287 5 62 14514.1 8.97818e+06 3.83436 41.2589 2.27851e-11
83 82.784 5 61 15469.5 8.74985e+06 3.75783 41.0507 2.6945e-11
84 83.7285 5 59 16749.4 8.57354e+06 3.7013 40.8269 3.1675e-11
85 84.5294 6 58 18057.5 8.46986e+06 3.74781 40.4207 3.62482e-11
86 85.8692 7 57 20599.9 8.40284e+06 3.63376 40.1767 2.19804e-10
87 86.2383 7 58 21327.3 8.40987e+06 3.8663 39.9667 2.33689e-10
88 87.5985 8 58 23948.4 8.53094e+06 3.68852 39.5162 2.93252e-10
89 88.5333 8 59 25425.5 8.6976e+06 3.77288 39.2373 3.4384e-10
90 89.127 8 60 26102.9 8.83291e+06 3.89892 39.3897 3.81133e-10
91 90.147 8 62 26686.1 9.10233e+06 3.95471 39.1793 4.56949e-10
92 91.5948 8 66 26164.2 9.50831e+06 4.06437 39.3031 5.97501e-10
93 92.8863 8 67 24589.6 9.82004e+06 4.21741 39.0504 7.66694e-10
94 93.8863 8 67 22969.6 9.98859e+06 4.29062 39.3279 9.3482e-10
95 94.8863 8 67 21280 1.00774e+07 4.32785 39.6485 1.14302e-09
96 95.6002 8 68 20154.2 1.00906e+07 4.2307 39.9477 1.32035e-09
97 96.6002 8 68 18762.3 1.00463e+07 4.30692 40.1764 1.61553e-09
98 97.803 8 71 17505.9 9.91319e+06 4.21734 40.4364 2.05426e-09
99 98.318 8 72 17117.5 9.83661e+06 4.09654 40.3121 2.27397e-09
100 99.2078 9 74 16654 9.68668e+06 4.08658 40.484 2.70449e-09
101 100.208 9 74 16437.1 9.50416e+06 4.05928 40.7719 3.27431e-09
102 101.463 10 76 16609.8 9.27692e+06 3.96493 40.7806 4.13877e-09
103 102.236 10 76 16941.2 9.14876e+06 3.92957 40.5624 4.76712e-09
104 103.377 10 74 17712.4 8.98918e+06 3.85287 40.6155 5.85196e-09
105 104.446 11 71 18687.1 8.88257e+06 3.81443 40.4446 8.16229e-09
106 105.327 11 72 19617.7 8.83203e+06 3.82207 40.2293 9.5237e-09
107 106.527 11 75 20944.4 8.82236e+06 3.86919 39.9865 1.17407e-08
108 107.286 12 76 21752.8 8.85159e+06 3.92054 39.9036 1.34396e-08
109 108.877 12 78 23145.2 8.99312e+06 3.87302 39.5536 1.77903e-08
110 109.822 13 78 23636.8 9.1179e+06 3.93196 39.4546 2.10903e-08
111 110.058 13 79 23706.6 9.15215e+06 4.00354 39.8506 2.201e-08
112 111.158 14 81 23765.2 9.31914e+06 4.02098 39.8668 2.70623e-08
113 112.068 15 83 23488.1 9.45494e+06 4.04206 39.787 3.212e-08
114 113.635 15 87 22463.4 9.64849e+06 4.12424 39.6466 4.32521e-08
115 114.184 15 88 22002.2 9.69688e+06 4.10749 39.8007 4.80655e-08
116 115.067 16 88 21208.1 9.74904e+06 4.17694 39.7864 5.92297e-08
117 116.067 16 88 20316.8 9.76779e+06 4.20597 39.9233 7.19079e-08
118 117.291 16 89 19363.8 9.73565e+06 4.19237 40.1251 9.11528e-08
119 118.513 16 92 18654.5 9.65448e+06 4.14284 40.264 1.15299e-07
120 119.573 16 93 18269.8 9.557e+06 4.11792 40.3882 1.41039e-07
121 120.021 16 94 18178.3 9.51117e+06 4.06041 40.193 1.53478e-07
122 121.021 16 94 18117.4 9.40531e+06 4.05764 40.4515 1.84986e-07
123 122.021 16 94 18252.5 9.30184e+06 4.01841 40.4462 2.2242e-07
124 123.258 16 95 18661.1 9.18961e+06 3.97837 40.3884 2.78523e-07
125 124.102 16 96 19066 9.12941e+06 3.97273 40.2642 3.24132e-07
126 125.227 16 98 19716.5 9.07568e+06 3.96033 40.1689 3.96169e-07
127 126.334 16 99 20422.3 9.0564e+06 3.94472 40.0707 4.82032e-07
128 127.06 16 101 20873.8 9.06274e+06 4.05117 39.985 5.48191e-07
129 128.102 16 105 21459.6 9.09619e+06 4.05689 39.9507 6.59342e-07
130 129.974 16 108 22179.5 9.21465e+06 4.04049 39.6917 9.20414e-07
131 130.465 16 109 22266.5 9.2542e+06 4.08784 39.8291 1.00516e-06
132 131.084 16 110 22310.2 9.30633e+06 4.10193 39.776 1.12382e-06
133 132.533 17 114 22133.3 9.42714e+06 4.14738 39.7998 1.46244e-06
134 133.116 17 117 21966.2 9.47098e+06 4.14337 39.9457 1.62717e-06
135 134.137 18 119 21572.2 9.53511e+06 4.18891 39.8681 1.96278e-06
136 135.137 18 119 21100.9 9.57809e+06 4.25452 39.82 2.35972e-06
137 136.609 18 123 20391.4 9.59987e+06 4.25269 39.9824 3.09431e-06
138 137.866 18 124 19852 9.58095e+06 4.29904 40.0727 3.89569e-06
139 138.863 18 125 19520 9.54521e+06 4.30186 40.1485 4.67e-06
140 139.449 18 126 19378.1 9.5177e+06 4.27383 40.1141 5.19051e-06
141 140.554 18 128 19221.1 9.4574e+06 4.29194 40.19 6.32527e-06
142 141.604 18 129 19209.3 9.39586e+06 4.29888 40.2477 7.61386e-06
143 142.328 18 130 19277.1 9.35446e+06 4.30241 40.1745 8.63969e-06
144 143.603 18 131 19530.3 9.29005e+06 4.30975 40.2096 1.0763e-05
145 144.4 18 132 19759.6 9.2586e+06 4.33339 40.1321 1.23273e-05
146 145.147 18 135 20007.5 9.23712e+06 4.38037 40.0423 1.39857e-05
147 146.261 18 137 20416.1 9.22109e+06 4.4037 40.0233 1.6846e-05
148 147.261 18 137 20793 9.22395e+06 4.41697 39.981 1.98738e-05
149 148.105 18 138 21086.9 9.23894e+06 4.4747 39.9275 2.28254e-05
150 149.686 18 140 21513.5 9.29298e+06 4.56709 39.8277 2.95119e-05
151 150.209 18 141 21605.8 9.31661e+06 4.63112 39.8874 3.21073e-05
152 151.954 19 144 21714 9.40505e+06 4.75821 39.7649 4.25087e-05
153 152.954 19 144 21639.3 9.45548e+06 4.85381 39.7686 4.97939e-05
154 153.292 19 145 21594.7 9.47143e+06 4.8736 39.9132 5.25129e-05
155 154.543 19 148 21360.8 9.52247e+06 5.00686 39.8453 6.38202e-05
156 155.935 19 149 21023.2 9.55974e+06 5.16275 39.867 7.89793e-05
157 156.348 19 150 20920.1 9.56615e+06 5.17022 39.9404 8.40475e-05
158 157.205 19 151 20709 9.57284e+06 5.29243 39.9344 9.55125e-05
159 158.205 19 151 20490.5 9.56975e+06 5.41516 39.9688 0.000110547
160 159.205 19 151 20322.3 9.55661e+06 5.53307 40.0034 0.000127512
161 160.245 19 151 20217.5 9.53512e+06 5.65574 40.0125 0.000147341
162 161.245 19 151 20188.3 9.51029e+06 5.79628 40.0343 0.000168626
163 162.245 19 150 20231.9 9.48467e+06 5.94132 40.0268 0.000192187
164 163.114 19 152 20324.1 9.46427e+06 6.08919 39.965 0.00021456
165 164.051 19 152 20472.6 9.44641e+06 6.26618 39.9273 0.000240753
166 165.067 19 154 20678 9.43413e+06 6.46557 39.8999 0.000271594
167 166.06 20 155 20907.6 9.43074e+06 6.69781 39.8602 0.000304235
168 167.06 20 155 21151 9.4368e+06 6.88081 39.8137 0.000339565
169 168.029 20 158 21371.8 9.45191e+06 7.1906 39.7953 0.000376175
170 169.265 20 162 21611.9 9.48275e+06 7.53627 39.7459 0.000426212
171 170.064 21 164 21730.4 9.5082e+06 7.77406 39.701 0.000460494
172 171.064 21 164 21832.4 9.54413e+06 8.07645 39.5775 0.000505423
173 172.625 21 165 21871.5 9.60375e+06 8.65295 39.5113 0.000579825
174 173.625 21 164 21825.6 9.64015e+06 9.05209 39.4785 0.000630013
175 174.165 21 165 21782.2 9.65818e+06 9.2618 39.5436 0.000657853
176 175.179 23 167 21674.4 9.68768e+06 9.67997 39.5253 0.000711439
177 176.179 23 167 21544 9.71019e+06 10.1624 39.4165 0.000765699
178 177.486 24 169 21370.5 9.72851e+06 10.7518 39.4062 0.000838396
179 178.9 24 170 21209.4 9.73489e+06 11.4642 39.3452 0.000918783
180 179.223 24 171 21180.7 9.73462e+06 11.5863 39.3399 0.000937333
181 180.913 24 173 21089.2 9.72582e+06 12.498 39.2594 0.00103512
182 181.041 24 174 21087.1 9.72478e+06 12.5458 39.229 0.00104257
183 182.041 24 174 21092.2 9.71594e+06 13.106 39.1937 0.00110076
184 183.221 24 175 21149.5 9.70559e+06 13.767 39.1108 0.00116938
185 184.179 24 175 21232.1 9.69912e+06 14.3274 39.032 0.00122497
186 185.453 24 173 21378.6 9.69549e+06 15.1009 38.9185 0.00129841
187 186.701 24 171 21543.6 9.69917e+06 15.9212 38.7972 0.00136963
188 187.038 24 172 21588.5 9.70152e+06 16.2072 38.7771 0.00138872
189 188.441 25 173 21770.5 9.71729e+06 17.0952 38.6196 0.00146737
190 189.39 25 173 21877.1 9.73308e+06 17.7751 38.5204 0.00151975
191 190.031 26 175 21935.3 9.74566e+06 18.3016 38.4993 0.00155475
192 191.297 26 175 22017.8 9.77355e+06 19.212 38.3244 0.00162229
193 192.787 26 177 22050.4 9.80856e+06 20.3987 38.1951 0.00169911
194 193.518 26 179 22042.5 9.82527e+06 20.9894 38.1456 0.00173549
195 194.518 26 178 22010.1 9.84644e+06 21.8104 38.0273 0.00178365
196 195.708 26 178 21948 9.86782e+06 22.7958 37.9259 0.00183811
197 196.148 26 179 21921.5 9.87446e+06 23.1271 37.9253 0.0018574
198 197.872 27 181 21813.7 9.89326e+06 24.5724 37.7493 0.00192787
199 198.872 26 181 21759.3 9.89908e+06 25.3917 37.6582 0.00196448
200 199.872 26 181 21719.9 9.9017e+06 26.1861 37.5692 0.00199784
201 200.704 26 182 21702 9.90201e+06 26.8263 37.493 0.00202292
202 201.35 27 182 21698.5 9.90145e+06 27.3174 37.4298 0.00204064
203 202.271 27 184 21709.2 9.90005e+06 28.0126 37.3354 0.00206325
204 203.271 27 180 21741.5 9.89854e+06 28.7285 37.2327 0.00208428
205 204.546 28 180 21809 9.89807e+06 29.6181 37.0912 0.00210573
206 205.145 28 180 21848.3 9.89883e+06 30.048 37.0239 0.00211384
207 206.902 28 179 21981.9 9.90593e+06 31.0971 36.8148 0.00213081
208 207.367 28 179 22017.7 9.90917e+06 31.4312 36.7695 0.00213371
209 208.39 29 179 22094.1 9.9183e+06 31.971 36.6398 0.002138
210 209.39 29 179 22160.8 9.92963e+06 32.4685 36.5101 0.00213977
211 210.39 29 177 22214.2 9.94292e+06 32.9531 36.3873 0.0021395
212 211.195 29 176 22245.2 9.9546e+06 33.3272 36.299 0.00213806
213 212.475 29 173 22271.1 9.97395e+06 33.8315 36.1401 0.00213414
214 213.593 29 174 22271.2 9.9905e+06 34.2175 36.0144 0.00212968
215 214.186 29 173 22263.7 9.9988e+06 34.3944 35.9537 0.00212714
216 215.173 30 174 22242 1.00114e+07 34.643 35.8499 0.00212304
217 216.014 31 175 22217 1.00207e+07 34.8147 35.7574 0.00211968
218 217.014 31 174 22182.2 1.00298e+07 35.0464 35.6035 0.00211623
219 218.898 33 174 22120.1 1.00408e+07 35.2887 35.3825 0.00211248
220 219.179 33 176 22112.6 1.00418e+07 35.2749 35.3613 0.0021123
221 220.03 33 176 22093.3 1.00439e+07 35.3356 35.2558 0.00211248
222 221.597 33 177 22077.8 1.00453e+07 35.4222 35.0531 0.00211594
223 222.571 33 178 22082.5 1.00453e+07 35.4231 34.9291 0.00212032
224 223.554 33 179 22098.4 1.00451e+07 35.4055 34.8009 0.00212657
225 224.164 33 178 22113.1 1.00451e+07 35.3986 34.7196 0.0021314
226 225.232 35 173 22146.4 1.00458e+07 35.3637 34.5761 0.00214161
227 226.487 35 171 22194.3 1.00482e+07 35.2728 34.4016 0.0021565
228 227.143 35 172 22220.3 1.00502e+07 35.2854 34.3174 0.0021655
229 228.012 35 174 22255 1.00538e+07 35.2268 34.1978 0.00217866
230 229.393 35 176 22305 1.00615e+07 35.0902 33.9964 0.00220236
231 230.789 35 176 22343.1 1.00713e+07 34.942 33.787 0.00222952
232 231.193 35 176 22350.9 1.00744e+07 34.9267 33.743 0.00223794
233 232.072 36 177 22363 1.00813e+07 34.8322 33.618 0.00225715
234 233.084 38 178 22368.2 1.00893e+07 34.7126 33.4755 0.00228034
235 234.545 38 179 22359.9 1.01002e+07 34.524 33.2481 0.00231553
236 235.487 38 179 22346.8 1.01063e+07 34.3923 33.111 0.00233906
237 236.194 38 181 22334.3 1.01103e+07 34.2803 33.0121 0.00235703
238 237.458 38 177 22308.7 1.01159e+07 34.0884 32.8194 0.00238944
239 238.286 38 178 22292 1.01185e+07 33.9481 32.6962 0.0024107
240 239.286 38 177 22273.7 1.01206e+07 33.7895 32.5412 0.00243613
241 240.245 37 179 22260.4 1.01215e+07 33.6097 32.3972 0.00246004
242 241.722 38 175 22251.4 1.01216e+07 33.359 32.1665 0.00249558
243 242.722 38 173 22254.5 1.01211e+07 33.187 32.0086 0.00251835
244 243.67 38 173 22264.9 1.01206e+07 33.0367 31.8562 0.00253884
245 244.44 39 170 22278.8 1.01203e+07 32.9231 31.7316 0.00255466
246 245.41 39 167 22302.7 1.01204e+07 32.7942 31.5729 0.0025735
247 246.555 39 167 22339.4 1.01215e+07 32.6818 31.3836 0.0025943
248 247.414 39 165 22372.8 1.01232e+07 32.6172 31.2401 0.0026091
249 248.414 39 163 22417.3 1.01262e+07 32.5757 31.0716 0.00262583
250 249.414 39 162 22467.4 1.01306e+07 32.5895 30.9033 0.00264264
251 250.414 39 162 22523.2 1.01364e+07 32.6593 30.7353 0.00266045
252 251.414 39 160 22585.3 1.01437e+07 32.793 30.5683 0.0026805
253 252.187 40 161 22637.7 1.01504e+07 33.0238 30.46 0.00269864
254 253.774 40 162 22764.6 1.01671e+07 33.4157 30.1842 0.00274723
255 254.411 39 162 22824.3 1.01751e+07 33.6992 30.093 0.00277284
256 255.607 37 163 22955.6 1.01923e+07 34.204 29.8956 0.00283437
257 256.103 37 163 23017.6 1.02004e+07 34.5446 29.8407 0.00286613
258 257.487 37 166 23221.7 1.02266e+07 35.3211 29.6337 0.00297896
259 258.294 37 166 23364.2 1.02447e+07 35.8527 29.5336 0.00306417
260 259.651 38 160 23652.5 1.0281e+07 36.457 29.3311 0.00324539
261 260.286 38 163 23806.2 1.03011e+07 36.8394 29.287 0.00334768
262 261.201 38 159 24052.5 1.03339e+07 37.0036 29.1877 0.00351533
263 262.006 39 158 24294.8 1.0367e+07 36.676 29.0574 0.00368241
264 263.275 39 160 24713.4 1.04286e+07 36.0022 28.9929 0.00397775
265 264.262 40 161 25062.3 1.0485e+07 34.3773 28.8206 0.0042276
266 265.282 41 162 25421.9 1.05516e+07 32.7391 28.8368 0.00449549
267 266.282 41 161 25772.3 1.06247e+07 30.1713 28.6448 0.00475648
268 267.409 41 163 26125.2 1.0716e+07 27.4118 28.5639 0.00503504
269 268.63 41 163 26417.4 1.08233e+07 24.5456 28.5554 0.00530275
270 269.255 41 164 26519.5 1.08802e+07 23.1315 28.5296 0.00542132
271 270.892 40 165 26593.6 1.10289e+07 19.8698 28.3317 0.00566348
272 271.573 40 165 26533.2 1.10879e+07 18.7639 28.3555 0.00573418
273 272.181 42 164 26434 1.11373e+07 17.8309 28.4093 0.00578236
274 273.259 42 166 26153.8 1.12153e+07 16.5706 28.1883 0.00583599
275 274.055 41 166 25875.5 1.12621e+07 15.6511 28.2008 0.00585118
276 275.661 41 165 25180.6 1.13225e+07 14.6261 27.9067 0.00582772
277 276.673 40 166 24708.4 1.1334e+07 14.043 27.7975 0.00577954
278 277.093 40 168 24518.8 1.13327e+07 13.6781 27.7446 0.00575237
279 278.111 40 167 24083.8 1.13155e+07 13.3928 27.5762 0.00566928
280 279.875 40 164 23509.5 1.12458e+07 13.25 27.3421 0.00546433
281 280.018 41 165 23477.9 1.12384e+07 13.1231 27.2356 0.00544403
282 281.539 41 164 23293.9 1.11501e+07 13.2706 27.0633 0.00519012
283 282.706 41 162 23377.9 1.10785e+07 13.5014 26.9509 0.00494444
284 283.668 41 163 23610.8 1.1024e+07 13.823 26.7959 0.00470623
285 284.457 41 164 23918.6 1.0986e+07 14.1627 26.7265 0.00448775
286 285.091 41 165 24240.5 1.0962e+07 14.5771 26.6526 0.00429854
287 286.081 41 166 24892 1.09393e+07 15.0427 26.6657 0.00398379
288 287.745 42 167 26336.3 1.09545e+07 16.3277 26.7454 0.00343375
289 288.326 42 169 26928.7 1.09785e+07 16.9558 26.8637 0.00324878
290 289.466 42 171 28222.4 1.10576e+07 17.1534 27.0801 0.00292155
291 290.304 42 176 29186.8 1.11453e+07 17.7299 27.4884 0.00272688
292 291.052 42 178 30036.5 1.12445e+07 17.4841 27.7771 0.00259618
293 292.047 43 182 31021.7 1.14067e+07 17.2107 28.4531 0.00249238
294 293.102 41 184 31761.6 1.16111e+07 16.3614 29.1522 0.00247055
295 294.784 40 174 31869.1 1.19756e+07 14.8424 30.153 0.00259721
296 295.008 40 174 31763.4 1.20243e+07 14.6153 30.7563 0.00262625
297 296.042 39 177 30899.7 1.22368e+07 13.6472 31.5712 0.00278913
298 297.062 40 178 29507.8 1.24081e+07 13.1875 31.9652 0.0029887
299 298.221 40 180 27476.7 1.25284e+07 12.3704 32.5956 0.00325544
300 299.221 40 180 25525.9 1.25531e+07 12.6662 32.8178 0.00351763
301 300.359 40 176 23399.4 1.24838e+07 12.3459 33.1817 0.00385192
302 301.005 39 178 22336.1 1.24009e+07 11.3072 33.0298 0.00405815
303 302.005 39 175 20884.7 1.2221e+07 11.9478 33.4626 0.00439907
304 303.005 39 171 19773.3 1.19907e+07 11.7413 33.507 0.00476288
305 304.898 39 165 18650.8 1.14795e+07 11.4535 33.3543 0.00549192
306 305.181 39 165 18592.3 1.14003e+07 11.2564 32.7333 0.00560276
307 306.837 40 161 18762.8 1.09546e+07 11.3606 32.8926 0.00624108
308 307.837 40 158 19262.5 1.07164e+07 11.4153 32.5858 0.00660452
309 308.145 40 159 19467.2 1.06502e+07 11.6761 31.9864 0.00671161
310 309.157 40 157 20296.3 1.04598e+07 12.0129 31.5832 0.00703903
311 310.064 40 153 21209.2 1.03295e+07 11.9417 31.567 0.00729732
312 311.03 40 150 22283.8 1.02375e+07 12.7816 30.8961 0.00752904
313 312.03 40 143 23447.1 1.01944e+07 12.6986 30.6385 0.00771758
314 313.03 40 143 24545.1 1.02041e+07 13.3223 30.0988 0.00785323
315 314.593 39 144 25870 1.0311e+07 14.6 29.2778 0.00796723
316 315.374 39 146 26267.3 1.03961e+07 15.5224 28.9874 0.00798598
317 316.353 39 147 26484.2 1.05193e+07 16.5995 28.6014 0.00798109
318 317.277 40 148 26412.7 1.06406e+07 17.7102 28.1396 0.0079543
319 318.323 41 150 26061.1 1.07692e+07 19.044 27.9418 0.00790512
320 319.138 41 151 25649.5 1.08543e+07 20.2331 27.6349 0.0078577
321 320.478 42 153 24859.2 1.09538e+07 22.3261 27.207 0.00776857
322 321.09 42 153 24501.2 1.09805e+07 23.31 27.0329 0.00772497
323 322.137 42 152 23964.7 1.09999e+07 25.1432 26.7359 0.00764843
324 323.778 42 151 23492.8 1.09753e+07 27.2692 26.3658 0.00752758
325 324.137 42 153 23463.7 1.09638e+07 27.4835 26.2446 0.00750174
326 325.035 41 154 23515.9 1.09305e+07 28.3177 26.0617 0.00743933
327 326.291 41 155 23899.9 1.0884e+07 28.8452 25.7114 0.00736217
328 327.396 41 155 24519.6 1.08563e+07 28.7018 25.4227 0.00731306
329 328.524 40 158 25386 1.08528e+07 27.8249 25.1288 0.00729713
330 329.526 40 157 26316.8 1.08782e+07 26.4654 24.8412 0.0073316
331 330.277 41 156 27059.2 1.09182e+07 25.8166 24.6359 0.00740411
332 331.277 41 155 28064.8 1.10002e+07 24.4004 24.3173 0.00759071
333 332.074 40 155 28804 1.1089e+07 24.2585 24.2892 0.00784348
334 333.204 41 157 29720.8 1.12459e+07 23.0725 24.0089 0.00842993
335 334.17 41 159 30319.8 1.14024e+07 22.415 23.8333 0.00922763
336 335.616 41 160 30881.2 1.16575e+07 21.7167 23.3116 0.0111647
337 336.616 38 159 31054.8 1.1836e+07 21.8672 23.1932 0.0132199
338 337.115 39 158 31093 1.19224e+07 22.0977 23.3371 0.0145209
339 338.032 38 161 31120.7 1.20731e+07 22.5445 23.3559 0.0174622
340 339.203 38 163 31158.9 1.2247e+07 23.3021 23.4084 0.0223598
341 340.483 38 160 31315.3 1.2413e+07 24.1156 23.5255 0.0291779
342 341.018 38 163 31433.7 1.24764e+07 24.4516 23.7216 0.03242
343 342.003 38 164 31750.6 1.25878e+07 24.5829 23.7763 0.0388449
344 343.51 38 167 32397.1 1.27557e+07 24.6664 24.3662 0.0491326
345 344.51 38 166 32881 1.28725e+07 24.3084 24.6879 0.055736
346 345.51 38 166 33322.3 1.2997e+07 24.0695 25.1528 0.061756
347 346.265 37 164 33586 1.30958e+07 23.9618 25.6006 0.06573
348 347.163 39 164 33792.7 1.32163e+07 23.7556 26.2415 0.0696268
349 348.481 38 164 33879.3 1.33923e+07 22.8108 26.9083 0.0733006
350 349.429 36 164 33769.8 1.35122e+07 21.6363 27.547 0.0741253
351 350.085 36 167 33609.1 1.35893e+07 20.4618 28.053 0.0737049
352 351.373 36 163 33054.2 1.37218e+07 17.8842 28.6829 0.0705615
353 352.272 37 158 32465.3 1.37951e+07 15.7212 29.331 0.0667928
354 353.105 37 154 31733.1 1.38457e+07 14.1727 29.6714 0.0625035
355 354.101 36 157 30635.4 1.38786e+07 12.1988 30.107 0.0568686
356 355.912 36 142 27993.6 1.38389e+07 10.4163 30.4457 0.046798
357 356.317 36 142 27343.1 1.38079e+07 9.72424 30.4152 0.0447702
358 357.179 36 140 25910.9 1.37132e+07 9.31489 30.4511 0.0408203
359 358.525 35 139 23745.2 1.34842e+07 8.71436 30.3635 0.0357556
360 359.525 35 136 22317.7 1.32542e+07 8.3217 30.1863 0.0328335
361 360.449 35 134 21239.6 1.30046e+07 7.82144 29.6962 0.0307056
362 361.281 35 135 20478 1.27583e+07 7.59442 29.2897 0.0292012
363 362.042 35 136 19964 1.25219e+07 7.5425 29.0793 0.0281171
364 363.131 36 134 19544.8 1.21776e+07 7.52233 28.7193 0.026981
