timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
724 723.504 15 76 17384.1 1.34131e+07 7.2243 38.4941 0.0476473
725 724.616 15 73 24066.6 1.26564e+07 7.73965 38.3667 0.0584931
726 725.349 15 77 30051.8 1.23124e+07 9.32304 37.3944 0.065615
727 726.484 15 79 42401.3 1.20651e+07 9.67013 37.2948 0.074556
728 727.713 15 79 59475.9 1.22777e+07 9.84777 36.2083 0.0781148
729 728.128 15 76 65169.9 1.24887e+07 11.5899 36.0431 0.0772652
730 729 16 79 75321.8 1.3174e+07 11.4286 34.9625 0.0717238
731 730.286 17 80 81325.3 1.47863e+07 9.56875 29.9904 0.0560249
732 731.096 18 80 76512.9 1.60944e+07 8.70076 28.1494 0.0443824
733 732.003 19 83 64338.1 1.75733e+07 7.38071 25.0225 0.0328144
734 733.45 16 84 39761.5 1.91315e+07 8.08257 20.315 0.0207485
735 734.308 14 83 28329 1.93003e+07 6.44647 19.5584 0.0170802
736 735.255 14 84 19471.5 1.89253e+07 5.91624 18.7011 0.0152164
737 736.796 13 83 11527.7 1.75633e+07 7.0516 18.4932 0.0156498
738 737.471 13 84 9668.84 1.68257e+07 5.91404 17.9961 0.0168748
739 738.471 13 77 7963.25 1.56924e+07 6.03386 18.1308 0.0195994
740 739.106 13 75 7354.17 1.49761e+07 5.11276 17.0559 0.0218064
741 740.299 12 72 6895.2 1.36848e+07 5.32357 17.7116 0.0267206
742 741.299 12 67 7088.82 1.26827e+07 5.09763 17.4522 0.0313618
743 742.369 12 67 7867.03 1.17118e+07 5.1571 16.5213 0.0365291
744 743.665 12 65 9753.64 1.06951e+07 4.94962 16.6583 0.0424801
745 744.665 12 60 12157.6 1.00454e+07 5.04068 16.1968 0.0463925
746 745.006 12 62 13209.2 9.85451e+06 6.3089 15.0944 0.0475256
747 746.853 13 60 21752.6 9.12692e+06 5.61736 14.7665 0.0509081
748 747.611 14 60 26864 9.01074e+06 6.35622 14.0133 0.0506275
749 748.043 14 61 30164.1 9.00237e+06 7.21574 13.5855 0.0499669
750 749.021 16 65 38378.1 9.15665e+06 8.78698 12.9168 0.047137
751 750.274 17 67 49604.9 9.74086e+06 8.72207 11.568 0.0412028
752 751.398 18 70 57886.9 1.06404e+07 10.5743 10.848 0.0346455
753 752.286 18 73 62521.7 1.15357e+07 11.6462 10.6159 0.029379
754 753.051 18 78 65570.5 1.23679e+07 11.6291 10.7491 0.0249875
755 754.28 17 86 70311.8 1.37003e+07 9.22627 10.6824 0.0181917
756 755.134 17 89 73621.9 1.46198e+07 7.56566 11.0611 0.013819
757 756.125 17 91 75080.7 1.5763e+07 6.31505 11.4671 0.00968907
758 757.225 19 93 69711.9 1.71789e+07 5.96639 11.7545 0.00673251
759 758.14 19 100 59526 1.83303e+07 5.66713 12.4483 0.00545332
760 759.117 19 104 45935.9 1.92337e+07 5.6866 12.5663 0.00495934
761 760.38 15 102 30344.4 1.9561e+07 6.58497 12.5317 0.00526872
762 761.024 16 102 24610.3 1.93658e+07 7.44463 12.6007 0.005749
763 762.959 15 103 15094.6 1.7882e+07 9.0923 13.0576 0.008318
764 763.1 15 104 14751.5 1.7744e+07 7.49655 12.5323 0.00857653
765 764.1 15 101 13140.8 1.67344e+07 8.96442 13.2441 0.0107435
766 765.675 14 93 13146.2 1.51595e+07 8.26303 13.3804 0.0158684
767 766.442 15 87 14130 1.44535e+07 8.14266 13.104 0.019459
768 767.442 15 84 16476 1.36278e+07 7.35016 13.7495 0.0255141
769 768.983 15 81 22981 1.2635e+07 6.99588 14.0974 0.0385097
770 769.001 15 82 23076.4 1.26263e+07 8.63927 13.466 0.0386885
771 770.976 16 84 37823.5 1.20459e+07 7.62045 14.8135 0.062255
772 771.568 15 84 43392.9 1.20703e+07 8.91779 15.0408 0.0705195
773 772.338 15 85 50679.2 1.22658e+07 9.91901 15.5768 0.0817582
774 773.462 17 83 59715.1 1.29032e+07 11.2029 16.2654 0.0978883
775 774.073 18 85 62467.2 1.34238e+07 12.6944 17.053 0.105781
776 775.519 17 87 60554.9 1.49747e+07 13.8714 16.6517 0.118999
777 776.241 18 89 55354.2 1.57769e+07 13.6623 17.3257 0.121969
778 777.474 18 85 42911.4 1.68495e+07 13.3487 16.8174 0.122489
779 778.006 18 87 37531.6 1.71192e+07 11.83 16.7937 0.121447
780 779.004 17 80 28551.2 1.72655e+07 12.2002 16.2362 0.118092
781 780.216 17 77 20904.7 1.68908e+07 14.8488 15.9816 0.111318
782 781.843 17 74 16709.9 1.57874e+07 15.2739 15.8579 0.0984861
783 782.692 18 74 17363.5 1.50942e+07 14.6491 15.6776 0.0988754
784 783.494 18 72 20395 1.44338e+07 12.4253 15.586 0.114155
785 784.737 18 68 32400 1.34963e+07 7.62548 15.7919 0.1664
786 785.737 18 67 52614.5 1.29224e+07 5.89824 15.992 0.214115
787 786.358 18 67 70933 1.27132e+07 6.46016 16.0127 0.239012
788 787.159 17 68 99067.7 1.27016e+07 7.57792 16.6547 0.262603
789 788.211 18 70 134405 1.33527e+07 7.77316 17.8837 0.276621
790 789.275 19 70 150603 1.50726e+07 10.0265 18.3979 0.270571
791 790.037 19 75 146043 1.69087e+07 12.7248 19.5841 0.254302
792 791.007 22 80 129222 1.95096e+07 14.8223 19.4867 0.218458
793 792.116 21 86 102099 2.23487e+07 14.2792 17.6701 0.16611
794 793.004 20 92 76279.2 2.42226e+07 12.7502 15.6955 0.129898
795 794.081 17 91 47285.3 2.54797e+07 10.886 13.6679 0.0993011
796 795.028 17 94 29305.6 2.54528e+07 9.50524 12.4972 0.0818604
797 796.58 16 93 13845.2 2.37989e+07 10.7174 11.8189 0.0635844
798 797.219 16 93 10680.5 2.28242e+07 8.81982 11.4894 0.0581565
799 798.219 15 90 7636.44 2.11893e+07 9.73556 11.6971 0.0510841
800 799.131 14 83 6146.98 1.96871e+07 8.14159 11.4777 0.0457933
801 800.131 14 79 5355.81 1.81002e+07 7.34414 11.4146 0.0410239
802 801.131 14 73 5234.35 1.66129e+07 6.79708 11.2685 0.0379066
803 802.131 14 70 5851.07 1.52423e+07 6.8655 11.1136 0.0397852
804 803.166 14 71 7792.62 1.39546e+07 8.54263 10.4657 0.056979
805 804.953 14 65 19727.6 1.20418e+07 8.08011 10.5511 0.144962
806 805.953 14 64 39485.6 1.11368e+07 6.71143 10.2794 0.205727
807 806.844 14 64 75102.3 1.0416e+07 6.12972 9.92136 0.25077
808 807.09 14 63 88248.9 1.0228e+07 8.75278 9.37258 0.261301
809 808.09 14 62 166961 9.48293e+06 5.43399 9.65012 0.295132
810 809.226 17 61 259627 8.62611e+06 6.35457 9.40804 0.319626
811 810.163 20 58 289416 7.92695e+06 8.29427 8.92094 0.329151
812 811.224 21 58 301440 7.37371e+06 8.32119 9.52238 0.32204
813 812.064 23 57 293543 7.57013e+06 8.47414 11.3263 0.287127
814 813.056 16 62 254766 9.85038e+06 8.34607 17.3237 0.19729
815 814.256 10 68 145439 1.73629e+07 9.95104 15.4995 0.0977094
816 815.049 10 84 72244.1 2.20469e+07 8.66042 15.5347 0.0706697
817 816.251 10 96 19147.2 2.39053e+07 12.3016 14.7919 0.0576028
818 817.141 10 99 7412.29 2.29111e+07 11.8267 14.9023 0.0549427
819 818.578 9 84 2052.18 2.03393e+07 23.1509 15.8371 0.0535714
820 819.578 8 78 1050.98 1.85111e+07 18.4912 15.9369 0.053406
821 820.578 8 72 662.345 1.67983e+07 15.9304 15.9713 0.0553671
822 821.578 8 67 545.764 1.52249e+07 15.3551 15.9836 0.0705459
823 822.578 8 63 638.756 1.37909e+07 12.8636 15.9877 0.121597
824 823.578 8 61 1055.51 1.2489e+07 7.15013 15.9887 0.191543
825 824.43 9 61 1947.18 1.1477e+07 4.98314 15.7455 0.230661
826 825.43 8 60 4441.75 1.03943e+07 3.56287 15.9938 0.246697
827 826.452 9 58 10836.2 9.39763e+06 3.11041 16.0099 0.244442
828 827.427 9 59 25554.7 8.54193e+06 2.95667 16.0139 0.235134
829 828.427 9 58 59595.3 7.75992e+06 2.85813 16.1771 0.22274
830 829.936 10 57 170681 6.80202e+06 3.06814 16.8005 0.199178
831 830.365 10 58 203889 6.61452e+06 4.47831 16.4038 0.190182
832 831.036 11 56 248912 6.4796e+06 4.32536 17.7583 0.172278
833 832.167 12 58 269450 7.33944e+06 5.16253 19.1246 0.12351
834 833.043 15 65 233904 1.0278e+07 5.10561 13.699 0.0755615
835 834.191 16 74 128506 1.78202e+07 5.83199 7.54221 0.0368858
836 835.147 16 82 52440 2.24894e+07 5.97702 6.81943 0.0265528
837 836.124 16 86 18080.6 2.33184e+07 7.05611 6.64433 0.0238156
838 837.736 14 87 3671.89 2.10985e+07 16.4546 6.9982 0.0237899
839 838.736 13 77 1714.98 1.92923e+07 13.1271 7.08678 0.0247638
840 839.736 11 73 982.336 1.75429e+07 11.1385 7.11571 0.0285845
841 840.277 11 73 805.399 1.66473e+07 8.25785 6.8039 0.0365468
842 841.277 11 69 708.884 1.50941e+07 12.1808 7.12799 0.0945021
843 842.277 11 66 897.904 1.36773e+07 17.2945 7.13016 0.251992
844 843.277 11 62 1551.46 1.23911e+07 19.947 7.13213 0.44268
845 844.277 11 61 3211.73 1.1228e+07 17.4401 7.1371 0.572014
846 845.277 11 59 7212.28 1.01821e+07 15.439 7.15122 0.637826
847 846.277 11 58 16635.4 9.2522e+06 14.5173 7.18917 0.666808
848 847.277 11 57 37945.2 8.45039e+06 14.2574 7.28808 0.674941
849 848.07 11 58 69659.8 7.93504e+06 16.2545 7.33267 0.668541
850 849.27 13 57 144789 7.54304e+06 18.9636 8.06631 0.622884
851 850.338 15 57 200248 8.20433e+06 24.9486 10.1782 0.508814
852 851.223 17 61 199549 1.04692e+07 27.7099 12.4565 0.360439
853 852.038 14 69 157598 1.44742e+07 28.9388 12.4007 0.238128
854 853.283 13 79 68055.5 2.08412e+07 37.6012 10.1591 0.145319
855 854.099 13 85 32773.4 2.2434e+07 34.5258 10.1502 0.124295
856 855.228 13 89 11809.6 2.19929e+07 40.6031 10.1007 0.112223
857 856.25 13 89 5399.72 2.05238e+07 64.6951 10.4978 0.105818
858 857.25 12 80 3059.41 1.88596e+07 49.7036 10.622 0.0989109
859 858.25 12 76 2175.7 1.72158e+07 36.1236 10.6656 0.089439
860 859.25 11 74 1993.7 1.56721e+07 20.4817 10.6825 0.0770189
861 860.25 11 71 2344.58 1.42537e+07 9.86748 10.6928 0.0630434
862 861.25 11 68 3374.06 1.2968e+07 5.51903 10.7074 0.050512
863 862.733 11 66 7309.83 1.13146e+07 3.43477 10.7636 0.0387008
864 863.319 11 66 10346.3 1.07511e+07 3.73228 10.4003 0.0361613
865 864.319 11 63 19203.5 9.92705e+06 2.81049 10.9549 0.0336814
866 865.319 11 63 35466.1 9.33191e+06 2.70349 11.2444 0.0325239
867 866.275 11 64 59687.4 9.09726e+06 3.33975 11.5397 0.0316861
868 867.137 12 65 85936 9.35544e+06 3.85302 12.4218 0.0304752
869 868.002 13 66 107266 1.03411e+07 4.25017 13.5322 0.0285377
870 869.138 15 70 104871 1.30736e+07 4.59513 13.7067 0.0264035
871 870.356 17 72 68854.2 1.67448e+07 6.001 11.8434 0.0292688
872 871.046 17 79 48141.6 1.81663e+07 5.3502 12.2536 0.0350684
873 872.703 18 81 18932.7 1.87555e+07 10.724 11.7533 0.0625292
874 873.122 18 84 15579.6 1.84736e+07 8.67834 11.7073 0.0712885
875 874.748 18 83 9315.47 1.67994e+07 13.1909 12.0728 0.100965
876 875.982 18 80 8256.92 1.53639e+07 10.5764 12.0357 0.112658
877 876.07 18 81 8249.25 1.52637e+07 9.6658 11.2371 0.11315
878 877.715 18 70 9362 1.35036e+07 7.35203 11.82 0.117171
879 878.715 18 66 11196.9 1.25812e+07 6.31275 11.6104 0.116691
880 879.39 18 66 12994.8 1.20367e+07 6.20885 11.1631 0.115626
881 880.628 18 63 17721.8 1.12255e+07 5.33789 10.9574 0.112209
882 881.309 19 63 21130.5 1.08997e+07 5.85438 10.3503 0.109405
883 882.172 19 65 26318.7 1.06298e+07 5.34069 10.0135 0.104736
884 883.172 19 64 33084.4 1.0546e+07 5.19034 9.32993 0.0976046
885 884.137 20 65 39099.5 1.073e+07 5.61543 8.52151 0.0891144
886 885.099 21 68 42901.6 1.11682e+07 6.33279 7.92071 0.0797471
887 886.004 21 72 43568.5 1.17527e+07 6.5717 7.46488 0.0710881
888 887.168 21 77 40294.5 1.25768e+07 7.06069 6.8022 0.0617034
889 888.168 21 77 35387.6 1.31532e+07 8.64091 6.24736 0.0571354
890 889.143 21 82 31513.5 1.34616e+07 9.35039 6.26829 0.0619845
891 890.065 21 83 30422.3 1.35105e+07 12.5938 6.15938 0.09306
892 891.084 21 84 34638.7 1.33462e+07 17.0663 6.18398 0.188527
893 892.084 21 84 47728.5 1.30776e+07 16.2985 6.33578 0.325088
894 893.094 22 86 72119.7 1.28835e+07 18.0154 6.583 0.429057
895 894.246 22 82 109835 1.31511e+07 13.8401 7.53615 0.456204
896 895.049 20 82 128367 1.40808e+07 14.8405 8.69755 0.41977
897 896.367 19 88 111803 1.75566e+07 19.0222 11.3594 0.311597
898 897.011 20 89 88392.5 1.96144e+07 19.3035 12.7035 0.268039
899 898.323 21 90 47716.2 2.21072e+07 28.8862 12.9121 0.234991
900 899.546 22 87 38178 2.19271e+07 18.3077 13.3248 0.250532
901 900.546 22 83 51731.5 2.0879e+07 6.24333 13.8517 0.210213
902 901.164 24 82 70396.1 2.00955e+07 5.70906 13.4603 0.164183
903 902.014 25 82 111966 1.90157e+07 4.82217 13.7129 0.107333
904 903.041 28 80 169782 1.79927e+07 4.47614 14.5878 0.0611119
905 904.135 28 75 215884 1.80905e+07 3.55628 17.2008 0.0329207
906 905.007 28 79 191246 2.04063e+07 4.28848 20.483 0.0198849
907 906.122 26 81 107241 2.58696e+07 4.649 18.7866 0.0123887
908 907.016 26 86 49699.9 2.86802e+07 4.46519 17.1373 0.0115301
909 908.096 24 88 16746.8 2.86124e+07 11.1466 16.3054 0.013831
910 909.303 19 91 5645.62 2.63997e+07 10.2924 16.6542 0.0189575
911 910.528 16 83 2361.31 2.36993e+07 10.8305 17.0416 0.0260737
912 911.528 15 78 1390.09 2.15631e+07 9.27281 17.0741 0.0330563
913 912.528 14 74 956.69 1.9575e+07 8.2641 17.0759 0.0409623
914 913.528 14 70 762.506 1.77517e+07 7.71005 17.0667 0.0498544
915 914.406 14 66 700.796 1.6286e+07 7.40925 16.8411 0.0587357
916 915.406 14 62 720.826 1.47603e+07 7.82299 17.0366 0.0708795
917 916.406 14 60 841.44 1.33786e+07 8.59582 17.0147 0.0865809
918 917.406 14 58 1105.65 1.21307e+07 9.99224 16.9869 0.107384
919 918.406 14 57 1616.84 1.10073e+07 12.0419 16.9503 0.133834
920 919.406 14 55 2592.75 1.00016e+07 14.5113 16.9 0.164701
921 920.406 14 55 4482 9.11035e+06 16.8063 16.8283 0.197337
922 921.406 14 51 8198.46 8.33707e+06 18.299 16.7226 0.228746
923 922.406 14 51 15544.9 7.69694e+06 18.8511 16.5628 0.256271
924 923.632 17 51 34149.5 7.15415e+06 22.2222 15.8745 0.280964
925 924.632 17 51 62755.4 7.01953e+06 18.9196 15.7633 0.288298
926 925.285 17 51 87547.2 7.18909e+06 22.9656 15.1864 0.282953
927 926.298 17 55 123561 8.13209e+06 28.0057 14.4207 0.252279
928 927.008 18 59 136883 9.52946e+06 29.7659 13.4352 0.215385
929 928.029 24 61 125248 1.27844e+07 30.8775 11.7015 0.156762
930 929.026 22 70 91260.6 1.64036e+07 32.663 10.2781 0.114912
931 930.583 22 76 56600.1 1.93211e+07 20.9439 9.44096 0.107483
932 931.148 23 78 55946.3 1.94943e+07 12.0074 9.84143 0.118014
933 932.033 22 80 64393.3 1.93882e+07 6.75651 10.3113 0.119258
934 933.115 22 80 82650.9 1.93164e+07 4.87216 11.1773 0.094307
935 934.131 24 77 92442.9 1.99144e+07 5.2987 12.105 0.0660717
936 935.002 26 77 86700.8 2.10785e+07 5.10959 12.6043 0.0469966
937 936.097 26 78 63453.4 2.28107e+07 5.15371 12.063 0.0317018
938 937.028 26 82 41656.5 2.36497e+07 5.03802 11.4384 0.0249522
939 938.003 25 85 25309.2 2.3529e+07 5.65647 10.9459 0.0226341
940 939.217 26 88 14631.7 2.23226e+07 6.50976 10.6513 0.0303934
941 940.287 26 88 11151 2.07974e+07 10.9991 11.0351 0.0673357
942 941.287 26 80 11989 1.92618e+07 12.5867 11.0401 0.152802
943 942.287 26 73 18202 1.77501e+07 8.79628 11.0416 0.249419
944 943.97 27 67 56627.1 1.54118e+07 4.38742 11.1107 0.300481
945 944.051 27 68 59833.4 1.53078e+07 7.36819 10.2734 0.300011
946 945.445 29 66 142965 1.36416e+07 4.95379 10.9367 0.274931
947 946.79 30 61 250035 1.23562e+07 4.17856 12.1543 0.236754
948 947.062 32 61 259110 1.21798e+07 5.78266 11.7111 0.227925
949 948.099 34 62 273817 1.20455e+07 5.66105 13.9741 0.191972
950 949.132 36 67 249074 1.36964e+07 6.0279 18.384 0.154406
951 950.033 33 75 196238 1.74613e+07 6.42077 22.671 0.135157
952 951.132 32 84 122416 2.27367e+07 9.98962 20.9075 0.148736
953 952.156 36 91 99804.1 2.47684e+07 12.0324 20.3502 0.140188
954 953.042 38 97 111558 2.48442e+07 9.30684 20.6973 0.107554
955 954.092 37 99 129000 2.49992e+07 7.76944 20.8148 0.08363
956 955.041 41 96 119130 2.63587e+07 7.95223 18.9146 0.0688197
957 956.276 35 100 72204.7 2.90855e+07 9.15822 14.0846 0.054122
958 957.246 34 106 38230.9 2.99198e+07 9.78578 12.2207 0.0481515
959 958.282 31 106 18357.7 2.90588e+07 11.7553 11.4562 0.0469954
960 959.133 30 108 10568 2.75731e+07 15.1716 11.3913 0.0514224
961 960.886 29 100 5177.89 2.38982e+07 17.713 11.4212 0.11018
962 961.372 29 95 4972.83 2.28825e+07 16.4421 10.8437 0.153297
963 962.015 29 96 5402.81 2.15795e+07 20.7956 11.0054 0.233766
964 963.015 29 91 8276.79 1.96671e+07 19.0762 11.3458 0.380383
965 964.015 29 87 16318.9 1.79064e+07 13.4604 11.3281 0.493417
966 965.015 29 84 35888.4 1.62942e+07 10.7942 11.3349 0.557324
967 966.418 30 79 105573 1.42501e+07 9.94948 11.4293 0.597517
968 967.505 32 75 202511 1.28095e+07 10.7125 11.6814 0.608494
969 968.187 37 73 244437 1.19786e+07 16.8836 11.0171 0.609068
970 969.277 38 70 298111 1.08464e+07 14.8119 12.6383 0.598658
971 970.306 41 73 300376 1.01358e+07 17.7666 13.1127 0.570404
972 971.101 42 73 297054 9.88973e+06 18.0544 14.5745 0.533419
973 972.737 35 72 282339 1.0199e+07 18.6266 17.6912 0.420038
974 973.212 32 73 280388 1.04e+07 17.6488 18.5953 0.383133
975 974.125 35 73 278787 1.07248e+07 16.2468 18.9131 0.315734
976 975.017 37 72 281384 1.08121e+07 14.6341 18.7948 0.261204
977 976.103 42 71 286147 1.06777e+07 13.1331 19.3062 0.21195
978 977.111 44 72 281237 1.09313e+07 12.5681 21.9949 0.172526
979 978.041 43 74 252434 1.27502e+07 12.5477 28.9368 0.12848
980 979.06 34 77 174270 1.79849e+07 12.8992 33.6682 0.081606
981 980.1 33 79 82239.7 2.39007e+07 16.7475 29.7897 0.0615224
982 981.023 29 93 40383.7 2.57439e+07 18.1831 29.3936 0.0707254
983 982.155 19 95 27992.9 2.49958e+07 14.8301 29.8454 0.106457
984 983.183 20 95 34859.8 2.34878e+07 7.40423 29.8552 0.126327
985 984.048 20 85 47355.6 2.23242e+07 6.17785 30.5555 0.128967
986 985.271 22 83 68032.2 2.13593e+07 6.15675 30.8401 0.12156
987 986.521 22 84 77273.9 2.15969e+07 6.56913 29.0351 0.105868
988 987.417 23 86 68930.4 2.24301e+07 7.54448 26.0166 0.092736
989 988.025 24 90 58500.7 2.30386e+07 7.12553 24.6956 0.0846714
990 989.264 21 93 35349.7 2.36178e+07 7.83736 21.6647 0.0725678
991 990.154 20 92 23192.6 2.32506e+07 8.57535 20.5481 0.067307
992 991.05 20 94 15385.7 2.23603e+07 9.42804 20.0427 0.0641666
993 992.067 20 91 10289 2.09944e+07 11.1801 20.0699 0.0631754
994 993.142 21 87 7697.19 1.93919e+07 9.43957 19.2866 0.0683074
995 994.961 22 81 7617.72 1.67191e+07 12.8401 19.579 0.128683
996 995.895 22 81 10411.3 1.54517e+07 12.5617 19.3284 0.198149
997 996.895 22 78 18083 1.4203e+07 8.66529 19.3103 0.270572
998 997.895 22 75 36027.5 1.30769e+07 6.10044 19.2335 0.314918
999 998.895 22 75 74260 1.20869e+07 5.04343 19.296 0.332597
1000 999.249 23 75 93243 1.17759e+07 7.08416 18.4116 0.334312
1001 1000.45 25 72 181288 1.09464e+07 5.29138 20.1145 0.325873
1002 1001.23 27 74 222583 1.08325e+07 7.1845 21.2994 0.304705
1003 1002.24 28 74 235002 1.20241e+07 7.73644 24.6092 0.247999
1004 1003.37 27 79 177397 1.66981e+07 9.23219 20.8079 0.167147
1005 1004.03 27 90 126337 2.04209e+07 9.0902 19.455 0.143597
1006 1005.04 27 99 70539.4 2.40564e+07 16.1166 16.8291 0.186566
1007 1006.05 28 106 62335.2 2.43973e+07 36.4407 16.4117 0.349823
1008 1007.58 33 104 109478 2.27866e+07 28.8575 17.9328 0.468802
1009 1008.45 34 102 142064 2.2308e+07 33.7451 19.4305 0.456609
1010 1009.02 35 100 153931 2.25635e+07 39.2953 21.2054 0.431527
1011 1010.18 36 101 135316 2.4911e+07 46.4668 23.991 0.354139
1012 1011.01 31 106 99237.9 2.73302e+07 46.3121 24.2583 0.296897
1013 1012.02 27 106 58133.3 2.91871e+07 56.7676 21.7349 0.233706
1014 1013.17 27 106 37385.1 2.89441e+07 18.4436 21.7803 0.15001
1015 1014.02 26 106 35010.2 2.7899e+07 8.06041 22.1342 0.0875499
1016 1015.88 24 105 46380.4 2.53988e+07 3.8404 23.8338 0.0208844
1017 1016.24 25 105 49173.9 2.50344e+07 4.18984 23.4417 0.0163283
1018 1017.03 27 106 53811.3 2.44512e+07 4.08797 24.4007 0.0105212
1019 1018.13 28 108 54119.2 2.41075e+07 4.22446 25.472 0.00774079
1020 1019.01 27 110 48803.1 2.40564e+07 4.19721 25.9091 0.0081631
1021 1020.65 25 108 32588.4 2.36933e+07 5.41978 25.8568 0.0172043
1022 1021.16 24 108 28109.2 2.3386e+07 5.08959 25.6279 0.0241646
1023 1022.89 23 110 18398.6 2.16756e+07 7.07659 25.7005 0.0814991
1024 1023.53 21 110 17281.8 2.08808e+07 7.39001 25.1546 0.11606
1025 1024.53 21 107 18585.8 1.95788e+07 10.3257 25.5925 0.160085
1026 1025.1 22 103 21460.2 1.88451e+07 12.492 24.8378 0.167275
1027 1026.65 22 99 42637.5 1.70136e+07 11.7205 25.7476 0.136705
1028 1027.06 22 100 52709.8 1.66109e+07 14.4977 24.9143 0.126499
1029 1028.06 24 96 86816.1 1.58795e+07 16.0931 25.5164 0.107492
1030 1029.33 29 97 133802 1.59007e+07 15.6476 27.8642 0.0935178
1031 1030.03 30 102 146414 1.67083e+07 17.763 29.5413 0.088217
1032 1031.11 30 104 132864 1.94067e+07 18.9025 28.4212 0.0818491
1033 1032.02 30 112 96681.4 2.24201e+07 19.7379 24.6972 0.0794274
1034 1033.1 27 121 53978.5 2.48699e+07 20.7755 21.3548 0.0837095
1035 1034.03 27 122 31363.7 2.5239e+07 20.7836 20.0307 0.0960489
1036 1035.36 25 118 19377.3 2.39579e+07 19.8174 19.8608 0.110407
1037 1036.09 25 118 18892.2 2.2874e+07 10.5167 19.5942 0.0993095
1038 1037.66 24 112 28085.3 2.05446e+07 4.47152 20.6671 0.0578324
1039 1038.28 24 108 35449.2 1.97603e+07 4.35107 20.4226 0.0480784
1040 1039.28 24 102 51590.6 1.88159e+07 3.62067 21.6347 0.0409179
1041 1040.83 27 95 76251.6 1.85365e+07 4.16669 22.8701 0.0428631
1042 1041.06 27 96 78134.2 1.86512e+07 5.08648 23.0551 0.0443174
1043 1042.19 27 94 77687.9 1.97102e+07 5.95301 23.3194 0.0585381
1044 1043.19 25 97 66189.7 2.09029e+07 7.84053 22.4505 0.0903536
1045 1044.25 25 100 54369.1 2.16624e+07 11.8281 21.4757 0.15978
1046 1045.18 27 104 52535 2.16674e+07 16.0988 20.6494 0.233019
1047 1046.5 29 103 73237 2.08623e+07 7.94672 20.0799 0.22857
1048 1047.04 29 107 91220.1 2.0387e+07 6.80048 19.7119 0.192084
1049 1048.02 33 108 137199 1.94864e+07 5.58233 19.7249 0.123953
1050 1049.19 35 99 191626 1.88926e+07 4.53413 21.5333 0.069031
1051 1050.37 38 92 193245 2.04429e+07 4.78527 23.9244 0.0393599
1052 1051.04 37 99 160553 2.29214e+07 4.61026 24.4686 0.0309505
1053 1052.17 33 106 80916.3 2.77955e+07 6.114 19.1781 0.0306479
1054 1053.06 35 106 38780.9 2.93048e+07 6.97671 17.8477 0.0478792
1055 1054.97 27 107 13648 2.69236e+07 27.3545 17.912 0.137124
1056 1055.05 27 108 13551.5 2.67624e+07 19.8143 16.8791 0.139325
1057 1056.05 26 100 15430.7 2.47156e+07 33.0173 18.1321 0.146536
1058 1057.34 28 97 25702.3 2.22829e+07 29.1815 17.5983 0.138411
1059 1058.11 28 97 36371.5 2.10864e+07 26.873 17.7868 0.133963
1060 1059.46 27 95 61792.9 1.97023e+07 28.4204 17.6753 0.12426
1061 1060.08 26 96 72628.6 1.95049e+07 30.6066 17.3457 0.117816
1062 1061.02 26 96 81448.9 1.98579e+07 31.8021 16.1685 0.105104
1063 1062.18 27 98 71845 2.11983e+07 34.3424 13.7506 0.0875923
1064 1063.18 27 103 51947.8 2.23813e+07 36.9645 11.8399 0.0751939
1065 1064.1 29 100 34585.3 2.27967e+07 37.9255 10.8078 0.068004
1066 1065.37 29 102 19304.8 2.21486e+07 47.9007 10.1507 0.065479
1067 1066.07 30 103 14843.1 2.13856e+07 48.8532 9.96196 0.0702707
1068 1067.27 30 105 11596 1.97808e+07 48.8889 9.87664 0.10537
1069 1068.65 30 94 13315.4 1.78443e+07 25.2037 10.0658 0.210509
1070 1069.67 30 91 19009.8 1.65352e+07 14.3921 10.0989 0.296716
1071 1070.68 30 89 30477.2 1.54234e+07 10.3943 10.2197 0.353
1072 1071.06 30 89 36619.9 1.50784e+07 12.6255 9.85348 0.365022
1073 1072.63 32 87 74545.8 1.42951e+07 9.37237 10.8725 0.368368
1074 1073.23 32 87 90474.3 1.4424e+07 10.7556 11.2099 0.351654
1075 1074.01 34 89 104049 1.51351e+07 12.7712 12.0418 0.316724
1076 1075.05 35 91 101828 1.706e+07 13.872 11.8521 0.260025
1077 1076.04 34 97 80428.5 1.93938e+07 15.6208 11.2329 0.214952
1078 1077.12 31 106 57728.2 2.10727e+07 19.9781 10.276 0.193145
1079 1078.25 32 109 52161.8 2.13082e+07 13.5216 9.87048 0.187661
1080 1079.09 32 112 64442.4 2.07786e+07 7.54648 9.83147 0.167992
1081 1080.24 35 111 104405 1.97678e+07 4.48893 10.3272 0.125979
1082 1081.34 37 99 150732 1.92871e+07 4.45373 11.198 0.094037
1083 1082.41 37 95 165622 2.03687e+07 4.74839 12.3427 0.0767313
1084 1083.06 39 95 149884 2.21097e+07 4.97328 12.8127 0.0753233
1085 1084.04 35 102 103387 2.5507e+07 5.97054 11.4519 0.094301
1086 1085.18 36 108 60906.2 2.77117e+07 11.1579 10.2687 0.142913
1087 1086.02 36 111 50719.1 2.76563e+07 23.3701 10.1389 0.140675
1088 1087.12 36 113 56116.6 2.66356e+07 34.6449 10.4086 0.0879381
1089 1088.2 36 113 69077 2.56938e+07 33.511 11.117 0.0560172
