t 	 Richness 	 Shannon Index 	 Evenness 
661 	 6 	 0.059210 	 0.033045 
662 	 6 	 0.058542 	 0.032673 
663 	 6 	 0.057909 	 0.032319 
664 	 6 	 0.057307 	 0.031984 
665 	 6 	 0.056735 	 0.031665 
666 	 6 	 0.056193 	 0.031362 
667 	 6 	 0.055679 	 0.031075 
668 	 6 	 0.055191 	 0.030803 
669 	 6 	 0.054729 	 0.030545 
670 	 6 	 0.054291 	 0.030300 
671 	 6 	 0.053876 	 0.030069 
672 	 6 	 0.053485 	 0.029850 
673 	 6 	 0.053114 	 0.029644 
674 	 6 	 0.052765 	 0.029449 
675 	 6 	 0.052436 	 0.029265 
676 	 6 	 0.052127 	 0.029093 
677 	 6 	 0.051836 	 0.028930 
678 	 6 	 0.051565 	 0.028779 
679 	 6 	 0.051311 	 0.028637 
680 	 6 	 0.051074 	 0.028505 
681 	 6 	 0.050855 	 0.028383 
682 	 6 	 0.050653 	 0.028270 
683 	 6 	 0.050467 	 0.028166 
684 	 6 	 0.050298 	 0.028072 
685 	 6 	 0.050145 	 0.027987 
686 	 6 	 0.050009 	 0.027911 
687 	 6 	 0.049889 	 0.027844 
688 	 6 	 0.049785 	 0.027786 
689 	 6 	 0.049699 	 0.027737 
690 	 6 	 0.049628 	 0.027698 
691 	 6 	 0.049575 	 0.027669 
692 	 6 	 0.049540 	 0.027649 
693 	 6 	 0.049523 	 0.027639 
694 	 6 	 0.049524 	 0.027640 
695 	 6 	 0.049545 	 0.027651 
696 	 6 	 0.049586 	 0.027674 
697 	 6 	 0.049648 	 0.027709 
698 	 6 	 0.049732 	 0.027756 
699 	 6 	 0.049839 	 0.027816 
700 	 6 	 0.049971 	 0.027889 
701 	 6 	 0.050129 	 0.027978 
702 	 6 	 0.050315 	 0.028081 
703 	 6 	 0.050531 	 0.028202 
704 	 6 	 0.050778 	 0.028340 
705 	 6 	 0.051060 	 0.028497 
706 	 6 	 0.051378 	 0.028674 
707 	 6 	 0.051735 	 0.028874 
708 	 6 	 0.052134 	 0.029097 
709 	 6 	 0.052579 	 0.029345 
710 	 6 	 0.053074 	 0.029621 
711 	 6 	 0.053622 	 0.029927 
712 	 6 	 0.054227 	 0.030265 
713 	 6 	 0.054895 	 0.030637 
714 	 6 	 0.055630 	 0.031048 
715 	 6 	 0.056439 	 0.031499 
716 	 6 	 0.057327 	 0.031995 
717 	 6 	 0.058302 	 0.032539 
718 	 6 	 0.059370 	 0.033135 
719 	 6 	 0.060539 	 0.033788 
720 	 6 	 0.061819 	 0.034502 
721 	 6 	 0.063219 	 0.035283 
722 	 6 	 0.064748 	 0.036136 
723 	 6 	 0.066418 	 0.037068 
724 	 6 	 0.068240 	 0.038085 
725 	 6 	 0.070227 	 0.039195 
726 	 6 	 0.072394 	 0.040404 
727 	 6 	 0.073723 	 0.041146 
728 	 6 	 0.076202 	 0.042529 
729 	 6 	 0.078901 	 0.044035 
730 	 6 	 0.081836 	 0.045674 
731 	 6 	 0.085028 	 0.047455 
732 	 6 	 0.088497 	 0.049391 
733 	 6 	 0.092264 	 0.051494 
734 	 6 	 0.096353 	 0.053776 
735 	 6 	 0.100788 	 0.056251 
736 	 6 	 0.105594 	 0.058933 
737 	 6 	 0.110800 	 0.061839 
738 	 6 	 0.116434 	 0.064983 
739 	 6 	 0.122525 	 0.068382 
740 	 6 	 0.129105 	 0.072055 
741 	 6 	 0.136208 	 0.076019 
742 	 6 	 0.143865 	 0.080292 
743 	 6 	 0.152111 	 0.084895 
744 	 6 	 0.160981 	 0.089845 
745 	 6 	 0.170510 	 0.095163 
746 	 6 	 0.180732 	 0.100869 
747 	 6 	 0.191682 	 0.106980 
748 	 6 	 0.203391 	 0.113515 
749 	 6 	 0.215891 	 0.120491 
750 	 6 	 0.229209 	 0.127924 
751 	 6 	 0.243370 	 0.135827 
752 	 6 	 0.258392 	 0.144211 
753 	 6 	 0.274288 	 0.153083 
754 	 6 	 0.291065 	 0.162447 
755 	 6 	 0.308721 	 0.172300 
756 	 6 	 0.327241 	 0.182637 
757 	 6 	 0.346599 	 0.193441 
758 	 6 	 0.366758 	 0.204692 
759 	 6 	 0.387662 	 0.216358 
760 	 6 	 0.409240 	 0.228401 
761 	 6 	 0.431403 	 0.240771 
762 	 6 	 0.454037 	 0.253403 
763 	 6 	 0.477015 	 0.266227 
764 	 6 	 0.500182 	 0.279157 
765 	 6 	 0.523364 	 0.292095 
766 	 6 	 0.546364 	 0.304931 
767 	 6 	 0.568970 	 0.317548 
768 	 6 	 0.590948 	 0.329814 
769 	 6 	 0.612053 	 0.341593 
770 	 6 	 0.632032 	 0.352744 
771 	 6 	 0.650624 	 0.363120 
772 	 6 	 0.667572 	 0.372579 
773 	 6 	 0.682628 	 0.380982 
774 	 6 	 0.695558 	 0.388198 
775 	 6 	 0.706153 	 0.394111 
776 	 6 	 0.714231 	 0.398620 
777 	 6 	 0.719648 	 0.401643 
778 	 6 	 0.722301 	 0.403124 
779 	 6 	 0.722131 	 0.403029 
780 	 6 	 0.719127 	 0.401353 
781 	 6 	 0.713325 	 0.398114 
782 	 6 	 0.704809 	 0.393361 
783 	 6 	 0.693704 	 0.387164 
784 	 6 	 0.680178 	 0.379614 
785 	 6 	 0.664428 	 0.370824 
786 	 6 	 0.646681 	 0.360919 
787 	 6 	 0.627183 	 0.350037 
788 	 6 	 0.606191 	 0.338322 
789 	 6 	 0.583970 	 0.325920 
790 	 6 	 0.560780 	 0.312978 
791 	 6 	 0.536881 	 0.299639 
792 	 6 	 0.512514 	 0.286040 
793 	 6 	 0.487905 	 0.272305 
794 	 6 	 0.463268 	 0.258555 
795 	 6 	 0.438788 	 0.244892 
796 	 6 	 0.414633 	 0.231411 
797 	 6 	 0.390946 	 0.218191 
798 	 6 	 0.367852 	 0.205302 
799 	 6 	 0.345449 	 0.192799 
800 	 6 	 0.323820 	 0.180727 
801 	 6 	 0.303028 	 0.169123 
802 	 6 	 0.283118 	 0.158011 
803 	 6 	 0.264122 	 0.147409 
804 	 6 	 0.246057 	 0.137327 
805 	 6 	 0.228929 	 0.127768 
806 	 6 	 0.212734 	 0.118729 
807 	 6 	 0.197461 	 0.110205 
808 	 6 	 0.183091 	 0.102185 
809 	 6 	 0.169599 	 0.094655 
810 	 6 	 0.156958 	 0.087600 
811 	 6 	 0.145134 	 0.081001 
812 	 6 	 0.134094 	 0.074839 
813 	 6 	 0.123802 	 0.069095 
814 	 6 	 0.114222 	 0.063748 
815 	 6 	 0.105314 	 0.058777 
816 	 6 	 0.097044 	 0.054161 
817 	 6 	 0.089374 	 0.049881 
818 	 6 	 0.082267 	 0.045914 
819 	 6 	 0.075691 	 0.042244 
820 	 6 	 0.069608 	 0.038849 
821 	 6 	 0.063989 	 0.035713 
822 	 6 	 0.058802 	 0.032818 
823 	 6 	 0.054016 	 0.030147 
824 	 6 	 0.049605 	 0.027685 
825 	 6 	 0.045541 	 0.025417 
826 	 6 	 0.041799 	 0.023329 
827 	 6 	 0.038356 	 0.021407 
828 	 6 	 0.035190 	 0.019640 
829 	 6 	 0.032279 	 0.018015 
830 	 6 	 0.029604 	 0.016522 
831 	 6 	 0.027148 	 0.015151 
832 	 6 	 0.024892 	 0.013893 
833 	 6 	 0.022823 	 0.012737 
834 	 6 	 0.020924 	 0.011678 
835 	 6 	 0.019182 	 0.010706 
836 	 6 	 0.017585 	 0.009815 
837 	 5 	 0.016079 	 0.009991 
838 	 5 	 0.014742 	 0.009159 
839 	 5 	 0.013516 	 0.008398 
840 	 5 	 0.012393 	 0.007700 
841 	 4 	 0.011331 	 0.008173 
842 	 4 	 0.010392 	 0.007496 
843 	 4 	 0.009533 	 0.006877 
844 	 4 	 0.008746 	 0.006309 
845 	 4 	 0.008026 	 0.005790 
846 	 4 	 0.007367 	 0.005314 
847 	 4 	 0.006764 	 0.004879 
848 	 4 	 0.006212 	 0.004481 
849 	 4 	 0.005707 	 0.004117 
850 	 4 	 0.005244 	 0.003783 
851 	 4 	 0.004821 	 0.003478 
852 	 4 	 0.004434 	 0.003199 
853 	 4 	 0.004080 	 0.002943 
854 	 4 	 0.003756 	 0.002709 
855 	 4 	 0.003459 	 0.002495 
856 	 4 	 0.003187 	 0.002299 
857 	 4 	 0.002938 	 0.002120 
858 	 4 	 0.002710 	 0.001955 
859 	 4 	 0.002502 	 0.001805 
860 	 4 	 0.002311 	 0.001667 
861 	 4 	 0.002135 	 0.001540 
862 	 4 	 0.001975 	 0.001425 
863 	 4 	 0.001828 	 0.001318 
864 	 4 	 0.001693 	 0.001221 
865 	 4 	 0.001569 	 0.001132 
866 	 4 	 0.001455 	 0.001050 
867 	 4 	 0.001351 	 0.000974 
868 	 4 	 0.001255 	 0.000905 
869 	 4 	 0.001167 	 0.000842 
870 	 4 	 0.001086 	 0.000783 
871 	 4 	 0.001012 	 0.000730 
872 	 3 	 0.000932 	 0.000848 
873 	 3 	 0.000870 	 0.000792 
874 	 3 	 0.000812 	 0.000739 
875 	 3 	 0.000759 	 0.000691 
876 	 3 	 0.000710 	 0.000646 
877 	 3 	 0.000664 	 0.000605 
878 	 3 	 0.000623 	 0.000567 
879 	 3 	 0.000584 	 0.000532 
880 	 3 	 0.000548 	 0.000499 
881 	 3 	 0.000515 	 0.000469 
882 	 3 	 0.000485 	 0.000441 
883 	 3 	 0.000456 	 0.000415 
884 	 3 	 0.000430 	 0.000391 
885 	 4 	 0.000418 	 0.000302 
886 	 4 	 0.000399 	 0.000288 
887 	 4 	 0.000381 	 0.000275 
888 	 4 	 0.000366 	 0.000264 
889 	 4 	 0.000352 	 0.000254 
890 	 4 	 0.000341 	 0.000246 
891 	 4 	 0.000333 	 0.000240 
892 	 4 	 0.000327 	 0.000236 
893 	 4 	 0.000324 	 0.000234 
894 	 4 	 0.000324 	 0.000234 
895 	 4 	 0.000327 	 0.000236 
896 	 4 	 0.000335 	 0.000242 
897 	 4 	 0.000347 	 0.000250 
898 	 4 	 0.000365 	 0.000263 
899 	 4 	 0.000388 	 0.000280 
900 	 4 	 0.000419 	 0.000303 
901 	 4 	 0.000459 	 0.000331 
902 	 4 	 0.000509 	 0.000367 
903 	 4 	 0.000572 	 0.000413 
904 	 4 	 0.000649 	 0.000468 
905 	 4 	 0.000744 	 0.000537 
906 	 4 	 0.000860 	 0.000620 
907 	 4 	 0.001001 	 0.000722 
908 	 4 	 0.001172 	 0.000845 
909 	 4 	 0.001379 	 0.000995 
910 	 4 	 0.001629 	 0.001175 
911 	 4 	 0.001931 	 0.001393 
912 	 4 	 0.002294 	 0.001655 
913 	 4 	 0.002732 	 0.001970 
914 	 4 	 0.003306 	 0.002385 
915 	 4 	 0.003946 	 0.002847 
916 	 4 	 0.004714 	 0.003401 
917 	 4 	 0.005634 	 0.004064 
918 	 3 	 0.006712 	 0.006109 
919 	 3 	 0.008028 	 0.007307 
920 	 3 	 0.009600 	 0.008738 
921 	 3 	 0.011476 	 0.010445 
922 	 3 	 0.013710 	 0.012480 
923 	 3 	 0.016370 	 0.014901 
924 	 3 	 0.019532 	 0.017779 
925 	 3 	 0.023285 	 0.021195 
926 	 3 	 0.027732 	 0.025242 
927 	 3 	 0.032992 	 0.030031 
928 	 3 	 0.039204 	 0.035685 
929 	 3 	 0.046522 	 0.042346 
930 	 2 	 0.055086 	 0.079472 
931 	 2 	 0.065171 	 0.094022 
932 	 2 	 0.076957 	 0.111025 
933 	 2 	 0.090682 	 0.130826 
934 	 2 	 0.106602 	 0.153795 
935 	 2 	 0.124984 	 0.180314 
936 	 2 	 0.146096 	 0.210773 
937 	 2 	 0.170196 	 0.245540 
938 	 2 	 0.197507 	 0.284943 
939 	 2 	 0.228202 	 0.329226 
940 	 2 	 0.262358 	 0.378502 
941 	 2 	 0.299924 	 0.432699 
942 	 2 	 0.340673 	 0.491487 
943 	 2 	 0.384153 	 0.554215 
944 	 2 	 0.429636 	 0.619833 
945 	 2 	 0.476091 	 0.686855 
946 	 2 	 0.522175 	 0.753340 
947 	 2 	 0.566254 	 0.816932 
948 	 2 	 0.606483 	 0.874971 
949 	 2 	 0.640937 	 0.924676 
950 	 2 	 0.667780 	 0.963403 
951 	 2 	 0.685468 	 0.988921 
952 	 2 	 0.692932 	 0.999690 
953 	 2 	 0.689727 	 0.995066 
954 	 2 	 0.676085 	 0.975384 
955 	 2 	 0.652888 	 0.941918 
956 	 2 	 0.621545 	 0.896699 
957 	 2 	 0.583814 	 0.842265 
958 	 2 	 0.541605 	 0.781371 
959 	 2 	 0.496794 	 0.716723 
960 	 2 	 0.451082 	 0.650774 
961 	 2 	 0.405901 	 0.585591 
962 	 2 	 0.362374 	 0.522794 
963 	 2 	 0.321315 	 0.463559 
964 	 2 	 0.283256 	 0.408652 
965 	 2 	 0.248491 	 0.358497 
966 	 2 	 0.217120 	 0.313238 
967 	 2 	 0.189104 	 0.272819 
968 	 2 	 0.164300 	 0.237035 
969 	 2 	 0.142500 	 0.205584 
970 	 2 	 0.123460 	 0.178115 
971 	 2 	 0.106915 	 0.154246 
972 	 2 	 0.092603 	 0.133598 
973 	 2 	 0.080266 	 0.115799 
974 	 2 	 0.069664 	 0.100504 
975 	 2 	 0.062908 	 0.090757 
976 	 2 	 0.054792 	 0.079048 
977 	 2 	 0.047854 	 0.069038 
978 	 2 	 0.041929 	 0.060491 
979 	 3 	 0.034744 	 0.031626 
980 	 3 	 0.030740 	 0.027981 
981 	 3 	 0.027320 	 0.024868 
982 	 4 	 0.025794 	 0.018606 
983 	 5 	 0.022149 	 0.013762 
984 	 5 	 0.019965 	 0.012405 
985 	 5 	 0.018087 	 0.011238 
986 	 5 	 0.016468 	 0.010232 
987 	 5 	 0.015270 	 0.009488 
988 	 5 	 0.014028 	 0.008716 
989 	 5 	 0.012946 	 0.008044 
990 	 5 	 0.012000 	 0.007456 
991 	 5 	 0.011208 	 0.006964 
992 	 6 	 0.010202 	 0.005694 
993 	 6 	 0.009579 	 0.005346 
994 	 6 	 0.009024 	 0.005036 
995 	 6 	 0.008526 	 0.004759 
996 	 7 	 0.008161 	 0.004194 
997 	 6 	 0.007746 	 0.004323 
998 	 6 	 0.007372 	 0.004114 
999 	 5 	 0.006907 	 0.004291 
1000 	 5 	 0.006894 	 0.004284 
1001 	 5 	 0.006393 	 0.003972 
1002 	 5 	 0.006132 	 0.003810 
1003 	 5 	 0.005890 	 0.003660 
1004 	 5 	 0.005665 	 0.003520 
1005 	 5 	 0.005456 	 0.003390 
1006 	 5 	 0.005260 	 0.003268 
1007 	 5 	 0.005077 	 0.003155 
1008 	 5 	 0.004906 	 0.003048 
1009 	 5 	 0.004744 	 0.002948 
1010 	 5 	 0.004592 	 0.002853 
1011 	 5 	 0.004449 	 0.002764 
1012 	 5 	 0.004313 	 0.002680 
1013 	 5 	 0.004186 	 0.002601 
1014 	 5 	 0.004065 	 0.002526 
1015 	 5 	 0.003952 	 0.002455 
1016 	 5 	 0.003844 	 0.002389 
1017 	 5 	 0.003743 	 0.002326 
1018 	 5 	 0.003649 	 0.002267 
1019 	 5 	 0.003560 	 0.002212 
1020 	 5 	 0.003477 	 0.002160 
1021 	 4 	 0.003383 	 0.002440 
1022 	 4 	 0.003312 	 0.002389 
1023 	 4 	 0.003247 	 0.002342 
1024 	 4 	 0.003189 	 0.002301 
1025 	 4 	 0.003139 	 0.002264 
1026 	 4 	 0.003095 	 0.002233 
1027 	 4 	 0.003060 	 0.002207 
1028 	 4 	 0.003033 	 0.002188 
1029 	 4 	 0.003015 	 0.002175 
1030 	 4 	 0.003008 	 0.002170 
1031 	 4 	 0.003013 	 0.002173 
1032 	 4 	 0.003029 	 0.002185 
1033 	 4 	 0.003060 	 0.002208 
1034 	 4 	 0.003107 	 0.002241 
1035 	 4 	 0.003171 	 0.002287 
1036 	 4 	 0.003255 	 0.002348 
1037 	 4 	 0.003361 	 0.002424 
1038 	 4 	 0.003492 	 0.002519 
1039 	 4 	 0.003652 	 0.002634 
1040 	 4 	 0.003844 	 0.002773 
1041 	 4 	 0.004073 	 0.002938 
1042 	 4 	 0.004343 	 0.003133 
1043 	 4 	 0.004661 	 0.003362 
1044 	 4 	 0.005032 	 0.003630 
1045 	 4 	 0.005464 	 0.003941 
1046 	 4 	 0.005965 	 0.004303 
1047 	 4 	 0.006545 	 0.004721 
1048 	 4 	 0.007214 	 0.005204 
1049 	 4 	 0.007985 	 0.005760 
1050 	 4 	 0.008872 	 0.006400 
1051 	 4 	 0.009889 	 0.007134 
1052 	 4 	 0.011055 	 0.007975 
1053 	 4 	 0.012390 	 0.008938 
1054 	 4 	 0.013916 	 0.010038 
1055 	 4 	 0.015659 	 0.011295 
1056 	 4 	 0.017646 	 0.012729 
1057 	 4 	 0.019911 	 0.014363 
1058 	 4 	 0.022488 	 0.016221 
1059 	 4 	 0.025418 	 0.018335 
1060 	 4 	 0.028745 	 0.020735 
1061 	 4 	 0.032519 	 0.023458 
1062 	 4 	 0.036795 	 0.026542 
1063 	 4 	 0.041633 	 0.030032 
1064 	 4 	 0.047101 	 0.033976 
1065 	 4 	 0.053271 	 0.038427 
1066 	 4 	 0.060224 	 0.043442 
1067 	 4 	 0.068044 	 0.049084 
1068 	 4 	 0.076826 	 0.055418 
1069 	 3 	 0.085842 	 0.078137 
1070 	 3 	 0.096873 	 0.088177 
1071 	 3 	 0.109176 	 0.099376 
1072 	 3 	 0.122861 	 0.111833 
1073 	 3 	 0.138042 	 0.125651 
1074 	 3 	 0.154826 	 0.140929 
1075 	 3 	 0.173315 	 0.157758 
1076 	 3 	 0.193600 	 0.176222 
1077 	 3 	 0.215753 	 0.196387 
1078 	 3 	 0.239821 	 0.218295 
1079 	 2 	 0.263906 	 0.380736 
1080 	 2 	 0.291700 	 0.420835 
1081 	 2 	 0.321304 	 0.463544 
1082 	 2 	 0.352566 	 0.508645 
1083 	 2 	 0.385256 	 0.555806 
1084 	 2 	 0.419056 	 0.604570 
1085 	 2 	 0.453555 	 0.654341 
1086 	 2 	 0.488241 	 0.704383 
1087 	 2 	 0.522508 	 0.753820 
1088 	 2 	 0.555663 	 0.801652 
1089 	 2 	 0.586947 	 0.846785 
1090 	 2 	 0.615560 	 0.888065 
1091 	 2 	 0.640700 	 0.924334 
1092 	 2 	 0.661606 	 0.954496 
1093 	 2 	 0.677605 	 0.977578 
1094 	 2 	 0.688157 	 0.992800 
1095 	 2 	 0.692891 	 0.999631 
1096 	 2 	 0.691641 	 0.997827 
1097 	 2 	 0.684451 	 0.987454 
1098 	 2 	 0.671575 	 0.968878 
1099 	 2 	 0.653458 	 0.942741 
1100 	 2 	 0.630702 	 0.909911 
1101 	 2 	 0.604023 	 0.871421 
1102 	 2 	 0.574203 	 0.828400 
1103 	 2 	 0.542050 	 0.782012 
1104 	 2 	 0.508347 	 0.733390 
1105 	 2 	 0.473832 	 0.683595 
1106 	 2 	 0.439163 	 0.633578 
1107 	 2 	 0.404905 	 0.584154 
1108 	 2 	 0.371528 	 0.536002 
1109 	 2 	 0.339407 	 0.489660 
1110 	 2 	 0.308818 	 0.445530 
1111 	 2 	 0.279957 	 0.403893 
1112 	 2 	 0.252951 	 0.364931 
1113 	 2 	 0.227856 	 0.328727 
1114 	 2 	 0.204687 	 0.295301 
1115 	 2 	 0.183413 	 0.264609 
1116 	 2 	 0.163977 	 0.236569 
1117 	 2 	 0.146296 	 0.211061 
1118 	 2 	 0.130276 	 0.187948 
1119 	 2 	 0.115809 	 0.167077 
1120 	 2 	 0.102786 	 0.148289 
1121 	 2 	 0.091096 	 0.131424 
1122 	 2 	 0.080629 	 0.116322 
1123 	 2 	 0.071277 	 0.102831 
1124 	 2 	 0.062939 	 0.090802 
1125 	 2 	 0.055519 	 0.080096 
1126 	 2 	 0.048926 	 0.070585 
1127 	 2 	 0.043078 	 0.062148 
1128 	 2 	 0.037897 	 0.054674 
1129 	 2 	 0.033314 	 0.048061 
1130 	 2 	 0.029263 	 0.042218 
1131 	 2 	 0.025688 	 0.037060 
1132 	 2 	 0.022535 	 0.032512 
1133 	 2 	 0.019758 	 0.028505 
1134 	 2 	 0.017313 	 0.024977 
1135 	 2 	 0.015163 	 0.021875 
1136 	 2 	 0.013273 	 0.019148 
1137 	 2 	 0.011613 	 0.016754 
1138 	 2 	 0.010156 	 0.014652 
1139 	 2 	 0.008878 	 0.012809 
1140 	 2 	 0.007758 	 0.011193 
1141 	 2 	 0.006777 	 0.009777 
1142 	 2 	 0.005917 	 0.008537 
1143 	 2 	 0.005165 	 0.007452 
1144 	 2 	 0.004507 	 0.006502 
1145 	 2 	 0.003932 	 0.005672 
1146 	 2 	 0.003429 	 0.004946 
1147 	 2 	 0.002989 	 0.004312 
1148 	 2 	 0.002605 	 0.003759 
1149 	 2 	 0.002270 	 0.003275 
1150 	 2 	 0.001978 	 0.002853 
1151 	 2 	 0.001722 	 0.002485 
1152 	 2 	 0.001500 	 0.002164 
1153 	 2 	 0.001306 	 0.001884 
1154 	 2 	 0.001137 	 0.001640 
1155 	 2 	 0.000989 	 0.001427 
1156 	 2 	 0.000861 	 0.001242 
1157 	 2 	 0.000749 	 0.001080 
1158 	 2 	 0.000651 	 0.000940 
1159 	 2 	 0.000566 	 0.000817 
1160 	 2 	 0.000493 	 0.000711 
1161 	 2 	 0.000428 	 0.000618 
1162 	 2 	 0.000372 	 0.000537 
1163 	 2 	 0.000324 	 0.000467 
1164 	 2 	 0.000281 	 0.000406 
1165 	 2 	 0.000245 	 0.000353 
1166 	 2 	 0.000213 	 0.000307 
1167 	 2 	 0.000185 	 0.000267 
1168 	 2 	 0.000161 	 0.000232 
1169 	 2 	 0.000140 	 0.000201 
1170 	 2 	 0.000121 	 0.000175 
1171 	 2 	 0.000105 	 0.000152 
1172 	 1 	 0.000000 	 nan 
1173 	 1 	 0.000000 	 nan 
1174 	 1 	 0.000000 	 nan 
1175 	 1 	 0.000000 	 nan 
1176 	 1 	 0.000000 	 nan 
1177 	 1 	 0.000000 	 nan 
1178 	 1 	 0.000000 	 nan 
1179 	 1 	 0.000000 	 nan 
1180 	 1 	 0.000000 	 nan 
1181 	 1 	 0.000000 	 nan 
1182 	 1 	 0.000000 	 nan 
1183 	 1 	 0.000000 	 nan 
1184 	 1 	 0.000000 	 nan 
1185 	 1 	 0.000000 	 nan 
1186 	 1 	 0.000000 	 nan 
1187 	 1 	 0.000000 	 nan 
1188 	 1 	 0.000000 	 nan 
1189 	 1 	 0.000000 	 nan 
1190 	 1 	 0.000000 	 nan 
1191 	 1 	 0.000000 	 nan 
1192 	 1 	 0.000000 	 nan 
1193 	 1 	 0.000000 	 nan 
1194 	 1 	 0.000000 	 nan 
1195 	 1 	 0.000000 	 nan 
1196 	 1 	 0.000000 	 nan 
1197 	 1 	 0.000000 	 nan 
1198 	 1 	 0.000000 	 nan 
1199 	 1 	 0.000000 	 nan 
1200 	 1 	 0.000000 	 nan 
1201 	 1 	 0.000000 	 nan 
1202 	 1 	 0.000000 	 nan 
1203 	 1 	 0.000000 	 nan 
1204 	 1 	 0.000000 	 nan 
1205 	 1 	 0.000000 	 nan 
1206 	 1 	 0.000000 	 nan 
1207 	 1 	 0.000000 	 nan 
1208 	 1 	 0.000000 	 nan 
1209 	 1 	 0.000000 	 nan 
1210 	 1 	 0.000000 	 nan 
1211 	 1 	 0.000000 	 nan 
1212 	 1 	 0.000000 	 nan 
1213 	 1 	 0.000000 	 nan 
1214 	 1 	 0.000000 	 nan 
1215 	 1 	 0.000000 	 nan 
1216 	 1 	 0.000000 	 nan 
1217 	 1 	 0.000000 	 nan 
1218 	 1 	 0.000000 	 nan 
1219 	 1 	 0.000000 	 nan 
1220 	 1 	 0.000000 	 nan 
1221 	 1 	 0.000000 	 nan 
1222 	 1 	 0.000000 	 nan 
1223 	 1 	 0.000000 	 nan 
1224 	 1 	 0.000000 	 nan 
1225 	 1 	 0.000000 	 nan 
1226 	 1 	 0.000000 	 nan 
1227 	 1 	 0.000000 	 nan 
1228 	 1 	 0.000000 	 nan 
1229 	 2 	 0.000012 	 0.000018 
1230 	 2 	 0.000013 	 0.000019 
1231 	 2 	 0.000015 	 0.000021 
1232 	 2 	 0.000016 	 0.000024 
1233 	 2 	 0.000018 	 0.000026 
1234 	 2 	 0.000020 	 0.000029 
1235 	 2 	 0.000022 	 0.000032 
1236 	 2 	 0.000024 	 0.000035 
1237 	 2 	 0.000027 	 0.000039 
1238 	 2 	 0.000030 	 0.000043 
1239 	 2 	 0.000033 	 0.000047 
1240 	 2 	 0.000036 	 0.000052 
1241 	 2 	 0.000040 	 0.000057 
1242 	 2 	 0.000044 	 0.000063 
1243 	 2 	 0.000049 	 0.000070 
1244 	 2 	 0.000054 	 0.000077 
1245 	 2 	 0.000059 	 0.000085 
1246 	 2 	 0.000065 	 0.000094 
1247 	 2 	 0.000072 	 0.000104 
1248 	 2 	 0.000080 	 0.000115 
1249 	 2 	 0.000088 	 0.000127 
1250 	 2 	 0.000097 	 0.000141 
1251 	 2 	 0.000108 	 0.000155 
1252 	 3 	 0.000146 	 0.000133 
1253 	 3 	 0.000160 	 0.000145 
1254 	 3 	 0.000175 	 0.000159 
1255 	 2 	 0.000175 	 0.000253 
1256 	 2 	 0.000194 	 0.000279 
1257 	 2 	 0.000214 	 0.000308 
1258 	 2 	 0.000236 	 0.000341 
1259 	 3 	 0.000281 	 0.000256 
1260 	 3 	 0.000308 	 0.000281 
1261 	 3 	 0.000338 	 0.000308 
1262 	 2 	 0.000351 	 0.000507 
1263 	 2 	 0.000388 	 0.000559 
1264 	 2 	 0.000428 	 0.000618 
1265 	 2 	 0.000473 	 0.000682 
1266 	 2 	 0.000522 	 0.000753 
1267 	 2 	 0.000576 	 0.000832 
1268 	 2 	 0.000636 	 0.000918 
1269 	 2 	 0.000703 	 0.001014 
1270 	 2 	 0.000776 	 0.001119 
1271 	 2 	 0.000856 	 0.001235 
1272 	 2 	 0.000945 	 0.001363 
1273 	 2 	 0.001043 	 0.001505 
1274 	 2 	 0.001151 	 0.001660 
1275 	 2 	 0.001270 	 0.001832 
1276 	 2 	 0.001401 	 0.002022 
1277 	 2 	 0.001546 	 0.002230 
1278 	 2 	 0.001705 	 0.002460 
1279 	 2 	 0.001881 	 0.002714 
1280 	 2 	 0.002075 	 0.002993 
1281 	 2 	 0.002288 	 0.003301 
1282 	 2 	 0.002523 	 0.003639 
1283 	 2 	 0.002781 	 0.004012 
1284 	 2 	 0.003066 	 0.004423 
1285 	 2 	 0.003379 	 0.004875 
1286 	 2 	 0.003724 	 0.005373 
1287 	 2 	 0.004104 	 0.005920 
1288 	 2 	 0.004521 	 0.006522 
1289 	 2 	 0.004980 	 0.007185 
1290 	 2 	 0.005485 	 0.007913 
1291 	 2 	 0.006040 	 0.008714 
1292 	 2 	 0.006650 	 0.009594 
1293 	 2 	 0.007320 	 0.010561 
1294 	 2 	 0.008057 	 0.011623 
1295 	 2 	 0.008865 	 0.012790 
1296 	 2 	 0.009753 	 0.014071 
1297 	 2 	 0.010728 	 0.015477 
1298 	 2 	 0.011797 	 0.017020 
1299 	 2 	 0.012971 	 0.018713 
1300 	 2 	 0.014257 	 0.020568 
1301 	 2 	 0.015667 	 0.022603 
1302 	 2 	 0.017212 	 0.024832 
1303 	 2 	 0.018905 	 0.027274 
1304 	 2 	 0.020758 	 0.029948 
1305 	 2 	 0.022786 	 0.032874 
1306 	 2 	 0.025006 	 0.036075 
1307 	 2 	 0.027432 	 0.039576 
1308 	 2 	 0.030084 	 0.043402 
1309 	 2 	 0.032981 	 0.047582 
1310 	 2 	 0.036144 	 0.052145 
1311 	 2 	 0.039595 	 0.057123 
1312 	 2 	 0.043358 	 0.062553 
1313 	 2 	 0.047459 	 0.068469 
1314 	 2 	 0.051925 	 0.074912 
1315 	 2 	 0.056785 	 0.081924 
