t 	 Richness 	 Shannon Index 	 Evenness 
1951 	 7 	 0.618430 	 0.317810 
1952 	 7 	 0.574855 	 0.295417 
1953 	 7 	 0.533372 	 0.274099 
1954 	 7 	 0.494239 	 0.253988 
1955 	 7 	 0.451123 	 0.231831 
1956 	 7 	 0.417551 	 0.214579 
1957 	 7 	 0.376355 	 0.193408 
1958 	 7 	 0.348748 	 0.179221 
1959 	 8 	 0.315887 	 0.151909 
1960 	 8 	 0.293638 	 0.141210 
1961 	 8 	 0.273465 	 0.131509 
1962 	 8 	 0.255219 	 0.122734 
1963 	 8 	 0.238750 	 0.114815 
1964 	 8 	 0.223911 	 0.107679 
1965 	 8 	 0.210561 	 0.101258 
1966 	 8 	 0.198566 	 0.095490 
1967 	 8 	 0.187801 	 0.090313 
1968 	 8 	 0.178153 	 0.085673 
1969 	 8 	 0.169775 	 0.081644 
1970 	 8 	 0.162022 	 0.077916 
1971 	 8 	 0.155097 	 0.074586 
1972 	 9 	 0.151197 	 0.068813 
1973 	 9 	 0.145450 	 0.066197 
1974 	 9 	 0.140340 	 0.063872 
1975 	 9 	 0.135809 	 0.061809 
1976 	 10 	 0.130180 	 0.056536 
1977 	 10 	 0.126855 	 0.055093 
1978 	 9 	 0.123948 	 0.056411 
1979 	 9 	 0.121434 	 0.055267 
1980 	 8 	 0.119273 	 0.057358 
1981 	 8 	 0.117451 	 0.056482 
1982 	 8 	 0.117033 	 0.056281 
1983 	 8 	 0.115599 	 0.055591 
1984 	 8 	 0.114454 	 0.055041 
1985 	 8 	 0.113583 	 0.054622 
1986 	 8 	 0.112976 	 0.054330 
1987 	 8 	 0.112623 	 0.054160 
1988 	 8 	 0.112518 	 0.054110 
1989 	 8 	 0.112659 	 0.054178 
1990 	 8 	 0.113044 	 0.054363 
1991 	 8 	 0.113674 	 0.054666 
1992 	 8 	 0.114554 	 0.055089 
1993 	 8 	 0.115691 	 0.055636 
1994 	 8 	 0.117094 	 0.056310 
1995 	 8 	 0.118774 	 0.057118 
1996 	 8 	 0.120748 	 0.058067 
1997 	 8 	 0.123031 	 0.059166 
1998 	 8 	 0.125647 	 0.060424 
1999 	 8 	 0.129915 	 0.062476 
2000 	 8 	 0.133435 	 0.064169 
2001 	 8 	 0.137386 	 0.066069 
2002 	 8 	 0.141807 	 0.068195 
2003 	 8 	 0.146740 	 0.070567 
2004 	 8 	 0.152234 	 0.073209 
2005 	 8 	 0.158341 	 0.076146 
2006 	 8 	 0.165120 	 0.079406 
2007 	 8 	 0.172637 	 0.083021 
2008 	 8 	 0.180961 	 0.087024 
2009 	 8 	 0.190172 	 0.091453 
2010 	 8 	 0.200351 	 0.096349 
2011 	 7 	 0.211566 	 0.108724 
2012 	 7 	 0.223965 	 0.115095 
2013 	 7 	 0.237623 	 0.122114 
2014 	 7 	 0.252649 	 0.129836 
2015 	 7 	 0.269156 	 0.138319 
2016 	 7 	 0.287260 	 0.147622 
2017 	 7 	 0.307076 	 0.157806 
2018 	 7 	 0.328720 	 0.168929 
2019 	 7 	 0.352301 	 0.181047 
2020 	 7 	 0.377921 	 0.194213 
2021 	 7 	 0.405667 	 0.208472 
2022 	 7 	 0.435602 	 0.223855 
2023 	 7 	 0.467767 	 0.240385 
2024 	 7 	 0.502400 	 0.258182 
2025 	 7 	 0.539000 	 0.276991 
2026 	 7 	 0.577689 	 0.296873 
2027 	 7 	 0.618306 	 0.317746 
2028 	 7 	 0.660615 	 0.339489 
2029 	 7 	 0.704295 	 0.361936 
2030 	 7 	 0.748940 	 0.384879 
2031 	 7 	 0.794053 	 0.408063 
2032 	 7 	 0.839052 	 0.431187 
2033 	 7 	 0.883273 	 0.453912 
2034 	 7 	 0.925990 	 0.475865 
2035 	 7 	 0.966437 	 0.496651 
2036 	 7 	 1.003837 	 0.515870 
2037 	 7 	 1.037433 	 0.533135 
2038 	 7 	 1.066531 	 0.548089 
2039 	 7 	 1.090534 	 0.560424 
2040 	 7 	 1.108975 	 0.569901 
2041 	 7 	 1.121546 	 0.576361 
2042 	 7 	 1.128112 	 0.579735 
2043 	 7 	 1.128720 	 0.580047 
2044 	 7 	 1.123586 	 0.577409 
2045 	 7 	 1.113084 	 0.572012 
2046 	 7 	 1.097715 	 0.564114 
2047 	 7 	 1.078074 	 0.554020 
2048 	 7 	 1.054816 	 0.542068 
2049 	 7 	 1.028626 	 0.528609 
2050 	 7 	 1.000185 	 0.513993 
2051 	 7 	 0.970134 	 0.498550 
2052 	 7 	 0.939080 	 0.482592 
2053 	 7 	 0.907554 	 0.466390 
2054 	 7 	 0.876024 	 0.450187 
2055 	 7 	 0.844877 	 0.434181 
2056 	 7 	 0.814440 	 0.418540 
2057 	 7 	 0.784963 	 0.403391 
2058 	 7 	 0.756633 	 0.388832 
2059 	 7 	 0.729588 	 0.374934 
2060 	 7 	 0.703917 	 0.361742 
2061 	 7 	 0.679670 	 0.349281 
2062 	 7 	 0.656861 	 0.337560 
2063 	 7 	 0.635484 	 0.326574 
2064 	 7 	 0.615507 	 0.316308 
2065 	 7 	 0.596891 	 0.306741 
2066 	 7 	 0.579576 	 0.297843 
2067 	 7 	 0.563504 	 0.289584 
2068 	 7 	 0.548607 	 0.281928 
2069 	 7 	 0.534817 	 0.274841 
2070 	 7 	 0.522065 	 0.268288 
2071 	 7 	 0.510283 	 0.262233 
2072 	 7 	 0.499405 	 0.256644 
2073 	 7 	 0.489370 	 0.251487 
2074 	 7 	 0.480117 	 0.246731 
2075 	 7 	 0.471590 	 0.242349 
2076 	 7 	 0.463736 	 0.238313 
2077 	 7 	 0.456507 	 0.234598 
2078 	 7 	 0.449859 	 0.231182 
2079 	 7 	 0.443750 	 0.228043 
2080 	 7 	 0.438143 	 0.225161 
2081 	 7 	 0.433003 	 0.222519 
2082 	 7 	 0.428298 	 0.220102 
2083 	 7 	 0.424005 	 0.217895 
2084 	 7 	 0.420094 	 0.215886 
2085 	 7 	 0.416544 	 0.214061 
2086 	 7 	 0.413335 	 0.212412 
2087 	 7 	 0.410451 	 0.210930 
2088 	 8 	 0.409156 	 0.196763 
2089 	 8 	 0.406729 	 0.195595 
2090 	 8 	 0.404588 	 0.194566 
2091 	 8 	 0.402727 	 0.193671 
2092 	 8 	 0.400880 	 0.192782 
2093 	 8 	 0.399596 	 0.192165 
2094 	 8 	 0.397992 	 0.191394 
2095 	 8 	 0.397393 	 0.191106 
2096 	 8 	 0.397042 	 0.190937 
2097 	 8 	 0.396937 	 0.190886 
2098 	 8 	 0.397080 	 0.190955 
2099 	 8 	 0.397473 	 0.191144 
2100 	 8 	 0.398116 	 0.191453 
2101 	 8 	 0.399016 	 0.191886 
2102 	 8 	 0.400177 	 0.192444 
2103 	 8 	 0.400961 	 0.192821 
2104 	 8 	 0.402545 	 0.193583 
2105 	 8 	 0.404408 	 0.194479 
2106 	 8 	 0.406558 	 0.195513 
2107 	 8 	 0.409007 	 0.196691 
2108 	 8 	 0.411763 	 0.198016 
2109 	 8 	 0.414838 	 0.199495 
2110 	 8 	 0.418246 	 0.201134 
2111 	 8 	 0.421998 	 0.202938 
2112 	 8 	 0.426109 	 0.204915 
2113 	 8 	 0.430595 	 0.207073 
2114 	 8 	 0.435471 	 0.209417 
2115 	 8 	 0.440749 	 0.211955 
2116 	 8 	 0.446448 	 0.214696 
2117 	 8 	 0.452585 	 0.217647 
2118 	 8 	 0.459172 	 0.220815 
2119 	 8 	 0.466228 	 0.224208 
2120 	 8 	 0.473768 	 0.227834 
2121 	 8 	 0.481803 	 0.231698 
2122 	 8 	 0.490350 	 0.235808 
2123 	 8 	 0.499418 	 0.240169 
2124 	 8 	 0.509017 	 0.244785 
2125 	 8 	 0.519151 	 0.249659 
2126 	 8 	 0.529827 	 0.254793 
2127 	 8 	 0.541041 	 0.260186 
2128 	 8 	 0.552792 	 0.265837 
2129 	 8 	 0.565069 	 0.271741 
2130 	 8 	 0.577857 	 0.277891 
2131 	 8 	 0.591135 	 0.284276 
2132 	 8 	 0.604871 	 0.290882 
2133 	 7 	 0.619018 	 0.318112 
2134 	 7 	 0.633554 	 0.325582 
2135 	 7 	 0.648416 	 0.333220 
2136 	 7 	 0.663534 	 0.340989 
2137 	 7 	 0.678837 	 0.348853 
2138 	 7 	 0.694237 	 0.356767 
2139 	 7 	 0.709641 	 0.364683 
2140 	 7 	 0.724941 	 0.372546 
2141 	 7 	 0.740023 	 0.380296 
2142 	 7 	 0.754759 	 0.387869 
2143 	 7 	 0.769021 	 0.395199 
2144 	 7 	 0.782664 	 0.402210 
2145 	 7 	 0.789766 	 0.405859 
2146 	 7 	 0.802177 	 0.412237 
2147 	 7 	 0.813603 	 0.418109 
2148 	 7 	 0.823899 	 0.423400 
2149 	 7 	 0.832923 	 0.428038 
2150 	 7 	 0.840543 	 0.431954 
2151 	 7 	 0.849385 	 0.436498 
2152 	 7 	 0.852866 	 0.438286 
2153 	 7 	 0.854572 	 0.439163 
2154 	 7 	 0.854443 	 0.439097 
2155 	 7 	 0.852436 	 0.438065 
2156 	 7 	 0.848533 	 0.436060 
2157 	 7 	 0.842742 	 0.433084 
2158 	 7 	 0.835092 	 0.429152 
2159 	 7 	 0.825633 	 0.424291 
2160 	 7 	 0.814441 	 0.418540 
2161 	 7 	 0.801609 	 0.411945 
2162 	 7 	 0.787247 	 0.404565 
2163 	 6 	 0.771457 	 0.430559 
2164 	 6 	 0.754427 	 0.421054 
2165 	 6 	 0.736275 	 0.410923 
2166 	 6 	 0.717151 	 0.400250 
2167 	 6 	 0.697209 	 0.389120 
2168 	 6 	 0.676602 	 0.377619 
2169 	 6 	 0.655480 	 0.365830 
2170 	 6 	 0.633985 	 0.353834 
2171 	 6 	 0.612259 	 0.341708 
2172 	 6 	 0.590429 	 0.329525 
2173 	 6 	 0.568613 	 0.317349 
2174 	 6 	 0.546922 	 0.305243 
2175 	 6 	 0.525454 	 0.293261 
2176 	 6 	 0.504295 	 0.281452 
2177 	 6 	 0.483521 	 0.269858 
2178 	 6 	 0.463198 	 0.258516 
2179 	 6 	 0.443381 	 0.247455 
2180 	 6 	 0.424114 	 0.236702 
2181 	 6 	 0.405433 	 0.226276 
2182 	 6 	 0.387366 	 0.216193 
2183 	 6 	 0.369934 	 0.206464 
2184 	 6 	 0.353149 	 0.197096 
2185 	 6 	 0.337019 	 0.188094 
2186 	 6 	 0.321545 	 0.179458 
2187 	 6 	 0.306725 	 0.171186 
2188 	 6 	 0.292551 	 0.163276 
2189 	 6 	 0.279014 	 0.155721 
2190 	 6 	 0.266101 	 0.148514 
2191 	 6 	 0.253796 	 0.141646 
2192 	 6 	 0.242082 	 0.135108 
2193 	 6 	 0.230941 	 0.128890 
2194 	 6 	 0.220353 	 0.122981 
2195 	 6 	 0.210298 	 0.117369 
2196 	 6 	 0.200755 	 0.112043 
2197 	 6 	 0.191702 	 0.106991 
2198 	 6 	 0.183120 	 0.102201 
2199 	 6 	 0.174987 	 0.097662 
2200 	 6 	 0.167281 	 0.093362 
2201 	 5 	 0.159963 	 0.099391 
2202 	 5 	 0.153056 	 0.095099 
2203 	 5 	 0.146516 	 0.091036 
2204 	 5 	 0.140327 	 0.087190 
2205 	 5 	 0.134470 	 0.083551 
2206 	 5 	 0.128929 	 0.080108 
2207 	 5 	 0.123685 	 0.076850 
2208 	 5 	 0.118723 	 0.073767 
2209 	 5 	 0.114029 	 0.070850 
2210 	 5 	 0.109588 	 0.068091 
2211 	 5 	 0.105385 	 0.065479 
2212 	 5 	 0.101408 	 0.063008 
2213 	 5 	 0.097644 	 0.060670 
2214 	 5 	 0.094082 	 0.058457 
2215 	 5 	 0.090710 	 0.056362 
2216 	 5 	 0.087518 	 0.054378 
2217 	 5 	 0.084496 	 0.052500 
2218 	 5 	 0.081634 	 0.050722 
2219 	 5 	 0.078923 	 0.049038 
2220 	 6 	 0.076685 	 0.042799 
2221 	 6 	 0.074236 	 0.041432 
2222 	 6 	 0.071916 	 0.040137 
2223 	 6 	 0.069717 	 0.038910 
2224 	 6 	 0.067632 	 0.037746 
2225 	 6 	 0.065656 	 0.036643 
2226 	 6 	 0.063782 	 0.035598 
2227 	 6 	 0.062005 	 0.034606 
2228 	 5 	 0.060295 	 0.037463 
2229 	 5 	 0.058696 	 0.036470 
2230 	 5 	 0.057180 	 0.035528 
2231 	 5 	 0.055741 	 0.034634 
2232 	 5 	 0.054376 	 0.033786 
2233 	 5 	 0.053080 	 0.032981 
2234 	 5 	 0.051851 	 0.032217 
2235 	 5 	 0.050684 	 0.031492 
2236 	 5 	 0.049578 	 0.030804 
2237 	 5 	 0.048527 	 0.030152 
2238 	 4 	 0.047502 	 0.034266 
2239 	 4 	 0.046558 	 0.033584 
2240 	 4 	 0.045662 	 0.032938 
2241 	 4 	 0.044812 	 0.032325 
2242 	 4 	 0.044006 	 0.031744 
2243 	 4 	 0.043242 	 0.031193 
2244 	 4 	 0.042518 	 0.030670 
2245 	 4 	 0.041832 	 0.030176 
2246 	 4 	 0.041182 	 0.029707 
2247 	 4 	 0.040567 	 0.029263 
2248 	 4 	 0.039985 	 0.028843 
2249 	 4 	 0.039435 	 0.028447 
2250 	 4 	 0.038915 	 0.028071 
2251 	 4 	 0.038425 	 0.027717 
2252 	 4 	 0.037962 	 0.027384 
2253 	 4 	 0.037525 	 0.027069 
2254 	 4 	 0.037115 	 0.026773 
2255 	 4 	 0.036729 	 0.026494 
2256 	 4 	 0.036367 	 0.026233 
2257 	 4 	 0.036027 	 0.025988 
2258 	 4 	 0.035710 	 0.025759 
2259 	 4 	 0.035414 	 0.025546 
2260 	 4 	 0.035138 	 0.025347 
2261 	 4 	 0.034883 	 0.025162 
2262 	 4 	 0.034646 	 0.024992 
2263 	 4 	 0.034427 	 0.024834 
2264 	 4 	 0.034227 	 0.024690 
2265 	 4 	 0.034044 	 0.024557 
2266 	 4 	 0.033878 	 0.024437 
2267 	 4 	 0.033728 	 0.024329 
2268 	 4 	 0.033593 	 0.024233 
2269 	 4 	 0.033475 	 0.024147 
2270 	 4 	 0.033371 	 0.024072 
2271 	 4 	 0.033282 	 0.024008 
2272 	 4 	 0.033207 	 0.023954 
2273 	 4 	 0.033146 	 0.023910 
2274 	 4 	 0.033099 	 0.023876 
2275 	 4 	 0.033065 	 0.023851 
2276 	 4 	 0.033044 	 0.023836 
2277 	 4 	 0.033036 	 0.023830 
2278 	 4 	 0.033040 	 0.023834 
2279 	 4 	 0.033057 	 0.023846 
2280 	 4 	 0.033086 	 0.023866 
2281 	 4 	 0.033127 	 0.023896 
2282 	 4 	 0.033179 	 0.023933 
2283 	 4 	 0.033243 	 0.023979 
2284 	 4 	 0.033318 	 0.024034 
2285 	 4 	 0.033404 	 0.024096 
2286 	 4 	 0.033501 	 0.024166 
2287 	 4 	 0.033609 	 0.024244 
2288 	 4 	 0.033728 	 0.024330 
2289 	 4 	 0.033858 	 0.024423 
2290 	 4 	 0.033999 	 0.024525 
2291 	 4 	 0.034149 	 0.024633 
2292 	 4 	 0.034310 	 0.024750 
2293 	 4 	 0.034482 	 0.024873 
2294 	 4 	 0.034663 	 0.025004 
2295 	 4 	 0.034855 	 0.025143 
2296 	 4 	 0.035057 	 0.025288 
2297 	 4 	 0.035269 	 0.025441 
2298 	 4 	 0.035491 	 0.025601 
2299 	 4 	 0.035723 	 0.025768 
2300 	 4 	 0.035964 	 0.025943 
2301 	 4 	 0.036216 	 0.026125 
2302 	 4 	 0.036478 	 0.026313 
2303 	 4 	 0.036749 	 0.026509 
2304 	 4 	 0.037031 	 0.026712 
2305 	 4 	 0.037322 	 0.026922 
2306 	 4 	 0.037623 	 0.027139 
2307 	 4 	 0.037934 	 0.027364 
2308 	 4 	 0.038255 	 0.027595 
2309 	 4 	 0.038586 	 0.027834 
2310 	 4 	 0.038926 	 0.028079 
2311 	 4 	 0.039277 	 0.028332 
2312 	 4 	 0.039637 	 0.028592 
2313 	 4 	 0.040007 	 0.028859 
2314 	 4 	 0.040388 	 0.029134 
2315 	 4 	 0.040778 	 0.029415 
2316 	 4 	 0.041179 	 0.029704 
2317 	 4 	 0.041589 	 0.030000 
2318 	 4 	 0.042010 	 0.030304 
2319 	 4 	 0.042441 	 0.030614 
2320 	 4 	 0.042882 	 0.030932 
2321 	 4 	 0.043333 	 0.031258 
2322 	 4 	 0.043795 	 0.031591 
2323 	 4 	 0.044267 	 0.031932 
2324 	 4 	 0.044749 	 0.032280 
2325 	 4 	 0.045242 	 0.032635 
2326 	 4 	 0.045746 	 0.032999 
2327 	 4 	 0.046260 	 0.033370 
2328 	 4 	 0.046785 	 0.033748 
2329 	 4 	 0.047321 	 0.034135 
2330 	 4 	 0.047868 	 0.034529 
2331 	 4 	 0.048425 	 0.034931 
2332 	 4 	 0.048994 	 0.035342 
2333 	 4 	 0.049574 	 0.035760 
2334 	 4 	 0.050165 	 0.036186 
2335 	 3 	 0.050295 	 0.045781 
2336 	 3 	 0.050918 	 0.046347 
2337 	 3 	 0.051551 	 0.046924 
2338 	 3 	 0.052197 	 0.047511 
2339 	 3 	 0.052853 	 0.048109 
2340 	 3 	 0.053522 	 0.048718 
2341 	 3 	 0.054202 	 0.049337 
2342 	 3 	 0.054894 	 0.049966 
2343 	 3 	 0.055597 	 0.050607 
2344 	 3 	 0.056313 	 0.051259 
2345 	 3 	 0.057041 	 0.051921 
2346 	 3 	 0.057782 	 0.052595 
2347 	 3 	 0.058534 	 0.053280 
2348 	 3 	 0.059299 	 0.053976 
2349 	 3 	 0.060077 	 0.054684 
2350 	 3 	 0.060868 	 0.055404 
2351 	 3 	 0.061671 	 0.056135 
2352 	 3 	 0.062487 	 0.056878 
2353 	 3 	 0.063317 	 0.057633 
2354 	 3 	 0.064159 	 0.058400 
2355 	 3 	 0.065015 	 0.059179 
2356 	 3 	 0.065885 	 0.059971 
2357 	 3 	 0.066768 	 0.060775 
2358 	 3 	 0.067665 	 0.061591 
2359 	 3 	 0.068576 	 0.062420 
2360 	 3 	 0.069500 	 0.063262 
2361 	 3 	 0.070439 	 0.064117 
2362 	 3 	 0.071393 	 0.064984 
2363 	 3 	 0.072360 	 0.065865 
2364 	 3 	 0.073343 	 0.066759 
2365 	 3 	 0.074340 	 0.067667 
2366 	 3 	 0.075352 	 0.068588 
2367 	 3 	 0.076379 	 0.069523 
2368 	 3 	 0.077422 	 0.070472 
2369 	 3 	 0.078479 	 0.071435 
2370 	 3 	 0.079552 	 0.072411 
2371 	 3 	 0.080641 	 0.073402 
2372 	 3 	 0.081745 	 0.074408 
2373 	 3 	 0.082866 	 0.075428 
2374 	 3 	 0.084002 	 0.076462 
2375 	 3 	 0.085155 	 0.077512 
2376 	 3 	 0.086325 	 0.078576 
2377 	 3 	 0.087510 	 0.079655 
2378 	 2 	 0.086866 	 0.125321 
2379 	 2 	 0.088119 	 0.127129 
2380 	 2 	 0.089389 	 0.128961 
2381 	 2 	 0.090675 	 0.130817 
2382 	 2 	 0.091979 	 0.132697 
2383 	 2 	 0.093299 	 0.134602 
2384 	 2 	 0.094636 	 0.136531 
2385 	 2 	 0.095991 	 0.138486 
2386 	 2 	 0.097363 	 0.140465 
2387 	 2 	 0.098753 	 0.142470 
2388 	 2 	 0.100161 	 0.144502 
2389 	 2 	 0.101587 	 0.146559 
2390 	 2 	 0.103031 	 0.148642 
2391 	 2 	 0.104494 	 0.150752 
2392 	 2 	 0.105975 	 0.152889 
2393 	 2 	 0.107475 	 0.155054 
2394 	 2 	 0.108994 	 0.157245 
2395 	 2 	 0.110532 	 0.159464 
2396 	 2 	 0.112090 	 0.161712 
2397 	 2 	 0.113667 	 0.163986 
2398 	 2 	 0.115264 	 0.166290 
2399 	 2 	 0.116880 	 0.168623 
2400 	 2 	 0.118517 	 0.170984 
2401 	 2 	 0.120174 	 0.173375 
2402 	 2 	 0.121851 	 0.175794 
2403 	 2 	 0.123549 	 0.178244 
2404 	 2 	 0.125268 	 0.180724 
2405 	 2 	 0.127008 	 0.183234 
2406 	 2 	 0.128769 	 0.185774 
2407 	 2 	 0.130551 	 0.188345 
2408 	 2 	 0.132355 	 0.190948 
2409 	 2 	 0.134180 	 0.193581 
2410 	 2 	 0.136027 	 0.196246 
2411 	 2 	 0.137897 	 0.198943 
2412 	 2 	 0.139788 	 0.201672 
2413 	 2 	 0.141702 	 0.204433 
2414 	 2 	 0.143639 	 0.207227 
2415 	 2 	 0.145598 	 0.210053 
2416 	 2 	 0.147579 	 0.212912 
2417 	 2 	 0.149584 	 0.215805 
2418 	 2 	 0.151613 	 0.218731 
2419 	 2 	 0.153665 	 0.221691 
2420 	 2 	 0.155739 	 0.224685 
2421 	 2 	 0.157838 	 0.227712 
2422 	 2 	 0.159961 	 0.230775 
2423 	 2 	 0.162108 	 0.233872 
2424 	 2 	 0.164278 	 0.237003 
2425 	 2 	 0.166473 	 0.240170 
2426 	 2 	 0.168693 	 0.243372 
2427 	 2 	 0.170937 	 0.246610 
2428 	 2 	 0.173206 	 0.249883 
2429 	 2 	 0.175499 	 0.253192 
2430 	 2 	 0.177818 	 0.256536 
2431 	 2 	 0.180162 	 0.259918 
2432 	 2 	 0.182530 	 0.263335 
2433 	 2 	 0.184925 	 0.266790 
2434 	 2 	 0.187344 	 0.270281 
2435 	 2 	 0.189790 	 0.273808 
2436 	 2 	 0.192260 	 0.277373 
2437 	 2 	 0.194757 	 0.280975 
2438 	 2 	 0.197280 	 0.284615 
2439 	 2 	 0.199828 	 0.288291 
2440 	 2 	 0.202403 	 0.292006 
2441 	 2 	 0.205004 	 0.295759 
2442 	 2 	 0.207631 	 0.299548 
2443 	 2 	 0.210284 	 0.303376 
2444 	 2 	 0.212964 	 0.307242 
2445 	 2 	 0.215670 	 0.311146 
2446 	 2 	 0.218403 	 0.315088 
2447 	 2 	 0.221162 	 0.319069 
2448 	 2 	 0.223947 	 0.323088 
2449 	 2 	 0.226759 	 0.327144 
2450 	 2 	 0.229598 	 0.331240 
2451 	 2 	 0.232463 	 0.335374 
2452 	 2 	 0.235356 	 0.339547 
2453 	 2 	 0.238275 	 0.343758 
2454 	 2 	 0.241219 	 0.348006 
2455 	 2 	 0.244192 	 0.352294 
2456 	 2 	 0.247190 	 0.356620 
2457 	 2 	 0.250216 	 0.360985 
2458 	 2 	 0.253267 	 0.365387 
2459 	 2 	 0.256345 	 0.369827 
2460 	 2 	 0.259450 	 0.374307 
2461 	 2 	 0.262580 	 0.378824 
2462 	 2 	 0.265737 	 0.383378 
2463 	 2 	 0.268920 	 0.387970 
2464 	 2 	 0.272130 	 0.392601 
2465 	 2 	 0.275365 	 0.397268 
2466 	 2 	 0.278627 	 0.401974 
2467 	 2 	 0.281914 	 0.406716 
2468 	 2 	 0.285226 	 0.411494 
2469 	 2 	 0.288564 	 0.416310 
2470 	 2 	 0.291927 	 0.421161 
2471 	 2 	 0.295315 	 0.426050 
2472 	 2 	 0.298728 	 0.430973 
2473 	 2 	 0.302165 	 0.435933 
2474 	 2 	 0.305627 	 0.440927 
2475 	 2 	 0.309112 	 0.445955 
2476 	 2 	 0.312622 	 0.451018 
2477 	 2 	 0.316157 	 0.456118 
2478 	 2 	 0.319715 	 0.461252 
2479 	 2 	 0.323294 	 0.466415 
2480 	 2 	 0.326897 	 0.471612 
2481 	 2 	 0.330522 	 0.476843 
2482 	 2 	 0.334172 	 0.482108 
2483 	 2 	 0.337840 	 0.487400 
2484 	 2 	 0.341531 	 0.492724 
2485 	 2 	 0.345243 	 0.498080 
2486 	 2 	 0.348975 	 0.503464 
2487 	 2 	 0.352729 	 0.508880 
2488 	 2 	 0.356500 	 0.514320 
2489 	 2 	 0.360293 	 0.519793 
2490 	 2 	 0.364104 	 0.525290 
2491 	 2 	 0.367932 	 0.530814 
2492 	 2 	 0.371779 	 0.536363 
2493 	 2 	 0.375643 	 0.541938 
2494 	 2 	 0.379525 	 0.547539 
2495 	 2 	 0.383422 	 0.553161 
2496 	 2 	 0.387336 	 0.558808 
2497 	 2 	 0.391265 	 0.564475 
2498 	 2 	 0.395207 	 0.570163 
2499 	 2 	 0.399164 	 0.575871 
2500 	 2 	 0.403134 	 0.581599 
2501 	 2 	 0.407116 	 0.587345 
2502 	 2 	 0.411111 	 0.593107 
2503 	 2 	 0.415116 	 0.598886 
2504 	 2 	 0.419133 	 0.604680 
2505 	 2 	 0.423158 	 0.610489 
2506 	 2 	 0.427193 	 0.616310 
2507 	 2 	 0.431236 	 0.622143 
2508 	 2 	 0.435287 	 0.627986 
2509 	 2 	 0.439344 	 0.633840 
2510 	 2 	 0.443407 	 0.639701 
2511 	 2 	 0.447475 	 0.645570 
2512 	 2 	 0.451546 	 0.651444 
2513 	 2 	 0.455621 	 0.657322 
2514 	 2 	 0.459698 	 0.663204 
2515 	 2 	 0.463777 	 0.669089 
2516 	 2 	 0.467856 	 0.674973 
2517 	 2 	 0.471934 	 0.680857 
2518 	 2 	 0.476010 	 0.686738 
2519 	 2 	 0.480085 	 0.692616 
2520 	 2 	 0.484156 	 0.698489 
2521 	 2 	 0.488221 	 0.704354 
2522 	 2 	 0.492281 	 0.710212 
2523 	 2 	 0.496335 	 0.716060 
2524 	 2 	 0.500380 	 0.721896 
2525 	 2 	 0.504416 	 0.727719 
2526 	 2 	 0.508443 	 0.733529 
2527 	 2 	 0.512459 	 0.739322 
2528 	 2 	 0.516462 	 0.745097 
2529 	 2 	 0.520451 	 0.750853 
2530 	 2 	 0.524427 	 0.756588 
2531 	 2 	 0.528386 	 0.762300 
2532 	 2 	 0.532328 	 0.767988 
2533 	 2 	 0.536252 	 0.773648 
2534 	 2 	 0.540157 	 0.779282 
2535 	 2 	 0.544040 	 0.784884 
2536 	 2 	 0.547902 	 0.790456 
2537 	 2 	 0.551740 	 0.795993 
2538 	 2 	 0.555554 	 0.801495 
2539 	 2 	 0.559343 	 0.806962 
2540 	 2 	 0.563103 	 0.812386 
2541 	 2 	 0.566836 	 0.817772 
2542 	 2 	 0.570540 	 0.823115 
2543 	 2 	 0.574212 	 0.828413 
2544 	 2 	 0.577852 	 0.833665 
2545 	 2 	 0.581459 	 0.838868 
2546 	 2 	 0.585032 	 0.844023 
2547 	 2 	 0.588567 	 0.849123 
2548 	 2 	 0.592065 	 0.854169 
2549 	 2 	 0.595525 	 0.859160 
2550 	 2 	 0.598944 	 0.864093 
2551 	 2 	 0.602322 	 0.868967 
2552 	 2 	 0.605657 	 0.873778 
2553 	 2 	 0.608948 	 0.878526 
2554 	 2 	 0.612194 	 0.883210 
2555 	 2 	 0.615393 	 0.887825 
2556 	 2 	 0.618545 	 0.892371 
2557 	 2 	 0.621647 	 0.896847 
2558 	 2 	 0.624699 	 0.901250 
2559 	 2 	 0.627698 	 0.905578 
2560 	 2 	 0.630646 	 0.909829 
2561 	 2 	 0.633539 	 0.914003 
2562 	 2 	 0.636376 	 0.918096 
2563 	 2 	 0.639157 	 0.922108 
2564 	 2 	 0.641880 	 0.926037 
2565 	 2 	 0.644543 	 0.929879 
2566 	 2 	 0.647147 	 0.933635 
2567 	 2 	 0.649689 	 0.937303 
2568 	 2 	 0.652169 	 0.940880 
2569 	 2 	 0.654585 	 0.944366 
2570 	 2 	 0.656936 	 0.947759 
2571 	 2 	 0.659222 	 0.951056 
2572 	 2 	 0.661441 	 0.954257 
2573 	 2 	 0.663592 	 0.957361 
2574 	 2 	 0.665674 	 0.960364 
2575 	 2 	 0.667687 	 0.963268 
2576 	 2 	 0.669629 	 0.966070 
2577 	 2 	 0.671499 	 0.968768 
2578 	 2 	 0.673296 	 0.971361 
2579 	 2 	 0.675021 	 0.973849 
2580 	 2 	 0.676671 	 0.976230 
2581 	 2 	 0.678246 	 0.978502 
2582 	 2 	 0.679746 	 0.980666 
2583 	 2 	 0.681169 	 0.982719 
2584 	 2 	 0.682515 	 0.984661 
2585 	 2 	 0.683783 	 0.986491 
